id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4
53,customer-53,227,308,46,93,233,174,49
54,customer-54,129,189,121,14,106,42,98
55,customer-55,155,181,33,35,93,74,206
56,customer-56,106,152,130,111,148,67,64
57,customer-57,206,216,69,131,119,109,17
58,customer-58,162,181,42,178,98,144,59
59,customer-59,211,235,60,86,96,113,21
60,customer-60,58,125,196,131,148,48,139
61,customer-61,13,102,178,94,77,108,25
62,customer-62,178,254,50,132,87,153,115
63,customer-63,162,238,138,187,163,216,20
64,customer-64,23,105,203,61,261,132,62
65,customer-65,101,119,158,167,184,72,94
66,customer-66,116,123,153,31,72,181,88
67,customer-67,177,210,208,187,118,105,38
68,customer-68,154,155,199,185,142,101,37
69,customer-69,193,255,166,58,227,80,200
70,customer-70,90,117,89,200,123,138,101
71,customer-71,118,172,207,63,209,134,41
72,customer-72,202,282,134,33,86,106,150
73,customer-73,176,183,208,74,191,159,147
74,customer-74,116,179,155,74,99,111,82
75,customer-75,222,283,163,179,123,155,124
76,customer-76,84,100,209,66,205,224,168
77,customer-77,182,263,176,129,259,212,204
78,customer-78,135,141,269,123,36,61,30
79,customer-79,140,157,208,95,94,125,139
80,customer-80,68,147,202,212,204,105,60
81,customer-81,65,152,202,250,117,180,258
82,customer-82,218,227,49,139,136,162,42
83,customer-83,227,299,197,99,56,249,92
84,customer-84,246,304,111,84,37,158,98
85,customer-85,63,83,113,89,50,199,188
86,customer-86,185,258,177,145,272,175,162
87,customer-87,201,281,102,47,137,147,105
88,customer-88,109,172,11,122,210,93,19
89,customer-89,54,127,42,45,103,85,215
90,customer-90,28,78,92,240,69,187,177
91,customer-91,149,158,19,224,145,60,197
92,customer-92,67,81,199,173,50,136,182
93,customer-93,52,102,196,55,74,86,50
94,customer-94,61,95,69,203,168,228,22
95,customer-95,120,137,43,196,35,83,61
96,customer-96,96,162,86,100,41,31,181
97,customer-97,100,186,52,70,21,45,58
98,customer-98,228,240,141,191,98,166,183
99,customer-99,180,204,251,143,37,176,130
100,customer-100,70,164,81,21,60,103,76
101,customer-101,168,181,199,182,40,123,94
102,customer-102,64,128,54,85,41,69,69
103,customer-103,77,145,143,46,238,130,171
104,customer-104,124,203,162,170,162,234,98
105,customer-105,53,57,80,163,160,58,92
106,customer-106,135,172,206,71,154,194,58
107,customer-107,101,168,91,57,226,127,29
108,customer-108,36,96,171,159,160,155,136
109,customer-109,208,213,32,154,41,119,127
110,customer-110,73,160,190,233,189,121,99
111,customer-111,215,240,109,67,55,38,35
112,customer-112,186,196,67,82,224,201,49
113,customer-113,142,203,123,35,9,249,105
114,customer-114,95,118,185,177,222,96,146
115,customer-115,176,189,80,154,42,153,189
116,customer-116,23,117,156,105,123,205,72
117,customer-117,77,89,219,119,160,120,197
118,customer-118,39,93,187,238,227,208,113
119,customer-119,56,141,49,149,194,111,53
120,customer-120,201,211,55,19,184,148,167
121,customer-121,202,275,220,131,66,47,192
122,customer-122,193,217,121,163,142,47,202
123,customer-123,105,135,130,207,122,132,137
124,customer-124,142,158,102,191,212,204,139
125,customer-125,53,66,208,43,83,51,130
126,customer-126,53,141,223,227,179,77,77
127,customer-127,124,160,38,252,77,30,161
128,customer-128,50,139,233,145,114,107,201
129,customer-129,82,160,88,37,70,91,143
130,customer-130,113,170,135,240,124,181,205
131,customer-131,191,260,106,103,89,85,223
132,customer-132,186,234,200,45,166,119,113
133,customer-133,5,20,25,61,57,239,27
134,customer-134,85,113,223,83,48,93,115
135,customer-135,177,197,175,125,16,103,54
136,customer-136,19,113,11,50,100,56,32
137,customer-137,136,229,177,51,37,196,234
138,customer-138,160,206,31,131,94,151,181
139,customer-139,15,17,44,86,84,74,48
140,customer-140,92,146,183,119,156,156,244
141,customer-141,57,79,155,25,138,187,117
142,customer-142,57,123,35,126,18,122,143
143,customer-143,70,143,155,184,165,55,89
144,customer-144,181,263,205,108,223,21,62
145,customer-145,12,110,103,61,214,91,56
146,customer-146,79,156,202,193,96,214,96
147,customer-147,52,132,119,42,65,7,14
148,customer-148,112,182,190,142,73,44,93
149,customer-149,52,106,60,34,163,195,198
150,customer-150,111,173,215,182,148,232,31
151,customer-151,100,111,124,132,154,176,64
152,customer-152,136,144,60,76,204,197,181
153,customer-153,72,91,218,123,81,117,198
154,customer-154,197,285,222,127,141,43,191
155,customer-155,173,246,28,150,94,155,102
156,customer-156,22,30,188,102,21,159,125
157,customer-157,93,118,166,73,165,216,55
158,customer-158,201,261,176,99,193,168,166
159,customer-159,181,217,213,63,206,174,194
160,customer-160,60,144,102,166,251,126,76
161,customer-161,15,20,94,222,190,166,208
162,customer-162,121,145,122,181,154,131,63
163,customer-163,199,199,144,91,211,97,89
164,customer-164,59,113,157,24,83,50,26
165,customer-165,114,138,90,52,106,167,158
166,customer-166,207,243,143,19,11,168,77
167,customer-167,61,110,148,213,13,160,107
168,customer-168,64,99,175,105,95,118,32
169,customer-169,205,296,171,162,91,136,212
170,customer-170,191,193,186,251,119,194,101
171,customer-171,20,57,186,160,40,187,262
172,customer-172,187,242,76,108,16,133,46
173,customer-173,39,53,180,150,93,14,74
174,customer-174,82,177,181,205,101,193,192
175,customer-175,130,157,155,209,40,172,210
176,customer-176,250,313,141,123,167,148,149
177,customer-177,203,289,143,159,159,212,67
178,customer-178,93,148,66,221,135,60,142
179,customer-179,178,276,127,112,24,111,210
180,customer-180,224,232,211,47,216,42,167
181,customer-181,84,151,86,166,48,36,197
182,customer-182,99,115,210,63,192,180,95
183,customer-183,174,182,149,173,62,132,118
184,customer-184,90,93,166,178,33,188,129
185,customer-185,46,131,35,205,133,27,135
186,customer-186,161,219,150,81,185,110,113
187,customer-187,65,108,170,182,187,35,30
188,customer-188,83,83,217,191,44,80,86
189,customer-189,50,75,183,192,44,111,107
190,customer-190,187,200,157,112,146,168,58
191,customer-191,25,53,116,205,211,199,179
192,customer-192,74,97,92,123,48,93,238
193,customer-193,138,189,91,202,135,81,151
194,customer-194,91,123,158,183,152,104,64
195,customer-195,93,129,82,143,178,135,104
196,customer-196,3,49,81,191,112,27,214
197,customer-197,143,225,38,73,106,117,210
198,customer-198,23,43,25,151,205,17,205
199,customer-199,163,180,46,177,5,5,158
200,customer-200,139,192,75,104,200,106,211
201,customer-201,132,208,174,28,97,24,227
202,customer-202,137,157,183,56,76,221,133
203,customer-203,110,112,217,219,82,92,261
204,customer-204,193,287,100,44,206,56,63
205,customer-205,160,195,121,74,53,60,111
206,customer-206,40,97,13,109,169,188,75
207,customer-207,53,75,231,63,193,33,146
208,customer-208,103,179,48,181,178,107,176
209,customer-209,135,223,66,76,83,23,156
210,customer-210,162,221,155,235,63,172,85
211,customer-211,208,212,42,149,95,201,232
212,customer-212,227,323,41,205,76,127,92
213,customer-213,161,249,171,182,167,188,89
214,customer-214,214,254,46,102,72,168,187
215,customer-215,128,210,178,51,97,137,175
216,customer-216,97,104,189,91,203,20,196
217,customer-217,196,205,18,27,172,170,106
218,customer-218,186,189,35,87,71,180,175
219,customer-219,35,105,104,91,113,215,127
220,customer-220,168,230,129,205,166,256,59
221,customer-221,188,279,241,127,88,147,196
222,customer-222,46,50,30,223,38,202,77
223,customer-223,93,184,133,208,101,108,108
224,customer-224,182,227,47,184,164,38,191
225,customer-225,96,158,157,108,80,217,134
226,customer-226,206,218,189,124,50,119,13
227,customer-227,126,161,62,117,79,236,139
228,customer-228,240,312,231,103,116,153,113
229,customer-229,201,210,133,30,250,198,248
230,customer-230,86,94,152,138,95,18,108
231,customer-231,162,196,135,185,207,213,187
232,customer-232,134,173,173,150,92,251,157
233,customer-233,52,105,73,245,75,92,123
234,customer-234,217,240,44,120,51,166,156
235,customer-235,37,54,195,77,74,124,178
236,customer-236,97,153,57,47,42,122,82
237,customer-237,56,84,200,231,42,113,40
238,customer-238,208,302,42,201,156,67,151
239,customer-239,65,133,24,186,194,169,220
240,customer-240,254,295,88,89,132,167,210
241,customer-241,24,57,212,52,220,138,103
242,customer-242,194,266,176,171,146,181,117
243,customer-243,140,149,107,203,171,103,113
244,customer-244,155,232,166,195,176,59,58
245,customer-245,71,86,144,213,90,137,35
246,customer-246,60,124,7,146,89,52,71
247,customer-247,174,190,107,20,196,116,188
248,customer-248,203,233,84,91,16,224,139
249,customer-249,203,285,221,83,109,21,167
250,customer-250,74,84,133,77,58,182,4
251,customer-251,72,101,81,228,116,116,215
252,customer-252,41,98,165,120,107,123,157
253,customer-253,80,131,52,32,169,194,59
254,customer-254,173,227,219,188,92,40,50
255,customer-255,153,236,110,74,125,196,110
256,customer-256,191,248,36,212,98,147,186
257,customer-257,50,74,215,119,134,164,97
258,customer-258,206,283,226,43,185,192,69
259,customer-259,227,282,131,133,125,144,144
260,customer-260,101,145,153,112,149,90,175
261,customer-261,21,69,181,142,223,72,137
262,customer-262,67,86,137,168,145,15,155
263,customer-263,22,36,57,51,44,158,31
264,customer-264,65,125,13,33,209,101,139
265,customer-265,51,99,109,57,125,201,210
266,customer-266,26,90,15,205,106,41,66
267,customer-267,155,203,70,94,198,6,136
268,customer-268,55,73,206,114,229,194,228
269,customer-269,209,220,63,133,79,52,42
270,customer-270,158,244,117,89,150,88,134
271,customer-271,151,194,141,122,39,174,32
272,customer-272,60,148,129,20,203,122,93
273,customer-273,70,131,59,99,30,160,105
274,customer-274,157,171,75,87,73,8,240
275,customer-275,60,141,106,56,111,174,144
276,customer-276,82,111,59,165,175,171,198
277,customer-277,110,145,217,80,152,133,89
278,customer-278,47,55,183,214,194,83,39
279,customer-279,9,34,167,143,45,150,191
280,customer-280,71,130,126,255,186,147,215
281,customer-281,50,77,199,80,106,95,148
282,customer-282,32,38,183,72,81,167,100
283,customer-283,164,179,196,255,153,163,18
284,customer-284,69,143,138,145,172,45,67
285,customer-285,45,84,190,144,66,155,146
286,customer-286,231,290,158,53,155,71,232
287,customer-287,237,264,25,101,205,223,254
288,customer-288,169,185,138,49,77,59,111
289,customer-289,46,74,235,184,49,184,122
290,customer-290,7,23,198,151,167,171,120
291,customer-291,137,204,140,71,235,64,150
292,customer-292,139,223,160,140,161,30,121
293,customer-293,68,74,87,140,221,147,168
294,customer-294,29,66,43,219,234,214,42
295,customer-295,38,86,111,87,5,149,112
296,customer-296,186,255,168,159,219,196,217
297,customer-297,202,262,110,24,127,128,173
298,customer-298,191,233,133,169,163,237,49
299,customer-299,65,141,205,38,129,41,211
300,customer-300,239,287,25,131,152,83,190
301,customer-301,71,132,120,120,144,21,97
302,customer-302,40,74,120,65,123,54,178
303,customer-303,38,77,73,201,99,42,131
304,customer-304,108,139,57,191,223,184,122
305,customer-305,223,276,105,86,78,144,121
306,customer-306,85,152,253,243,106,60,151
307,customer-307,125,138,138,103,160,60,185
308,customer-308,187,271,219,112,155,116,55
309,customer-309,104,161,137,97,138,125,88
310,customer-310,220,295,148,132,58,240,88
311,customer-311,149,175,181,89,178,87,126
312,customer-312,18,66,162,26,164,96,208
313,customer-313,171,224,219,178,154,39,215
314,customer-314,66,123,115,174,228,64,166
315,customer-315,210,307,80,158,61,77,81
316,customer-316,250,279,125,178,45,53,188
317,customer-317,86,172,69,54,132,98,252
318,customer-318,161,216,100,158,231,221,229
319,customer-319,50,69,90,28,28,117,137
320,customer-320,210,250,145,103,177,144,22
321,customer-321,227,270,163,108,73,73,139
322,customer-322,126,166,57,89,106,189,161
323,customer-323,177,243,240,199,113,148,192
324,customer-324,86,93,125,113,194,148,124
325,customer-325,115,170,232,119,12,125,44
326,customer-326,133,223,110,107,109,60,147
327,customer-327,57,145,192,13,99,67,130
328,customer-328,155,193,175,106,96,184,175
329,customer-329,56,124,195,176,21,63,133
330,customer-330,113,143,111,236,129,187,207
331,customer-331,184,247,66,183,138,120,117
332,customer-332,117,166,31,198,179,198,104
333,customer-333,122,174,214,233,138,248,21
334,customer-334,172,206,29,81,165,199,140
335,customer-335,155,207,125,180,118,184,188
336,customer-336,86,104,144,76,58,118,56
337,customer-337,138,192,170,202,176,261,138
338,customer-338,165,258,143,35,63,45,189
339,customer-339,184,279,38,69,178,193,139
340,customer-340,209,237,46,169,221,53,144
341,customer-341,7,63,173,144,95,13,235
342,customer-342,99,108,43,161,137,24,81
343,customer-343,72,85,191,180,92,83,115
344,customer-344,75,101,207,64,195,124,227
345,customer-345,141,187,135,110,94,56,44
346,customer-346,198,201,98,31,103,120,30
347,customer-347,95,186,171,168,222,116,91
348,customer-348,96,152,125,151,22,48,46
349,customer-349,51,55,140,118,178,129,89
350,customer-350,174,184,44,115,94,61,28
351,customer-351,137,153,189,119,181,103,178
352,customer-352,175,193,206,40,119,236,157
353,customer-353,99,155,202,110,210,116,90
354,customer-354,239,315,137,167,155,207,144
355,customer-355,212,269,46,92,142,182,35
356,customer-356,57,100,42,100,12,145,131
357,customer-357,158,249,183,93,93,208,105
358,customer-358,179,189,167,36,74,182,55
359,customer-359,69,140,111,137,7,204,65
360,customer-360,88,129,112,20,231,49,7
361,customer-361,60,72,104,162,45,22,116
362,customer-362,96,156,140,76,13,264,43
363,customer-363,112,179,75,42,234,215,170
364,customer-364,38,47,2,107,24,117,193
365,customer-365,55,143,96,50,154,79,194
366,customer-366,112,117,57,140,98,222,241
367,customer-367,4,73,104,101,12,128,97
368,customer-368,87,169,115,184,15,70,64
369,customer-369,149,157,30,71,112,198,157
370,customer-370,57,99,5,53,187,20,198
371,customer-371,112,193,26,167,31,11,90
372,customer-372,175,252,116,70,71,38,66
373,customer-373,169,233,90,238,111,105,163
374,customer-374,65,81,80,161,150,139,50
375,customer-375,164,179,237,218,132,114,115
376,customer-376,139,140,97,267,68,151,26
377,customer-377,265,269,76,93,220,141,109
378,customer-378,155,246,125,158,94,123,76
379,customer-379,186,206,157,96,67,103,183
380,customer-380,116,119,186,214,202,50,183
381,customer-381,231,247,146,199,280,174,152
382,customer-382,30,115,65,41,105,265,145
383,customer-383,190,275,91,168,171,141,214
384,customer-384,209,230,82,35,154,58,20
385,customer-385,181,192,69,227,135,169,47
386,customer-386,87,169,192,80,39,172,107
387,customer-387,203,278,195,58,88,131,167
388,customer-388,213,303,209,185,114,133,141
389,customer-389,35,67,240,157,159,186,49
390,customer-390,62,69,70,179,140,44,52
391,customer-391,38,54,166,99,66,201,262
392,customer-392,138,147,175,54,254,86,136
393,customer-393,209,264,94,10,154,47,194
394,customer-394,109,112,201,136,96,101,202
395,customer-395,122,126,82,134,32,204,193
396,customer-396,48,69,106,89,159,73,35
397,customer-397,202,223,156,128,142,204,156
398,customer-398,12,63,192,220,195,184,154
399,customer-399,238,276,140,27,210,194,205
400,customer-400,119,158,119,128,195,212,117
401,customer-401,69,136,239,76,65,127,172
402,customer-402,183,239,154,45,177,175,78
403,customer-403,155,158,31,169,61,206,91
404,customer-404,163,229,144,109,250,99,154
405,customer-405,67,119,234,172,94,168,108
406,customer-406,59,153,14,102,61,203,144
407,customer-407,6,58,118,160,82,70,135
408,customer-408,94,116,209,214,76,76,166
409,customer-409,82,105,198,154,40,130,37
410,customer-410,62,142,152,18,135,125,46
411,customer-411,115,203,47,61,166,45,90
412,customer-412,191,206,38,76,30,230,155
413,customer-413,181,203,142,225,94,124,142
414,customer-414,58,136,99,110,176,33,34
415,customer-415,85,102,46,63,51,68,123
416,customer-416,154,159,35,121,173,41,59
417,customer-417,57,107,188,121,35,221,138
418,customer-418,106,178,60,53,155,202,196
419,customer-419,21,50,95,27,154,151,110
420,customer-420,191,277,125,151,96,165,66
421,customer-421,168,231,87,217,172,99,216
422,customer-422,89,118,39,22,27,184,173
423,customer-423,210,245,109,164,232,73,82
424,customer-424,109,124,181,132,43,175,132
425,customer-425,113,177,139,106,173,134,57
426,customer-426,180,185,220,138,85,94,68
427,customer-427,220,307,136,47,44,86,239
428,customer-428,179,201,211,194,157,159,197
429,customer-429,187,216,36,151,45,153,67
430,customer-430,58,138,118,119,115,100,234
431,customer-431,187,187,113,210,26,180,150
432,customer-432,79,152,201,182,35,110,203
433,customer-433,160,229,75,109,16,7,184
434,customer-434,70,147,160,193,112,117,192
435,customer-435,48,127,126,79,140,87,205
436,customer-436,217,235,173,183,97,191,101
437,customer-437,181,263,109,157,172,72,147
438,customer-438,147,171,76,191,110,139,79
439,customer-439,44,86,114,159,172,100,10
440,customer-440,105,158,68,180,141,110,179
441,customer-441,188,203,254,174,208,193,135
442,customer-442,133,231,217,190,84,156,88
443,customer-443,131,179,159,202,86,105,98
444,customer-444,58,125,97,52,184,198,132
445,customer-445,153,154,182,198,144,47,112
446,customer-446,87,175,36,104,5,23,242
447,customer-447,227,254,124,65,46,114,97
448,customer-448,216,278,176,216,42,194,99
449,customer-449,69,152,95,147,77,84,160
450,customer-450,201,245,115,205,50,102,222
451,customer-451,55,138,221,136,115,198,204
452,customer-452,152,197,7,137,183,48,172
453,customer-453,83,88,185,174,218,163,114
454,customer-454,179,227,181,65,17,83,171
455,customer-455,99,149,279,17,55,164,21
456,customer-456,231,287,216,72,176,234,138
457,customer-457,276,368,228,199,88,38,228
458,customer-458,226,311,202,152,185,69,168
459,customer-459,196,261,156,169,69,157,63
460,customer-460,93,110,64,104,117,145,51
461,customer-461,179,201,212,181,183,171,230
462,customer-462,119,155,64,185,212,204,88
463,customer-463,22,70,55,20,62,68,155
464,customer-464,134,189,104,194,124,113,183
465,customer-465,102,193,95,205,165,84,153
466,customer-466,140,202,142,201,176,181,42
467,customer-467,18,84,72,33,48,94,74
468,customer-468,93,118,153,85,30,60,197
469,customer-469,84,151,188,154,231,140,89
470,customer-470,184,227,200,104,67,158,183
471,customer-471,61,92,68,83,183,83,204
472,customer-472,44,106,74,224,150,60,172
473,customer-473,146,153,197,162,196,14,168
474,customer-474,66,67,70,52,191,41,94
475,customer-475,176,177,200,158,194,214,138
476,customer-476,166,212,155,82,49,157,34
477,customer-477,83,110,205,21,185,133,162
478,customer-478,76,169,75,212,216,26,150
479,customer-479,125,158,155,182,111,241,117
480,customer-480,82,85,149,190,141,101,116
481,customer-481,127,184,186,89,151,89,62
482,customer-482,163,249,101,211,230,249,84
483,customer-483,167,223,160,144,233,95,57
484,customer-484,211,295,111,52,216,137,57
485,customer-485,77,90,166,116,43,39,93
486,customer-486,171,180,78,181,75,12,213
487,customer-487,58,132,143,84,15,200,173
488,customer-488,64,108,133,38,58,105,205
489,customer-489,144,160,200,170,80,123,60
490,customer-490,142,222,118,194,127,198,69
491,customer-491,174,272,34,161,100,158,113
492,customer-492,193,234,29,63,190,156,50
493,customer-493,190,259,209,86,161,77,126
494,customer-494,139,201,50,72,187,53,5
495,customer-495,95,154,151,133,207,15,165
496,customer-496,46,114,142,136,141,38,46
497,customer-497,102,127,106,147,53,199,114
498,customer-498,127,140,203,182,194,233,164
499,customer-499,130,191,192,123,134,218,45
500,customer-500,185,261,198,186,161,48,124
501,customer-501,182,272,43,77,136,162,245
502,customer-502,215,241,177,187,201,62,32
503,customer-503,68,71,196,201,161,161,165
504,customer-504,230,319,81,72,56,75,171
505,customer-505,59,108,142,138,32,39,27
506,customer-506,18,70,41,46,211,160,207
507,customer-507,122,123,167,31,176,200,128
508,customer-508,68,148,178,71,215,173,23
509,customer-509,165,210,60,93,118,214,68
510,customer-510,251,262,200,154,183,73,226
511,customer-511,116,194,109,60,132,215,77
512,customer-512,70,85,137,87,149,64,93
513,customer-513,190,255,200,70,166,156,199
514,customer-514,98,167,183,103,124,97,202
515,customer-515,80,80,121,65,52,153,165
516,customer-516,41,53,46,191,144,246,161
517,customer-517,22,107,98,119,125,9,47
518,customer-518,55,130,114,150,76,111,196
519,customer-519,159,251,79,151,152,185,73
520,customer-520,12,103,65,211,179,151,18
521,customer-521,189,279,24,121,57,111,198
522,customer-522,97,164,168,117,89,95,219
523,customer-523,54,122,135,116,53,182,161
524,customer-524,78,149,11,111,97,140,191
525,customer-525,41,45,240,117,93,236,114
526,customer-526,170,212,230,223,82,125,135
527,customer-527,98,106,216,180,83,215,148
528,customer-528,182,225,77,83,197,130,227
529,customer-529,78,141,193,37,157,161,46
530,customer-530,159,174,66,121,174,184,47
531,customer-531,25,59,92,144,124,76,160
532,customer-532,47,56,73,87,114,117,21
533,customer-533,216,282,17,108,215,114,85
534,customer-534,158,211,172,166,138,148,115
535,customer-535,43,61,178,163,170,68,214
536,customer-536,72,112,73,75,134,173,170
537,customer-537,42,133,181,188,134,135,246
538,customer-538,63,115,207,88,223,32,100
539,customer-539,164,252,68,169,59,246,226
540,customer-540,78,167,126,48,34,65,103
541,customer-541,90,132,171,55,124,159,88
542,customer-542,74,143,101,165,80,258,150
543,customer-543,107,112,168,129,159,207,69
544,customer-544,181,217,126,75,160,162,165
545,customer-545,102,171,83,222,170,39,137
546,customer-546,91,185,64,209,207,7,60
547,customer-547,129,188,122,63,92,22,187
548,customer-548,190,273,117,169,164,58,61
549,customer-549,162,195,263,243,235,113,138
550,customer-550,33,65,90,85,40,135,170
551,customer-551,100,199,141,136,136,179,116
552,customer-552,94,99,67,110,150,16,198
553,customer-553,150,236,202,141,119,121,4
554,customer-554,220,241,115,127,33,242,131
555,customer-555,59,111,154,137,164,93,75
556,customer-556,210,253,161,107,222,79,170
557,customer-557,130,220,207,207,108,72,176
558,customer-558,163,243,185,217,128,142,143
559,customer-559,136,156,91,56,126,27,30
560,customer-560,77,172,32,154,129,95,71
561,customer-561,140,183,48,154,23,194,71
562,customer-562,120,201,191,171,83,107,10
563,customer-563,187,280,253,200,112,235,57
564,customer-564,70,89,141,67,216,126,199
565,customer-565,189,210,189,66,15,21,25
566,customer-566,156,195,156,38,106,52,168
567,customer-567,143,145,102,42,44,123,185
568,customer-568,166,223,133,115,59,75,105
569,customer-569,98,184,226,183,4,159,26
570,customer-570,155,208,181,125,174,173,99
571,customer-571,57,92,60,83,114,91,120
572,customer-572,149,174,63,166,106,156,176
573,customer-573,84,157,133,189,139,84,149
574,customer-574,57,139,71,206,24,210,191
575,customer-575,246,316,77,94,26,63,190
576,customer-576,147,205,186,16,157,66,115
577,customer-577,43,62,137,143,43,210,76
578,customer-578,237,241,174,69,51,193,42
579,customer-579,127,163,153,196,162,190,146
580,customer-580,126,161,102,179,128,239,123
581,customer-581,28,45,18,180,166,112,179
582,customer-582,147,147,153,182,29,120,222
583,customer-583,168,183,105,119,216,117,5
584,customer-584,137,204,196,137,44,191,35
585,customer-585,69,87,37,105,18,68,123
586,customer-586,49,120,147,96,188,186,33
587,customer-587,102,179,38,56,117,169,66
588,customer-588,127,147,132,187,60,8,179
589,customer-589,52,61,195,151,154,171,168
590,customer-590,122,162,109,97,24,194,197
591,customer-591,165,234,201,140,203,117,232
592,customer-592,110,145,174,16,44,18,58
593,customer-593,203,215,139,140,161,159,76
594,customer-594,102,149,49,123,90,249,226
595,customer-595,155,221,184,140,41,155,128
596,customer-596,104,146,39,52,137,154,157
597,customer-597,55,67,102,67,214,57,94
598,customer-598,50,132,163,215,201,187,211
599,customer-599,69,106,131,179,177,52,82
600,customer-600,214,249,32,131,80,118,54
601,customer-601,178,193,180,193,163,269,64
602,customer-602,122,194,107,129,95,172,118
603,customer-603,111,184,216,56,81,124,97
604,customer-604,17,53,61,111,49,197,129
605,customer-605,25,121,185,185,38,232,210
606,customer-606,104,165,75,242,105,103,64
607,customer-607,56,100,13,186,162,242,39
608,customer-608,204,281,88,69,73,173,141
609,customer-609,213,291,153,57,21,251,204
610,customer-610,86,106,101,49,85,211,142
611,customer-611,62,132,110,88,84,201,62
612,customer-612,205,265,14,174,73,131,72
613,customer-613,166,231,81,201,53,241,109
614,customer-614,91,139,168,149,153,223,33
615,customer-615,185,238,241,153,187,55,65
616,customer-616,93,167,176,104,197,25,186
617,customer-617,119,156,255,52,190,127,44
618,customer-618,62,122,72,47,245,32,132
619,customer-619,98,151,80,153,170,251,238
620,customer-620,58,90,50,106,168,185,165
621,customer-621,181,186,145,223,253,82,192
622,customer-622,32,68,221,235,84,159,152
623,customer-623,149,162,220,149,173,190,86
624,customer-624,47,62,179,234,269,26,127
625,customer-625,44,84,99,139,152,189,70
626,customer-626,159,192,108,34,172,139,55
627,customer-627,129,178,126,114,118,232,120
628,customer-628,168,233,117,48,73,218,197
629,customer-629,131,201,182,65,112,139,153
630,customer-630,175,204,182,91,219,169,73
631,customer-631,101,109,110,61,180,99,88
632,customer-632,68,119,82,43,151,181,32
633,customer-633,87,128,97,70,52,220,188
634,customer-634,109,125,219,66,45,53,42
635,customer-635,202,273,54,57,49,194,267
636,customer-636,48,85,159,226,142,121,111
637,customer-637,113,182,69,50,130,53,47
638,customer-638,160,230,131,170,87,108,107
639,customer-639,169,235,84,96,70,201,14
640,customer-640,18,50,155,161,244,5,20
641,customer-641,90,96,207,114,230,58,208
642,customer-642,110,172,37,102,154,167,89
643,customer-643,126,200,219,33,165,111,52
644,customer-644,221,238,157,194,144,193,71
645,customer-645,134,173,44,26,89,45,158
646,customer-646,166,237,207,184,198,115,115
647,customer-647,163,242,47,52,106,142,140
648,customer-648,99,187,44,217,112,152,69
649,customer-649,126,126,36,57,141,7,171
650,customer-650,118,183,139,109,27,202,180
651,customer-651,64,93,106,87,189,199,90
652,customer-652,48,135,158,126,75,50,42
653,customer-653,43,70,179,51,134,204,119
654,customer-654,186,244,43,94,167,205,94
655,customer-655,72,80,50,131,153,121,193
656,customer-656,58,63,105,182,161,85,282
657,customer-657,87,101,131,103,55,28,164
658,customer-658,70,130,161,181,66,184,50
659,customer-659,131,144,51,104,129,200,49
660,customer-660,225,264,5,85,172,126,82
661,customer-661,57,62,125,103,186,82,24
662,customer-662,107,131,88,213,193,43,96
