id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
39,fctype39,15,347,2851,67,2469,191,215,162,577
40,fctype40,16,345,2853,85,2482,187,213,164,582
41,fctype41,16,343,2856,108,2496,186,214,166,589
42,fctype42,17,347,2858,127,2509,186,211,162,598
43,fctype43,19,345,2860,150,2524,179,207,164,607
44,fctype44,22,336,2864,170,2538,166,205,175,618
45,fctype45,24,327,2870,182,2553,154,205,186,631
46,fctype46,27,321,2878,190,2568,142,203,195,644
47,fctype47,30,319,2889,201,2583,129,197,201,659
48,fctype48,31,321,2902,216,2598,125,192,199,674
49,fctype49,31,323,2913,228,2614,126,190,195,691
50,fctype50,32,323,2924,242,2630,122,188,195,708
51,fctype51,33,326,2936,258,2646,120,183,191,726
52,fctype52,34,332,2947,277,2663,124,177,181,745
53,fctype53,34,340,2955,295,2679,130,171,167,765
54,fctype54,33,348,2961,306,2696,141,167,152,785
55,fctype55,32,36,2947,335,2730,199,152,67,850
56,fctype56,32,38,2935,350,2742,203,154,66,872
57,fctype57,28,30,2924,350,2754,199,167,89,895
58,fctype58,17,351,2916,277,2791,188,209,157,966
59,fctype59,17,336,2919,255,2804,181,216,172,990
60,fctype60,16,336,2923,228,2817,183,217,172,1015
61,fctype61,15,344,2926,201,2831,189,216,165,1040
62,fctype62,13,353,2928,175,2844,196,216,157,1065
63,fctype63,11,356,2928,150,2858,203,221,156,1091
64,fctype64,8,349,2929,120,2871,205,226,160,1116
65,fctype65,7,354,2930,90,2885,208,227,157,1142
66,fctype66,7,14,2930,60,2899,213,225,149,1168
67,fctype67,7,14,2928,30,2914,213,225,149,1195
68,fctype68,8,335,2928,0,2928,202,230,166,1221
69,fctype69,11,308,2932,30,2943,190,233,183,1248
70,fctype70,11,304,2937,60,2958,190,234,185,1275
71,fctype71,11,308,2941,90,2974,190,233,184,1301
72,fctype72,12,307,2946,120,2989,186,232,187,1328
73,fctype73,12,305,2952,150,3005,187,233,186,1356
74,fctype74,11,301,2957,180,3021,190,236,186,1383
75,fctype75,10,292,2962,210,3007,191,238,187,1410
76,fctype76,9,284,2967,240,2977,195,241,185,1438
77,fctype77,8,277,2971,270,2948,199,242,182,1465
78,fctype78,9,271,2975,300,2919,196,243,187,1493
79,fctype79,11,272,2981,330,2890,191,243,191,1521
80,fctype80,10,282,2986,360,2860,193,241,188,1549
81,fctype81,11,292,2991,390,2831,188,238,189,1577
82,fctype82,12,299,2997,420,2802,187,236,189,1605
83,fctype83,10,308,3001,450,2773,191,234,182,1633
84,fctype84,8,315,3005,480,2743,198,233,175,1661
85,fctype85,6,315,3007,510,2714,203,235,171,1689
86,fctype86,5,315,3010,540,2685,206,235,169,1717
87,fctype87,4,325,3012,570,2656,210,235,163,1746
88,fctype88,1,63,3012,600,2598,220,236,153,1770
89,fctype89,2,72,3011,576,2568,222,234,149,1771
90,fctype90,4,80,3009,553,2539,225,232,142,1772
91,fctype91,4,84,3007,531,2510,226,232,141,1774
92,fctype92,4,76,3005,509,2481,225,232,143,1776
93,fctype93,4,65,3003,485,2452,223,231,143,1779
94,fctype94,5,62,3001,457,2423,224,230,142,1782
95,fctype95,6,66,2999,430,2394,227,227,135,1786
96,fctype96,8,74,2995,402,2365,230,224,127,1790
97,fctype97,11,85,2991,376,2337,236,222,116,1795
98,fctype98,15,93,2984,350,2308,243,215,98,1800
99,fctype99,18,97,2974,323,2279,246,211,87,1806
100,fctype100,18,100,2964,295,2250,247,212,88,1812
101,fctype101,18,102,2955,268,2221,247,214,89,1819
102,fctype102,17,105,2945,242,2192,246,217,93,1826
103,fctype103,7,172,2426,270,957,225,243,152,977
104,fctype104,9,143,2422,300,979,234,238,135,997
105,fctype105,11,130,2419,330,1003,238,234,124,1018
106,fctype106,13,122,2407,390,1050,242,229,115,1062
107,fctype107,13,119,2403,420,1074,242,228,112,1084
108,fctype108,14,114,2395,446,1099,243,225,108,1106
109,fctype109,9,107,2387,426,1123,236,229,124,1129
110,fctype110,10,357,2382,391,1173,205,222,155,1176
111,fctype111,13,324,2386,376,1199,187,226,179,1158
112,fctype112,7,45,2392,297,1302,222,225,138,1044
113,fctype113,8,90,2387,277,1329,232,228,129,1015
114,fctype114,11,121,2383,258,1355,238,231,122,987
115,fctype115,16,129,2376,242,1382,244,229,108,959
116,fctype116,17,143,2369,228,1409,242,234,116,930
117,fctype117,16,165,2366,216,1436,232,243,137,902
118,fctype118,18,183,2365,201,1463,222,249,153,875
119,fctype119,21,182,2368,190,1490,221,248,150,847
120,fctype120,25,168,2367,162,1517,231,240,126,819
121,fctype121,29,151,2363,134,1544,242,224,90,792
122,fctype122,34,142,2351,108,1572,246,210,63,765
123,fctype123,34,144,2337,85,1599,244,212,66,738
124,fctype124,33,149,2326,67,1622,242,216,75,711
125,fctype125,32,152,2317,60,1593,240,220,83,685
126,fctype126,20,131,2304,60,1533,248,225,97,633
127,fctype127,16,99,2296,42,1503,244,217,98,607
128,fctype128,16,77,2285,30,1473,239,209,96,582
129,fctype129,13,61,2277,30,1443,230,212,112,558
130,fctype130,22,277,2279,30,1353,154,238,220,488
131,fctype131,28,261,2295,60,1323,139,241,232,467
132,fctype132,30,250,2313,90,1293,142,245,230,446
133,fctype133,21,233,2335,150,1233,181,253,204,408
134,fctype134,21,275,2353,210,1173,160,240,217,376
135,fctype135,23,280,2369,240,1144,152,236,220,362
136,fctype136,18,268,2381,270,1114,172,244,210,351
137,fctype137,18,245,2389,300,1084,180,251,206,342
138,fctype138,20,235,2398,330,1054,181,253,204,335
139,fctype139,19,246,2405,360,1024,177,251,208,331
140,fctype140,22,268,2416,390,994,159,242,219,330
141,fctype141,23,277,2430,420,964,153,237,221,331
142,fctype142,19,277,2442,450,934,164,240,214,335
143,fctype143,16,272,2451,480,904,176,243,206,342
144,fctype144,13,268,2459,480,875,186,245,198,351
145,fctype145,13,269,2465,450,845,185,244,199,362
146,fctype146,19,303,2260,30,371,164,227,202,711
147,fctype147,26,302,2271,42,342,139,217,214,738
148,fctype148,16,353,2268,30,450,190,210,157,1624
149,fctype149,22,329,2274,30,480,162,208,182,1638
150,fctype150,22,332,2280,30,510,164,207,179,1652
151,fctype151,17,355,2285,0,540,190,207,153,1667
152,fctype152,13,347,2280,0,534,194,218,162,1682
153,fctype153,20,299,2287,30,516,159,227,207,1698
154,fctype154,27,292,2299,60,499,134,223,224,1714
155,fctype155,30,295,2316,90,484,123,216,225,1731
156,fctype156,33,298,2332,120,470,112,208,227,1747
157,fctype157,34,297,2350,150,457,108,207,229,1765
158,fctype158,31,293,2368,180,446,118,215,229,1782
159,fctype159,30,288,2384,210,437,124,221,230,1800
160,fctype160,31,285,2400,240,430,122,223,233,1818
161,fctype161,32,283,2418,270,424,116,222,236,1837
162,fctype162,30,281,2438,295,421,123,225,234,1855
163,fctype163,30,284,2453,268,420,126,225,232,1855
164,fctype164,27,290,2471,240,420,134,224,225,1844
165,fctype165,14,307,2484,210,421,180,231,191,1833
166,fctype166,5,49,2484,180,424,222,229,142,1822
167,fctype167,13,95,2479,150,430,240,221,110,1812
168,fctype168,17,96,2470,120,437,245,214,92,1802
169,fctype169,14,92,2460,90,446,242,216,101,1793
170,fctype170,13,82,2455,60,457,237,218,109,1784
171,fctype171,13,65,2438,0,484,232,212,110,1768
172,fctype172,9,41,2433,67,524,221,221,134,1747
173,fctype173,6,343,2430,85,537,207,230,162,1742
174,fctype174,15,302,2435,108,551,177,232,194,1736
175,fctype175,21,298,2445,127,560,158,228,209,1731
176,fctype176,19,300,2455,150,553,163,228,204,1727
177,fctype177,19,293,2463,170,547,165,233,207,1722
178,fctype178,18,285,2474,192,543,166,237,209,1699
179,fctype179,13,297,2483,216,541,184,236,192,1677
180,fctype180,11,317,2486,242,540,190,230,180,1655
181,fctype181,10,335,2491,268,540,198,227,168,1634
182,fctype182,9,15,2491,323,532,212,221,146,1591
183,fctype183,11,324,2491,283,518,192,228,176,1550
184,fctype184,9,339,2498,228,511,200,227,166,1510
185,fctype185,9,342,2499,201,510,202,227,164,1490
186,fctype186,11,55,2498,150,510,227,216,121,1452
187,fctype187,15,79,2483,95,511,239,211,98,1416
188,fctype188,17,84,2474,67,514,242,209,92,1398
189,fctype189,17,91,2465,42,518,244,211,91,1381
190,fctype190,16,94,2456,30,524,243,215,97,1365
191,fctype191,12,82,2450,0,532,237,219,111,1348
192,fctype192,10,23,2444,0,541,214,219,140,1333
193,fctype193,20,348,2450,42,564,179,204,160,1302
194,fctype194,20,347,2450,67,577,177,203,161,1288
195,fctype195,22,337,2454,95,592,168,205,173,1275
196,fctype196,21,349,2460,85,607,176,199,159,1261
197,fctype197,17,349,2459,0,661,187,210,160,1226
198,fctype198,16,336,2462,30,680,183,217,172,1215
199,fctype199,14,332,2466,60,700,187,222,174,1205
200,fctype200,12,317,2468,90,721,188,230,181,1195
201,fctype201,9,319,2474,120,743,198,232,174,1187
202,fctype202,7,348,2473,180,785,207,229,160,1172
203,fctype203,8,333,2477,210,806,202,230,167,1153
204,fctype204,8,33,2480,240,828,219,222,139,1129
205,fctype205,13,61,2473,270,850,230,211,111,1106
206,fctype206,15,78,2467,300,872,238,212,102,1084
207,fctype207,15,100,2457,295,895,244,218,99,1062
208,fctype208,16,112,2451,268,918,246,220,97,1040
209,fctype209,26,98,2428,216,966,251,192,52,997
210,fctype210,27,91,2412,192,990,249,186,48,977
211,fctype211,25,87,2396,170,1015,247,189,55,957
212,fctype212,26,80,2383,150,1024,244,183,53,937
213,fctype213,29,73,2367,134,1027,239,171,42,918
214,fctype214,29,69,2350,124,1031,236,170,45,900
215,fctype215,26,71,2335,108,1036,238,178,55,882
216,fctype216,24,73,2320,95,1041,240,188,66,865
217,fctype217,18,65,2308,85,1048,234,201,92,849
218,fctype218,15,51,2302,60,1055,226,206,109,834
219,fctype219,15,51,2297,30,1063,226,207,110,819
220,fctype220,16,301,2294,30,1092,173,231,198,780
221,fctype221,21,289,2303,60,1103,156,232,214,769
222,fctype222,28,286,2315,90,1110,132,226,228,759
223,fctype223,17,316,2345,150,1112,172,223,190,742
224,fctype224,20,63,2335,234,1120,233,194,83,726
225,fctype225,22,77,2324,240,1124,241,195,74,722
226,fctype226,24,88,2312,210,1130,247,194,63,721
227,fctype227,24,98,2297,180,1136,250,199,63,720
228,fctype228,21,108,2284,150,1142,250,210,78,721
229,fctype229,19,109,2273,120,1144,249,215,87,722
230,fctype230,16,98,2263,90,1146,244,216,96,726
231,fctype231,14,76,2256,60,1150,237,212,104,730
232,fctype232,11,47,2250,30,1154,224,217,126,735
233,fctype233,10,328,2254,30,1165,195,228,172,750
234,fctype234,12,313,2256,42,1172,188,231,183,759
235,fctype235,17,300,2263,67,1168,169,231,201,769
236,fctype236,22,302,2272,95,1154,153,224,209,780
237,fctype237,25,308,2284,124,1140,145,216,207,792
238,fctype238,23,324,2294,150,1127,156,209,189,805
239,fctype239,22,336,2299,175,1115,165,203,175,819
240,fctype240,23,335,2304,201,1103,163,203,175,834
241,fctype241,23,333,2309,228,1092,160,203,179,849
242,fctype242,24,326,2315,256,1082,154,205,187,865
243,fctype243,28,313,2324,285,1072,134,206,206,882
244,fctype244,31,307,2339,313,1063,123,205,215,900
245,fctype245,27,314,2353,342,1055,138,207,204,918
246,fctype246,25,327,2362,371,1048,151,203,187,937
247,fctype247,26,335,2368,391,1041,152,195,176,957
248,fctype248,27,344,2374,408,1036,155,186,163,977
249,fctype249,27,347,2377,426,1031,158,184,157,997
250,fctype250,27,340,2380,446,1027,152,189,169,1018
251,fctype251,28,331,2387,421,1024,145,194,182,1040
252,fctype252,27,328,2395,391,1022,146,198,186,1062
253,fctype253,23,333,2402,361,1020,160,203,179,1084
254,fctype254,17,345,2406,331,1020,183,210,163,1106
255,fctype255,12,359,2407,301,1020,202,218,153,1129
256,fctype256,9,18,2407,272,1022,213,221,144,1153
257,fctype257,10,47,2404,242,1024,224,218,128,1176
258,fctype258,10,62,2398,212,1027,229,218,121,1200
259,fctype259,9,67,2395,182,1031,229,222,125,1224
260,fctype260,13,84,2390,153,1036,238,217,107,1249
261,fctype261,21,98,2381,124,1041,249,205,73,1273
262,fctype262,25,105,2368,95,1048,253,199,59,1298
263,fctype263,25,111,2353,67,1055,253,205,64,1323
264,fctype264,18,111,2330,30,1072,248,217,90,1374
265,fctype265,14,318,2325,0,1092,183,227,184,1425
266,fctype266,20,308,2332,30,1103,162,223,200,1451
267,fctype267,23,302,2342,60,1115,148,221,210,1477
268,fctype268,25,304,2368,120,1140,141,218,212,1507
269,fctype269,25,304,2379,150,1154,145,219,211,1477
270,fctype270,24,300,2392,180,1168,146,222,213,1448
271,fctype271,23,300,2403,210,1183,150,224,211,1419
272,fctype272,21,297,2440,300,1128,155,228,211,1332
273,fctype273,17,305,2448,330,1101,170,228,198,1302
274,fctype274,11,318,2454,360,1075,190,230,179,1273
275,fctype275,5,11,2455,390,1050,215,230,152,1245
276,fctype276,7,266,2461,480,973,202,243,180,1158
277,fctype277,3,252,2463,510,949,213,241,166,1129
278,fctype278,2,169,2465,540,924,221,240,155,1101
279,fctype279,13,113,2458,551,876,241,227,113,1044
280,fctype280,11,126,2450,537,853,239,233,123,1015
281,fctype281,11,178,2448,524,830,225,246,153,987
282,fctype282,14,179,2450,513,807,225,248,152,959
283,fctype283,15,164,2448,503,785,233,243,137,930
284,fctype284,17,165,2445,495,764,233,243,135,902
285,fctype285,19,172,2443,488,743,229,245,139,875
286,fctype286,19,173,2442,484,721,228,246,141,847
287,fctype287,17,178,2440,454,700,225,248,149,819
288,fctype288,18,151,2438,395,658,240,237,120,765
289,fctype289,20,147,2425,335,618,242,234,111,711
290,fctype290,20,150,2421,306,600,242,234,112,685
291,fctype291,21,148,2414,277,582,243,233,109,659
292,fctype292,21,155,2407,247,566,239,236,116,633
293,fctype293,22,162,2403,218,551,235,239,123,607
294,fctype294,22,165,2400,190,537,233,241,128,582
295,fctype295,21,165,2398,162,524,233,241,129,558
296,fctype296,18,159,2395,134,509,236,240,128,534
297,fctype297,17,357,3330,90,4451,191,207,152,4024
298,fctype298,18,354,3331,60,4422,187,205,154,4031
299,fctype299,18,356,3332,30,4394,189,205,152,4039
300,fctype300,17,357,3332,0,4365,191,207,152,4047
301,fctype301,26,315,3348,42,4279,144,210,201,4072
302,fctype302,21,336,3356,67,4250,169,207,174,4080
303,fctype303,18,351,3357,95,4222,185,206,157,4089
304,fctype304,19,341,3359,124,4193,177,208,168,4098
305,fctype305,20,356,3364,153,4165,183,199,151,4108
306,fctype306,26,28,3361,182,4136,200,174,98,4117
307,fctype307,33,44,3350,180,4108,208,151,55,4127
308,fctype308,34,50,3334,150,4079,213,146,42,4137
309,fctype309,32,53,3319,120,4051,219,155,46,4147
310,fctype310,33,62,3304,90,4022,227,155,35,4157
311,fctype311,29,75,3266,30,3966,240,173,43,4147
312,fctype312,16,62,3253,0,3937,232,206,102,4133
313,fctype313,18,348,3253,30,3881,183,207,160,4106
314,fctype314,22,349,3255,60,3852,174,198,159,4092
315,fctype315,20,344,3258,85,3824,175,204,165,4079
316,fctype316,16,343,3261,108,3796,185,213,166,4066
317,fctype317,15,347,3263,127,3768,190,214,162,4053
318,fctype318,16,350,3265,150,3740,188,210,159,4040
319,fctype319,17,353,3266,162,3711,189,208,156,4027
320,fctype320,17,344,3267,175,3683,183,211,164,4015
321,fctype321,19,333,3271,182,3655,172,211,177,4002
322,fctype322,21,334,3277,190,3627,168,208,176,3990
323,fctype323,22,338,3281,201,3599,166,203,172,3979
324,fctype324,26,332,3286,212,3571,151,197,181,3967
325,fctype325,29,334,3295,218,3543,142,189,179,3955
326,fctype326,31,340,3301,228,3515,141,180,168,3944
327,fctype327,32,340,3307,242,3487,136,175,167,3933
328,fctype328,33,344,3314,256,3460,135,169,159,3922
329,fctype329,37,338,3318,268,3432,118,163,169,3912
330,fctype330,39,334,3331,283,3404,104,158,175,3901
331,fctype331,38,339,3340,295,3376,113,157,166,3891
332,fctype332,15,143,3116,376,2190,240,235,120,3660
333,fctype333,13,145,3112,350,2166,238,237,127,3660
334,fctype334,13,139,3108,324,2142,240,235,123,3661
335,fctype335,15,130,3103,300,2118,243,231,113,3662
336,fctype336,16,121,3096,270,2094,246,225,103,3663
337,fctype337,21,104,3088,240,2071,250,209,77,3664
338,fctype338,27,93,3074,210,2047,250,189,50,3666
339,fctype339,27,87,3058,180,2024,248,184,47,3668
340,fctype340,33,87,3043,150,2001,246,166,21,3670
341,fctype341,35,88,3019,120,1978,246,159,0,3672
342,fctype342,23,85,3000,90,1956,246,195,67,3675
343,fctype343,16,77,2994,60,1933,238,210,98,3678
344,fctype344,16,80,2984,30,1911,240,210,95,3677
345,fctype345,8,74,2977,0,1889,230,226,129,3650
346,fctype346,4,315,2976,0,1867,209,236,166,3623
347,fctype347,8,302,2980,30,1846,199,237,177,3596
348,fctype348,7,318,2983,60,1824,201,234,172,3569
349,fctype349,7,335,2985,90,1803,205,231,165,3542
350,fctype350,6,353,2986,120,1782,210,230,158,3515
351,fctype351,6,349,2986,150,1762,209,230,159,3488
352,fctype352,7,335,2987,175,1742,205,231,165,3461
353,fctype353,8,308,2989,201,1722,198,235,177,3435
354,fctype354,14,283,2994,228,1702,179,240,200,3408
355,fctype355,17,282,3004,256,1682,170,239,208,3381
356,fctype356,19,284,3012,285,1663,164,237,211,3355
357,fctype357,24,284,3024,313,1645,147,232,222,3328
358,fctype358,27,285,3038,342,1626,134,227,228,3302
359,fctype359,25,291,3054,371,1608,143,227,220,3275
360,fctype360,18,306,3064,400,1590,166,226,199,3249
361,fctype361,18,311,3070,430,1573,168,224,196,3223
362,fctype362,20,311,3079,459,1556,164,222,197,3197
363,fctype363,19,313,3086,488,1539,166,222,195,3170
364,fctype364,18,310,3094,518,1523,169,225,195,3144
365,fctype365,19,300,3101,497,1507,163,228,204,3118
366,fctype366,27,291,3112,470,1492,133,223,225,3092
367,fctype367,34,291,3130,443,1477,106,211,234,3066
368,fctype368,36,299,3150,417,1463,99,200,229,3041
369,fctype369,33,313,3168,390,1449,114,193,210,3015
370,fctype370,30,325,3179,362,1436,131,191,191,2989
371,fctype371,28,328,3188,335,1422,141,195,187,2964
372,fctype372,26,330,3196,309,1409,149,199,184,2938
373,fctype373,26,332,3203,283,1396,150,197,181,2913
374,fctype374,27,334,3210,258,1383,149,194,178,2888
375,fctype375,27,330,3216,234,1371,146,197,184,2862
376,fctype376,25,321,3225,212,1359,147,205,194,2837
377,fctype377,19,330,3234,190,1348,170,213,180,2812
378,fctype378,18,356,3236,162,1338,189,205,152,2787
379,fctype379,15,315,3203,30,1277,180,227,187,2592
380,fctype380,28,280,3214,42,1273,133,230,231,2568
381,fctype381,33,273,3234,67,1269,116,228,240,2544
382,fctype382,33,272,3253,95,1266,117,229,240,2521
383,fctype383,28,276,3273,124,1263,133,232,232,2497
384,fctype384,21,283,3285,150,1261,158,236,216,2474
385,fctype385,15,293,3295,175,1260,177,236,199,2451
386,fctype386,8,313,3300,201,1260,199,234,175,2428
387,fctype387,4,342,3301,228,1260,212,234,160,2405
388,fctype388,2,29,3301,256,1260,218,233,152,2382
389,fctype389,2,72,3300,285,1260,222,234,149,2359
390,fctype390,4,97,3299,313,1261,226,234,143,2337
391,fctype391,6,107,3296,342,1263,230,233,137,2315
392,fctype392,7,116,3293,371,1266,233,233,133,2293
393,fctype393,11,108,3289,400,1269,239,227,118,2271
394,fctype394,14,94,3282,430,1273,241,218,103,2249
395,fctype395,13,82,3274,459,1263,237,218,109,2227
396,fctype396,10,80,3269,488,1233,234,223,120,2206
397,fctype397,9,90,3264,518,1203,235,225,121,2185
398,fctype398,14,92,3259,547,1173,241,217,103,2164
399,fctype399,24,88,3249,560,1144,247,192,60,2143
400,fctype400,22,85,3232,553,1114,245,197,71,2123
401,fctype401,11,81,3225,547,1084,235,219,114,2100
402,fctype402,14,76,3213,541,1024,236,214,106,2040
403,fctype403,12,77,3206,540,994,235,218,113,2010
404,fctype404,12,80,3201,541,964,236,218,111,1980
405,fctype405,17,83,3193,543,934,242,207,89,1950
406,fctype406,20,87,3182,547,904,245,202,77,1920
407,fctype407,22,91,3171,553,875,247,199,70,1890
408,fctype408,29,94,3158,560,845,250,184,41,1860
409,fctype409,35,96,3138,569,815,250,168,16,1830
410,fctype410,37,98,3117,579,785,250,163,8,1800
411,fctype411,38,99,3094,591,755,250,160,2,1770
412,fctype412,37,101,3071,604,726,251,165,7,1740
413,fctype413,31,107,3050,618,696,254,186,34,1710
414,fctype414,26,115,3036,631,666,254,204,60,1680
415,fctype415,23,122,3023,612,636,252,214,77,1650
416,fctype416,19,133,3014,582,607,246,228,102,1620
417,fctype417,31,107,3008,553,577,254,186,35,1590
418,fctype418,22,103,2967,495,518,250,206,73,1530
419,fctype419,24,103,2942,437,459,252,201,64,1470
420,fctype420,23,103,2929,408,430,251,205,70,1440
421,fctype421,21,102,2917,379,400,249,208,77,1410
422,fctype422,17,103,2907,351,371,246,216,92,1380
423,fctype423,15,110,2899,323,342,244,223,104,1350
424,fctype424,15,119,2892,295,313,245,225,105,1320
425,fctype425,15,125,2885,268,285,244,228,108,1290
426,fctype426,16,128,2879,242,256,245,228,108,1260
427,fctype427,17,130,2872,216,228,246,228,105,1230
428,fctype428,19,131,2865,192,201,247,227,101,1200
429,fctype429,19,134,2857,170,175,247,227,100,1170
430,fctype430,20,139,2850,150,150,246,229,102,1140
431,fctype431,21,140,2842,120,124,246,229,101,1110
432,fctype432,21,135,2835,90,95,248,225,95,1080
433,fctype433,7,106,3021,283,964,232,232,132,589
434,fctype434,10,110,3016,256,994,238,229,120,582
435,fctype435,13,107,3010,228,1024,241,224,110,577
436,fctype436,17,103,3003,201,1054,246,216,92,573
437,fctype437,22,100,2993,175,1084,250,205,73,571
438,fctype438,24,102,2980,150,1114,251,201,65,570
439,fctype439,23,106,2967,127,1144,251,206,70,571
440,fctype440,20,111,2955,108,1173,249,215,85,573
441,fctype441,14,115,2946,95,1203,243,226,109,577
442,fctype442,6,122,2942,85,1233,231,235,137,553
443,fctype443,2,119,2941,67,1263,223,237,149,524
444,fctype444,2,104,2940,42,1293,222,236,150,495
445,fctype445,2,124,2939,30,1323,222,237,151,466
446,fctype446,0,180,2937,60,1473,219,238,157,323
447,fctype447,2,8,2937,60,1503,217,235,155,295
448,fctype448,5,18,2937,67,1533,216,229,150,268
449,fctype449,8,342,2936,85,1593,205,229,163,216
450,fctype450,6,321,2937,67,1622,204,234,169,192
451,fctype451,5,319,2939,60,1652,207,235,167,170
452,fctype452,4,332,2941,67,1682,211,235,162,150
453,fctype453,2,63,2941,85,1712,221,234,150,134
454,fctype454,5,99,2939,108,1742,228,233,140,124
455,fctype455,5,87,2936,134,1772,227,232,140,120
456,fctype456,5,49,2934,162,1802,222,229,143,124
457,fctype457,7,358,2932,190,1832,210,227,156,134
458,fctype458,12,339,2934,212,1862,195,223,167,150
459,fctype459,14,346,2937,234,1892,191,217,163,170
460,fctype460,16,357,2938,258,1922,194,210,152,192
461,fctype461,14,23,2935,270,2012,211,209,132,268
462,fctype462,9,28,2931,270,2042,217,220,138,295
463,fctype463,5,298,2930,270,2072,207,238,170,323
464,fctype464,13,248,2936,270,2102,192,249,194,351
465,fctype465,18,235,2944,270,2132,186,253,200,379
466,fctype466,16,226,2953,270,2162,195,253,192,408
467,fctype467,8,211,2958,272,2192,213,248,170,437
468,fctype468,2,56,2960,277,2222,220,235,151,466
469,fctype469,9,43,2958,285,2248,222,220,132,495
470,fctype470,14,56,2953,295,2258,228,210,112,524
471,fctype471,16,67,2945,295,2268,234,207,100,553
472,fctype472,17,75,2936,285,2277,238,207,94,582
473,fctype473,17,81,2926,277,2287,241,208,92,612
474,fctype474,16,86,2917,268,2297,241,212,97,641
475,fctype475,14,89,2909,255,2307,241,216,102,649
476,fctype476,13,93,2901,234,2318,241,219,106,633
477,fctype477,13,104,2894,216,2329,241,223,110,618
478,fctype478,15,113,2888,190,2340,245,223,103,604
479,fctype479,17,122,2870,134,2364,246,224,101,579
480,fctype480,13,125,2863,108,2376,242,230,115,569
481,fctype481,8,121,2858,85,2389,235,233,130,560
482,fctype482,6,99,2856,67,2402,230,232,136,553
483,fctype483,6,70,2852,42,2415,227,228,135,547
484,fctype484,10,346,2849,0,2442,201,225,162,541
485,fctype485,14,336,2851,30,2455,187,220,171,540
486,fctype486,17,339,2855,42,2469,182,214,170,541
487,fctype487,18,345,2858,67,2482,182,209,164,543
488,fctype488,18,348,2861,85,2496,183,208,161,547
489,fctype489,18,346,2863,108,2509,182,208,163,553
490,fctype490,19,345,2865,127,2522,179,207,164,560
491,fctype491,20,344,2868,150,2536,175,204,164,569
492,fctype492,23,341,2871,170,2550,166,200,168,579
493,fctype493,25,336,2876,192,2564,156,197,174,591
494,fctype494,27,331,2882,212,2579,146,195,182,604
495,fctype495,30,324,2891,218,2594,132,193,193,618
496,fctype496,32,319,2903,228,2609,122,192,201,633
497,fctype497,32,320,2916,242,2624,123,192,200,649
498,fctype498,32,322,2927,256,2639,124,191,197,666
499,fctype499,33,321,2939,268,2655,120,189,199,684
500,fctype500,33,322,2952,283,2671,121,188,197,703
501,fctype501,32,327,2963,300,2688,127,187,190,722
502,fctype502,30,334,2973,319,2704,137,184,177,743
503,fctype503,28,347,2979,335,2721,155,182,157,764
504,fctype504,30,33,2973,351,2746,200,162,81,807
505,fctype505,31,43,2961,362,2758,209,157,62,830
