id,label,ts_in,ts_out,dim_0,dim_1
406,product-406,191,233,78,118
407,product-407,87,185,166,30
408,product-408,180,271,136,59
409,product-409,56,139,196,2
410,product-410,209,289,124,79
411,product-411,182,282,140,65
412,product-412,216,220,208,0
413,product-413,92,174,101,94
414,product-414,164,252,1,194
415,product-415,51,81,21,181
416,product-416,218,294,124,71
417,product-417,95,128,226,0
418,product-418,41,88,0,256
419,product-419,187,216,210,0
420,product-420,39,51,60,139
421,product-421,15,73,149,53
422,product-422,230,271,0,200
423,product-423,203,285,88,115
424,product-424,153,228,227,0
425,product-425,22,30,116,85
426,product-426,163,250,36,169
427,product-427,126,187,108,90
428,product-428,164,209,152,47
429,product-429,34,127,144,52
430,product-430,177,217,190,5
431,product-431,140,168,60,138
432,product-432,61,103,2,203
433,product-433,190,197,230,0
434,product-434,13,79,190,15
435,product-435,94,158,7,188
436,product-436,173,270,0,229
437,product-437,35,74,102,98
438,product-438,68,86,110,85
439,product-439,83,149,57,142
440,product-440,161,183,87,113
441,product-441,42,110,182,19
442,product-442,89,97,71,130
443,product-443,69,158,82,123
444,product-444,78,91,35,165
445,product-445,117,164,32,173
446,product-446,169,225,163,36
447,product-447,191,246,75,130
448,product-448,161,207,134,68
449,product-449,95,164,132,69
450,product-450,102,121,76,121
451,product-451,183,278,140,57
452,product-452,35,47,149,54
453,product-453,175,191,110,88
454,product-454,216,225,24,177
455,product-455,216,256,25,177
456,product-456,109,157,97,106
457,product-457,141,229,74,126
458,product-458,170,212,65,132
459,product-459,209,295,116,79
460,product-460,174,214,174,30
461,product-461,2,72,128,71
462,product-462,198,253,47,157
463,product-463,3,22,121,79
464,product-464,196,211,17,178
465,product-465,193,282,175,20
466,product-466,86,147,56,143
467,product-467,69,155,173,25
468,product-468,144,233,140,61
469,product-469,78,135,28,170
470,product-470,116,195,153,43
471,product-471,151,212,75,122
472,product-472,44,53,180,19
473,product-473,36,110,23,177
474,product-474,164,195,0,232
475,product-475,143,183,78,126
476,product-476,116,139,51,144
477,product-477,194,233,126,78
478,product-478,58,75,121,74
479,product-479,70,151,135,62
480,product-480,93,169,12,190
481,product-481,201,279,0,202
482,product-482,90,144,82,120
483,product-483,124,165,216,0
484,product-484,131,139,133,66
485,product-485,89,124,167,37
486,product-486,159,222,169,33
487,product-487,216,285,111,91
488,product-488,46,91,132,72
489,product-489,132,169,55,141
490,product-490,251,298,193,5
491,product-491,257,269,237,0
492,product-492,17,89,163,37
493,product-493,129,162,129,66
494,product-494,45,53,202,2
495,product-495,63,77,135,61
496,product-496,97,167,148,49
497,product-497,246,249,182,22
498,product-498,31,69,6,198
499,product-499,210,291,98,105
500,product-500,82,113,84,112
501,product-501,167,205,162,42
502,product-502,55,137,195,1
503,product-503,76,131,88,111
504,product-504,139,196,18,182
505,product-505,196,255,152,44
506,product-506,166,170,81,117
507,product-507,41,121,49,152
508,product-508,61,138,74,126
509,product-509,49,77,37,159
510,product-510,21,107,53,151
511,product-511,191,196,121,74
512,product-512,118,165,69,127
513,product-513,103,185,34,170
514,product-514,69,154,17,188
515,product-515,190,232,0,235
516,product-516,174,237,10,187
517,product-517,54,76,93,106
518,product-518,155,243,72,124
519,product-519,107,155,122,80
520,product-520,253,330,186,16
521,product-521,60,93,173,26
522,product-522,224,318,176,24
523,product-523,76,166,60,136
524,product-524,171,196,4,191
525,product-525,119,129,123,72
526,product-526,214,235,197,5
527,product-527,133,134,73,127
528,product-528,162,174,231,0
529,product-529,91,101,70,132
530,product-530,207,274,39,159
531,product-531,106,193,209,0
532,product-532,49,131,128,76
533,product-533,146,211,94,111
534,product-534,136,163,134,62
535,product-535,134,206,167,31
536,product-536,122,156,98,99
537,product-537,72,129,51,146
538,product-538,103,126,77,122
539,product-539,91,175,140,58
540,product-540,43,69,66,133
541,product-541,121,145,235,0
542,product-542,171,253,72,129
543,product-543,153,177,151,54
544,product-544,175,194,198,0
545,product-545,208,297,205,0
546,product-546,232,315,46,152
547,product-547,110,144,105,93
548,product-548,213,230,20,182
549,product-549,3,28,143,54
550,product-550,60,135,126,70
551,product-551,71,80,54,145
552,product-552,85,150,187,15
553,product-553,56,145,136,59
554,product-554,123,146,158,39
555,product-555,133,193,142,63
556,product-556,141,169,14,183
557,product-557,91,180,90,106
558,product-558,207,247,110,90
559,product-559,247,272,92,103
560,product-560,136,203,26,177
561,product-561,28,88,148,57
562,product-562,165,187,35,167
563,product-563,210,300,177,27
564,product-564,145,236,58,146
565,product-565,239,283,208,0
566,product-566,52,119,119,85
567,product-567,211,224,67,138
568,product-568,185,208,12,186
569,product-569,170,227,141,62
570,product-570,189,211,49,151
571,product-571,6,15,256,0
572,product-572,211,261,107,88
573,product-573,182,259,188,10
574,product-574,178,252,70,133
575,product-575,180,257,193,2
576,product-576,54,72,0,206
577,product-577,220,269,182,21
578,product-578,194,271,200,2
579,product-579,90,95,177,24
580,product-580,223,286,89,112
581,product-581,153,193,173,26
582,product-582,96,101,147,52
583,product-583,92,107,124,72
584,product-584,104,169,47,158
585,product-585,70,111,95,103
586,product-586,251,329,162,38
587,product-587,60,106,0,211
588,product-588,125,202,68,137
589,product-589,210,234,58,138
590,product-590,145,212,106,91
591,product-591,161,211,193,12
592,product-592,157,207,181,23
593,product-593,85,182,172,28
594,product-594,183,266,65,140
595,product-595,185,224,41,161
596,product-596,73,156,93,110
597,product-597,36,107,176,23
598,product-598,95,178,105,90
599,product-599,60,72,0,208
600,product-600,112,115,48,155
601,product-601,106,168,67,129
602,product-602,39,55,20,181
603,product-603,158,209,35,162
604,product-604,27,28,229,0
605,product-605,166,238,79,126
606,product-606,65,108,99,100
607,product-607,143,157,94,103
608,product-608,262,265,187,18
609,product-609,150,164,190,7
610,product-610,105,194,158,45
611,product-611,113,143,60,139
612,product-612,103,105,118,87
613,product-613,212,284,171,33
614,product-614,52,59,241,0
615,product-615,192,196,132,73
616,product-616,111,156,107,88
617,product-617,192,273,101,94
618,product-618,44,52,0,229
619,product-619,197,213,159,46
620,product-620,196,285,52,153
621,product-621,67,115,35,168
622,product-622,46,69,59,144
623,product-623,45,138,19,180
624,product-624,196,276,149,47
625,product-625,232,282,67,130
626,product-626,100,106,10,191
627,product-627,136,143,6,199
628,product-628,181,234,169,26
629,product-629,109,110,94,110
630,product-630,51,121,33,164
631,product-631,173,225,138,59
632,product-632,164,243,143,57
633,product-633,59,144,185,18
634,product-634,50,83,112,89
635,product-635,162,249,90,113
636,product-636,128,198,157,39
637,product-637,137,149,81,117
638,product-638,86,171,0,276
639,product-639,54,95,162,37
640,product-640,174,220,175,20
641,product-641,73,131,81,118
642,product-642,125,178,67,132
643,product-643,260,327,98,107
644,product-644,134,222,0,216
645,product-645,154,234,149,52
646,product-646,122,160,178,22
647,product-647,247,324,218,0
648,product-648,89,99,185,18
649,product-649,125,183,159,41
650,product-650,164,175,149,51
651,product-651,97,164,6,192
652,product-652,136,197,191,12
653,product-653,66,98,70,134
654,product-654,95,110,0,200
655,product-655,92,120,252,0
656,product-656,174,197,257,0
657,product-657,87,148,3,198
658,product-658,258,309,130,73
659,product-659,160,166,82,121
660,product-660,138,217,118,83
661,product-661,111,123,62,136
662,product-662,198,212,88,113
663,product-663,133,205,195,7
664,product-664,131,217,123,76
665,product-665,165,247,159,45
666,product-666,162,185,179,25
667,product-667,20,55,39,160
668,product-668,131,187,0,244
669,product-669,161,164,43,158
670,product-670,132,182,28,177
671,product-671,78,92,149,54
672,product-672,138,145,142,59
673,product-673,117,118,113,84
674,product-674,209,224,203,0
675,product-675,58,102,165,30
676,product-676,62,71,0,238
677,product-677,171,255,130,74
678,product-678,41,72,98,103
679,product-679,108,148,89,109
680,product-680,106,131,241,0
681,product-681,101,141,39,156
682,product-682,133,219,53,143
683,product-683,135,170,104,98
684,product-684,67,83,136,66
685,product-685,148,151,26,175
686,product-686,70,159,161,40
687,product-687,65,90,36,162
688,product-688,211,224,158,45
689,product-689,185,257,103,100
690,product-690,125,216,161,35
691,product-691,103,175,46,153
692,product-692,202,204,83,116
693,product-693,49,108,168,31
694,product-694,95,139,145,51
695,product-695,249,305,54,144
696,product-696,194,198,43,157
697,product-697,176,214,141,61
698,product-698,172,248,137,59
699,product-699,156,240,222,0
700,product-700,78,85,84,119
701,product-701,55,56,82,123
702,product-702,105,146,149,47
703,product-703,146,200,223,0
704,product-704,96,118,204,0
705,product-705,94,182,112,92
706,product-706,80,113,110,86
707,product-707,196,205,53,148
708,product-708,182,191,184,17
709,product-709,50,91,102,102
710,product-710,207,284,107,92
711,product-711,122,195,193,6
712,product-712,12,17,0,218
713,product-713,59,65,11,190
714,product-714,64,150,54,142
715,product-715,14,79,59,146
716,product-716,93,178,112,93
717,product-717,110,188,120,78
718,product-718,133,152,248,0
719,product-719,142,158,119,76
720,product-720,254,314,193,8
721,product-721,6,62,214,0
722,product-722,81,113,0,228
723,product-723,158,239,199,0
724,product-724,169,209,3,195
725,product-725,29,71,201,1
726,product-726,90,173,60,144
727,product-727,169,249,154,50
728,product-728,9,73,105,100
729,product-729,242,250,104,98
730,product-730,87,111,81,123
731,product-731,181,255,189,10
732,product-732,100,121,88,110
733,product-733,66,85,168,31
734,product-734,56,95,136,66
735,product-735,93,126,114,81
736,product-736,167,256,50,146
737,product-737,146,245,52,148
738,product-738,156,187,30,167
739,product-739,22,97,183,15
740,product-740,107,136,11,191
741,product-741,80,80,41,160
742,product-742,190,203,35,168
743,product-743,172,208,67,128
744,product-744,121,183,32,163
745,product-745,138,141,144,53
746,product-746,179,204,131,71
747,product-747,137,200,44,161
748,product-748,102,167,81,122
749,product-749,89,122,1,197
750,product-750,169,172,126,73
751,product-751,213,259,179,18
752,product-752,141,191,0,254
753,product-753,118,150,90,106
754,product-754,212,255,140,57
755,product-755,55,116,21,181
756,product-756,150,159,113,88
757,product-757,108,135,172,28
758,product-758,223,302,32,171
759,product-759,39,110,0,241
760,product-760,201,235,111,90
761,product-761,103,196,196,7
762,product-762,23,107,150,46
763,product-763,204,287,49,146
764,product-764,108,140,164,37
765,product-765,81,178,32,170
766,product-766,211,269,70,125
767,product-767,26,62,0,225
768,product-768,151,215,176,22
769,product-769,80,120,55,147
770,product-770,215,223,113,90
771,product-771,113,161,106,93
772,product-772,100,174,143,55
773,product-773,157,225,109,91
774,product-774,103,156,0,207
775,product-775,36,65,45,160
776,product-776,183,247,35,161
777,product-777,25,43,157,43
778,product-778,89,96,165,38
779,product-779,150,198,88,108
780,product-780,246,252,206,0
781,product-781,57,83,49,151
782,product-782,84,170,132,72
783,product-783,104,134,74,125
784,product-784,197,254,123,80
785,product-785,66,145,105,96
786,product-786,96,98,18,183
787,product-787,30,59,0,231
788,product-788,249,338,86,111
789,product-789,79,128,252,0
790,product-790,74,130,67,132
791,product-791,48,130,0,207
792,product-792,167,254,11,186
793,product-793,69,72,179,20
794,product-794,57,141,147,48
795,product-795,133,147,53,143
796,product-796,72,132,51,154
797,product-797,59,71,107,91
798,product-798,80,113,21,176
799,product-799,170,262,52,144
800,product-800,110,146,31,173
801,product-801,140,227,169,32
802,product-802,174,209,72,132
803,product-803,206,213,83,122
804,product-804,207,242,31,168
805,product-805,155,194,119,79
806,product-806,68,93,161,36
807,product-807,116,176,97,105
808,product-808,69,128,67,135
809,product-809,186,202,179,20
810,product-810,233,321,82,114
811,product-811,154,198,178,26
812,product-812,149,226,168,35
813,product-813,160,193,200,0
814,product-814,144,204,64,136
815,product-815,40,92,0,282
816,product-816,158,249,46,153
817,product-817,184,197,32,165
818,product-818,9,23,98,105
819,product-819,62,112,140,64
820,product-820,41,86,55,148
821,product-821,79,81,0,204
822,product-822,125,150,163,34
823,product-823,190,242,113,85
824,product-824,279,362,0,198
825,product-825,98,102,0,214
826,product-826,105,164,27,173
827,product-827,129,172,47,151
828,product-828,100,149,98,103
829,product-829,162,165,188,9
830,product-830,199,268,213,0
831,product-831,225,246,93,104
832,product-832,206,275,125,76
833,product-833,171,222,161,43
834,product-834,191,255,48,150
835,product-835,119,170,202,0
836,product-836,108,201,84,113
837,product-837,90,93,67,136
838,product-838,270,359,0,227
839,product-839,62,105,119,81
840,product-840,55,60,94,102
841,product-841,30,114,60,137
842,product-842,26,115,116,82
843,product-843,173,197,90,115
844,product-844,198,227,108,97
845,product-845,99,187,145,58
846,product-846,104,121,59,143
847,product-847,171,267,167,35
848,product-848,175,252,5,196
849,product-849,82,90,35,167
850,product-850,80,108,0,223
851,product-851,139,228,21,181
852,product-852,130,142,96,107
853,product-853,35,85,128,77
854,product-854,34,72,34,166
855,product-855,51,67,172,31
856,product-856,216,276,273,0
857,product-857,16,71,121,74
858,product-858,167,241,66,131
859,product-859,144,213,115,81
860,product-860,20,50,85,118
861,product-861,144,155,116,83
862,product-862,53,113,0,232
863,product-863,167,188,193,6
864,product-864,110,153,176,24
865,product-865,88,170,117,85
866,product-866,122,203,157,44
867,product-867,129,198,76,120
868,product-868,104,188,124,81
869,product-869,167,196,165,31
870,product-870,93,95,76,127
871,product-871,59,94,164,35
872,product-872,180,189,253,0
873,product-873,185,228,130,65
874,product-874,92,99,72,125
875,product-875,163,183,98,98
876,product-876,224,294,113,87
877,product-877,105,136,144,60
878,product-878,93,151,71,129
879,product-879,123,201,135,67
880,product-880,198,210,104,95
881,product-881,202,293,61,134
882,product-882,218,306,6,194
883,product-883,69,72,219,0
884,product-884,115,171,12,186
885,product-885,159,170,33,170
886,product-886,220,251,63,134
887,product-887,169,211,150,45
888,product-888,41,46,100,97
889,product-889,126,205,197,2
890,product-890,151,234,89,112
891,product-891,32,125,199,3
892,product-892,14,77,47,153
893,product-893,225,272,113,91
894,product-894,58,141,45,152
895,product-895,110,152,122,83
896,product-896,142,227,115,85
897,product-897,160,218,24,177
898,product-898,202,203,120,81
899,product-899,30,107,166,38
900,product-900,42,102,234,0
901,product-901,145,213,63,141
902,product-902,64,114,139,56
903,product-903,171,207,184,20
904,product-904,97,114,134,61
905,product-905,187,278,0,231
906,product-906,27,53,201,0
907,product-907,44,128,53,151
908,product-908,142,153,93,112
909,product-909,120,196,81,117
910,product-910,20,46,174,26
911,product-911,229,284,197,1
912,product-912,31,36,104,99
913,product-913,18,70,116,81
914,product-914,90,162,204,0
915,product-915,228,237,3,194
916,product-916,39,82,157,43
917,product-917,40,111,112,89
918,product-918,78,132,0,249
919,product-919,120,122,157,44
920,product-920,82,143,43,157
921,product-921,137,200,9,196
922,product-922,193,199,101,98
923,product-923,73,107,0,257
924,product-924,133,147,27,174
925,product-925,57,99,150,50
926,product-926,94,142,181,18
927,product-927,149,181,99,102
928,product-928,112,122,140,59
929,product-929,28,66,22,177
930,product-930,127,212,145,58
931,product-931,204,283,37,160
932,product-932,165,171,0,210
933,product-933,149,153,56,149
934,product-934,80,141,200,2
935,product-935,61,92,58,140
936,product-936,125,190,6,191
937,product-937,90,95,39,165
938,product-938,65,85,40,157
939,product-939,75,80,38,163
940,product-940,172,243,194,11
941,product-941,244,313,0,235
942,product-942,177,254,217,0
943,product-943,201,256,157,42
944,product-944,255,347,0,202
945,product-945,45,94,26,169
946,product-946,79,129,37,165
947,product-947,92,172,198,0
948,product-948,53,86,80,117
949,product-949,58,90,0,219
950,product-950,136,222,174,30
951,product-951,102,134,109,86
952,product-952,148,151,84,116
953,product-953,188,236,206,0
954,product-954,86,91,133,62
955,product-955,171,234,1,200
956,product-956,137,227,56,144
957,product-957,152,202,174,28
958,product-958,157,235,190,5
959,product-959,90,131,125,77
960,product-960,163,196,163,41
961,product-961,191,211,129,69
962,product-962,66,106,113,90
963,product-963,94,114,47,152
964,product-964,174,245,151,45
965,product-965,197,252,0,228
966,product-966,178,212,64,133
967,product-967,149,193,91,112
968,product-968,81,85,138,59
969,product-969,71,99,211,0
970,product-970,73,81,152,44
971,product-971,204,217,171,24
972,product-972,103,160,126,78
973,product-973,164,196,138,59
974,product-974,175,192,72,132
975,product-975,175,256,209,0
976,product-976,163,187,14,185
977,product-977,45,132,11,190
978,product-978,128,132,127,71
979,product-979,214,228,196,7
980,product-980,234,254,37,165
981,product-981,142,233,96,106
982,product-982,100,156,166,38
983,product-983,63,74,96,108
984,product-984,35,73,159,42
985,product-985,242,244,134,62
986,product-986,245,325,28,175
987,product-987,18,29,166,29
988,product-988,33,76,181,21
989,product-989,156,157,199,0
990,product-990,186,240,152,47
991,product-991,39,135,175,21
992,product-992,64,99,188,14
993,product-993,116,134,31,170
994,product-994,164,165,39,163
995,product-995,151,183,175,28
996,product-996,120,181,123,75
