id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4
279,product-279,181,202,108,53,6,97,167
280,product-280,47,128,193,169,89,35,79
281,product-281,175,246,109,102,205,140,49
282,product-282,23,88,123,178,203,54,146
283,product-283,164,216,14,150,63,40,143
284,product-284,187,239,215,114,207,220,67
285,product-285,145,148,176,187,55,65,64
286,product-286,184,220,93,78,19,125,24
287,product-287,51,102,156,208,51,29,128
288,product-288,173,186,165,179,72,110,123
289,product-289,114,145,183,180,160,105,117
290,product-290,69,154,102,140,49,50,34
291,product-291,93,106,93,217,85,171,133
292,product-292,78,107,192,81,142,193,91
293,product-293,134,181,27,155,116,244,22
294,product-294,132,179,157,216,193,70,40
295,product-295,73,114,135,111,97,135,113
296,product-296,63,95,147,26,109,197,114
297,product-297,174,209,192,52,62,64,108
298,product-298,54,146,173,27,105,186,127
299,product-299,67,127,155,167,147,229,64
300,product-300,96,158,121,48,209,76,5
301,product-301,161,197,30,84,208,150,118
302,product-302,189,240,86,73,134,206,53
303,product-303,141,208,157,145,107,102,181
304,product-304,184,247,13,67,63,149,159
305,product-305,91,141,54,182,15,62,159
306,product-306,120,185,274,161,192,79,129
307,product-307,48,63,146,69,96,142,101
308,product-308,120,133,85,113,93,78,169
309,product-309,140,210,145,86,158,266,118
310,product-310,40,75,78,202,119,30,94
311,product-311,187,225,67,107,62,107,161
312,product-312,112,176,142,187,54,262,120
313,product-313,78,118,101,36,36,150,70
314,product-314,161,201,131,139,230,112,159
315,product-315,147,191,139,181,72,25,68
316,product-316,138,144,124,133,132,129,156
317,product-317,84,158,103,74,52,211,234
318,product-318,184,257,183,174,82,67,123
319,product-319,136,201,196,157,121,203,134
320,product-320,159,233,123,141,171,84,195
321,product-321,199,238,117,174,165,83,180
322,product-322,93,157,73,234,166,187,15
323,product-323,89,171,254,126,162,105,124
324,product-324,201,214,132,94,118,195,58
325,product-325,132,195,43,145,133,190,134
326,product-326,86,156,211,86,25,205,47
327,product-327,195,281,205,141,194,198,185
328,product-328,22,91,162,30,187,55,19
329,product-329,91,116,86,67,199,173,228
330,product-330,153,220,71,106,157,129,160
331,product-331,189,278,52,253,63,45,33
332,product-332,127,142,137,125,57,218,104
333,product-333,33,61,218,123,82,4,126
334,product-334,126,145,62,77,169,204,208
335,product-335,80,127,223,109,140,138,92
336,product-336,41,74,68,66,196,67,141
337,product-337,110,183,23,197,117,221,124
338,product-338,170,183,103,138,117,55,219
339,product-339,150,232,142,135,55,209,149
340,product-340,84,171,131,191,206,56,113
341,product-341,160,235,63,130,164,37,102
342,product-342,85,172,188,238,164,151,57
343,product-343,166,233,54,95,116,96,91
344,product-344,166,199,25,119,130,73,58
345,product-345,135,231,28,199,83,95,78
346,product-346,196,215,7,205,150,161,220
347,product-347,176,253,225,212,186,134,146
348,product-348,27,94,37,114,82,95,168
349,product-349,74,103,182,28,29,121,226
350,product-350,173,178,197,178,59,34,48
351,product-351,194,280,201,166,164,162,103
352,product-352,115,171,156,114,204,213,100
353,product-353,118,182,212,17,2,114,171
354,product-354,140,184,145,139,222,113,178
355,product-355,169,248,192,28,215,146,183
356,product-356,192,232,123,199,212,16,182
357,product-357,148,161,232,166,221,160,75
358,product-358,53,114,110,173,194,232,160
359,product-359,151,187,209,81,157,122,236
360,product-360,143,196,108,181,2,184,162
361,product-361,116,145,112,112,216,180,72
362,product-362,68,102,106,35,222,146,121
363,product-363,87,122,220,94,118,189,30
364,product-364,11,81,138,126,198,76,111
365,product-365,216,265,61,85,141,211,139
366,product-366,22,59,154,73,173,61,233
367,product-367,5,36,192,147,160,28,96
368,product-368,196,243,184,84,183,89,238
369,product-369,75,99,80,162,100,13,169
370,product-370,168,189,93,191,131,170,169
371,product-371,75,139,91,217,148,70,219
372,product-372,221,292,115,180,177,111,112
373,product-373,92,134,111,132,11,106,198
374,product-374,55,67,97,15,256,20,214
375,product-375,135,218,234,92,120,115,96
376,product-376,38,61,154,34,114,130,17
377,product-377,19,47,79,122,48,58,184
378,product-378,185,231,115,128,114,118,118
379,product-379,126,180,140,204,95,49,116
380,product-380,172,213,122,101,30,105,164
381,product-381,91,152,0,84,57,118,86
382,product-382,54,89,126,162,128,170,98
383,product-383,119,175,62,16,150,124,203
384,product-384,223,240,57,194,173,198,135
385,product-385,208,246,197,127,92,170,158
386,product-386,175,211,49,14,189,109,207
387,product-387,36,45,111,96,42,162,136
388,product-388,213,286,34,204,108,201,193
389,product-389,105,112,225,121,52,51,122
390,product-390,173,221,86,73,130,26,16
391,product-391,195,254,56,153,203,85,176
392,product-392,95,125,43,218,192,2,136
393,product-393,98,156,178,204,15,74,147
394,product-394,224,290,87,48,235,164,192
395,product-395,205,262,178,214,59,182,193
396,product-396,170,215,102,52,157,219,111
397,product-397,229,315,136,78,58,182,74
398,product-398,109,200,182,184,200,211,102
399,product-399,30,52,49,58,95,52,193
400,product-400,87,162,145,50,229,76,193
401,product-401,62,113,185,89,186,44,50
402,product-402,129,194,70,100,1,201,18
403,product-403,226,321,75,85,203,174,69
404,product-404,23,46,189,90,91,210,36
405,product-405,155,207,173,141,71,120,126
406,product-406,173,252,98,115,164,59,27
407,product-407,151,239,116,56,245,101,230
408,product-408,77,102,229,174,5,97,50
409,product-409,90,149,216,212,169,132,131
410,product-410,140,194,91,74,203,102,136
411,product-411,143,220,22,75,221,174,157
412,product-412,77,176,169,108,97,43,10
413,product-413,89,146,84,70,71,34,196
414,product-414,52,96,50,175,113,177,169
415,product-415,148,223,43,138,92,149,49
416,product-416,158,213,184,203,25,168,74
417,product-417,132,140,74,216,33,78,109
418,product-418,121,156,59,87,167,92,155
419,product-419,196,266,151,113,89,178,175
420,product-420,186,216,210,152,194,135,68
421,product-421,57,79,6,177,28,94,149
422,product-422,115,172,70,85,134,28,197
423,product-423,201,212,221,164,155,195,106
424,product-424,191,268,97,128,241,200,60
425,product-425,114,195,57,136,19,194,218
426,product-426,147,244,90,99,173,45,50
427,product-427,12,37,170,178,241,234,187
428,product-428,168,261,174,145,31,263,185
429,product-429,105,192,41,180,94,186,137
430,product-430,229,294,30,186,178,95,174
431,product-431,227,295,178,83,201,118,54
432,product-432,78,103,232,56,99,208,141
433,product-433,184,236,59,75,136,124,121
434,product-434,186,261,85,188,0,19,238
435,product-435,67,86,78,110,45,197,84
436,product-436,198,243,158,162,158,134,106
437,product-437,58,149,197,147,180,140,200
438,product-438,153,196,139,68,158,172,121
439,product-439,53,147,54,192,176,198,52
440,product-440,74,93,151,51,169,40,187
441,product-441,149,238,52,118,254,213,121
442,product-442,74,138,128,16,147,103,228
443,product-443,79,115,142,124,126,104,237
444,product-444,193,209,35,138,49,115,145
445,product-445,274,283,146,90,238,114,181
446,product-446,82,141,181,201,138,28,112
447,product-447,164,189,110,60,98,98,121
448,product-448,139,215,26,21,34,77,15
449,product-449,53,118,106,159,34,129,158
450,product-450,107,200,133,54,80,40,238
451,product-451,116,120,221,81,71,73,216
452,product-452,66,151,70,209,172,125,188
453,product-453,143,145,129,217,131,170,183
454,product-454,131,170,238,161,106,174,96
455,product-455,215,234,194,12,211,208,195
456,product-456,207,299,206,216,17,101,206
457,product-457,193,261,169,152,85,110,174
458,product-458,222,226,138,45,235,199,191
459,product-459,183,214,127,224,117,139,97
460,product-460,35,109,75,103,191,225,218
461,product-461,116,176,158,240,77,237,198
462,product-462,201,245,169,115,129,133,135
463,product-463,56,104,196,150,34,149,41
464,product-464,162,205,132,76,137,104,217
465,product-465,116,152,36,21,76,140,138
466,product-466,153,238,142,189,193,67,126
467,product-467,150,208,214,32,171,113,160
468,product-468,189,280,64,146,53,172,36
469,product-469,221,260,31,106,66,140,222
470,product-470,28,72,195,180,228,165,93
471,product-471,19,27,172,25,112,175,19
472,product-472,25,111,164,65,241,189,186
473,product-473,56,109,121,66,158,184,182
474,product-474,37,73,173,146,197,207,55
475,product-475,169,261,211,23,66,183,160
476,product-476,172,210,14,111,113,125,205
477,product-477,89,159,49,133,187,257,107
478,product-478,125,169,130,36,195,147,127
479,product-479,123,149,89,204,83,154,24
480,product-480,157,157,39,219,24,30,40
481,product-481,215,276,96,101,108,53,106
482,product-482,196,278,65,159,237,56,121
483,product-483,53,120,60,183,164,106,66
484,product-484,24,66,51,94,48,204,148
485,product-485,147,191,105,196,136,176,212
486,product-486,175,203,132,62,251,97,263
487,product-487,96,186,146,188,85,126,102
488,product-488,159,219,223,162,134,190,219
489,product-489,109,138,131,148,190,66,101
490,product-490,132,202,32,149,57,190,48
491,product-491,148,148,75,132,134,35,76
492,product-492,57,66,81,160,196,226,175
493,product-493,146,205,141,93,130,53,107
494,product-494,211,241,113,199,61,224,214
495,product-495,46,77,151,108,58,190,55
496,product-496,172,206,139,122,139,279,7
497,product-497,159,207,232,204,180,145,217
498,product-498,28,120,189,54,148,31,226
499,product-499,117,156,25,80,28,72,57
500,product-500,39,133,75,187,161,81,86
501,product-501,158,195,26,183,182,185,138
502,product-502,92,133,197,76,192,56,204
503,product-503,124,146,78,59,63,50,112
504,product-504,34,69,198,120,185,217,113
505,product-505,51,76,228,80,53,197,223
506,product-506,48,73,144,54,106,83,178
507,product-507,94,103,64,199,95,21,220
508,product-508,149,165,149,47,24,222,181
509,product-509,56,94,54,78,172,33,108
510,product-510,228,328,109,170,181,70,201
511,product-511,108,110,154,195,99,203,207
512,product-512,24,40,165,195,199,99,201
513,product-513,23,64,36,143,86,163,15
514,product-514,243,275,205,71,185,12,200
515,product-515,79,100,208,138,49,105,159
516,product-516,97,113,84,206,35,95,166
517,product-517,49,147,23,70,159,198,47
518,product-518,109,122,172,208,203,216,220
519,product-519,102,154,60,89,221,73,164
520,product-520,132,134,94,179,62,96,121
521,product-521,50,101,249,99,128,44,183
522,product-522,58,112,70,87,35,54,122
523,product-523,181,214,180,146,46,255,213
524,product-524,142,192,186,158,217,137,33
525,product-525,153,174,121,46,104,19,89
526,product-526,105,180,16,277,111,123,86
527,product-527,168,178,169,89,171,119,61
528,product-528,222,225,229,212,38,177,131
529,product-529,162,205,72,115,97,79,199
530,product-530,67,72,28,116,133,199,229
531,product-531,127,139,197,139,95,178,9
532,product-532,171,210,77,55,215,161,104
533,product-533,169,238,198,49,43,108,45
534,product-534,41,80,82,110,25,103,27
535,product-535,143,158,151,214,169,195,25
536,product-536,178,195,148,153,85,71,130
537,product-537,203,207,122,147,86,128,123
538,product-538,212,278,63,38,148,145,122
539,product-539,115,165,101,197,64,105,94
540,product-540,88,120,119,86,112,90,186
541,product-541,114,186,51,128,261,62,28
542,product-542,26,40,242,222,145,191,144
543,product-543,198,202,90,26,128,77,159
544,product-544,69,114,254,94,243,245,79
545,product-545,86,159,90,170,134,91,243
546,product-546,175,244,67,167,69,190,81
547,product-547,82,103,139,132,153,45,128
548,product-548,97,120,145,72,121,180,179
549,product-549,156,159,14,88,227,98,19
550,product-550,207,207,29,132,44,174,206
551,product-551,89,107,16,190,222,185,87
552,product-552,146,167,33,57,154,174,149
553,product-553,51,75,43,127,166,199,44
554,product-554,65,82,194,208,87,106,187
555,product-555,108,126,198,35,177,128,101
556,product-556,176,195,56,170,99,158,133
557,product-557,208,226,217,118,147,27,177
558,product-558,43,128,119,232,159,163,67
559,product-559,107,141,186,206,151,52,123
560,product-560,171,189,103,225,175,43,12
561,product-561,178,191,21,181,86,106,142
562,product-562,124,201,22,127,46,151,72
563,product-563,1,22,174,199,19,96,103
564,product-564,183,237,198,215,69,176,176
565,product-565,98,173,93,121,202,62,247
566,product-566,253,329,227,42,35,199,82
567,product-567,44,54,130,129,133,71,31
568,product-568,203,234,210,156,218,155,174
569,product-569,139,150,141,129,63,181,19
570,product-570,78,118,49,130,128,142,149
571,product-571,50,140,136,108,172,97,149
572,product-572,15,73,120,54,177,199,110
573,product-573,132,143,121,174,216,95,154
574,product-574,98,167,163,72,52,86,194
575,product-575,72,110,166,16,107,216,38
576,product-576,195,196,214,128,91,159,79
577,product-577,202,281,178,16,127,263,107
578,product-578,82,111,83,101,208,210,127
579,product-579,54,93,165,9,153,175,41
580,product-580,107,155,120,119,67,142,111
581,product-581,154,224,176,112,196,175,236
582,product-582,142,222,80,67,134,232,91
583,product-583,130,192,89,70,169,200,202
584,product-584,188,237,76,253,106,142,177
585,product-585,157,185,17,61,184,125,158
586,product-586,65,150,202,37,200,41,197
587,product-587,206,239,37,16,103,92,20
588,product-588,201,294,194,138,154,99,15
589,product-589,202,211,201,272,182,203,50
590,product-590,29,69,43,193,120,209,86
591,product-591,175,257,88,99,69,126,120
592,product-592,148,198,79,87,183,163,159
593,product-593,148,242,20,237,181,250,197
594,product-594,213,298,106,127,59,81,121
595,product-595,213,218,152,111,38,204,212
596,product-596,189,233,180,130,166,223,98
597,product-597,98,185,81,166,130,158,65
598,product-598,172,174,158,25,108,137,193
599,product-599,94,162,37,205,169,96,29
600,product-600,207,269,104,131,91,62,258
601,product-601,174,232,187,85,44,201,161
602,product-602,147,210,121,237,62,110,67
603,product-603,188,197,68,184,67,110,13
604,product-604,92,149,87,248,159,181,53
605,product-605,201,207,169,123,168,249,104
606,product-606,93,99,267,158,127,160,197
607,product-607,122,207,100,145,85,16,45
608,product-608,60,65,129,113,90,74,39
609,product-609,87,175,227,105,155,119,140
610,product-610,38,46,131,231,71,33,80
611,product-611,44,102,141,118,133,201,188
612,product-612,113,174,123,137,164,61,226
613,product-613,113,124,66,274,118,74,93
614,product-614,75,130,102,226,181,100,171
615,product-615,192,209,50,225,89,232,106
616,product-616,29,124,35,57,101,17,246
617,product-617,182,182,62,59,129,106,67
618,product-618,252,348,113,125,194,184,59
619,product-619,51,122,189,19,186,170,190
620,product-620,86,99,208,83,54,27,156
621,product-621,88,110,61,40,67,138,56
622,product-622,45,48,86,118,51,118,126
623,product-623,166,218,71,42,154,91,97
624,product-624,104,119,161,54,197,139,83
625,product-625,158,166,176,117,15,60,176
626,product-626,205,249,226,146,71,136,172
627,product-627,217,257,47,129,39,164,13
628,product-628,75,119,168,164,124,41,107
629,product-629,192,261,171,216,174,173,228
630,product-630,204,268,171,176,82,200,117
631,product-631,76,140,186,188,6,172,196
632,product-632,155,234,222,53,225,248,125
633,product-633,107,154,46,20,118,58,37
634,product-634,198,279,70,153,192,93,29
635,product-635,99,161,109,25,169,65,91
636,product-636,147,213,133,121,136,261,44
637,product-637,192,266,158,219,115,93,77
638,product-638,214,274,240,241,121,148,89
639,product-639,236,335,144,78,154,50,206
640,product-640,66,104,206,167,228,58,144
641,product-641,85,93,183,173,172,55,263
642,product-642,133,151,30,24,102,70,194
643,product-643,80,176,161,55,136,243,214
644,product-644,96,158,206,106,69,233,169
645,product-645,111,183,4,138,131,134,75
646,product-646,197,213,257,193,7,60,224
647,product-647,231,239,104,122,96,71,162
648,product-648,92,177,73,119,146,178,193
649,product-649,101,181,137,212,101,113,215
650,product-650,167,177,16,47,66,164,135
651,product-651,177,272,122,168,143,177,185
652,product-652,222,265,38,142,136,238,201
653,product-653,20,75,168,70,107,144,88
654,product-654,230,247,134,194,33,237,244
655,product-655,63,87,153,29,229,110,67
656,product-656,45,62,17,110,212,133,110
657,product-657,122,126,140,175,96,68,59
658,product-658,213,216,54,159,84,178,101
659,product-659,73,100,152,95,195,168,212
660,product-660,84,90,89,179,145,119,34
661,product-661,188,207,129,141,108,135,164
662,product-662,40,61,216,83,145,156,92
663,product-663,125,134,195,119,234,99,144
664,product-664,32,83,27,149,158,155,129
665,product-665,191,201,136,147,18,165,180
666,product-666,96,134,79,64,69,20,96
667,product-667,149,219,181,208,245,55,153
668,product-668,95,183,155,131,215,81,196
669,product-669,12,91,195,26,187,78,185
670,product-670,137,181,68,139,166,68,132
671,product-671,174,188,130,79,83,69,166
672,product-672,72,102,176,102,71,105,81
673,product-673,113,179,150,71,32,96,15
674,product-674,58,152,174,182,51,137,178
675,product-675,64,144,118,159,224,144,105
676,product-676,149,245,7,197,137,77,123
677,product-677,48,52,207,195,52,90,67
678,product-678,108,127,53,66,79,177,38
679,product-679,139,200,148,207,131,108,195
680,product-680,207,264,60,204,213,175,147
681,product-681,106,134,93,196,116,40,19
682,product-682,134,167,31,243,194,168,165
683,product-683,72,162,121,29,200,91,153
684,product-684,160,233,148,157,211,130,76
685,product-685,66,106,192,99,167,127,184
686,product-686,78,131,111,17,33,57,151
687,product-687,136,164,156,19,86,140,25
688,product-688,256,283,176,152,196,217,146
689,product-689,127,178,47,201,152,181,160
690,product-690,91,138,133,234,85,160,212
691,product-691,106,129,184,151,245,108,187
692,product-692,198,277,69,88,197,177,127
693,product-693,174,265,152,171,74,243,125
694,product-694,170,205,176,142,177,57,148
695,product-695,14,84,90,94,141,59,87
696,product-696,44,79,202,187,28,15,118
