id,label,ts_in,ts_out,dim_0,dim_1
108,customer-108,206,212,159,52
109,customer-109,28,108,81,89
110,customer-110,171,262,65,72
111,customer-111,127,185,193,117
112,customer-112,184,259,207,112
113,customer-113,54,127,143,83
114,customer-114,178,178,133,54
115,customer-115,84,146,45,27
116,customer-116,62,69,124,185
117,customer-117,175,237,174,95
118,customer-118,245,306,86,174
119,customer-119,28,82,173,217
120,customer-120,191,200,210,181
121,customer-121,151,187,84,87
122,customer-122,160,223,56,44
123,customer-123,92,137,160,55
124,customer-124,213,256,32,188
125,customer-125,187,261,38,155
126,customer-126,166,240,168,128
127,customer-127,88,180,164,75
128,customer-128,54,83,82,53
129,customer-129,204,277,151,94
130,customer-130,149,174,74,55
131,customer-131,58,134,164,212
132,customer-132,144,223,100,105
133,customer-133,258,297,114,222
134,customer-134,81,115,57,94
135,customer-135,156,160,193,156
136,customer-136,196,269,44,52
137,customer-137,133,199,21,201
138,customer-138,176,240,246,264
139,customer-139,34,55,183,102
140,customer-140,111,122,129,34
141,customer-141,220,271,133,96
142,customer-142,161,169,133,215
143,customer-143,121,200,48,164
144,customer-144,229,267,7,116
145,customer-145,29,81,146,103
146,customer-146,43,128,115,26
147,customer-147,94,157,140,65
148,customer-148,222,297,182,114
149,customer-149,165,209,64,111
150,customer-150,116,164,242,21
151,customer-151,167,171,198,63
152,customer-152,202,218,154,59
153,customer-153,107,165,129,160
154,customer-154,130,191,64,33
155,customer-155,75,152,174,122
156,customer-156,168,264,190,111
157,customer-157,181,185,118,150
158,customer-158,141,158,161,72
159,customer-159,45,88,73,228
160,customer-160,45,63,148,192
161,customer-161,170,245,122,123
162,customer-162,121,210,24,52
163,customer-163,83,133,136,172
164,customer-164,127,143,47,159
165,customer-165,194,274,245,151
166,customer-166,65,144,184,97
167,customer-167,205,270,190,143
168,customer-168,60,118,27,68
169,customer-169,208,243,122,247
170,customer-170,174,200,232,174
171,customer-171,68,153,140,164
172,customer-172,86,137,214,137
173,customer-173,188,199,77,198
174,customer-174,45,106,152,131
175,customer-175,157,217,64,57
176,customer-176,9,70,90,208
177,customer-177,184,270,229,45
178,customer-178,33,47,69,71
179,customer-179,149,202,154,94
180,customer-180,134,191,90,124
181,customer-181,198,249,251,82
182,customer-182,103,117,86,102
183,customer-183,88,123,20,208
184,customer-184,53,128,240,41
185,customer-185,170,178,198,164
186,customer-186,95,193,162,130
187,customer-187,41,90,165,137
188,customer-188,55,78,62,53
189,customer-189,90,184,24,29
190,customer-190,92,183,75,34
191,customer-191,34,116,131,110
192,customer-192,194,198,90,123
193,customer-193,200,252,181,154
194,customer-194,210,268,111,203
195,customer-195,160,221,110,236
196,customer-196,166,178,113,54
197,customer-197,191,206,119,60
198,customer-198,205,279,74,131
199,customer-199,142,165,167,99
200,customer-200,101,128,30,84
201,customer-201,169,181,99,192
202,customer-202,164,207,8,43
203,customer-203,175,247,160,69
204,customer-204,120,160,181,66
205,customer-205,139,212,55,63
206,customer-206,212,219,133,125
207,customer-207,119,214,67,200
208,customer-208,144,173,217,143
209,customer-209,195,255,88,226
210,customer-210,76,122,209,173
211,customer-211,193,279,60,227
212,customer-212,59,153,46,38
213,customer-213,187,196,182,131
214,customer-214,146,242,15,31
215,customer-215,3,59,50,219
216,customer-216,150,228,213,181
217,customer-217,86,108,67,111
218,customer-218,94,139,118,190
219,customer-219,172,222,138,128
220,customer-220,89,127,120,144
221,customer-221,20,62,24,267
222,customer-222,85,151,88,187
223,customer-223,180,185,179,158
224,customer-224,174,262,109,156
225,customer-225,154,191,123,50
226,customer-226,125,187,225,212
227,customer-227,212,306,208,167
228,customer-228,186,231,90,142
229,customer-229,178,262,120,186
230,customer-230,71,152,219,166
231,customer-231,55,105,52,127
232,customer-232,77,105,210,138
233,customer-233,242,314,199,74
234,customer-234,120,197,59,168
235,customer-235,44,116,130,148
236,customer-236,191,280,104,81
237,customer-237,129,134,78,137
238,customer-238,18,42,196,94
239,customer-239,109,132,35,186
240,customer-240,151,242,93,150
241,customer-241,189,192,245,16
242,customer-242,15,46,138,212
243,customer-243,262,334,143,249
244,customer-244,144,148,78,106
245,customer-245,28,37,113,77
246,customer-246,53,76,126,57
247,customer-247,154,245,125,209
248,customer-248,180,267,206,51
249,customer-249,26,90,102,81
250,customer-250,91,110,128,37
251,customer-251,19,29,141,105
252,customer-252,85,111,71,143
253,customer-253,157,213,36,157
254,customer-254,34,66,158,74
255,customer-255,19,90,132,168
256,customer-256,81,126,107,71
257,customer-257,216,276,53,167
258,customer-258,169,230,7,152
259,customer-259,187,269,135,2
260,customer-260,169,193,103,191
261,customer-261,109,151,138,147
262,customer-262,109,168,126,160
263,customer-263,124,164,185,110
264,customer-264,54,138,70,147
265,customer-265,238,290,246,248
266,customer-266,235,238,46,98
267,customer-267,111,180,123,164
268,customer-268,174,199,180,277
269,customer-269,43,87,181,54
270,customer-270,203,290,92,31
271,customer-271,119,207,174,101
272,customer-272,92,100,68,78
273,customer-273,109,165,89,70
274,customer-274,117,183,89,186
275,customer-275,111,176,188,126
276,customer-276,183,207,184,14
277,customer-277,220,267,155,141
278,customer-278,88,174,238,142
279,customer-279,132,206,219,201
280,customer-280,123,189,89,156
281,customer-281,178,205,155,167
282,customer-282,57,105,63,180
283,customer-283,24,72,48,69
284,customer-284,132,140,231,122
285,customer-285,226,311,167,189
286,customer-286,236,267,59,190
287,customer-287,192,261,137,186
288,customer-288,79,158,56,118
289,customer-289,162,227,200,51
290,customer-290,112,138,146,195
291,customer-291,239,320,204,146
292,customer-292,68,134,191,136
293,customer-293,139,227,238,196
294,customer-294,63,139,181,186
295,customer-295,110,120,94,82
296,customer-296,57,89,133,186
297,customer-297,87,163,167,42
298,customer-298,125,186,234,218
299,customer-299,218,313,148,100
300,customer-300,53,94,127,200
301,customer-301,162,169,179,156
302,customer-302,188,256,200,107
303,customer-303,100,142,61,96
304,customer-304,128,184,184,163
305,customer-305,64,90,180,38
306,customer-306,212,289,209,81
307,customer-307,107,168,147,48
308,customer-308,76,157,221,184
309,customer-309,87,181,158,218
310,customer-310,209,257,139,200
311,customer-311,75,139,131,45
312,customer-312,108,121,148,139
313,customer-313,104,155,124,153
314,customer-314,180,234,108,156
315,customer-315,57,146,49,66
316,customer-316,147,198,69,134
317,customer-317,79,100,194,154
318,customer-318,184,193,28,143
319,customer-319,222,243,247,160
320,customer-320,137,138,11,74
321,customer-321,20,94,193,164
322,customer-322,175,244,145,23
323,customer-323,158,173,30,107
324,customer-324,75,121,45,172
325,customer-325,79,120,106,169
326,customer-326,178,245,40,69
327,customer-327,224,249,220,84
328,customer-328,40,99,242,268
329,customer-329,63,122,211,206
330,customer-330,71,139,190,123
331,customer-331,205,261,43,74
332,customer-332,88,162,200,209
333,customer-333,62,153,114,75
334,customer-334,103,181,109,24
335,customer-335,22,118,152,76
336,customer-336,175,186,20,171
337,customer-337,47,86,41,82
338,customer-338,265,272,56,132
339,customer-339,145,168,196,178
340,customer-340,207,255,39,224
341,customer-341,98,195,97,200
342,customer-342,166,246,128,167
343,customer-343,83,87,87,151
344,customer-344,78,96,134,28
345,customer-345,99,169,173,150
346,customer-346,129,217,141,59
347,customer-347,12,101,158,109
348,customer-348,160,200,200,97
349,customer-349,6,57,21,240
350,customer-350,148,213,111,205
351,customer-351,147,242,201,96
352,customer-352,151,159,174,54
353,customer-353,38,43,66,121
354,customer-354,61,137,21,106
355,customer-355,44,90,194,83
356,customer-356,60,62,187,39
357,customer-357,40,76,105,149
358,customer-358,79,116,177,51
359,customer-359,41,61,46,84
360,customer-360,162,177,122,62
361,customer-361,66,87,120,61
362,customer-362,119,200,165,153
363,customer-363,148,170,73,73
364,customer-364,137,208,78,127
365,customer-365,164,238,156,13
366,customer-366,109,204,103,111
367,customer-367,26,66,177,74
368,customer-368,239,306,166,69
369,customer-369,106,121,74,100
370,customer-370,18,115,127,278
371,customer-371,171,172,175,193
372,customer-372,40,51,189,91
373,customer-373,244,248,130,32
374,customer-374,244,292,28,40
375,customer-375,17,41,151,22
376,customer-376,57,156,49,129
377,customer-377,96,157,135,149
378,customer-378,112,177,129,191
379,customer-379,190,221,167,123
380,customer-380,97,122,199,34
381,customer-381,81,93,27,92
382,customer-382,159,164,43,28
383,customer-383,139,179,88,67
384,customer-384,54,132,261,65
385,customer-385,33,55,70,17
386,customer-386,218,230,68,55
387,customer-387,184,222,72,141
388,customer-388,29,110,155,233
389,customer-389,229,283,33,28
390,customer-390,123,125,159,145
391,customer-391,164,215,218,38
392,customer-392,82,138,12,87
393,customer-393,176,244,20,126
394,customer-394,106,140,63,78
395,customer-395,200,247,142,102
396,customer-396,227,252,25,92
397,customer-397,118,196,51,83
398,customer-398,46,135,189,68
399,customer-399,39,59,178,40
400,customer-400,178,242,210,61
401,customer-401,178,239,244,11
402,customer-402,74,164,151,116
403,customer-403,157,238,93,61
404,customer-404,184,239,104,73
405,customer-405,101,140,99,126
406,customer-406,172,214,67,146
407,customer-407,185,271,128,71
408,customer-408,206,225,36,76
409,customer-409,55,107,35,14
410,customer-410,50,89,68,186
411,customer-411,169,193,150,215
412,customer-412,53,123,54,171
413,customer-413,127,160,57,126
414,customer-414,150,208,79,114
415,customer-415,81,164,122,143
416,customer-416,190,212,97,233
417,customer-417,67,148,19,152
418,customer-418,124,199,58,157
419,customer-419,136,187,137,98
420,customer-420,84,129,56,243
421,customer-421,101,186,248,200
422,customer-422,103,158,146,196
423,customer-423,142,186,90,139
424,customer-424,65,127,32,182
425,customer-425,116,175,81,12
426,customer-426,225,300,190,179
427,customer-427,162,249,147,66
428,customer-428,58,120,136,143
429,customer-429,60,111,231,245
430,customer-430,148,179,164,48
431,customer-431,185,244,43,75
432,customer-432,103,152,138,17
433,customer-433,186,280,102,59
434,customer-434,80,95,196,42
435,customer-435,164,166,115,146
436,customer-436,30,74,213,178
437,customer-437,180,271,188,191
438,customer-438,69,116,46,248
439,customer-439,92,165,94,45
440,customer-440,66,117,188,166
441,customer-441,61,89,224,209
442,customer-442,45,58,222,225
443,customer-443,36,117,116,192
444,customer-444,160,229,63,147
445,customer-445,39,53,46,186
446,customer-446,109,113,7,92
447,customer-447,219,277,3,209
448,customer-448,81,112,199,29
449,customer-449,159,218,180,210
450,customer-450,107,150,188,84
451,customer-451,94,119,86,180
452,customer-452,20,21,148,178
453,customer-453,153,203,223,131
454,customer-454,158,179,114,157
455,customer-455,18,106,85,125
456,customer-456,154,235,174,144
457,customer-457,207,238,196,119
458,customer-458,110,138,102,135
459,customer-459,182,200,79,216
460,customer-460,262,350,108,42
461,customer-461,96,132,35,128
462,customer-462,69,111,214,35
463,customer-463,63,93,214,19
464,customer-464,179,254,89,139
465,customer-465,103,126,64,61
466,customer-466,123,128,47,142
467,customer-467,49,123,114,148
468,customer-468,146,164,113,2
469,customer-469,95,115,170,115
470,customer-470,165,170,49,212
471,customer-471,158,166,219,140
472,customer-472,12,45,85,89
473,customer-473,104,113,148,211
474,customer-474,28,60,191,62
475,customer-475,119,134,48,101
476,customer-476,175,240,56,96
477,customer-477,57,98,44,219
478,customer-478,75,108,86,5
479,customer-479,174,189,186,196
480,customer-480,132,196,208,195
481,customer-481,149,162,93,130
482,customer-482,173,222,104,40
483,customer-483,34,111,67,175
484,customer-484,151,181,22,194
485,customer-485,132,204,54,170
486,customer-486,163,171,17,54
487,customer-487,71,130,67,210
488,customer-488,11,63,36,92
489,customer-489,32,83,25,228
490,customer-490,110,140,164,115
491,customer-491,219,236,88,71
492,customer-492,33,89,271,47
493,customer-493,87,116,160,95
494,customer-494,264,320,144,129
495,customer-495,102,105,85,60
496,customer-496,205,254,68,228
497,customer-497,119,167,161,36
498,customer-498,100,115,172,78
499,customer-499,164,197,88,110
500,customer-500,110,129,157,44
