id,label,ts_in,ts_out,dim_0,dim_1
287,product-287,147,156,16,90
288,product-288,193,274,53,201
289,product-289,220,246,144,85
290,product-290,34,37,106,97
291,product-291,100,183,58,101
292,product-292,191,215,200,198
293,product-293,179,220,239,240
294,product-294,97,190,28,29
295,product-295,82,129,71,177
296,product-296,121,156,155,218
297,product-297,62,117,91,204
298,product-298,212,245,191,205
299,product-299,61,110,37,105
300,product-300,124,190,140,116
301,product-301,96,110,129,112
302,product-302,41,70,94,84
303,product-303,51,137,82,221
304,product-304,26,106,17,214
305,product-305,84,90,69,55
306,product-306,261,275,231,206
307,product-307,36,106,97,170
308,product-308,3,90,143,193
309,product-309,221,303,85,36
310,product-310,232,312,78,104
311,product-311,198,217,183,99
312,product-312,172,252,72,127
313,product-313,151,224,121,72
314,product-314,153,219,146,76
315,product-315,115,162,83,145
316,product-316,79,144,194,109
317,product-317,178,274,46,81
318,product-318,249,269,45,203
319,product-319,120,137,166,81
320,product-320,108,119,178,86
321,product-321,62,127,14,100
322,product-322,39,112,49,170
323,product-323,91,115,130,203
324,product-324,218,301,150,105
325,product-325,201,273,55,78
326,product-326,162,210,138,114
327,product-327,205,246,28,86
328,product-328,100,190,128,192
329,product-329,196,243,5,68
330,product-330,197,225,23,83
331,product-331,92,98,160,181
332,product-332,102,110,5,110
333,product-333,271,275,53,200
334,product-334,127,160,71,190
335,product-335,97,165,96,87
336,product-336,154,191,35,45
337,product-337,99,130,215,137
338,product-338,142,143,41,58
339,product-339,99,120,152,179
340,product-340,62,140,207,126
341,product-341,117,189,84,29
342,product-342,148,162,154,50
343,product-343,187,274,147,30
344,product-344,120,123,39,171
345,product-345,106,195,98,239
346,product-346,85,135,180,137
347,product-347,69,117,151,167
348,product-348,192,201,41,107
349,product-349,209,256,41,30
350,product-350,117,155,114,181
351,product-351,124,140,181,148
352,product-352,154,246,224,123
353,product-353,184,188,210,130
354,product-354,179,256,137,74
355,product-355,48,112,101,178
356,product-356,163,236,32,34
357,product-357,262,322,126,167
358,product-358,196,268,161,73
359,product-359,240,274,80,140
360,product-360,132,160,61,110
361,product-361,190,284,79,155
362,product-362,59,73,28,152
363,product-363,135,204,94,111
364,product-364,222,237,51,156
365,product-365,27,81,88,162
366,product-366,85,152,107,205
367,product-367,87,177,128,80
368,product-368,136,217,192,147
369,product-369,177,203,231,103
370,product-370,156,219,147,141
371,product-371,97,180,215,204
372,product-372,219,222,107,53
373,product-373,109,130,173,152
374,product-374,124,133,4,112
375,product-375,138,187,36,125
376,product-376,142,177,172,41
377,product-377,38,67,128,142
378,product-378,157,182,154,171
379,product-379,17,102,95,86
380,product-380,170,248,99,92
381,product-381,47,83,132,127
382,product-382,107,171,178,119
383,product-383,177,215,87,15
384,product-384,186,231,102,47
385,product-385,114,114,144,209
386,product-386,177,240,35,139
387,product-387,110,162,100,42
388,product-388,15,73,19,214
389,product-389,88,137,124,211
390,product-390,186,231,122,77
391,product-391,205,243,44,224
392,product-392,166,183,232,41
393,product-393,109,114,75,112
394,product-394,160,173,165,170
395,product-395,146,150,65,188
396,product-396,127,145,119,106
397,product-397,45,45,186,165
398,product-398,198,257,117,189
399,product-399,154,217,124,32
400,product-400,142,204,209,61
401,product-401,121,212,150,158
402,product-402,64,91,212,110
403,product-403,181,241,155,157
404,product-404,170,191,45,132
405,product-405,148,186,176,11
406,product-406,73,102,224,63
407,product-407,249,285,197,203
408,product-408,182,222,136,28
409,product-409,164,178,71,188
410,product-410,159,252,170,209
411,product-411,9,29,189,199
412,product-412,174,245,91,117
413,product-413,185,227,191,60
414,product-414,199,217,166,32
415,product-415,206,208,133,118
416,product-416,172,172,186,153
417,product-417,177,263,103,231
418,product-418,161,243,185,167
419,product-419,178,202,223,166
420,product-420,186,256,161,196
421,product-421,198,265,39,51
422,product-422,63,99,69,131
423,product-423,79,153,218,16
424,product-424,115,176,63,152
425,product-425,254,260,194,211
426,product-426,188,270,37,235
427,product-427,132,218,85,162
428,product-428,156,209,229,185
429,product-429,111,137,156,100
430,product-430,199,265,160,135
431,product-431,118,179,166,71
432,product-432,100,171,82,110
433,product-433,6,74,214,149
434,product-434,176,209,196,70
435,product-435,34,41,151,46
436,product-436,124,197,34,183
437,product-437,15,16,168,84
438,product-438,92,105,177,117
439,product-439,103,114,220,111
440,product-440,98,195,76,190
441,product-441,99,180,129,63
442,product-442,222,274,122,107
443,product-443,82,126,6,269
444,product-444,191,254,109,140
445,product-445,94,128,161,55
446,product-446,147,166,43,71
447,product-447,75,167,167,179
448,product-448,61,92,205,102
449,product-449,141,161,14,180
450,product-450,199,220,194,203
451,product-451,127,166,141,75
452,product-452,130,184,120,170
453,product-453,20,81,73,174
454,product-454,145,190,53,47
455,product-455,184,240,108,167
456,product-456,83,108,34,134
457,product-457,195,235,80,109
458,product-458,166,228,179,77
459,product-459,71,136,179,123
460,product-460,123,164,69,82
461,product-461,153,197,105,73
462,product-462,116,210,75,70
463,product-463,39,104,72,87
464,product-464,114,164,117,179
465,product-465,16,81,178,176
466,product-466,116,154,190,199
467,product-467,169,188,214,180
468,product-468,66,90,98,63
469,product-469,236,255,175,103
470,product-470,69,119,150,171
471,product-471,147,241,36,206
472,product-472,83,125,127,186
473,product-473,79,131,203,139
474,product-474,149,164,104,160
475,product-475,223,243,89,134
476,product-476,15,20,62,135
477,product-477,121,121,36,96
478,product-478,139,192,123,59
479,product-479,149,171,157,131
480,product-480,39,111,200,142
481,product-481,112,203,41,153
482,product-482,208,293,48,128
483,product-483,96,176,220,162
484,product-484,171,205,66,63
485,product-485,55,69,164,138
486,product-486,82,138,59,189
487,product-487,145,242,180,172
488,product-488,30,73,156,72
489,product-489,81,160,79,212
490,product-490,55,78,185,140
491,product-491,90,109,88,183
492,product-492,213,223,154,117
493,product-493,194,198,158,53
494,product-494,8,37,54,118
495,product-495,29,104,128,81
496,product-496,63,80,198,79
497,product-497,189,252,91,131
498,product-498,194,268,151,46
499,product-499,182,184,68,149
500,product-500,155,171,173,74
