id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon
94,covtype94,3,59,2562,0,1116,221,233
95,covtype95,9,34,2567,190,1136,219,221
96,covtype96,8,45,2998,351,5842,223,222
97,covtype97,12,84,2684,150,1677,237,220
98,covtype98,11,42,2676,150,1634,222,216
99,covtype99,15,102,2863,190,4389,244,219
100,covtype100,5,170,2574,170,1180,224,242
101,covtype101,6,211,2511,162,1071,216,245
102,covtype102,4,32,3067,30,6679,219,230
103,covtype103,16,57,2909,134,5502,229,203
104,covtype104,14,348,2863,309,3918,193,216
105,covtype105,1,333,2567,0,1266,216,237
106,covtype106,11,105,3182,408,6000,240,226
107,covtype107,12,324,2818,242,4156,189,227
108,covtype108,6,332,2752,342,2372,207,233
109,covtype109,5,88,2751,400,2322,228,231
110,covtype110,7,102,2569,228,1266,232,231
111,covtype111,15,111,3195,469,5941,245,222
112,covtype112,14,53,2982,240,5756,227,209
113,covtype113,6,58,2850,295,4394,225,227
114,covtype114,4,76,2586,190,1290,225,232
115,covtype115,13,17,2837,330,4241,208,211
116,covtype116,6,99,2723,301,2109,230,232
117,covtype117,12,124,3057,150,6508,240,231
118,covtype118,19,119,2818,30,5213,248,220
119,covtype119,33,320,2847,85,4983,120,190
120,covtype120,11,112,2606,30,1584,239,228
121,covtype121,6,83,2893,551,4011,229,230
122,covtype122,20,125,2644,67,1719,249,221
123,covtype123,5,37,2613,216,1519,220,229
124,covtype124,12,356,2929,0,5757,201,219
125,covtype125,12,307,2767,30,2796,187,233
126,covtype126,13,49,2991,85,6199,225,211
127,covtype127,18,56,2939,95,5563,229,200
128,covtype128,7,119,3119,162,6660,233,234
129,covtype129,12,346,2942,30,5918,197,221
130,covtype130,7,12,2886,570,4295,213,226
131,covtype131,13,344,2775,42,2854,194,219
132,covtype132,9,79,2490,240,878,232,224
133,covtype133,18,228,3106,658,5984,191,254
134,covtype134,24,284,2831,60,5208,145,232
135,covtype135,8,112,2837,272,3649,235,231
136,covtype136,23,299,2890,180,5104,150,224
137,covtype137,5,135,2824,218,3583,227,238
138,covtype138,3,135,2728,242,2250,224,238
139,covtype139,16,88,2962,190,6095,242,212
140,covtype140,11,220,3142,424,6216,207,251
141,covtype141,5,34,2536,242,1242,219,228
142,covtype142,6,95,3168,30,4884,229,231
143,covtype143,24,289,2926,210,5126,145,228
144,covtype144,6,21,2893,295,4106,216,227
145,covtype145,11,20,2687,150,1986,212,217
146,covtype146,17,211,3109,424,6089,204,254
147,covtype147,20,200,3119,60,6297,208,253
148,covtype148,10,349,2916,488,4472,202,223
149,covtype149,3,18,2795,218,3042,217,233
150,covtype150,14,58,2555,285,1231,230,209
151,covtype151,13,42,2499,497,953,222,212
152,covtype152,11,173,3027,335,5678,227,245
153,covtype153,15,160,3096,85,6156,234,242
154,covtype154,13,105,2916,268,5618,242,223
155,covtype155,12,42,2591,350,1398,222,213
156,covtype156,16,328,3185,127,4763,178,219
157,covtype157,10,221,3021,324,5675,208,250
158,covtype158,4,257,3083,510,6363,209,242
159,covtype159,33,276,2860,60,5292,115,226
160,covtype160,15,196,3008,228,5535,215,251
161,covtype161,14,189,3034,384,5754,220,250
162,covtype162,16,130,2873,67,4030,244,230
163,covtype163,13,49,3182,319,4767,225,211
164,covtype164,12,102,2998,384,6026,239,225
165,covtype165,20,357,2658,300,1597,184,199
166,covtype166,7,15,3175,366,4816,214,226
167,covtype167,7,8,2952,488,4953,212,227
168,covtype168,12,95,2622,484,1329,239,222
169,covtype169,21,288,2955,247,5224,156,233
170,covtype170,9,66,2837,201,3655,229,221
171,covtype171,3,45,3182,458,4723,220,232
172,covtype172,3,129,3077,618,6296,225,237
173,covtype173,4,320,2755,30,2890,209,236
174,covtype174,11,28,3047,600,6414,216,215
175,covtype175,12,86,2880,30,4369,237,221
176,covtype176,3,292,3221,424,4401,212,238
177,covtype177,10,115,3182,553,4605,237,231
178,covtype178,24,29,3064,150,5051,204,182
179,covtype179,15,332,2827,42,3599,185,221
180,covtype180,5,107,2518,360,553,229,234
181,covtype181,4,180,3050,277,5782,221,242
182,covtype182,12,356,3107,283,4855,201,219
183,covtype183,15,173,2995,268,6312,228,246
184,covtype184,4,164,2721,67,1747,224,241
185,covtype185,7,116,3182,579,4425,233,233
186,covtype186,11,132,2724,60,2720,238,234
187,covtype187,9,90,2515,313,511,233,227
188,covtype188,22,46,3017,212,5118,221,188
189,covtype189,4,256,3077,618,6230,210,242
190,covtype190,8,338,2929,190,4393,202,228
191,covtype191,12,127,2735,67,2806,240,232
192,covtype192,20,319,2893,150,5825,164,217
193,covtype193,4,45,3231,648,4173,221,231
194,covtype194,10,89,2560,218,731,235,224
195,covtype195,15,43,3162,484,4657,221,205
196,covtype196,14,188,2982,120,5501,220,250
197,covtype197,5,66,2731,0,2826,225,230
198,covtype198,11,50,3172,759,4287,225,215
199,covtype199,21,138,2916,127,6349,247,227
200,covtype200,17,63,2890,153,3670,233,202
201,covtype201,10,45,2704,323,1323,223,219
202,covtype202,18,23,3198,604,4545,207,200
203,covtype203,5,214,2985,342,5495,215,245
204,covtype204,21,323,3011,443,5838,164,214
205,covtype205,18,312,3024,474,5785,169,224
206,covtype206,16,56,3244,618,3865,229,204
207,covtype207,25,36,2972,30,5113,209,176
208,covtype208,13,167,2985,458,5571,230,244
209,covtype209,17,23,2539,90,488,207,201
210,covtype210,8,260,3001,720,5790,200,245
211,covtype211,10,51,2952,150,5123,225,218
212,covtype212,13,211,2962,255,5365,209,252
213,covtype213,4,45,2727,124,2285,221,231
214,covtype214,17,167,3004,603,5798,232,244
215,covtype215,8,22,2886,285,3849,215,222
216,covtype216,8,344,3024,600,5201,203,227
217,covtype217,14,187,3034,335,6084,221,249
218,covtype218,13,279,2903,190,4179,184,241
219,covtype219,4,245,2926,30,5180,212,243
220,covtype220,16,200,2942,180,5276,212,252
221,covtype221,13,54,2991,495,4849,227,211
222,covtype222,9,116,2742,150,2475,236,231
223,covtype223,18,356,2606,67,911,188,205
224,covtype224,5,326,3244,750,3730,207,234
225,covtype225,14,27,3237,997,4002,213,210
226,covtype226,24,359,2616,42,977,176,187
227,covtype227,11,16,2913,457,3974,211,217
228,covtype228,7,48,2813,201,3018,223,225
229,covtype229,1,149,2530,319,234,221,238
230,covtype230,7,45,3260,503,3558,222,225
231,covtype231,3,90,3047,870,5484,224,234
232,covtype232,20,60,2955,201,4934,231,195
233,covtype233,13,77,2893,85,6012,236,215
234,covtype234,24,38,2965,247,4883,212,181
235,covtype235,15,230,3037,570,5985,196,252
236,covtype236,10,152,3027,792,5316,233,240
237,covtype237,16,70,2756,120,2501,235,208
238,covtype238,6,325,2939,510,4078,206,234
239,covtype239,9,126,3198,418,4200,235,234
240,covtype240,7,90,3195,362,4243,231,229
241,covtype241,6,222,2975,360,5719,213,245
242,covtype242,13,84,2890,30,5918,238,218
243,covtype243,10,109,3018,815,5833,238,229
244,covtype244,5,85,3011,842,5389,228,231
245,covtype245,16,79,3221,618,3968,239,210
246,covtype246,7,135,3004,811,5383,231,237
247,covtype247,20,49,2572,384,391,224,192
248,covtype248,11,128,3260,743,3824,238,233
249,covtype249,4,25,3168,30,4426,218,231
250,covtype250,12,349,2878,67,3489,198,220
251,covtype251,8,9,3198,301,4099,211,224
252,covtype252,8,260,2975,391,6071,200,245
253,covtype253,10,38,3178,0,4286,220,217
254,covtype254,10,176,2995,690,6068,226,246
255,covtype255,8,144,2913,210,5478,232,239
256,covtype256,9,175,2982,424,5267,225,245
257,covtype257,12,209,2945,362,5877,211,251
258,covtype258,2,143,2995,631,5459,223,238
259,covtype259,5,288,2945,0,4801,205,239
260,covtype260,8,288,2959,120,4683,199,240
261,covtype261,13,114,2796,60,2599,242,226
262,covtype262,2,315,2785,60,2486,214,237
263,covtype263,17,325,2784,153,1798,177,220
264,covtype264,15,320,2789,182,1771,181,225
265,covtype265,19,162,2922,240,5076,235,241
266,covtype266,3,135,3008,931,5727,224,238
267,covtype267,10,73,2978,323,5160,232,221
268,covtype268,11,54,2892,134,3178,226,217
269,covtype269,10,45,2521,42,408,223,218
270,covtype270,7,72,2985,497,5372,228,227
271,covtype271,19,39,3057,626,4435,217,196
272,covtype272,9,78,2829,60,2941,232,223
273,covtype273,5,331,3201,0,4002,208,234
274,covtype274,13,329,3136,789,4228,187,223
275,covtype275,14,355,2548,60,551,197,215
276,covtype276,9,89,2962,42,4891,234,225
277,covtype277,13,15,2808,201,2431,208,213
278,covtype278,12,87,2749,516,1499,238,220
279,covtype279,14,328,3155,849,4184,185,222
280,covtype280,11,285,2991,849,5939,189,240
281,covtype281,5,108,2968,306,4113,229,234
282,covtype282,13,77,2932,108,3911,236,216
283,covtype283,7,356,2808,153,2592,209,227
284,covtype284,4,106,2794,210,1888,227,234
285,covtype285,17,24,3080,659,4377,208,201
286,covtype286,16,52,2936,180,4656,227,203
287,covtype287,10,261,2913,313,5706,197,245
288,covtype288,8,232,2919,323,5728,207,248
289,covtype289,6,257,2978,85,4795,205,244
290,covtype290,14,312,2574,134,636,183,229
291,covtype291,21,59,3142,730,4155,231,192
292,covtype292,10,15,2804,212,1917,211,219
293,covtype293,8,232,2929,366,5835,208,247
294,covtype294,9,246,3001,764,5961,201,247
295,covtype295,7,94,2813,371,1800,231,230
296,covtype296,6,342,2988,192,4805,208,231
297,covtype297,18,59,3175,612,4042,231,200
298,covtype298,7,61,2804,362,1838,226,225
299,covtype299,10,78,3001,335,5320,234,221
300,covtype300,9,141,2914,277,3471,234,238
301,covtype301,17,41,2668,283,1276,219,200
302,covtype302,12,129,3185,481,3899,240,233
303,covtype303,9,216,2913,268,5715,211,249
304,covtype304,5,72,3168,418,3855,226,230
305,covtype305,9,30,2955,30,4478,218,220
306,covtype306,7,100,2932,30,4280,232,231
307,covtype307,7,53,3201,488,3667,224,225
308,covtype308,5,236,2903,212,5656,211,244
309,covtype309,2,352,2874,400,2869,216,236
310,covtype310,6,254,2903,212,5689,206,244
311,covtype311,12,45,2800,0,2244,223,214
312,covtype312,9,336,3257,693,3443,199,227
313,covtype313,5,278,3188,210,3634,206,241
314,covtype314,8,62,2952,192,4487,227,223
315,covtype315,16,237,2932,342,5797,189,252
316,covtype316,4,281,3050,630,5540,209,240
317,covtype317,11,285,2955,212,4302,188,240
318,covtype318,17,41,2791,458,1740,220,201
319,covtype319,3,162,3172,180,3632,222,240
320,covtype320,14,69,3116,297,3870,234,212
321,covtype321,10,51,2895,162,3326,225,219
322,covtype322,6,122,3182,134,3510,230,235
323,covtype323,9,81,3024,218,4152,233,224
324,covtype324,9,251,2962,480,5863,201,246
325,covtype325,4,27,2978,192,4780,218,230
326,covtype326,12,40,2952,323,4558,221,213
327,covtype327,13,348,2945,255,3768,194,217
328,covtype328,7,188,3149,134,3718,221,245
329,covtype329,15,150,2833,242,1953,238,238
330,covtype330,10,185,3136,42,3623,222,248
331,covtype331,13,49,2851,268,2538,225,211
332,covtype332,8,111,2933,300,3644,234,231
333,covtype333,6,110,2810,421,1871,230,234
334,covtype334,10,85,3267,484,3194,235,223
335,covtype335,16,30,3188,85,3340,213,203
336,covtype336,5,37,2955,426,3905,220,229
337,covtype337,9,276,3001,752,5893,197,242
338,covtype338,10,281,3008,780,5864,194,241
339,covtype339,5,28,2942,391,3707,218,230
340,covtype340,9,331,2921,395,3516,200,230
341,covtype341,5,315,2985,361,5023,206,235
342,covtype342,14,289,2978,570,4480,179,238
343,covtype343,20,51,2889,362,2689,225,193
344,covtype344,3,103,2814,210,2145,225,235
345,covtype345,9,127,2938,408,2896,236,234
346,covtype346,11,95,2828,127,2467,238,224
347,covtype347,12,95,3146,240,3287,239,222
348,covtype348,8,94,2977,466,4283,232,229
349,covtype349,2,45,3034,680,5544,220,234
350,covtype350,19,61,3083,192,3320,232,197
351,covtype351,5,23,3044,210,3481,217,228
352,covtype352,8,90,2982,242,3695,232,228
353,covtype353,15,176,2901,256,3181,226,247
354,covtype354,6,66,2995,247,4770,227,227
355,covtype355,6,151,2528,108,598,228,240
356,covtype356,8,112,3188,60,2880,235,231
357,covtype357,24,243,2939,400,5619,164,250
358,covtype358,11,215,3008,696,5880,209,251
359,covtype359,9,238,3021,815,5855,204,248
360,covtype360,11,80,2937,330,4094,234,221
361,covtype361,10,317,2844,67,2758,194,231
362,covtype362,3,13,2781,351,2148,216,233
363,covtype363,18,252,2945,421,5615,176,249
364,covtype364,12,143,2857,85,3111,238,237
365,covtype365,7,53,3021,258,3544,224,224
366,covtype366,3,141,2919,192,3992,225,238
367,covtype367,9,185,2800,170,2382,222,246
368,covtype368,18,151,2773,350,1680,240,237
369,covtype369,17,144,2759,300,1590,242,234
370,covtype370,20,117,2714,242,1470,250,217
371,covtype371,26,109,2671,175,1350,253,200
372,covtype372,9,126,2975,120,4763,235,234
373,covtype373,19,148,2775,335,1770,242,234
374,covtype374,18,149,2746,268,1620,240,236
375,covtype375,19,148,2743,255,1590,242,235
376,covtype376,16,108,2717,201,1500,246,220
377,covtype377,14,136,2751,277,1680,241,234
378,covtype378,14,131,2739,242,1620,242,232
379,covtype379,16,133,2733,228,1590,244,231
380,covtype380,15,117,2716,175,1500,245,225
381,covtype381,14,99,2611,30,1200,243,220
382,covtype382,11,123,3073,0,3060,239,231
383,covtype383,18,167,3060,95,3251,232,244
384,covtype384,8,120,2899,162,3944,234,234
385,covtype385,8,107,2861,30,3434,234,231
386,covtype386,3,351,2853,0,3342,214,234
387,covtype387,8,202,2785,134,2429,217,247
388,covtype388,16,127,2723,190,1560,245,228
389,covtype389,23,110,2656,85,1350,252,208
390,covtype390,10,194,3064,30,3111,218,249
391,covtype391,16,167,3050,67,3229,231,244
392,covtype392,13,141,3004,124,3500,239,236
393,covtype393,10,58,2952,201,3736,228,218
394,covtype394,12,68,3034,362,5550,232,216
395,covtype395,20,130,2703,127,1500,248,225
396,covtype396,23,128,2685,95,1440,251,218
397,covtype397,25,119,2661,67,1380,253,210
398,covtype398,4,101,3057,0,3069,226,234
399,covtype399,13,139,3050,30,3127,240,235
400,covtype400,5,342,3060,495,5700,209,232
401,covtype401,14,49,2945,0,4671,225,208
402,covtype402,18,123,2704,124,1530,247,224
403,covtype403,24,129,2676,67,1440,251,217
404,covtype404,14,81,2621,0,1290,238,214
405,covtype405,13,45,3060,30,3046,223,211
406,covtype406,15,136,2975,124,3543,243,232
407,covtype407,4,21,3067,518,5739,217,231
408,covtype408,16,128,2719,150,1621,244,229
409,covtype409,15,86,2638,0,1351,241,213
410,covtype410,19,115,2700,67,1533,249,218
411,covtype411,22,108,2673,42,1473,251,208
412,covtype412,11,71,2654,0,1413,233,218
413,covtype413,12,50,2664,0,1445,225,214
414,covtype414,8,80,3050,360,5638,231,225
415,covtype415,8,125,2858,268,3288,233,235
416,covtype416,9,163,2854,285,3246,229,243
417,covtype417,11,56,3047,95,3182,227,218
418,covtype418,6,351,2873,201,3459,210,230
419,covtype419,12,23,2680,0,1511,213,214
420,covtype420,9,120,2839,190,3055,236,233
421,covtype421,7,86,2792,228,2862,230,229
422,covtype422,11,74,3103,201,2870,233,219
423,covtype423,1,90,2702,0,1727,221,236
424,covtype424,8,282,2991,268,5024,198,241
425,covtype425,6,31,3004,180,5222,219,228
426,covtype426,6,117,2919,150,3903,231,234
427,covtype427,14,258,2945,376,5535,186,247
428,covtype428,1,270,3054,390,5742,215,239
429,covtype429,5,75,2978,295,4847,227,230
430,covtype430,8,81,2915,0,4345,231,226
431,covtype431,4,30,2756,150,2571,218,231
432,covtype432,4,155,2717,0,2037,224,240
433,covtype433,1,315,2928,150,4194,215,237
434,covtype434,3,95,2770,258,2813,224,235
435,covtype435,23,77,2656,283,1320,242,190
436,covtype436,5,124,2750,150,2370,229,236
437,covtype437,7,45,2907,350,4041,222,225
438,covtype438,13,65,2781,42,3162,232,214
439,covtype439,5,203,2715,124,1920,217,245
440,covtype440,11,338,2968,216,3426,196,225
441,covtype441,8,130,2739,134,2160,234,236
442,covtype442,3,129,2922,218,4283,225,237
443,covtype443,6,101,2792,108,3180,230,232
444,covtype444,8,90,3064,371,2822,232,228
445,covtype445,14,243,3041,513,5911,192,250
446,covtype446,8,32,2888,470,3700,219,224
447,covtype447,1,180,3080,247,2715,219,239
448,covtype448,27,132,2613,170,1260,251,215
449,covtype449,4,135,2978,108,3247,226,238
450,covtype450,12,353,2952,0,4928,200,219
451,covtype451,14,81,2773,108,3019,238,215
452,covtype452,8,90,3057,390,2783,232,228
453,covtype453,16,45,3064,228,5623,223,203
454,covtype454,9,174,2742,268,2455,226,245
455,covtype455,16,167,2677,85,1680,231,244
456,covtype456,18,140,2567,60,1110,244,232
457,covtype457,6,142,2739,228,2465,229,239
458,covtype458,14,267,3001,641,5749,182,245
459,covtype459,13,343,2584,150,812,192,219
460,covtype460,6,104,2902,558,3643,230,233
461,covtype461,9,155,3047,424,2760,231,241
462,covtype462,6,212,2909,212,4092,215,246
463,covtype463,5,198,2910,234,4063,218,244
464,covtype464,10,108,3011,212,2912,237,229
465,covtype465,8,68,2998,124,2987,228,225
466,covtype466,12,263,3011,674,5753,189,246
467,covtype467,12,24,3008,309,5353,213,214
468,covtype468,10,18,3004,192,5232,212,219
469,covtype469,6,81,3031,513,5542,228,230
470,covtype470,5,288,2939,379,5448,207,239
471,covtype471,12,277,2949,437,5506,186,242
472,covtype472,9,323,3028,242,5079,196,230
473,covtype473,1,315,2900,90,5152,216,237
474,covtype474,7,96,2932,247,3861,232,229
475,covtype475,5,72,2909,324,4554,226,230
476,covtype476,3,180,2900,300,4725,220,241
477,covtype477,12,143,2867,437,3363,237,237
478,covtype478,10,356,3047,618,5664,204,222
479,covtype479,14,15,2617,30,1652,207,211
480,covtype480,7,340,2998,108,2978,205,230
481,covtype481,7,276,2962,497,3610,201,242
482,covtype482,12,160,2759,120,2782,233,242
483,covtype483,17,217,3027,700,5844,201,254
484,covtype484,13,121,2963,175,4557,241,229
485,covtype485,15,117,2919,175,4375,244,225
486,covtype486,24,343,2690,120,1816,163,195
487,covtype487,21,235,2955,451,5590,180,253
488,covtype488,13,120,2953,134,4518,241,229
489,covtype489,17,124,2887,95,4252,246,226
490,covtype490,8,338,3014,150,2888,202,228
491,covtype491,11,62,2995,484,3209,230,216
492,covtype492,6,142,2965,0,4778,229,239
493,covtype493,9,47,2982,437,3387,223,220
494,covtype494,10,311,2739,270,1765,193,233
495,covtype495,3,243,2916,335,5442,213,242
496,covtype496,3,135,3047,932,5900,224,238
497,covtype497,2,270,2751,0,3068,214,239
498,covtype498,7,318,2690,514,967,202,234
499,covtype499,10,89,2599,30,558,235,224
500,covtype500,7,264,2919,408,5490,202,244
501,covtype501,12,253,2975,616,5780,193,248
502,covtype502,9,83,2617,127,573,233,224
503,covtype503,7,92,2574,0,408,232,229
504,covtype504,11,19,2939,60,3980,212,217
505,covtype505,10,45,2915,60,4397,223,218
506,covtype506,5,41,2765,0,3263,221,229
507,covtype507,13,348,2784,170,2758,194,217
508,covtype508,22,108,2850,42,3976,251,210
509,covtype509,7,236,2919,350,5470,208,246
510,covtype510,14,233,2995,638,5932,196,252
511,covtype511,15,32,2817,390,2561,216,207
512,covtype512,2,18,2932,485,4326,217,234
513,covtype513,7,11,2826,366,2648,213,225
514,covtype514,10,47,2795,451,2260,224,219
515,covtype515,5,62,2760,547,1842,224,230
516,covtype516,9,76,2700,433,1124,231,224
517,covtype517,9,238,3001,592,5966,204,248
518,covtype518,3,165,2699,390,908,222,240
519,covtype519,6,79,2730,270,1353,228,229
520,covtype520,8,82,2655,384,607,232,225
521,covtype521,14,46,2644,319,518,224,209
522,covtype522,12,252,2998,553,5940,193,248
523,covtype523,8,28,2854,446,2791,217,223
524,covtype524,8,63,2809,458,2251,228,223
525,covtype525,19,94,2633,258,454,246,208
526,covtype526,10,152,2588,182,277,233,240
527,covtype527,10,84,2811,433,2250,234,224
528,covtype528,15,208,2926,300,5633,208,253
529,covtype529,14,71,2839,488,2370,235,213
530,covtype530,11,179,2689,210,932,225,247
531,covtype531,19,66,3015,335,3777,235,199
532,covtype532,14,62,2995,362,3836,231,211
533,covtype533,7,159,2938,285,4891,228,242
534,covtype534,8,130,2929,150,4651,233,236
535,covtype535,11,107,2851,458,2402,238,227
536,covtype536,14,122,2949,379,5131,242,229
537,covtype537,14,33,2596,335,150,216,209
538,covtype538,8,45,2939,306,4602,223,222
539,covtype539,17,44,2805,170,1902,222,200
540,covtype540,9,52,3074,42,3105,225,221
541,covtype541,16,54,2932,283,3578,228,203
542,covtype542,20,29,2868,95,3369,209,192
543,covtype543,8,128,2864,451,2741,234,235
544,covtype544,14,352,2946,170,4298,195,216
545,covtype545,12,25,3021,564,3847,213,213
546,covtype546,14,49,3018,631,3936,225,208
547,covtype547,6,193,2863,390,2869,220,245
548,covtype548,6,156,2978,524,5532,228,241
549,covtype549,12,63,2945,324,3561,230,215
550,covtype550,9,120,2968,365,5386,236,232
551,covtype551,5,93,2734,277,1645,228,232
552,covtype552,11,83,2728,277,1587,236,220
553,covtype553,5,190,2762,30,1972,220,244
554,covtype554,5,270,2922,120,4843,207,241
555,covtype555,11,61,2926,90,5123,229,218
556,covtype556,6,346,2962,518,5549,209,231
557,covtype557,27,183,2624,60,1195,215,245
558,covtype558,5,107,2917,210,3413,229,234
559,covtype559,3,345,2644,85,509,214,235
560,covtype560,4,45,2645,134,467,221,230
561,covtype561,16,24,3024,297,4116,210,204
562,covtype562,14,40,2651,242,641,220,208
563,covtype563,7,231,2936,285,5773,210,246
564,covtype564,14,127,2813,60,2845,243,230
565,covtype565,19,344,2617,30,1307,178,206
566,covtype566,5,281,2952,212,4824,206,240
567,covtype567,17,286,2968,283,4735,171,237
568,covtype568,6,228,2992,458,4439,211,246
569,covtype569,9,124,2976,277,4173,235,234
570,covtype570,9,131,2796,0,2794,235,235
571,covtype571,9,311,2955,421,5660,196,234
572,covtype572,13,175,2917,30,3707,227,247
573,covtype573,20,72,2821,90,2889,238,198
574,covtype574,20,179,2794,124,2629,224,247
575,covtype575,4,266,2661,67,631,210,241
576,covtype576,17,119,2793,30,2810,247,222
577,covtype577,19,315,2976,319,4779,165,220
578,covtype578,21,115,2807,85,2876,251,214
579,covtype579,13,87,3109,446,3469,239,218
580,covtype580,7,53,3109,362,3774,224,224
581,covtype581,19,109,2792,67,2856,249,214
582,covtype582,16,121,2775,30,2799,246,225
583,covtype583,13,14,3113,376,3684,207,213
584,covtype584,9,341,2919,467,4830,202,228
585,covtype585,12,129,2757,0,2751,240,232
586,covtype586,14,41,2952,335,4604,221,208
587,covtype587,15,91,2764,42,2789,242,216
588,covtype588,19,109,2753,60,2771,248,216
589,covtype589,19,122,2744,30,2742,248,222
590,covtype590,18,138,2736,0,2714,244,231
591,covtype591,10,156,2954,301,4308,232,242
592,covtype592,23,138,2662,30,2173,248,225
593,covtype593,14,69,2988,228,4298,234,211
594,covtype594,14,72,2965,361,4509,235,212
595,covtype595,21,118,2663,30,2214,250,217
596,covtype596,10,64,2600,247,277,230,219
597,covtype597,16,71,2942,499,4656,236,208
598,covtype598,18,90,2718,30,2719,244,209
599,covtype599,19,168,2695,30,2608,231,244
600,covtype600,3,31,2669,342,696,219,233
601,covtype601,20,103,2753,108,2813,249,210
602,covtype602,18,101,2721,42,2730,247,213
603,covtype603,10,142,2686,0,2592,235,238
604,covtype604,5,119,2676,0,2483,228,235
605,covtype605,6,135,2610,272,323,230,237
