id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways
474,covtype474,7,96,2932,247,3861
475,covtype475,5,72,2909,324,4554
476,covtype476,3,180,2900,300,4725
477,covtype477,12,143,2867,437,3363
478,covtype478,10,356,3047,618,5664
479,covtype479,14,15,2617,30,1652
480,covtype480,7,340,2998,108,2978
481,covtype481,7,276,2962,497,3610
482,covtype482,12,160,2759,120,2782
483,covtype483,17,217,3027,700,5844
484,covtype484,13,121,2963,175,4557
485,covtype485,15,117,2919,175,4375
486,covtype486,24,343,2690,120,1816
487,covtype487,21,235,2955,451,5590
488,covtype488,13,120,2953,134,4518
489,covtype489,17,124,2887,95,4252
490,covtype490,8,338,3014,150,2888
491,covtype491,11,62,2995,484,3209
492,covtype492,6,142,2965,0,4778
493,covtype493,9,47,2982,437,3387
494,covtype494,10,311,2739,270,1765
495,covtype495,3,243,2916,335,5442
496,covtype496,3,135,3047,932,5900
497,covtype497,2,270,2751,0,3068
498,covtype498,7,318,2690,514,967
499,covtype499,10,89,2599,30,558
500,covtype500,7,264,2919,408,5490
