id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
160,product-160,169,181,160,197,147,82,185,189,48
161,product-161,174,207,126,180,159,198,124,108,39
162,product-162,143,158,168,67,46,208,126,84,157
163,product-163,135,163,29,145,159,90,17,144,133
164,product-164,144,170,96,102,166,142,171,201,59
165,product-165,138,159,132,185,106,114,107,126,163
166,product-166,68,80,95,222,186,76,179,186,67
167,product-167,143,234,116,144,42,91,190,135,229
168,product-168,133,209,79,88,81,99,80,157,201
169,product-169,178,189,229,6,17,93,204,147,153
170,product-170,170,247,189,64,84,175,169,34,39
171,product-171,135,212,151,29,33,118,81,102,69
172,product-172,215,254,135,230,205,46,176,223,67
173,product-173,132,135,240,157,36,168,54,79,145
174,product-174,76,93,198,181,99,63,142,102,150
175,product-175,86,137,14,0,62,220,222,64,210
176,product-176,170,243,253,226,165,41,60,175,57
177,product-177,72,112,72,95,121,66,157,195,213
178,product-178,122,138,156,180,165,193,178,90,29
179,product-179,171,264,65,80,97,59,12,176,144
180,product-180,198,287,138,212,66,174,21,141,97
181,product-181,140,188,29,55,138,15,42,145,79
182,product-182,258,315,132,73,143,35,145,137,139
183,product-183,186,258,85,101,43,55,156,12,160
184,product-184,178,257,220,89,161,76,99,74,170
185,product-185,166,217,46,259,103,96,120,52,169
186,product-186,138,172,82,64,61,29,198,141,162
187,product-187,44,116,157,113,33,106,169,59,184
188,product-188,191,208,147,167,74,132,146,64,198
189,product-189,183,210,18,114,141,191,143,41,113
190,product-190,196,253,113,43,186,113,137,47,13
191,product-191,194,203,251,44,96,161,33,173,164
192,product-192,129,212,40,193,135,112,92,117,249
193,product-193,178,230,247,81,56,187,36,189,78
194,product-194,149,171,192,145,203,108,22,102,185
195,product-195,114,141,131,126,141,57,119,193,136
196,product-196,8,57,206,172,197,78,165,67,188
197,product-197,142,229,170,84,183,212,191,82,13
198,product-198,133,190,67,142,149,36,252,43,87
199,product-199,21,22,122,42,52,48,33,50,256
200,product-200,183,197,36,76,172,165,147,112,58
201,product-201,183,271,34,123,107,16,209,69,52
202,product-202,124,177,53,223,91,121,134,203,165
203,product-203,3,36,201,178,38,236,153,208,69
204,product-204,59,79,25,76,37,164,42,216,161
205,product-205,256,293,215,154,161,99,114,89,172
206,product-206,187,188,119,96,85,124,48,108,19
207,product-207,233,260,185,110,137,44,86,231,164
208,product-208,89,132,191,76,191,200,146,205,198
209,product-209,95,154,124,92,182,150,136,123,120
210,product-210,57,112,194,172,213,122,239,176,156
211,product-211,199,274,130,176,118,101,84,132,128
212,product-212,187,264,200,194,43,88,20,76,84
213,product-213,182,213,169,83,103,86,203,45,7
214,product-214,192,287,16,198,80,145,65,118,68
215,product-215,19,53,133,117,55,80,98,235,114
216,product-216,178,243,126,199,211,143,196,172,219
217,product-217,85,179,12,103,26,100,43,167,34
218,product-218,130,136,168,197,198,90,21,109,131
219,product-219,144,205,132,109,7,130,210,175,197
220,product-220,188,199,209,123,13,93,180,141,40
221,product-221,120,126,60,124,143,220,147,226,211
222,product-222,206,227,36,180,152,37,144,148,193
223,product-223,138,206,70,104,197,22,144,49,188
224,product-224,195,264,255,144,128,149,54,258,87
225,product-225,133,193,153,204,236,110,148,225,123
226,product-226,61,121,141,144,104,135,96,247,11
227,product-227,130,164,102,107,34,72,179,133,166
228,product-228,178,179,90,62,44,130,81,31,109
229,product-229,185,211,196,39,159,130,45,165,164
230,product-230,118,176,156,122,74,157,186,154,198
231,product-231,124,173,209,158,150,79,165,138,159
232,product-232,122,160,53,91,186,122,76,120,77
233,product-233,13,67,126,16,146,73,144,175,206
234,product-234,130,221,117,227,243,158,161,165,103
235,product-235,180,219,247,36,251,50,242,157,142
236,product-236,207,207,51,48,162,75,135,172,227
237,product-237,21,55,215,83,136,173,111,40,155
238,product-238,173,239,53,216,90,143,20,220,68
239,product-239,32,102,115,190,161,214,91,163,143
240,product-240,177,199,152,256,199,186,98,125,55
241,product-241,217,218,15,29,219,117,27,277,126
242,product-242,201,209,149,83,56,168,236,198,149
243,product-243,84,138,132,131,65,191,214,90,70
244,product-244,62,160,130,97,138,103,79,115,145
245,product-245,39,108,78,108,180,81,107,46,27
246,product-246,156,209,163,162,183,13,63,165,167
247,product-247,137,228,36,166,159,45,182,211,154
248,product-248,128,129,27,108,39,190,140,204,116
249,product-249,79,142,96,108,226,157,153,169,202
250,product-250,149,177,174,33,50,142,189,12,78
251,product-251,167,238,22,83,92,82,30,121,166
252,product-252,191,208,133,238,135,154,95,232,202
253,product-253,36,129,77,96,81,200,108,41,137
254,product-254,159,190,30,250,92,167,42,45,96
255,product-255,1,98,230,155,27,19,157,151,77
256,product-256,75,125,54,7,63,251,293,122,168
257,product-257,192,238,184,119,105,77,101,81,59
258,product-258,186,247,115,35,133,179,155,158,177
259,product-259,87,156,127,196,156,10,94,207,192
260,product-260,179,217,61,62,34,136,209,115,161
261,product-261,226,287,220,103,38,37,76,79,58
262,product-262,46,123,161,52,220,162,63,47,121
263,product-263,140,192,202,199,93,191,85,179,121
264,product-264,64,65,161,134,177,147,222,87,82
265,product-265,252,320,167,58,159,146,174,58,194
266,product-266,72,143,128,100,211,136,185,142,127
267,product-267,145,160,24,57,101,150,212,106,83
268,product-268,179,204,171,68,40,63,171,136,48
269,product-269,270,345,12,1,103,74,190,195,98
270,product-270,88,175,25,25,171,77,1,118,28
271,product-271,151,229,111,244,200,78,127,47,111
272,product-272,129,206,162,231,172,139,60,161,135
273,product-273,53,90,99,26,76,211,67,271,158
274,product-274,153,170,205,261,209,108,129,138,152
275,product-275,210,248,139,41,243,65,190,16,231
276,product-276,90,126,207,75,78,79,60,46,54
277,product-277,166,192,210,103,96,224,69,195,216
278,product-278,61,101,3,263,145,148,7,217,184
279,product-279,231,241,120,77,68,183,209,165,263
280,product-280,202,223,147,96,63,176,99,74,60
281,product-281,142,203,128,133,82,152,117,77,110
282,product-282,98,115,183,162,46,106,16,117,48
283,product-283,96,186,256,30,203,109,239,133,69
284,product-284,124,211,141,53,191,132,148,131,49
285,product-285,37,108,89,133,190,141,35,179,111
286,product-286,97,145,56,93,255,169,79,116,177
287,product-287,48,145,55,133,68,177,238,72,77
288,product-288,244,326,243,84,254,72,231,83,212
289,product-289,54,146,69,45,143,151,57,204,169
290,product-290,126,142,54,191,44,65,134,39,88
291,product-291,181,212,183,122,176,166,105,167,137
292,product-292,221,312,181,113,119,128,135,146,208
293,product-293,72,103,140,176,60,91,133,137,244
294,product-294,23,99,79,65,149,151,173,80,81
295,product-295,225,249,150,184,14,95,22,174,221
296,product-296,118,142,171,74,211,142,60,146,187
297,product-297,98,172,178,44,148,48,148,88,147
298,product-298,186,235,171,128,221,126,138,213,29
299,product-299,133,205,171,227,147,58,46,192,94
300,product-300,21,30,184,133,132,197,72,106,72
301,product-301,82,87,89,105,168,119,184,104,102
302,product-302,241,322,123,107,75,164,186,161,40
303,product-303,184,206,45,104,196,196,111,72,47
304,product-304,123,184,152,43,164,234,229,51,254
305,product-305,165,174,59,51,152,131,44,193,28
306,product-306,45,103,111,125,127,91,75,51,101
307,product-307,126,147,78,242,81,4,208,146,27
308,product-308,221,292,127,71,137,27,218,44,127
309,product-309,86,139,98,168,177,237,21,175,47
310,product-310,230,260,148,46,85,136,182,33,81
311,product-311,129,149,140,149,193,186,42,139,124
312,product-312,133,136,128,56,141,33,187,107,184
313,product-313,116,126,128,91,78,104,17,166,57
314,product-314,10,44,173,117,203,133,245,209,114
315,product-315,130,216,160,278,29,46,66,168,135
316,product-316,48,112,38,122,84,41,176,189,122
317,product-317,215,219,264,218,91,178,31,56,167
318,product-318,177,251,151,213,68,167,167,89,70
319,product-319,189,249,191,75,144,237,109,66,74
320,product-320,220,241,168,191,112,6,90,125,103
321,product-321,215,223,154,111,160,174,203,166,1
322,product-322,51,75,147,89,105,67,118,55,33
323,product-323,51,131,92,50,127,94,153,159,240
324,product-324,190,223,45,42,156,92,226,204,138
325,product-325,201,264,133,15,211,96,239,42,145
326,product-326,224,301,186,111,61,143,178,111,119
327,product-327,20,74,61,66,143,241,173,73,147
328,product-328,169,172,51,159,159,101,66,177,100
329,product-329,57,70,158,85,113,43,169,127,114
330,product-330,181,273,41,107,221,42,172,246,255
331,product-331,156,195,158,87,129,153,64,206,40
332,product-332,188,243,45,210,188,74,58,215,127
333,product-333,231,259,139,29,45,129,164,58,148
334,product-334,21,83,163,35,60,262,153,88,229
335,product-335,103,108,118,53,153,85,124,138,98
336,product-336,109,159,92,52,79,217,32,194,60
337,product-337,203,275,44,72,9,186,69,160,160
338,product-338,190,230,163,240,155,36,194,179,99
339,product-339,177,202,43,73,141,56,151,140,213
340,product-340,140,221,191,90,141,120,124,95,125
341,product-341,189,227,109,170,162,164,26,187,84
342,product-342,178,218,214,141,237,67,94,177,46
343,product-343,121,134,196,54,111,122,195,200,57
344,product-344,104,142,25,54,53,20,43,80,168
345,product-345,80,107,199,79,107,101,108,130,65
346,product-346,92,93,25,223,155,224,76,132,99
347,product-347,198,259,102,65,50,74,57,60,131
348,product-348,111,130,114,114,31,171,270,17,148
349,product-349,52,144,43,151,139,96,187,85,187
350,product-350,10,35,171,199,67,83,204,144,73
351,product-351,69,119,140,30,56,146,44,6,173
352,product-352,23,114,120,133,93,170,188,69,212
353,product-353,141,164,66,221,35,105,133,145,82
354,product-354,236,293,199,163,125,134,200,180,191
355,product-355,20,100,97,136,55,170,211,122,141
356,product-356,55,72,98,244,182,223,59,134,88
357,product-357,65,99,110,48,141,64,100,112,210
358,product-358,189,279,170,145,146,135,35,142,182
359,product-359,141,203,83,65,155,150,73,152,188
360,product-360,208,215,204,195,119,12,131,188,161
361,product-361,82,128,160,47,105,162,40,28,181
362,product-362,43,116,58,93,144,141,240,127,94
363,product-363,163,238,98,196,187,156,90,34,141
364,product-364,109,188,186,55,205,133,85,160,164
365,product-365,83,173,94,92,173,93,88,154,60
366,product-366,87,93,241,199,168,219,32,52,56
367,product-367,113,201,87,72,199,53,14,5,25
368,product-368,178,249,50,49,150,71,182,114,9
369,product-369,119,183,201,207,80,59,141,219,156
370,product-370,115,215,137,58,92,167,148,57,136
371,product-371,184,270,103,119,189,130,51,46,188
372,product-372,184,229,104,120,262,150,40,178,54
373,product-373,99,100,157,192,182,171,74,56,188
374,product-374,120,166,25,164,73,111,194,43,213
375,product-375,57,97,138,215,199,77,34,8,124
376,product-376,268,361,97,23,168,69,216,160,178
377,product-377,127,138,83,143,198,64,53,28,10
378,product-378,201,225,77,86,116,231,110,181,91
379,product-379,122,133,115,34,169,71,157,81,100
380,product-380,199,263,177,187,138,179,88,64,136
381,product-381,31,50,160,183,191,18,124,176,75
382,product-382,70,124,168,141,216,79,92,49,136
383,product-383,20,49,3,46,170,137,149,198,200
384,product-384,143,203,253,155,74,88,128,252,63
385,product-385,178,221,241,243,24,130,33,10,183
386,product-386,223,250,206,132,46,128,203,143,40
387,product-387,146,157,105,128,77,144,197,127,153
388,product-388,143,198,130,166,201,168,109,58,107
389,product-389,135,176,85,160,15,119,138,197,187
390,product-390,60,95,59,11,91,72,125,128,106
391,product-391,217,262,148,139,89,55,84,206,84
392,product-392,208,289,208,58,60,184,15,180,198
393,product-393,160,167,161,115,26,37,128,69,129
394,product-394,150,233,113,220,141,65,105,19,129
395,product-395,190,223,110,191,17,154,13,144,198
396,product-396,62,131,198,233,155,67,179,168,83
397,product-397,155,208,91,132,124,138,162,153,26
398,product-398,36,86,180,178,29,232,167,43,88
399,product-399,103,185,60,88,122,54,9,163,170
400,product-400,160,239,51,49,134,37,137,99,29
401,product-401,134,196,122,178,214,182,112,83,83
402,product-402,228,291,141,116,155,177,143,13,56
403,product-403,29,44,126,201,124,76,123,176,116
404,product-404,24,61,54,190,125,158,51,9,207
405,product-405,165,190,179,161,145,197,185,136,73
406,product-406,176,254,90,143,212,54,150,168,6
407,product-407,151,162,202,32,177,25,180,174,215
408,product-408,108,127,189,49,49,132,140,168,202
409,product-409,90,131,215,185,145,54,212,178,192
410,product-410,65,148,55,118,242,35,42,77,170
411,product-411,171,227,33,190,174,78,144,34,141
412,product-412,43,98,29,201,182,168,126,128,37
413,product-413,110,151,74,49,144,88,25,134,203
414,product-414,48,59,85,172,164,81,233,38,164
415,product-415,69,111,173,163,47,185,25,80,145
416,product-416,48,77,143,20,127,208,157,68,63
417,product-417,162,191,164,117,267,57,120,149,35
418,product-418,212,296,71,199,178,71,77,25,24
419,product-419,150,151,118,150,38,61,179,166,37
420,product-420,61,130,25,118,165,217,87,42,27
421,product-421,131,190,124,169,121,60,60,80,84
422,product-422,165,235,117,68,17,114,126,44,114
423,product-423,195,246,110,195,128,138,95,191,146
424,product-424,175,224,248,157,153,205,102,96,101
425,product-425,107,157,124,119,140,210,186,116,70
426,product-426,203,248,101,154,179,277,145,167,95
427,product-427,43,125,151,210,167,38,101,98,30
428,product-428,219,250,145,55,149,131,65,255,146
429,product-429,202,247,32,71,205,79,123,155,129
430,product-430,180,268,147,122,117,93,68,194,12
431,product-431,115,123,104,119,194,48,122,78,181
432,product-432,39,80,204,135,63,175,151,175,197
433,product-433,154,219,50,169,76,94,248,73,83
434,product-434,184,241,144,53,165,103,76,48,211
435,product-435,197,201,64,146,51,164,225,9,199
436,product-436,237,272,212,132,129,188,68,136,108
437,product-437,110,138,70,74,101,227,167,165,158
438,product-438,66,113,56,108,129,60,23,7,56
439,product-439,246,312,199,144,127,114,250,189,48
440,product-440,13,22,198,116,205,117,37,33,157
441,product-441,111,185,55,66,38,245,85,162,48
442,product-442,81,130,52,44,160,202,104,89,196
443,product-443,49,112,112,193,53,162,116,122,205
444,product-444,27,63,109,108,70,134,215,141,117
445,product-445,175,217,162,129,62,96,22,110,28
446,product-446,136,143,6,96,24,164,34,155,223
447,product-447,109,125,158,196,213,107,37,47,31
448,product-448,162,200,97,110,147,104,71,172,109
449,product-449,145,240,180,160,25,98,135,30,217
450,product-450,199,262,11,114,236,71,221,198,40
451,product-451,237,328,19,93,31,115,180,44,143
452,product-452,70,150,188,182,132,161,76,91,146
453,product-453,32,87,135,51,30,69,218,142,85
454,product-454,164,228,15,213,91,70,152,68,212
455,product-455,166,191,183,39,33,213,94,67,35
456,product-456,84,106,174,25,139,102,186,56,93
457,product-457,126,217,25,120,83,25,198,173,181
458,product-458,126,218,14,76,143,195,93,48,178
459,product-459,52,71,10,101,108,169,59,205,212
460,product-460,38,54,188,107,60,188,185,44,29
461,product-461,120,161,35,82,153,194,159,212,73
462,product-462,13,37,25,104,137,148,92,218,148
463,product-463,84,160,57,126,159,169,39,169,124
464,product-464,173,225,162,125,235,213,195,56,138
465,product-465,139,153,49,189,134,170,20,250,222
466,product-466,93,156,32,29,220,260,234,43,178
467,product-467,234,317,173,183,122,142,158,22,180
468,product-468,193,280,208,141,119,24,66,61,197
469,product-469,53,146,113,89,142,195,183,195,133
470,product-470,128,142,57,148,120,108,52,84,48
471,product-471,53,87,167,42,132,69,130,136,222
472,product-472,71,114,149,68,178,101,228,166,157
473,product-473,120,158,184,160,101,37,64,97,11
474,product-474,62,138,53,23,31,146,166,85,123
475,product-475,13,28,193,192,25,215,91,69,139
476,product-476,187,197,167,84,109,67,140,111,159
477,product-477,157,244,77,92,122,77,71,175,140
478,product-478,97,145,89,55,61,163,196,243,103
479,product-479,114,212,34,127,121,159,80,213,99
480,product-480,147,165,149,178,155,161,164,113,152
481,product-481,184,204,36,64,173,39,222,48,141
482,product-482,164,260,108,17,75,108,184,75,195
483,product-483,61,115,207,42,105,218,180,200,174
484,product-484,115,208,23,210,109,98,88,169,144
485,product-485,110,115,184,190,154,110,64,179,63
486,product-486,51,114,89,157,58,189,40,179,162
487,product-487,94,129,193,92,187,50,127,198,165
488,product-488,212,233,109,275,59,72,159,165,81
489,product-489,80,176,184,84,168,109,116,117,67
490,product-490,60,96,131,171,181,153,190,160,145
491,product-491,163,228,53,195,173,167,144,143,93
492,product-492,187,234,112,191,67,198,116,149,128
493,product-493,42,106,134,224,98,176,171,33,64
494,product-494,240,267,22,206,101,67,134,172,202
495,product-495,29,81,145,49,164,162,98,113,207
496,product-496,76,144,276,152,49,104,52,173,160
497,product-497,7,50,204,189,184,41,107,214,98
498,product-498,169,226,95,86,30,94,154,77,14
499,product-499,116,208,143,79,40,107,117,266,239
500,product-500,95,102,162,83,217,246,170,135,32
501,product-501,179,225,100,171,233,42,150,49,19
502,product-502,202,215,162,253,128,85,250,187,159
503,product-503,140,149,75,77,73,61,248,119,89
504,product-504,150,154,221,143,94,242,52,53,91
505,product-505,122,210,155,35,96,44,54,222,50
506,product-506,84,174,145,109,148,119,168,51,144
507,product-507,80,136,166,159,202,35,219,150,210
508,product-508,197,250,157,79,63,169,41,167,45
509,product-509,28,64,41,116,63,183,239,189,88
510,product-510,130,174,28,75,152,228,209,201,166
511,product-511,121,146,115,138,130,7,64,182,208
512,product-512,139,169,112,96,4,91,113,153,70
513,product-513,218,300,186,197,127,207,122,87,71
514,product-514,116,140,37,37,78,125,97,186,94
515,product-515,71,99,207,229,186,51,31,106,88
516,product-516,196,200,190,186,213,18,167,2,139
517,product-517,62,142,179,152,161,60,159,176,233
518,product-518,154,224,135,38,163,98,164,116,261
519,product-519,119,164,45,11,97,166,200,100,54
520,product-520,15,77,64,46,88,126,148,140,108
521,product-521,77,122,187,18,194,113,6,194,201
522,product-522,126,195,170,82,70,172,53,187,143
523,product-523,120,217,91,40,97,133,194,91,64
524,product-524,181,181,99,74,208,141,93,111,183
525,product-525,113,171,197,197,138,96,101,152,96
526,product-526,32,34,51,181,82,40,19,182,115
527,product-527,187,208,134,146,179,136,11,140,240
528,product-528,17,88,113,187,69,140,59,55,67
529,product-529,182,225,37,101,114,82,251,92,49
530,product-530,247,290,164,76,193,72,232,42,144
531,product-531,192,192,72,86,21,46,16,28,183
532,product-532,56,92,80,170,23,123,154,192,130
533,product-533,220,246,118,112,156,63,202,226,111
534,product-534,91,99,215,156,15,163,123,193,46
535,product-535,88,128,147,32,148,173,138,223,190
536,product-536,49,120,144,105,230,127,35,194,76
537,product-537,54,126,71,163,158,205,134,146,45
538,product-538,185,190,168,31,96,79,242,219,246
539,product-539,215,245,108,203,160,112,183,122,200
540,product-540,179,260,203,191,88,44,176,192,235
541,product-541,148,148,62,68,154,134,15,127,116
542,product-542,150,244,92,71,220,204,25,173,183
543,product-543,24,60,205,25,42,43,172,37,245
544,product-544,17,86,99,239,52,163,116,73,97
545,product-545,42,54,89,164,60,147,236,14,53
546,product-546,16,30,59,131,106,35,71,40,46
547,product-547,60,132,91,218,91,124,107,93,77
548,product-548,123,174,177,141,26,232,195,101,93
549,product-549,87,122,272,104,27,237,95,66,69
550,product-550,142,191,93,190,87,143,215,29,56
551,product-551,98,184,150,57,135,192,119,160,129
552,product-552,3,53,41,232,176,247,75,134,197
553,product-553,95,124,84,95,78,59,49,97,207
554,product-554,15,107,200,84,213,27,36,193,197
555,product-555,9,97,95,220,110,254,174,55,220
556,product-556,234,243,160,72,54,64,140,83,60
557,product-557,229,309,88,70,36,62,42,109,103
558,product-558,114,195,204,222,57,73,168,10,199
559,product-559,190,270,124,27,45,225,195,91,162
560,product-560,65,156,187,212,115,100,198,99,170
561,product-561,132,200,64,88,249,85,26,17,198
562,product-562,188,258,167,96,198,63,123,13,27
563,product-563,50,136,170,116,51,96,96,193,95
564,product-564,159,192,215,205,121,187,182,81,58
565,product-565,120,189,112,48,62,110,118,40,50
566,product-566,64,137,83,196,144,189,176,227,76
567,product-567,40,122,192,236,115,22,65,49,68
568,product-568,19,54,132,147,18,220,113,151,103
569,product-569,126,160,194,84,178,144,119,151,21
570,product-570,27,77,89,67,62,210,183,118,202
571,product-571,153,178,106,47,68,48,79,145,198
572,product-572,32,52,133,158,140,222,130,89,82
573,product-573,39,95,149,48,110,33,233,78,95
574,product-574,203,242,196,87,42,151,33,136,34
575,product-575,195,214,43,201,136,60,150,4,74
576,product-576,31,122,72,215,163,116,75,175,159
577,product-577,125,201,35,184,121,68,265,161,119
578,product-578,227,234,177,87,118,136,206,206,250
579,product-579,206,220,95,212,119,208,106,56,45
