id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3
201,product-201,134,214,14,12,185,11
202,product-202,141,204,49,154,154,149
203,product-203,51,62,41,51,154,50
204,product-204,196,201,94,105,101,103
205,product-205,106,159,74,73,69,131
206,product-206,168,253,4,0,201,0
207,product-207,160,238,134,130,135,70
208,product-208,129,192,26,173,31,25
209,product-209,91,100,87,83,117,78
210,product-210,192,249,78,72,74,123
211,product-211,143,222,79,124,81,76
212,product-212,60,83,115,108,111,90
213,product-213,68,88,88,107,110,117
214,product-214,36,84,63,139,60,60
215,product-215,145,157,139,59,60,57
216,product-216,156,220,81,72,124,71
217,product-217,162,221,34,170,167,165
218,product-218,53,72,125,75,79,77
219,product-219,199,203,197,197,200,4
220,product-220,21,77,189,9,186,186
221,product-221,139,213,0,0,0,207
222,product-222,107,165,7,198,1,5
223,product-223,112,150,107,93,102,112
224,product-224,131,203,0,0,0,202
225,product-225,48,133,0,0,0,225
226,product-226,94,137,0,0,0,214
227,product-227,169,195,75,130,71,72
228,product-228,222,280,138,66,129,136
229,product-229,164,191,41,159,44,40
230,product-230,40,87,128,75,75,75
231,product-231,143,145,90,85,85,110
232,product-232,109,148,76,74,73,122
233,product-233,62,99,55,55,57,144
234,product-234,98,189,0,0,216,0
235,product-235,28,69,171,178,25,171
236,product-236,139,150,140,61,61,65
237,product-237,196,217,52,59,145,50
238,product-238,128,130,138,143,60,135
239,product-239,180,186,15,184,17,21
240,product-240,140,182,54,145,143,142
241,product-241,233,330,114,91,83,81
242,product-242,141,151,43,153,154,157
243,product-243,28,120,19,176,29,28
244,product-244,73,115,61,134,137,143
245,product-245,39,127,30,32,170,35
246,product-246,158,228,164,165,165,32
247,product-247,108,142,242,0,0,0
248,product-248,45,54,111,107,89,107
249,product-249,139,217,125,125,72,132
250,product-250,141,178,46,42,40,156
251,product-251,51,102,94,93,87,110
252,product-252,189,271,199,192,6,193
253,product-253,182,199,134,67,67,68
254,product-254,142,185,40,156,44,39
255,product-255,62,77,0,0,212,0
256,product-256,101,111,150,54,51,53
257,product-257,44,109,0,0,203,0
258,product-258,168,202,57,57,63,142
259,product-259,165,237,0,256,0,0
260,product-260,224,300,56,141,54,54
261,product-261,172,194,72,132,132,125
262,product-262,224,261,187,8,15,8
263,product-263,208,280,134,68,131,130
264,product-264,58,67,76,120,78,75
265,product-265,239,319,169,34,28,30
266,product-266,85,168,9,191,12,12
267,product-267,106,175,126,133,69,129
268,product-268,40,81,19,186,17,12
269,product-269,74,147,128,68,67,74
270,product-270,105,149,173,22,179,179
271,product-271,105,150,100,101,94,102
272,product-272,114,170,0,0,238,0
273,product-273,194,257,184,189,190,11
274,product-274,270,304,87,94,111,89
275,product-275,153,206,0,0,0,204
276,product-276,179,251,81,115,85,88
277,product-277,183,186,201,1,1,2
278,product-278,223,286,193,190,191,8
279,product-279,263,334,175,22,180,174
280,product-280,183,236,0,0,0,212
281,product-281,68,111,90,87,85,110
282,product-282,116,159,199,0,0,0
283,product-283,94,118,0,227,0,0
284,product-284,167,213,80,82,118,84
285,product-285,21,108,30,175,166,168
286,product-286,36,90,77,69,126,75
287,product-287,168,202,112,86,87,83
288,product-288,108,196,178,19,178,181
289,product-289,170,244,207,0,0,0
290,product-290,32,100,146,141,56,147
291,product-291,75,76,0,251,0,0
292,product-292,187,222,159,166,164,37
293,product-293,90,140,1,199,5,2
294,product-294,132,143,181,183,21,176
295,product-295,79,121,131,131,66,135
296,product-296,143,200,14,15,189,11
297,product-297,20,46,18,19,15,186
298,product-298,207,266,121,125,127,75
299,product-299,239,279,200,2,198,200
300,product-300,115,124,169,31,169,172
301,product-301,100,132,0,0,218,0
302,product-302,48,55,149,154,49,155
303,product-303,80,116,0,224,0,0
304,product-304,123,143,0,0,207,0
305,product-305,165,264,143,60,141,135
306,product-306,178,256,106,90,105,106
307,product-307,154,202,117,117,88,114
308,product-308,90,114,159,164,38,157
309,product-309,35,41,144,56,60,54
310,product-310,150,237,0,0,206,0
311,product-311,222,232,116,80,124,125
312,product-312,197,278,28,23,172,33
313,product-313,172,232,88,110,110,112
314,product-314,190,228,179,169,178,26
315,product-315,232,282,193,12,11,8
316,product-316,90,134,15,16,185,19
317,product-317,220,315,30,36,36,165
318,product-318,7,37,208,0,0,0
319,product-319,13,58,122,82,73,79
320,product-320,111,167,0,0,196,8
321,product-321,102,140,20,184,16,16
322,product-322,102,120,124,79,72,78
323,product-323,235,265,131,69,66,66
324,product-324,107,123,122,73,78,79
325,product-325,100,163,152,148,151,48
326,product-326,64,67,150,156,157,46
327,product-327,209,249,56,53,52,147
328,product-328,64,86,71,124,129,129
329,product-329,97,178,90,112,108,110
330,product-330,49,52,108,109,96,102
331,product-331,58,153,84,116,82,82
332,product-332,60,85,42,44,40,155
333,product-333,151,216,139,132,64,132
334,product-334,211,220,183,193,192,12
335,product-335,154,249,104,111,91,114
336,product-336,99,118,185,18,10,14
337,product-337,68,87,196,8,196,193
338,product-338,174,264,143,56,61,54
339,product-339,22,57,38,164,33,40
340,product-340,123,214,137,147,139,58
341,product-341,59,115,8,197,0,3
342,product-342,152,172,106,97,106,98
343,product-343,104,184,188,16,11,9
344,product-344,56,72,163,166,39,164
345,product-345,154,169,41,47,158,47
346,product-346,83,108,75,79,125,76
347,product-347,63,118,19,25,27,178
348,product-348,144,238,123,78,123,124
349,product-349,123,157,154,151,51,150
350,product-350,105,139,91,111,88,86
351,product-351,65,116,37,158,46,46
352,product-352,52,124,0,222,0,0
353,product-353,59,78,87,114,86,91
354,product-354,187,213,43,45,52,153
355,product-355,127,130,111,109,118,86
356,product-356,231,245,194,8,8,1
357,product-357,106,149,208,0,0,0
358,product-358,235,280,117,87,118,114
359,product-359,137,177,120,81,123,123
360,product-360,139,227,208,0,0,0
361,product-361,223,224,64,134,65,64
362,product-362,65,126,124,76,128,129
363,product-363,189,231,91,95,105,91
364,product-364,162,208,143,57,146,144
365,product-365,68,84,22,25,175,23
366,product-366,189,255,6,3,6,198
367,product-367,188,286,89,108,108,106
368,product-368,70,138,35,167,166,165
369,product-369,114,212,115,114,90,115
370,product-370,193,233,44,161,35,44
371,product-371,193,199,169,163,35,161
372,product-372,50,99,121,76,124,125
373,product-373,106,128,247,0,0,0
374,product-374,119,128,0,0,0,283
375,product-375,247,286,85,89,112,87
376,product-376,158,204,43,162,40,38
377,product-377,177,221,0,0,213,0
378,product-378,10,35,90,81,114,82
379,product-379,218,261,147,154,49,149
380,product-380,94,154,116,111,89,110
381,product-381,83,174,207,0,0,0
382,product-382,181,265,0,0,0,207
383,product-383,92,94,0,0,0,211
384,product-384,137,221,150,46,155,156
385,product-385,111,163,138,139,144,59
386,product-386,191,238,8,3,195,10
387,product-387,83,136,121,124,122,80
388,product-388,93,116,34,39,161,37
389,product-389,99,104,38,157,157,161
390,product-390,47,129,97,105,98,103
391,product-391,88,135,97,96,92,104
392,product-392,70,127,1,0,203,0
393,product-393,30,89,87,88,83,115
394,product-394,232,277,66,70,135,70
395,product-395,34,59,114,121,117,81
396,product-396,108,142,4,194,10,3
397,product-397,154,208,147,54,57,53
398,product-398,56,101,0,0,0,225
399,product-399,119,136,0,212,0,0
400,product-400,56,62,0,0,0,247
401,product-401,65,84,62,64,59,136
402,product-402,16,34,184,20,18,21
403,product-403,144,212,40,37,37,163
404,product-404,199,298,170,33,172,162
405,product-405,219,301,65,65,58,137
406,product-406,83,84,0,224,0,0
407,product-407,27,40,65,139,137,140
408,product-408,100,182,97,107,107,98
409,product-409,65,96,0,0,235,0
410,product-410,22,49,22,23,182,14
411,product-411,183,224,135,68,65,64
412,product-412,97,170,61,141,61,56
413,product-413,239,323,0,0,204,0
414,product-414,186,214,190,197,5,197
415,product-415,38,42,146,51,59,58
416,product-416,55,118,91,114,86,88
417,product-417,78,123,158,161,157,43
418,product-418,18,52,37,33,165,38
419,product-419,122,190,120,121,115,82
420,product-420,202,244,18,184,13,20
421,product-421,170,211,148,146,57,143
422,product-422,107,113,134,129,136,69
423,product-423,182,191,128,76,67,75
424,product-424,164,210,71,72,131,69
425,product-425,200,201,140,63,59,64
426,product-426,142,159,0,0,0,238
427,product-427,212,240,106,89,91,96
428,product-428,129,154,58,49,50,146
429,product-429,206,215,15,10,190,13
430,product-430,14,86,187,187,183,14
431,product-431,189,226,114,91,109,108
432,product-432,238,261,3,9,194,4
433,product-433,40,62,0,0,224,0
434,product-434,180,191,19,21,177,25
435,product-435,56,144,126,77,122,124
436,product-436,9,53,156,48,153,153
437,product-437,98,193,159,39,43,41
438,product-438,199,201,0,0,205,0
439,product-439,152,212,11,187,16,17
440,product-440,213,230,196,5,0,7
441,product-441,129,195,176,176,25,180
442,product-442,107,125,23,23,26,176
443,product-443,223,285,18,20,184,16
444,product-444,186,189,97,108,94,93
445,product-445,181,264,48,52,147,49
446,product-446,179,247,93,92,104,97
447,product-447,70,133,44,35,161,41
448,product-448,233,269,30,25,170,34
449,product-449,22,68,96,100,105,105
450,product-450,53,129,56,54,147,53
451,product-451,80,155,123,79,81,78
452,product-452,56,108,48,48,149,46
453,product-453,148,173,178,26,17,19
454,product-454,180,226,0,0,0,252
455,product-455,89,90,78,124,78,77
456,product-456,51,61,12,13,184,16
457,product-457,79,177,9,5,191,12
458,product-458,84,112,160,155,45,153
459,product-459,231,234,115,85,118,111
460,product-460,212,224,35,167,170,163
461,product-461,171,229,0,220,0,0
462,product-462,171,241,0,212,0,0
463,product-463,176,249,94,107,95,96
464,product-464,44,55,20,177,26,18
465,product-465,253,298,86,82,90,114
466,product-466,223,270,70,74,128,74
467,product-467,145,160,261,0,0,0
468,product-468,153,201,24,19,27,176
469,product-469,97,188,135,68,62,61
470,product-470,27,123,159,161,164,36
471,product-471,189,237,11,10,189,15
472,product-472,104,120,70,125,129,128
473,product-473,192,241,25,171,30,33
474,product-474,129,169,117,79,126,117
475,product-475,185,231,0,0,204,0
476,product-476,158,221,16,180,17,22
477,product-477,232,260,60,135,139,137
478,product-478,152,217,11,194,4,2
479,product-479,75,120,36,165,38,33
480,product-480,83,95,0,251,0,0
481,product-481,16,50,27,169,172,168
482,product-482,49,123,131,132,128,73
483,product-483,181,253,41,37,160,41
484,product-484,159,215,172,28,23,28
485,product-485,217,309,72,129,130,123
486,product-486,185,248,131,71,126,126
487,product-487,192,201,124,133,72,123
488,product-488,189,215,14,12,11,189
489,product-489,166,205,159,44,154,156
490,product-490,46,55,12,188,14,8
491,product-491,88,131,33,164,31,39
492,product-492,265,310,164,31,37,31
493,product-493,20,95,0,0,214,0
494,product-494,174,233,55,148,50,55
495,product-495,29,38,106,93,94,98
496,product-496,121,188,92,113,110,105
497,product-497,182,257,82,114,116,116
498,product-498,28,58,33,34,40,162
499,product-499,140,171,112,107,102,93
500,product-500,232,300,186,13,13,10
501,product-501,166,232,192,189,189,13
502,product-502,184,231,82,84,83,116
503,product-503,94,111,56,47,47,148
504,product-504,63,143,111,113,87,118
505,product-505,148,226,107,95,89,96
506,product-506,181,242,17,20,180,18
507,product-507,75,84,189,190,7,193
508,product-508,116,138,197,0,2,2
509,product-509,31,72,226,0,0,0
510,product-510,227,248,89,80,89,115
511,product-511,118,132,0,242,0,0
512,product-512,167,229,95,88,109,96
513,product-513,200,291,97,96,107,92
514,product-514,246,311,17,14,14,184
515,product-515,133,170,0,237,0,0
516,product-516,44,129,121,77,84,77
517,product-517,65,94,14,188,7,16
518,product-518,123,165,23,23,181,16
519,product-519,58,139,38,34,167,37
520,product-520,20,65,121,74,79,80
521,product-521,45,112,22,177,178,177
522,product-522,81,125,68,127,74,74
523,product-523,155,225,33,171,26,25
524,product-524,188,190,41,159,44,44
525,product-525,32,50,10,192,7,11
526,product-526,202,257,43,156,156,161
527,product-527,113,199,254,0,0,0
528,product-528,7,30,95,107,98,88
529,product-529,143,199,49,44,154,42
530,product-530,59,60,0,0,240,0
531,product-531,182,218,25,178,175,177
532,product-532,77,166,33,25,30,170
533,product-533,112,133,23,176,23,23
534,product-534,180,200,135,141,61,138
535,product-535,88,96,118,87,108,113
536,product-536,164,219,221,0,0,0
537,product-537,211,256,143,61,142,134
538,product-538,133,173,49,49,54,148
539,product-539,81,132,70,125,127,135
540,product-540,64,108,83,115,86,83
541,product-541,156,174,77,119,76,77
542,product-542,135,140,0,0,232,0
543,product-543,149,197,94,95,110,95
544,product-544,103,182,75,129,125,120
545,product-545,189,232,106,91,110,113
546,product-546,82,109,45,154,44,44
547,product-547,48,82,140,135,62,135
548,product-548,118,133,60,137,142,140
549,product-549,165,182,150,159,45,157
550,product-550,124,149,96,106,96,90
551,product-551,180,191,65,69,136,59
552,product-552,248,254,0,0,0,208
553,product-553,223,284,84,118,83,85
554,product-554,25,97,171,171,164,33
555,product-555,65,76,154,157,149,47
556,product-556,107,111,79,88,116,87
557,product-557,152,156,0,8,197,3
558,product-558,139,191,81,80,124,76
559,product-559,123,185,163,40,41,37
560,product-560,105,147,110,115,111,85
561,product-561,89,90,0,223,0,0
562,product-562,110,129,152,156,155,45
563,product-563,102,129,132,67,63,73
564,product-564,148,156,56,139,145,146
565,product-565,89,128,80,78,80,117
566,product-566,169,194,79,123,118,121
567,product-567,119,189,147,49,148,149
568,product-568,40,41,120,112,85,118
569,product-569,153,206,131,73,72,70
570,product-570,237,240,4,201,0,2
571,product-571,80,138,26,17,178,23
572,product-572,98,113,110,105,95,104
573,product-573,49,55,55,57,58,143
574,product-574,155,204,12,16,185,20
575,product-575,172,241,179,183,176,22
576,product-576,120,187,103,100,99,98
577,product-577,12,44,49,44,49,155
578,product-578,54,131,0,0,0,203
579,product-579,89,146,189,181,184,15
580,product-580,44,88,81,116,85,88
581,product-581,129,196,0,228,0,0
582,product-582,85,149,113,110,87,113
583,product-583,150,202,155,44,44,46
584,product-584,81,83,30,32,170,29
585,product-585,187,197,161,40,43,43
586,product-586,75,101,115,90,105,110
587,product-587,65,78,42,158,160,163
588,product-588,63,129,62,66,135,70
589,product-589,100,100,0,206,0,0
590,product-590,109,153,94,103,92,93
591,product-591,140,159,48,46,149,51
592,product-592,121,158,0,0,0,229
593,product-593,216,271,138,66,133,129
594,product-594,82,121,63,136,140,134
595,product-595,247,260,80,87,116,89
596,product-596,34,91,91,99,90,106
597,product-597,229,276,113,89,92,91
598,product-598,52,132,78,117,124,124
599,product-599,68,76,19,186,15,10
600,product-600,104,107,48,54,57,148
601,product-601,39,42,195,6,10,9
602,product-602,74,103,176,25,176,179
603,product-603,152,192,140,138,141,57
604,product-604,161,195,132,135,133,65
605,product-605,107,134,0,239,0,0
606,product-606,70,136,49,156,150,152
607,product-607,162,226,76,78,80,125
608,product-608,225,233,30,170,29,26
609,product-609,73,78,66,65,67,137
610,product-610,46,134,150,150,157,47
611,product-611,70,138,167,173,29,167
612,product-612,80,115,60,145,138,137
613,product-613,71,158,0,234,0,0
614,product-614,162,242,151,149,151,50
615,product-615,79,118,88,116,110,109
616,product-616,111,128,70,132,128,125
617,product-617,109,179,22,179,21,20
618,product-618,96,164,108,92,113,111
619,product-619,178,201,105,110,93,112
620,product-620,55,136,17,13,9,186
621,product-621,169,181,90,90,114,84
622,product-622,57,84,135,135,139,61
623,product-623,39,52,112,84,92,91
624,product-624,63,103,24,23,18,178
625,product-625,203,240,26,177,169,177
626,product-626,105,170,120,119,84,116
627,product-627,105,111,209,0,0,0
628,product-628,157,243,45,153,151,151
629,product-629,187,261,67,69,129,66
630,product-630,137,221,182,14,23,19
631,product-631,140,184,116,84,80,89
632,product-632,72,72,0,0,214,0
633,product-633,130,182,116,85,81,83
634,product-634,164,232,27,178,17,21
635,product-635,187,226,111,88,85,84
636,product-636,101,128,69,65,134,68
637,product-637,126,156,103,100,99,106
638,product-638,119,170,114,86,88,82
639,product-639,114,178,214,0,0,0
640,product-640,49,85,39,47,157,42
641,product-641,181,268,146,55,56,56
642,product-642,220,271,19,185,19,15
643,product-643,98,116,22,21,176,22
644,product-644,199,221,0,222,0,0
645,product-645,134,180,148,155,47,153
646,product-646,72,169,107,102,112,93
647,product-647,160,247,195,194,189,7
648,product-648,176,253,0,0,226,0
649,product-649,94,100,54,146,56,56
650,product-650,60,133,0,0,221,0
651,product-651,102,121,18,184,181,182
652,product-652,183,215,172,32,170,163
653,product-653,253,340,18,177,177,178
654,product-654,147,185,87,82,86,118
655,product-655,191,276,117,88,111,115
656,product-656,97,113,225,0,0,0
657,product-657,63,66,79,121,82,80
658,product-658,136,198,43,45,43,157
659,product-659,71,83,164,41,39,36
660,product-660,236,312,59,59,57,143
661,product-661,5,31,167,34,168,164
662,product-662,167,213,140,144,55,140
663,product-663,217,259,56,59,146,59
664,product-664,40,49,218,0,0,0
665,product-665,42,68,210,0,0,0
666,product-666,41,108,20,23,15,180
667,product-667,174,212,70,132,132,129
668,product-668,221,233,28,25,177,20
669,product-669,142,195,89,93,93,106
670,product-670,224,308,23,21,27,175
671,product-671,185,187,86,91,95,110
672,product-672,150,202,205,0,0,0
673,product-673,66,129,55,50,148,57
674,product-674,85,127,76,127,122,120
675,product-675,69,118,127,69,133,133
676,product-676,174,229,0,241,0,0
677,product-677,17,25,63,140,137,134
678,product-678,81,103,97,105,102,101
679,product-679,175,251,18,11,187,14
680,product-680,29,77,50,152,53,47
681,product-681,202,287,146,50,50,54
682,product-682,48,89,173,174,170,28
683,product-683,266,350,116,88,111,107
684,product-684,45,93,192,193,12,193
685,product-685,174,260,0,0,261,0
686,product-686,73,111,16,188,7,12
687,product-687,50,137,167,169,166,33
688,product-688,65,150,0,215,0,0
689,product-689,57,106,60,145,53,50
690,product-690,182,232,120,85,77,80
691,product-691,48,132,142,138,146,59
692,product-692,64,98,78,117,83,86
693,product-693,182,211,167,28,33,31
694,product-694,22,106,22,17,19,178
695,product-695,138,226,141,141,56,139
696,product-696,77,110,79,73,75,122
697,product-697,62,75,115,117,115,81
698,product-698,190,215,192,187,10,188
699,product-699,199,296,92,105,94,92
700,product-700,83,86,126,130,72,123
701,product-701,53,146,84,120,120,114
702,product-702,44,128,157,155,156,46
703,product-703,35,94,189,9,194,194
704,product-704,101,101,88,87,110,85
705,product-705,42,71,177,20,25,27
706,product-706,118,180,184,11,189,194
707,product-707,273,286,152,145,50,148
708,product-708,152,196,79,122,119,123
709,product-709,65,146,54,48,44,151
710,product-710,39,120,0,0,0,203
711,product-711,26,30,0,0,0,206
712,product-712,170,194,126,130,128,72
713,product-713,53,116,113,112,111,89
714,product-714,81,95,178,169,177,26
715,product-715,141,156,152,50,46,49
716,product-716,180,249,95,107,95,96
717,product-717,154,196,64,141,54,57
718,product-718,214,272,192,200,3,197
719,product-719,182,239,60,144,61,59
720,product-720,61,105,109,91,106,105
721,product-721,204,300,169,164,161,34
722,product-722,224,256,6,196,199,194
723,product-723,193,246,252,0,0,0
724,product-724,223,255,145,50,148,152
725,product-725,177,255,165,166,33,171
726,product-726,109,168,0,0,221,0
727,product-727,210,257,32,22,173,32
728,product-728,141,219,0,243,0,0
729,product-729,146,216,120,121,123,76
730,product-730,77,153,51,50,153,51
731,product-731,221,237,82,88,116,83
732,product-732,122,137,69,66,61,135
733,product-733,181,230,0,0,244,0
734,product-734,198,201,96,99,106,101
735,product-735,75,163,64,55,64,141
736,product-736,35,36,66,131,66,73
737,product-737,129,189,225,0,0,0
738,product-738,116,202,34,171,169,170
739,product-739,78,162,159,39,45,41
740,product-740,115,192,127,135,68,134
741,product-741,86,111,112,91,91,85
742,product-742,217,294,187,9,13,8
743,product-743,112,150,97,104,94,99
744,product-744,73,87,110,94,110,109
745,product-745,53,96,151,51,44,52
746,product-746,92,126,127,132,127,70
747,product-747,197,239,175,177,24,177
748,product-748,199,233,138,140,60,138
749,product-749,190,225,166,29,174,173
750,product-750,142,208,46,153,45,48
751,product-751,137,204,125,80,115,116
752,product-752,92,144,180,17,15,19
753,product-753,152,190,133,128,71,132
754,product-754,204,233,0,0,0,211
755,product-755,59,105,51,47,54,150
756,product-756,95,101,72,67,130,70
757,product-757,200,229,116,81,86,85
758,product-758,135,202,19,181,176,186
759,product-759,130,228,177,28,169,169
760,product-760,64,92,59,64,65,138
761,product-761,65,144,125,129,130,74
762,product-762,58,137,139,60,142,138
763,product-763,148,204,148,156,47,149
764,product-764,79,92,178,18,26,22
765,product-765,120,173,39,36,42,163
766,product-766,60,142,3,9,1,195
767,product-767,184,273,70,126,72,78
768,product-768,177,214,51,52,149,50
769,product-769,160,228,152,158,157,47
770,product-770,180,222,88,112,87,93
771,product-771,49,103,20,18,179,22
772,product-772,200,232,120,76,78,79
773,product-773,160,218,47,52,149,55
774,product-774,85,158,93,108,103,110
