id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3
126,customer-126,66,104,157,43,38,38
127,customer-127,27,77,107,106,103,97
128,customer-128,70,158,0,216,0,0
129,customer-129,46,66,78,82,118,79
130,customer-130,131,177,169,32,36,26
131,customer-131,91,156,0,248,0,0
132,customer-132,237,286,168,31,167,168
133,customer-133,218,230,22,22,28,177
134,customer-134,162,213,57,147,50,51
135,customer-135,102,156,194,196,3,200
136,customer-136,153,196,141,59,56,59
137,customer-137,131,136,50,46,48,153
138,customer-138,137,187,65,62,65,135
139,customer-139,74,147,107,94,105,108
140,customer-140,88,144,119,120,78,121
141,customer-141,176,236,0,0,230,0
142,customer-142,201,258,58,142,60,59
143,customer-143,118,209,0,0,212,0
144,customer-144,5,22,44,49,155,43
145,customer-145,171,202,39,43,160,43
146,customer-146,59,141,30,36,165,37
147,customer-147,146,240,8,7,10,192
148,customer-148,7,52,75,75,130,68
149,customer-149,161,178,124,71,77,77
150,customer-150,200,245,73,69,64,131
151,customer-151,102,196,91,93,110,86
152,customer-152,181,194,0,0,207,0
153,customer-153,115,141,97,102,97,96
154,customer-154,12,95,0,202,0,0
155,customer-155,73,146,42,51,49,154
156,customer-156,14,103,113,116,86,118
157,customer-157,76,150,85,110,118,115
158,customer-158,29,43,112,112,87,116
159,customer-159,69,128,141,56,141,143
160,customer-160,163,191,157,157,164,39
161,customer-161,230,294,0,0,202,2
162,customer-162,122,185,111,90,88,87
163,customer-163,111,196,177,19,181,180
164,customer-164,174,176,189,10,6,8
165,customer-165,198,263,167,33,30,28
166,customer-166,185,187,76,79,123,82
167,customer-167,148,158,54,146,56,57
168,customer-168,123,138,109,110,94,104
169,customer-169,89,142,63,58,54,141
170,customer-170,122,180,180,20,180,180
171,customer-171,80,102,20,27,175,23
172,customer-172,103,153,80,121,79,84
173,customer-173,17,99,200,5,3,0
174,customer-174,63,82,104,94,102,111
175,customer-175,124,218,98,98,101,98
176,customer-176,175,228,159,36,38,43
177,customer-177,207,264,139,136,66,133
178,customer-178,157,217,40,157,48,48
179,customer-179,65,98,24,176,177,178
180,customer-180,21,27,50,153,150,152
181,customer-181,73,73,146,147,144,56
182,customer-182,258,265,55,52,143,57
183,customer-183,166,252,99,99,97,99
184,customer-184,21,40,125,73,78,75
185,customer-185,171,177,0,212,0,0
186,customer-186,107,187,70,125,127,128
187,customer-187,25,102,136,69,132,126
188,customer-188,95,129,31,33,172,30
189,customer-189,75,104,65,67,68,133
190,customer-190,238,249,71,79,125,75
191,customer-191,152,244,116,118,122,83
192,customer-192,161,220,140,60,143,139
193,customer-193,108,178,141,58,144,143
194,customer-194,172,249,187,16,14,15
195,customer-195,54,64,153,150,152,51
196,customer-196,132,153,107,105,108,92
197,customer-197,191,224,74,124,81,81
198,customer-198,151,158,29,176,19,29
199,customer-199,140,192,0,0,205,0
200,customer-200,139,227,45,160,159,154
201,customer-201,131,168,126,121,78,125
202,customer-202,125,191,69,130,74,66
203,customer-203,190,247,206,0,0,0
204,customer-204,56,57,0,212,0,0
205,customer-205,80,132,114,91,85,90
206,customer-206,216,287,193,5,3,3
207,customer-207,156,188,187,188,16,186
208,customer-208,136,174,0,0,217,0
209,customer-209,155,160,17,24,15,181
210,customer-210,158,176,229,0,0,0
211,customer-211,15,17,107,93,96,88
212,customer-212,94,177,136,131,141,64
213,customer-213,277,341,213,0,0,0
214,customer-214,68,121,53,147,50,57
215,customer-215,165,251,11,8,5,191
216,customer-216,224,270,81,85,118,78
217,customer-217,64,153,29,166,32,34
218,customer-218,15,106,202,2,3,0
219,customer-219,69,138,1,0,0,204
220,customer-220,212,291,84,114,120,117
221,customer-221,110,133,25,31,171,26
222,customer-222,145,213,139,146,148,57
223,customer-223,249,273,101,91,104,97
224,customer-224,156,168,7,196,191,195
225,customer-225,54,108,67,75,128,68
226,customer-226,126,217,64,60,68,137
227,customer-227,207,271,170,26,33,32
228,customer-228,179,217,0,0,218,0
229,customer-229,116,129,25,170,177,171
230,customer-230,157,248,124,75,81,75
231,customer-231,82,128,0,205,0,0
232,customer-232,164,221,16,186,16,12
233,customer-233,129,141,95,99,94,103
234,customer-234,48,88,186,19,13,12
235,customer-235,42,113,4,201,0,0
236,customer-236,178,219,134,70,64,70
237,customer-237,194,288,147,141,58,139
238,customer-238,152,168,130,121,74,126
239,customer-239,51,60,0,0,213,0
240,customer-240,57,145,61,139,58,64
241,customer-241,67,112,0,0,218,0
242,customer-242,275,311,103,101,98,95
243,customer-243,132,161,84,120,77,75
244,customer-244,144,215,5,4,1,199
245,customer-245,127,133,49,47,155,50
246,customer-246,69,166,62,56,142,58
247,customer-247,165,210,182,22,173,180
248,customer-248,97,147,129,75,125,121
249,customer-249,205,240,109,94,86,88
250,customer-250,132,173,97,108,88,97
251,customer-251,229,234,169,31,32,34
252,customer-252,187,250,39,41,159,40
253,customer-253,29,47,137,59,58,58
254,customer-254,77,167,189,184,16,179
255,customer-255,42,116,101,108,107,96
256,customer-256,36,97,54,54,149,51
257,customer-257,170,208,165,32,40,38
258,customer-258,169,235,13,189,191,192
259,customer-259,179,243,15,22,19,183
260,customer-260,58,139,24,173,177,180
261,customer-261,277,347,30,27,172,27
262,customer-262,119,119,35,166,29,37
263,customer-263,93,136,161,41,44,44
264,customer-264,147,246,58,57,53,146
265,customer-265,147,236,102,95,96,97
266,customer-266,238,295,0,0,212,0
267,customer-267,58,101,17,180,20,18
268,customer-268,180,222,21,22,28,174
269,customer-269,178,224,113,120,119,84
270,customer-270,84,108,107,91,114,113
271,customer-271,160,222,144,146,144,55
272,customer-272,54,123,74,74,78,121
273,customer-273,159,217,39,44,48,156
274,customer-274,156,203,205,0,0,0
275,customer-275,96,115,90,111,108,110
276,customer-276,59,68,5,198,0,7
277,customer-277,150,170,168,30,33,30
278,customer-278,68,142,243,0,0,0
279,customer-279,45,54,188,188,183,12
280,customer-280,175,266,115,112,89,107
281,customer-281,139,140,66,135,64,69
282,customer-282,139,198,36,163,33,40
283,customer-283,83,159,56,50,149,48
284,customer-284,242,314,109,90,92,94
285,customer-285,197,251,98,105,97,99
286,customer-286,71,149,0,0,0,207
287,customer-287,145,166,123,120,122,76
288,customer-288,97,139,164,166,37,163
289,customer-289,199,256,81,114,124,118
290,customer-290,199,224,103,102,106,96
291,customer-291,138,169,96,109,102,108
292,customer-292,84,123,197,5,5,0
293,customer-293,165,209,73,83,122,76
294,customer-294,144,173,0,0,0,249
295,customer-295,188,234,86,93,111,90
296,customer-296,257,340,150,45,46,51
297,customer-297,171,188,94,103,101,98
298,customer-298,93,155,47,47,149,52
299,customer-299,107,171,158,158,163,42
300,customer-300,91,123,168,34,30,29
301,customer-301,213,242,58,59,137,66
302,customer-302,174,221,98,94,100,101
303,customer-303,57,84,97,98,103,98
304,customer-304,56,65,77,122,79,80
305,customer-305,148,185,144,148,57,144
306,customer-306,205,207,25,30,30,172
307,customer-307,82,113,159,152,156,43
308,customer-308,113,195,173,32,29,22
309,customer-309,119,197,32,169,164,169
310,customer-310,201,256,42,159,158,158
311,customer-311,154,189,139,139,61,141
312,customer-312,207,245,65,69,136,62
313,customer-313,129,152,115,83,84,84
314,customer-314,210,210,0,0,0,198
315,customer-315,238,289,156,43,157,157
316,customer-316,126,190,103,101,104,103
317,customer-317,221,242,184,18,16,11
318,customer-318,29,67,130,135,67,138
319,customer-319,3,57,4,198,196,193
320,customer-320,57,148,76,84,78,121
321,customer-321,100,124,137,146,145,58
322,customer-322,78,140,203,0,0,0
323,customer-323,209,290,109,95,94,88
324,customer-324,44,101,185,17,11,14
325,customer-325,133,197,18,21,177,24
326,customer-326,197,273,100,102,104,103
327,customer-327,85,139,61,139,66,56
328,customer-328,169,179,0,223,0,0
329,customer-329,93,154,41,41,154,41
330,customer-330,172,181,80,77,120,75
331,customer-331,79,142,101,104,102,100
332,customer-332,208,231,75,122,129,125
333,customer-333,164,208,128,130,74,131
334,customer-334,84,96,168,170,175,29
335,customer-335,201,234,134,128,69,130
336,customer-336,100,157,165,162,167,35
337,customer-337,58,109,115,116,80,122
338,customer-338,263,346,143,59,54,58
339,customer-339,203,210,92,110,112,110
340,customer-340,162,171,97,98,105,101
341,customer-341,120,208,84,91,112,91
342,customer-342,106,152,87,114,86,88
343,customer-343,129,162,41,39,45,158
344,customer-344,35,46,110,118,86,118
345,customer-345,220,243,102,102,98,94
346,customer-346,180,258,179,25,178,170
347,customer-347,188,241,175,173,171,27
348,customer-348,53,66,182,22,176,177
349,customer-349,113,180,161,158,40,163
350,customer-350,187,233,116,107,111,89
351,customer-351,203,215,150,146,150,53
352,customer-352,55,153,123,124,75,124
353,customer-353,85,131,124,77,118,121
354,customer-354,25,63,36,42,162,41
355,customer-355,161,191,64,134,68,71
356,customer-356,106,177,61,138,139,134
357,customer-357,11,71,33,167,34,35
358,customer-358,194,282,67,137,67,58
359,customer-359,137,183,100,95,98,102
360,customer-360,44,129,95,110,100,103
361,customer-361,183,185,57,148,48,53
362,customer-362,128,183,78,79,119,81
363,customer-363,14,61,170,35,170,163
364,customer-364,85,140,90,83,112,83
365,customer-365,227,297,43,152,53,43
366,customer-366,84,126,6,3,195,0
367,customer-367,100,117,115,85,118,114
368,customer-368,135,143,119,81,84,76
369,customer-369,75,98,161,165,165,39
370,customer-370,122,128,0,0,211,0
371,customer-371,121,141,55,64,140,61
372,customer-372,53,79,85,75,79,120
373,customer-373,133,225,28,26,175,21
374,customer-374,74,154,213,0,0,0
375,customer-375,45,90,0,0,2,198
376,customer-376,83,147,75,130,65,68
377,customer-377,201,228,167,32,167,173
378,customer-378,29,126,127,77,122,122
379,customer-379,100,130,94,94,101,102
380,customer-380,54,126,145,143,56,148
381,customer-381,14,81,52,144,148,144
382,customer-382,161,203,151,144,143,54
383,customer-383,171,259,102,97,100,103
384,customer-384,10,90,38,158,161,158
385,customer-385,157,201,125,117,115,80
386,customer-386,195,259,132,64,63,72
387,customer-387,61,96,91,113,84,90
388,customer-388,123,163,119,120,119,82
389,customer-389,78,104,38,46,46,157
390,customer-390,185,185,77,121,125,124
391,customer-391,79,140,139,137,66,131
392,customer-392,105,158,83,117,112,116
393,customer-393,115,129,160,161,153,43
394,customer-394,120,141,142,57,53,62
395,customer-395,118,162,127,71,71,72
396,customer-396,66,144,86,91,92,110
397,customer-397,198,200,99,98,100,102
398,customer-398,76,163,67,71,61,134
399,customer-399,70,111,0,0,0,213
400,customer-400,176,200,141,63,137,133
401,customer-401,120,192,52,47,44,152
402,customer-402,126,210,148,147,148,50
403,customer-403,4,61,10,191,195,195
404,customer-404,49,141,0,215,0,0
405,customer-405,96,111,9,194,5,6
406,customer-406,188,222,180,179,19,176
407,customer-407,51,143,214,0,0,0
408,customer-408,229,278,137,134,63,132
409,customer-409,28,112,26,30,169,35
410,customer-410,61,89,137,67,59,63
411,customer-411,184,216,0,0,0,238
412,customer-412,126,207,182,184,18,184
413,customer-413,123,190,111,103,108,93
414,customer-414,26,91,101,104,94,95
415,customer-415,174,186,41,43,48,155
416,customer-416,176,234,177,177,22,174
417,customer-417,176,262,37,166,33,33
418,customer-418,26,95,81,88,116,84
419,customer-419,185,252,76,75,82,120
420,customer-420,33,63,0,0,0,222
421,customer-421,42,68,37,163,40,38
422,customer-422,3,36,57,55,146,51
423,customer-423,185,270,13,15,11,184
424,customer-424,140,164,59,63,138,66
425,customer-425,35,91,127,68,68,71
426,customer-426,103,123,140,63,60,58
427,customer-427,109,143,6,6,197,0
428,customer-428,44,54,146,59,138,138
429,customer-429,86,105,109,90,115,109
430,customer-430,178,194,160,39,163,166
431,customer-431,65,134,112,83,92,84
432,customer-432,185,217,103,98,108,97
433,customer-433,60,129,213,0,0,0
434,customer-434,205,235,0,251,0,0
435,customer-435,222,227,78,80,83,122
436,customer-436,167,167,91,87,87,108
437,customer-437,90,115,177,23,175,177
438,customer-438,187,264,117,81,114,117
439,customer-439,104,191,68,133,64,68
440,customer-440,99,111,35,166,35,35
441,customer-441,162,244,130,130,67,130
442,customer-442,116,187,202,0,0,0
443,customer-443,101,154,34,37,33,167
444,customer-444,36,100,162,36,162,169
445,customer-445,202,278,24,175,24,28
446,customer-446,118,198,0,0,201,1
447,customer-447,240,281,0,0,204,0
448,customer-448,131,213,150,54,52,53
449,customer-449,157,185,62,67,60,138
450,customer-450,110,117,127,131,74,130
451,customer-451,6,79,34,168,32,35
452,customer-452,197,197,70,134,63,65
453,customer-453,75,154,97,98,100,100
454,customer-454,110,130,9,194,1,8
455,customer-455,130,148,58,138,61,63
456,customer-456,197,226,56,54,59,143
457,customer-457,121,151,38,39,163,35
458,customer-458,115,147,35,166,166,160
459,customer-459,152,158,78,71,127,69
460,customer-460,200,240,73,75,81,124
461,customer-461,72,73,116,114,86,116
462,customer-462,126,178,10,189,194,188
463,customer-463,32,53,69,133,65,72
464,customer-464,206,240,160,160,41,158
465,customer-465,188,192,99,105,99,98
466,customer-466,102,201,94,97,102,103
467,customer-467,65,148,69,71,67,133
468,customer-468,47,112,147,148,52,148
469,customer-469,157,184,132,132,64,137
470,customer-470,101,193,21,180,184,179
471,customer-471,32,73,189,188,11,193
472,customer-472,209,261,149,49,47,52
473,customer-473,167,241,110,88,109,107
474,customer-474,169,227,20,181,184,180
475,customer-475,90,164,189,184,15,183
476,customer-476,169,259,32,170,32,28
477,customer-477,196,274,203,0,0,0
478,customer-478,195,199,32,28,173,27
479,customer-479,263,323,170,26,29,28
480,customer-480,86,160,41,154,43,43
481,customer-481,95,177,140,64,58,59
482,customer-482,68,157,87,82,115,89
483,customer-483,216,255,118,77,79,77
484,customer-484,222,314,159,159,157,46
485,customer-485,107,157,94,94,96,105
486,customer-486,158,199,109,105,92,111
487,customer-487,122,218,156,47,156,148
488,customer-488,130,139,0,0,0,201
489,customer-489,93,162,72,128,71,75
490,customer-490,46,116,0,0,0,239
491,customer-491,121,154,150,155,146,49
492,customer-492,57,78,93,108,95,87
493,customer-493,196,203,132,65,67,69
494,customer-494,100,119,48,154,45,41
495,customer-495,158,180,177,22,180,180
496,customer-496,100,115,37,38,36,159
497,customer-497,86,109,93,112,88,90
498,customer-498,142,152,146,52,143,150
499,customer-499,140,186,120,79,123,122
500,customer-500,82,126,36,165,31,38
501,customer-501,162,205,142,60,140,140
502,customer-502,166,232,0,0,0,234
503,customer-503,190,261,220,0,0,0
504,customer-504,191,198,153,46,43,42
505,customer-505,75,129,70,64,134,66
506,customer-506,116,122,200,4,0,0
507,customer-507,118,135,17,185,19,12
508,customer-508,111,177,0,239,0,0
509,customer-509,256,310,135,64,62,70
510,customer-510,83,166,142,54,56,60
511,customer-511,207,208,157,47,47,43
512,customer-512,159,175,174,176,21,179
513,customer-513,150,162,202,0,2,0
514,customer-514,40,81,108,89,92,89
515,customer-515,91,168,0,0,0,213
516,customer-516,108,184,104,102,97,99
517,customer-517,108,163,158,152,47,153
518,customer-518,19,52,127,123,72,125
519,customer-519,203,210,4,193,3,7
520,customer-520,242,298,0,0,253,0
521,customer-521,177,213,164,163,40,163
522,customer-522,11,24,169,31,30,36
523,customer-523,26,77,50,149,154,146
524,customer-524,182,267,158,156,156,39
525,customer-525,104,135,53,62,60,143
526,customer-526,147,157,12,11,13,190
527,customer-527,146,218,0,0,0,219
528,customer-528,137,219,72,69,67,129
529,customer-529,64,115,178,18,187,183
530,customer-530,8,43,8,8,6,196
531,customer-531,198,246,149,52,144,148
532,customer-532,125,214,55,61,59,141
533,customer-533,120,202,76,75,78,124
534,customer-534,190,275,115,89,85,83
535,customer-535,32,124,112,90,89,83
536,customer-536,185,239,99,96,108,103
537,customer-537,122,139,194,190,187,9
538,customer-538,135,204,53,148,56,57
539,customer-539,237,308,154,158,157,44
540,customer-540,55,94,128,123,74,130
541,customer-541,20,98,120,125,124,78
542,customer-542,134,212,168,29,175,172
543,customer-543,171,184,165,34,166,163
544,customer-544,56,66,31,36,165,34
545,customer-545,53,94,17,180,15,23
546,customer-546,52,129,113,105,114,90
547,customer-547,227,269,31,31,30,165
548,customer-548,69,151,71,71,69,134
549,customer-549,11,46,51,149,52,51
550,customer-550,173,218,127,70,75,73
551,customer-551,162,181,114,89,109,114
552,customer-552,185,240,151,53,149,147
553,customer-553,146,210,155,158,149,46
554,customer-554,112,149,9,8,12,189
555,customer-555,171,259,53,144,145,146
556,customer-556,61,112,74,127,127,127
557,customer-557,67,110,33,32,32,167
558,customer-558,41,102,103,100,104,98
559,customer-559,239,328,1,196,8,7
560,customer-560,223,227,22,174,177,173
561,customer-561,86,87,35,32,34,169
562,customer-562,52,127,15,19,180,25
563,customer-563,106,141,65,67,133,72
564,customer-564,56,118,185,16,16,11
565,customer-565,159,170,60,145,140,139
566,customer-566,215,243,137,131,64,131
567,customer-567,208,305,228,0,0,0
568,customer-568,202,230,0,0,0,199
569,customer-569,88,178,93,105,95,93
570,customer-570,76,124,82,84,121,81
571,customer-571,157,217,172,29,170,166
572,customer-572,198,230,35,168,160,163
573,customer-573,84,119,0,209,0,0
574,customer-574,149,210,131,123,73,124
575,customer-575,36,81,194,6,192,196
576,customer-576,98,171,0,0,0,239
577,customer-577,119,193,182,177,183,21
578,customer-578,58,132,77,67,128,77
579,customer-579,111,157,0,0,0,233
580,customer-580,93,115,2,200,0,1
581,customer-581,31,71,152,48,45,49
582,customer-582,82,123,55,142,145,141
583,customer-583,172,213,130,73,74,65
584,customer-584,47,53,25,26,179,21
585,customer-585,132,132,64,140,136,134
586,customer-586,68,83,92,105,103,112
587,customer-587,54,68,157,159,161,44
588,customer-588,235,235,0,0,0,239
589,customer-589,65,105,176,20,178,181
590,customer-590,41,122,114,114,89,116
591,customer-591,219,295,88,107,97,88
592,customer-592,182,240,66,64,69,133
593,customer-593,160,205,92,100,103,92
594,customer-594,135,156,34,167,28,38
595,customer-595,164,208,0,0,0,261
596,customer-596,133,209,115,82,81,82
597,customer-597,226,309,0,0,208,0
598,customer-598,8,39,51,144,149,150
599,customer-599,99,190,79,120,125,116
600,customer-600,40,135,147,144,51,150
601,customer-601,111,189,145,53,142,148
602,customer-602,128,198,0,220,0,0
603,customer-603,153,202,97,104,105,108
604,customer-604,109,168,87,88,112,88
605,customer-605,154,178,105,95,110,110
606,customer-606,60,124,150,149,154,47
607,customer-607,145,227,188,15,15,12
608,customer-608,99,122,175,176,23,175
609,customer-609,139,156,79,120,75,84
610,customer-610,111,202,176,24,19,19
611,customer-611,48,92,23,30,175,29
612,customer-612,195,284,50,153,147,155
613,customer-613,133,165,175,169,29,176
614,customer-614,91,110,28,25,28,175
615,customer-615,153,174,132,122,126,73
616,customer-616,187,234,15,18,20,185
617,customer-617,26,65,13,190,183,190
618,customer-618,131,176,56,144,57,55
619,customer-619,10,56,134,65,70,66
620,customer-620,196,249,52,56,58,147
621,customer-621,45,57,0,199,1,0
622,customer-622,139,167,103,95,109,108
623,customer-623,124,128,94,95,88,110
624,customer-624,186,190,161,34,170,161
625,customer-625,96,184,45,45,45,160
626,customer-626,102,127,92,90,89,109
627,customer-627,114,185,179,177,175,23
628,customer-628,66,134,0,0,0,225
629,customer-629,119,170,90,92,113,82
630,customer-630,100,137,199,0,0,5
631,customer-631,38,132,137,138,143,62
632,customer-632,93,130,61,51,144,52
633,customer-633,118,160,216,0,0,0
634,customer-634,122,123,25,27,175,25
635,customer-635,62,63,52,61,144,52
636,customer-636,82,130,26,23,175,29
637,customer-637,53,57,76,77,125,75
638,customer-638,46,100,58,141,139,145
639,customer-639,144,156,32,169,173,169
640,customer-640,32,123,122,83,79,83
641,customer-641,205,214,92,95,94,108
642,customer-642,58,97,173,31,174,169
643,customer-643,37,130,0,254,0,0
644,customer-644,71,141,54,55,57,147
645,customer-645,115,123,157,157,158,38
646,customer-646,50,106,32,173,30,31
647,customer-647,54,64,140,64,135,140
648,customer-648,76,160,202,3,2,2
649,customer-649,150,248,177,20,180,176
650,customer-650,108,118,177,174,170,26
651,customer-651,59,91,51,149,55,48
652,customer-652,156,173,131,128,124,71
653,customer-653,60,106,144,143,138,60
654,customer-654,82,88,87,90,96,109
655,customer-655,178,268,8,192,4,8
656,customer-656,239,297,84,83,82,113
657,customer-657,44,90,3,200,1,4
658,customer-658,228,293,25,171,24,26
659,customer-659,248,316,12,16,183,14
660,customer-660,102,165,28,30,27,172
661,customer-661,106,187,83,114,83,85
662,customer-662,197,221,0,0,0,227
663,customer-663,137,137,102,105,99,99
664,customer-664,135,211,111,111,111,94
665,customer-665,161,175,154,44,50,42
666,customer-666,137,142,91,107,107,104
667,customer-667,136,145,62,139,134,133
668,customer-668,175,189,88,85,113,92
669,customer-669,125,158,235,0,0,0
670,customer-670,193,274,35,169,31,36
671,customer-671,159,192,26,31,172,24
672,customer-672,61,114,44,47,156,43
673,customer-673,66,118,64,138,63,67
674,customer-674,153,225,188,14,17,15
675,customer-675,118,161,77,84,80,121
676,customer-676,159,217,2,1,196,9
677,customer-677,170,246,49,148,50,48
678,customer-678,140,178,68,131,129,136
679,customer-679,193,287,29,26,176,27
680,customer-680,46,59,49,48,154,49
681,customer-681,65,122,0,0,0,260
682,customer-682,161,162,100,103,99,98
683,customer-683,68,68,49,47,148,55
684,customer-684,173,249,45,154,156,151
685,customer-685,231,317,100,99,99,103
686,customer-686,42,57,77,77,78,125
687,customer-687,69,160,115,86,115,113
688,customer-688,142,224,109,90,90,87
689,customer-689,164,194,111,111,85,112
690,customer-690,111,158,173,23,29,22
691,customer-691,150,232,199,6,4,0
692,customer-692,20,77,204,0,0,0
693,customer-693,103,113,161,161,40,160
694,customer-694,65,151,72,75,77,123
695,customer-695,96,173,225,0,0,0
696,customer-696,106,118,109,91,114,109
697,customer-697,14,105,68,78,72,127
698,customer-698,131,160,87,118,80,86
699,customer-699,235,315,144,148,54,144
700,customer-700,187,218,0,219,0,0
701,customer-701,94,121,52,146,51,52
702,customer-702,170,234,67,64,68,132
703,customer-703,145,182,182,20,20,14
704,customer-704,134,224,75,73,123,78
705,customer-705,83,86,0,218,0,0
706,customer-706,162,215,0,0,223,0
707,customer-707,149,155,119,79,119,116
708,customer-708,111,164,163,33,165,168
709,customer-709,215,286,32,167,28,28
710,customer-710,100,117,110,110,102,93
711,customer-711,238,254,82,123,79,80
712,customer-712,60,69,0,220,0,0
713,customer-713,83,137,27,24,173,29
714,customer-714,36,132,188,194,190,8
715,customer-715,68,100,60,145,138,138
716,customer-716,65,129,0,207,0,0
717,customer-717,144,201,25,31,30,172
718,customer-718,84,169,48,52,148,48
719,customer-719,218,253,97,99,104,104
720,customer-720,202,261,0,0,200,1
721,customer-721,120,192,106,112,106,91
722,customer-722,111,152,163,163,32,171
723,customer-723,199,230,90,88,89,112
724,customer-724,144,232,119,115,85,115
725,customer-725,91,161,55,56,61,141
726,customer-726,164,220,124,127,131,74
727,customer-727,247,258,1,203,0,0
728,customer-728,80,94,48,155,48,40
729,customer-729,131,175,44,38,42,161
730,customer-730,221,253,213,0,0,0
731,customer-731,56,102,44,45,151,45
732,customer-732,85,135,54,56,142,62
733,customer-733,4,56,256,0,0,0
