id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3
146,customer-146,208,213,0,223,0,0
147,customer-147,132,170,74,126,130,131
148,customer-148,163,242,0,0,212,0
149,customer-149,208,288,186,18,12,15
150,customer-150,151,227,67,67,70,133
151,customer-151,138,165,7,196,192,194
152,customer-152,151,239,154,149,148,51
153,customer-153,45,117,0,0,210,0
154,customer-154,190,254,157,43,156,159
155,customer-155,218,250,222,0,0,0
156,customer-156,131,148,128,128,127,75
157,customer-157,173,268,44,44,40,156
158,customer-158,90,137,102,100,97,108
159,customer-159,155,254,79,125,72,70
160,customer-160,143,184,117,121,83,113
161,customer-161,164,250,14,15,182,20
162,customer-162,63,145,62,61,140,64
163,customer-163,106,148,74,128,124,123
164,customer-164,64,118,166,38,160,166
165,customer-165,183,241,115,121,112,84
166,customer-166,181,201,70,133,128,131
167,customer-167,186,255,166,31,167,167
168,customer-168,206,290,106,97,108,98
169,customer-169,122,202,0,0,206,0
170,customer-170,38,105,90,90,106,98
171,customer-171,157,238,25,20,180,21
172,customer-172,75,149,25,170,29,32
173,customer-173,120,138,61,55,140,55
174,customer-174,207,207,0,0,203,0
175,customer-175,119,122,141,57,57,60
176,customer-176,146,172,78,79,75,123
177,customer-177,206,234,72,133,123,129
178,customer-178,91,163,176,175,174,27
179,customer-179,218,264,241,0,0,0
180,customer-180,175,261,207,0,0,0
181,customer-181,63,152,129,74,71,73
182,customer-182,72,93,171,162,33,167
183,customer-183,68,127,171,169,34,168
184,customer-184,120,148,94,88,107,97
185,customer-185,22,78,208,0,0,0
186,customer-186,102,169,81,124,124,123
187,customer-187,187,187,128,132,133,71
188,customer-188,168,180,66,60,67,138
189,customer-189,107,108,140,143,55,141
190,customer-190,225,243,87,85,114,88
191,customer-191,179,257,74,81,81,124
192,customer-192,25,38,55,150,142,147
193,customer-193,174,237,103,106,101,95
194,customer-194,121,167,37,162,37,38
195,customer-195,107,157,157,157,153,46
196,customer-196,44,107,5,191,4,14
197,customer-197,86,103,0,0,208,0
198,customer-198,234,280,128,77,77,69
199,customer-199,142,236,75,125,79,70
200,customer-200,199,249,108,105,95,106
201,customer-201,65,100,0,218,0,0
202,customer-202,123,199,102,100,97,99
203,customer-203,198,221,19,22,19,178
204,customer-204,54,119,19,29,176,24
205,customer-205,108,182,187,12,189,186
206,customer-206,139,230,147,151,149,51
207,customer-207,159,226,177,21,25,25
208,customer-208,35,96,0,2,202,1
209,customer-209,125,127,19,19,18,181
210,customer-210,140,165,136,69,60,60
211,customer-211,231,272,184,185,16,189
212,customer-212,168,211,130,74,126,125
213,customer-213,206,218,22,18,17,182
214,customer-214,143,193,72,124,71,79
215,customer-215,218,311,151,51,49,44
216,customer-216,156,169,72,133,70,72
217,customer-217,156,228,68,132,71,72
218,customer-218,68,80,156,45,39,43
219,customer-219,107,172,0,0,0,251
220,customer-220,90,118,184,16,21,21
221,customer-221,164,171,50,47,47,155
222,customer-222,117,157,9,187,16,12
223,customer-223,82,103,0,0,0,215
224,customer-224,182,197,68,132,129,129
225,customer-225,194,272,61,142,138,141
226,customer-226,95,189,46,156,159,156
227,customer-227,117,186,242,0,0,0
228,customer-228,142,177,202,0,1,0
229,customer-229,193,262,96,94,87,108
230,customer-230,44,130,98,93,105,100
231,customer-231,66,128,26,178,170,175
232,customer-232,27,54,49,57,147,50
233,customer-233,55,76,107,104,102,98
234,customer-234,86,109,156,48,154,151
235,customer-235,155,214,129,66,75,71
236,customer-236,82,157,0,0,0,245
237,customer-237,160,208,205,0,0,0
238,customer-238,21,29,0,231,0,0
239,customer-239,160,236,184,18,182,179
240,customer-240,67,158,101,99,96,100
241,customer-241,239,299,64,66,65,133
242,customer-242,55,130,168,174,31,171
243,customer-243,122,157,0,214,0,0
244,customer-244,78,149,158,41,43,45
245,customer-245,125,142,67,60,60,138
246,customer-246,148,246,154,152,47,150
247,customer-247,211,245,161,155,42,155
248,customer-248,195,219,127,129,76,121
249,customer-249,159,191,168,33,165,172
250,customer-250,116,123,138,60,57,60
251,customer-251,172,250,137,140,58,143
252,customer-252,279,283,0,0,0,241
253,customer-253,60,102,0,0,225,0
254,customer-254,21,94,56,54,141,64
255,customer-255,223,301,64,58,63,137
256,customer-256,104,114,92,108,107,109
257,customer-257,191,284,25,180,171,170
258,customer-258,105,123,56,64,63,140
259,customer-259,269,295,83,121,112,116
260,customer-260,123,177,4,0,0,201
261,customer-261,150,154,13,189,192,183
262,customer-262,63,153,50,45,43,155
263,customer-263,166,195,86,109,117,117
264,customer-264,188,269,10,195,187,188
265,customer-265,95,112,8,194,194,189
266,customer-266,140,234,135,136,69,127
267,customer-267,29,56,66,70,71,129
268,customer-268,130,143,38,37,30,165
269,customer-269,192,242,53,150,52,53
270,customer-270,59,93,30,39,36,166
271,customer-271,30,50,18,11,186,11
272,customer-272,111,186,16,189,182,186
273,customer-273,153,189,0,0,231,0
274,customer-274,151,244,0,0,222,0
275,customer-275,159,178,119,119,124,78
276,customer-276,145,179,134,136,69,134
277,customer-277,67,122,114,114,88,113
278,customer-278,203,267,107,90,105,113
279,customer-279,116,134,47,43,158,42
280,customer-280,208,214,178,26,169,169
281,customer-281,22,75,15,15,18,183
282,customer-282,97,145,32,166,166,170
283,customer-283,132,186,132,69,72,65
284,customer-284,161,227,30,172,171,171
285,customer-285,266,289,59,53,63,142
286,customer-286,207,291,81,80,124,77
287,customer-287,207,233,85,115,112,112
288,customer-288,189,191,8,7,11,192
289,customer-289,105,190,114,115,109,89
290,customer-290,151,196,42,38,41,159
291,customer-291,192,261,79,75,122,74
292,customer-292,55,73,22,182,18,18
293,customer-293,89,168,82,73,123,74
294,customer-294,144,218,109,87,115,110
295,customer-295,107,122,69,74,128,69
296,customer-296,124,143,48,50,151,52
297,customer-297,222,280,0,0,0,215
298,customer-298,55,79,162,153,43,152
299,customer-299,173,232,188,191,186,9
300,customer-300,149,210,162,155,42,160
301,customer-301,111,194,165,39,38,32
302,customer-302,39,92,116,123,80,123
303,customer-303,104,153,122,127,120,75
304,customer-304,52,92,93,96,104,101
305,customer-305,156,191,103,110,103,94
306,customer-306,158,177,151,44,154,160
307,customer-307,64,109,63,63,134,71
308,customer-308,139,164,116,118,81,116
309,customer-309,89,94,121,113,122,82
310,customer-310,208,280,115,121,113,84
311,customer-311,56,56,102,97,97,102
312,customer-312,15,51,111,104,107,91
313,customer-313,267,320,46,155,152,152
314,customer-314,133,173,69,72,65,133
315,customer-315,111,155,92,96,102,103
316,customer-316,101,160,86,84,86,119
317,customer-317,85,122,34,29,171,27
318,customer-318,105,131,152,146,49,147
319,customer-319,196,278,190,11,192,191
320,customer-320,46,138,134,140,132,64
321,customer-321,192,202,150,49,47,55
322,customer-322,173,245,63,64,66,133
323,customer-323,148,149,0,207,0,0
324,customer-324,105,151,65,59,58,139
325,customer-325,55,114,83,80,117,88
326,customer-326,173,197,179,181,183,21
327,customer-327,146,213,0,0,258,0
328,customer-328,36,86,53,149,145,147
329,customer-329,162,222,24,176,24,23
330,customer-330,6,69,0,212,0,0
331,customer-331,54,69,24,30,174,28
332,customer-332,220,252,1,0,0,197
333,customer-333,179,244,43,45,43,152
334,customer-334,173,175,181,20,177,178
335,customer-335,213,279,119,76,86,76
336,customer-336,113,206,0,201,0,0
337,customer-337,216,262,69,134,62,63
338,customer-338,34,43,62,57,142,53
339,customer-339,89,171,161,35,39,38
340,customer-340,158,218,109,91,88,93
341,customer-341,151,192,138,140,65,140
342,customer-342,98,179,141,137,144,59
343,customer-343,6,69,148,154,47,151
344,customer-344,153,179,72,68,130,72
345,customer-345,52,138,159,39,159,159
346,customer-346,167,244,145,138,138,59
347,customer-347,222,245,115,115,90,108
348,customer-348,114,167,91,93,91,106
349,customer-349,201,276,99,96,93,103
350,customer-350,63,79,52,49,52,146
351,customer-351,95,165,67,137,128,135
352,customer-352,162,224,43,160,37,39
353,customer-353,91,182,25,26,27,170
354,customer-354,247,284,0,227,0,0
355,customer-355,209,278,190,183,12,193
356,customer-356,110,162,85,86,77,119
357,customer-357,112,151,30,32,165,35
358,customer-358,177,238,223,0,0,0
359,customer-359,209,270,35,35,32,169
360,customer-360,49,71,87,114,83,91
361,customer-361,140,145,17,21,21,179
362,customer-362,2,45,28,26,171,30
363,customer-363,225,253,3,6,193,3
364,customer-364,57,65,125,79,74,73
365,customer-365,71,117,157,42,38,48
366,customer-366,16,23,74,121,128,125
367,customer-367,41,93,0,0,213,0
368,customer-368,113,210,77,123,73,73
369,customer-369,123,127,0,0,225,0
370,customer-370,169,226,48,154,147,155
371,customer-371,188,208,77,118,125,124
372,customer-372,148,213,31,29,169,33
373,customer-373,27,120,99,103,104,96
374,customer-374,126,182,18,185,15,20
375,customer-375,35,93,158,151,46,149
376,customer-376,217,271,37,37,41,158
377,customer-377,86,140,116,109,114,86
378,customer-378,212,288,10,195,194,186
379,customer-379,243,302,0,0,213,0
380,customer-380,106,126,13,16,188,14
381,customer-381,67,157,10,187,16,16
382,customer-382,178,267,129,76,128,125
383,customer-383,135,177,91,91,99,106
384,customer-384,61,103,86,81,117,88
385,customer-385,108,133,7,7,9,190
386,customer-386,183,231,0,0,214,0
387,customer-387,102,190,97,101,108,100
388,customer-388,181,242,125,117,78,119
389,customer-389,210,238,0,204,0,0
390,customer-390,94,180,176,173,28,167
391,customer-391,49,53,94,96,101,98
392,customer-392,213,264,119,85,110,110
393,customer-393,18,51,185,18,184,185
394,customer-394,98,158,89,89,89,106
395,customer-395,212,240,106,104,92,106
396,customer-396,241,242,174,25,176,179
397,customer-397,59,77,161,34,41,42
398,customer-398,52,70,76,129,120,121
399,customer-399,174,247,90,105,95,94
400,customer-400,205,220,38,43,37,162
401,customer-401,73,124,72,74,77,126
402,customer-402,186,211,63,132,141,136
403,customer-403,84,169,70,68,67,128
404,customer-404,97,167,146,56,148,142
405,customer-405,137,160,88,109,88,95
406,customer-406,109,168,69,69,75,129
407,customer-407,185,223,66,129,135,137
408,customer-408,171,190,23,21,23,180
409,customer-409,158,175,142,62,136,138
410,customer-410,196,271,149,156,48,147
411,customer-411,204,295,211,0,0,0
412,customer-412,16,74,36,164,163,166
413,customer-413,26,81,39,164,32,36
414,customer-414,110,171,145,51,55,58
415,customer-415,202,275,10,187,188,195
416,customer-416,180,237,17,17,15,184
417,customer-417,137,157,98,104,107,99
418,customer-418,96,133,88,110,85,86
419,customer-419,47,78,14,17,182,23
420,customer-420,133,195,166,160,39,161
421,customer-421,56,62,50,148,151,149
422,customer-422,57,98,24,20,21,179
423,customer-423,125,190,93,109,95,93
424,customer-424,67,91,149,55,50,55
425,customer-425,12,43,2,196,200,197
426,customer-426,232,243,23,182,14,19
427,customer-427,190,193,0,0,0,224
428,customer-428,149,201,190,199,6,195
429,customer-429,99,183,232,0,0,0
430,customer-430,196,283,125,70,76,74
431,customer-431,174,264,21,26,26,177
432,customer-432,137,190,83,83,85,114
433,customer-433,135,171,174,29,28,25
434,customer-434,122,188,179,181,180,17
435,customer-435,100,190,125,76,73,72
436,customer-436,63,72,39,39,166,29
437,customer-437,174,174,156,160,43,156
438,customer-438,274,308,94,106,110,103
439,customer-439,99,153,94,101,94,94
440,customer-440,81,91,37,158,167,166
441,customer-441,62,109,6,9,2,194
442,customer-442,200,280,44,160,40,38
443,customer-443,134,193,18,17,182,20
444,customer-444,84,93,0,0,0,237
445,customer-445,101,184,181,18,14,21
446,customer-446,75,139,0,210,0,0
447,customer-447,90,106,133,66,137,139
448,customer-448,163,243,138,130,135,65
449,customer-449,106,109,170,169,28,176
450,customer-450,23,30,29,168,174,176
451,customer-451,170,263,0,210,0,0
452,customer-452,138,174,0,0,203,0
453,customer-453,193,248,131,129,68,131
454,customer-454,37,85,174,171,173,29
455,customer-455,134,209,189,15,185,183
456,customer-456,220,291,96,109,93,86
457,customer-457,154,214,140,137,140,62
458,customer-458,84,138,120,114,85,113
459,customer-459,212,294,101,96,106,102
460,customer-460,17,96,157,158,38,163
461,customer-461,263,321,32,36,165,30
462,customer-462,183,232,52,147,147,153
463,customer-463,163,254,74,121,75,77
464,customer-464,98,99,42,155,162,155
465,customer-465,177,260,170,35,30,30
466,customer-466,27,78,162,164,40,162
467,customer-467,27,108,115,119,118,83
468,customer-468,74,109,37,38,166,34
469,customer-469,76,107,109,104,108,91
470,customer-470,88,144,159,157,41,154
471,customer-471,143,203,134,142,143,62
472,customer-472,161,189,0,217,0,0
473,customer-473,101,175,2,8,196,3
474,customer-474,152,228,182,179,178,20
475,customer-475,123,150,193,6,3,7
476,customer-476,210,240,188,184,12,187
477,customer-477,92,180,82,121,77,79
478,customer-478,176,200,15,180,17,25
479,customer-479,91,178,0,0,0,220
480,customer-480,81,164,116,118,82,121
481,customer-481,35,126,0,246,0,0
482,customer-482,249,311,19,184,177,183
483,customer-483,92,105,14,11,188,11
484,customer-484,172,237,81,75,76,124
485,customer-485,134,210,111,87,112,108
486,customer-486,85,112,6,3,2,196
487,customer-487,174,176,10,187,17,13
488,customer-488,37,38,147,57,146,142
489,customer-489,5,79,116,123,80,122
490,customer-490,99,148,60,144,61,52
491,customer-491,91,145,162,161,38,161
492,customer-492,17,53,205,0,0,0
493,customer-493,148,227,0,0,0,234
494,customer-494,213,238,56,57,145,58
495,customer-495,111,165,142,54,143,149
496,customer-496,47,95,184,15,180,180
497,customer-497,127,139,168,29,34,36
498,customer-498,18,83,158,165,157,39
499,customer-499,135,230,27,22,175,30
500,customer-500,55,129,190,190,6,190
501,customer-501,95,95,21,179,24,18
502,customer-502,75,165,86,85,90,111
503,customer-503,162,249,124,131,72,124
504,customer-504,194,211,214,0,0,0
505,customer-505,123,154,171,170,32,163
506,customer-506,120,215,64,137,59,65
507,customer-507,169,182,176,28,29,29
508,customer-508,189,278,205,0,0,0
509,customer-509,119,199,15,8,188,13
510,customer-510,227,242,99,103,100,105
511,customer-511,76,131,102,97,100,101
512,customer-512,107,168,109,93,96,92
513,customer-513,68,81,5,1,0,199
514,customer-514,177,253,32,30,171,31
515,customer-515,102,140,142,143,143,54
516,customer-516,129,181,6,7,189,8
517,customer-517,177,233,124,118,80,124
518,customer-518,117,215,16,18,10,186
519,customer-519,47,92,174,173,169,30
520,customer-520,211,272,64,60,138,61
521,customer-521,259,322,105,98,102,100
522,customer-522,171,262,103,102,105,100
523,customer-523,229,278,105,100,100,103
524,customer-524,109,137,39,45,156,42
525,customer-525,92,166,0,0,0,220
526,customer-526,51,83,41,161,40,39
527,customer-527,113,167,140,63,140,132
528,customer-528,182,249,197,188,188,7
529,customer-529,107,133,107,110,108,95
530,customer-530,199,292,125,78,120,117
531,customer-531,61,146,141,137,136,63
532,customer-532,97,145,65,140,140,136
533,customer-533,115,195,80,81,76,119
534,customer-534,102,130,103,96,96,98
535,customer-535,62,124,63,138,59,61
536,customer-536,137,186,103,103,95,107
537,customer-537,186,220,77,125,126,121
538,customer-538,94,165,122,127,124,74
539,customer-539,178,214,101,95,95,94
540,customer-540,89,130,0,0,248,0
541,customer-541,178,255,120,124,78,125
542,customer-542,194,277,43,44,45,155
543,customer-543,114,140,78,120,82,76
544,customer-544,71,86,138,141,140,59
545,customer-545,205,282,12,7,15,188
546,customer-546,62,117,49,152,43,46
547,customer-547,173,221,165,34,34,39
548,customer-548,74,142,171,165,171,32
549,customer-549,176,228,221,0,0,0
550,customer-550,143,190,0,7,5,198
551,customer-551,198,243,0,227,0,0
552,customer-552,195,209,205,0,0,0
553,customer-553,110,195,60,137,144,137
554,customer-554,71,115,43,40,160,38
555,customer-555,234,285,239,0,0,0
556,customer-556,143,227,41,37,162,35
557,customer-557,103,147,130,131,67,129
558,customer-558,58,138,162,40,156,164
559,customer-559,65,104,152,156,47,153
560,customer-560,124,144,38,161,39,36
561,customer-561,83,121,158,161,42,162
562,customer-562,157,165,169,168,35,162
563,customer-563,55,88,109,90,95,86
564,customer-564,180,250,49,52,147,57
565,customer-565,136,195,146,145,147,56
566,customer-566,185,244,138,135,133,64
567,customer-567,180,250,190,13,7,13
568,customer-568,223,272,151,157,148,48
569,customer-569,35,109,72,73,125,72
570,customer-570,151,159,183,18,17,16
571,customer-571,196,225,39,36,38,165
572,customer-572,127,127,175,30,170,171
573,customer-573,150,188,16,180,185,180
574,customer-574,19,60,200,5,4,2
575,customer-575,160,202,109,112,89,116
576,customer-576,201,213,27,169,33,33
577,customer-577,193,219,152,47,158,150
578,customer-578,103,160,168,168,32,167
579,customer-579,79,87,146,55,143,147
580,customer-580,144,147,138,65,60,64
581,customer-581,170,172,33,164,164,172
582,customer-582,139,221,228,0,0,0
583,customer-583,61,104,3,4,192,11
584,customer-584,46,129,16,179,186,182
585,customer-585,86,148,124,114,81,124
586,customer-586,238,284,131,137,67,129
587,customer-587,43,105,163,164,164,35
588,customer-588,16,98,165,162,170,34
589,customer-589,182,198,14,12,12,183
590,customer-590,30,96,84,82,119,78
591,customer-591,146,154,75,122,127,125
592,customer-592,166,210,72,126,74,69
593,customer-593,61,110,133,64,66,69
594,customer-594,197,226,0,0,212,0
595,customer-595,176,237,6,0,199,0
596,customer-596,145,226,167,31,28,31
597,customer-597,78,96,87,94,88,111
598,customer-598,101,189,116,86,109,112
599,customer-599,128,202,0,0,255,0
600,customer-600,95,121,54,47,53,149
601,customer-601,77,140,4,4,8,193
602,customer-602,137,160,85,116,110,118
603,customer-603,75,134,6,10,194,10
604,customer-604,184,275,131,72,126,128
605,customer-605,41,118,30,168,172,175
606,customer-606,118,128,0,0,200,0
607,customer-607,196,237,59,143,61,55
608,customer-608,174,213,49,49,43,155
609,customer-609,68,162,48,157,48,47
610,customer-610,139,158,130,74,71,66
611,customer-611,109,166,29,29,171,33
612,customer-612,138,179,0,0,206,0
613,customer-613,44,120,137,64,139,140
614,customer-614,217,220,106,98,98,99
615,customer-615,109,134,113,113,84,118
616,customer-616,62,91,170,31,34,30
617,customer-617,144,239,116,121,116,84
618,customer-618,217,311,4,195,0,8
619,customer-619,222,272,0,0,0,233
620,customer-620,203,249,223,0,0,0
621,customer-621,128,148,44,158,155,156
622,customer-622,146,187,170,25,173,171
623,customer-623,148,202,93,107,109,108
624,customer-624,10,81,85,117,117,117
625,customer-625,177,218,7,190,12,10
626,customer-626,223,318,169,169,34,171
627,customer-627,36,116,46,43,39,159
628,customer-628,190,282,44,158,41,41
629,customer-629,255,270,102,102,102,102
630,customer-630,159,237,94,102,104,102
631,customer-631,90,131,104,94,96,99
632,customer-632,173,196,153,52,151,145
633,customer-633,63,71,107,113,114,89
634,customer-634,279,331,51,148,152,145
635,customer-635,62,122,175,20,25,22
636,customer-636,117,177,114,109,116,86
637,customer-637,56,74,17,181,182,185
638,customer-638,167,218,77,126,73,69
639,customer-639,165,224,0,0,200,0
640,customer-640,122,208,153,152,51,150
641,customer-641,190,261,113,83,114,122
642,customer-642,130,169,0,0,0,263
643,customer-643,67,163,73,125,125,123
644,customer-644,59,69,113,111,115,86
645,customer-645,181,246,49,150,47,48
646,customer-646,130,216,10,10,186,17
647,customer-647,153,193,49,54,55,150
648,customer-648,82,104,111,117,110,85
649,customer-649,232,312,143,151,153,52
650,customer-650,181,218,241,0,0,0
651,customer-651,143,155,15,187,8,17
652,customer-652,134,166,140,145,144,55
653,customer-653,71,76,147,57,146,148
654,customer-654,64,83,173,26,170,172
655,customer-655,61,115,4,194,8,1
656,customer-656,107,164,199,6,5,0
657,customer-657,138,179,21,19,181,15
658,customer-658,187,191,10,9,9,192
659,customer-659,150,191,55,55,147,52
660,customer-660,66,144,44,159,36,39
661,customer-661,230,272,147,57,53,53
662,customer-662,70,138,96,109,87,96
663,customer-663,137,177,64,133,63,70
664,customer-664,209,287,173,27,29,29
665,customer-665,240,275,0,0,0,222
666,customer-666,127,179,235,0,0,0
667,customer-667,72,89,24,30,174,27
668,customer-668,95,167,165,163,34,169
669,customer-669,198,275,101,101,104,99
670,customer-670,96,145,0,1,1,201
671,customer-671,197,286,50,52,145,53
672,customer-672,118,139,61,60,136,59
673,customer-673,78,115,65,60,135,66
674,customer-674,175,176,0,0,203,0
675,customer-675,241,336,20,24,179,20
676,customer-676,35,90,8,10,195,7
677,customer-677,47,109,165,38,31,30
678,customer-678,160,232,80,123,74,78
679,customer-679,221,299,22,178,181,179
680,customer-680,47,83,117,115,87,108
681,customer-681,52,130,0,228,0,0
682,customer-682,104,138,47,47,50,153
683,customer-683,129,133,86,89,114,86
684,customer-684,156,187,0,197,4,7
685,customer-685,127,205,49,148,47,51
686,customer-686,66,95,182,22,22,14
687,customer-687,18,113,123,78,124,125
688,customer-688,202,232,181,22,20,23
689,customer-689,188,202,151,47,54,48
690,customer-690,72,116,0,214,0,0
691,customer-691,229,257,103,94,98,102
692,customer-692,18,74,116,120,83,112
693,customer-693,69,72,76,78,86,119
694,customer-694,190,276,124,123,131,72
695,customer-695,47,65,47,53,152,46
696,customer-696,131,172,173,24,30,24
697,customer-697,31,105,68,133,137,129
698,customer-698,87,144,107,92,103,103
699,customer-699,148,204,33,43,162,36
700,customer-700,71,103,180,22,177,183
701,customer-701,150,239,165,34,40,30
702,customer-702,96,173,126,124,128,73
703,customer-703,186,241,0,0,0,261
704,customer-704,179,201,69,131,129,127
705,customer-705,39,44,0,0,0,224
706,customer-706,151,222,82,82,113,92
707,customer-707,67,76,196,4,6,6
708,customer-708,57,142,112,118,111,86
709,customer-709,164,216,146,52,50,49
710,customer-710,133,227,18,181,17,19
711,customer-711,175,245,17,181,187,182
712,customer-712,81,155,181,21,15,20
713,customer-713,103,190,172,26,29,31
714,customer-714,168,251,8,193,3,7
715,customer-715,76,150,191,188,9,194
716,customer-716,88,176,29,171,31,26
717,customer-717,216,306,0,0,0,238
718,customer-718,186,210,92,98,97,107
719,customer-719,77,158,4,12,192,9
720,customer-720,45,73,119,84,121,111
721,customer-721,43,131,118,110,87,114
722,customer-722,226,248,196,4,1,4
723,customer-723,112,126,24,27,24,176
724,customer-724,227,300,21,21,182,14
725,customer-725,145,222,176,175,179,26
726,customer-726,116,158,180,15,20,17
727,customer-727,138,171,93,92,98,103
728,customer-728,67,114,25,24,172,30
729,customer-729,100,189,64,61,140,57
730,customer-730,73,155,119,121,122,76
731,customer-731,132,222,130,131,69,128
732,customer-732,200,244,93,91,96,104
733,customer-733,73,105,183,19,19,13
