id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4
133,product-133,212,240,91,108,106,112,104
134,product-134,109,152,208,0,0,0,0
135,product-135,71,149,206,0,0,0,0
136,product-136,5,76,187,13,14,17,13
137,product-137,172,253,39,156,45,44,45
138,product-138,148,174,162,159,165,160,40
139,product-139,35,63,0,0,205,0,0
140,product-140,82,135,160,161,162,38,163
141,product-141,76,112,109,103,105,93,109
142,product-142,143,194,165,40,30,31,36
143,product-143,68,102,161,38,165,157,158
144,product-144,134,196,201,0,0,0,0
145,product-145,122,124,0,0,264,0,0
146,product-146,184,199,140,140,136,144,60
147,product-147,117,176,121,123,130,75,129
148,product-148,82,86,101,103,97,101,101
149,product-149,89,148,55,146,59,56,53
150,product-150,81,111,135,69,61,70,67
151,product-151,43,103,1,2,4,199,6
152,product-152,96,172,111,104,94,108,103
153,product-153,57,81,188,17,11,11,10
154,product-154,153,189,0,1,0,3,200
155,product-155,100,145,79,124,77,76,75
156,product-156,206,220,72,78,123,75,72
157,product-157,22,73,160,159,39,164,156
158,product-158,183,222,40,158,45,40,40
159,product-159,230,316,0,0,0,270,0
160,product-160,177,197,19,181,23,15,19
161,product-161,52,103,50,50,48,42,155
162,product-162,40,88,0,216,0,0,0
163,product-163,188,189,91,105,99,99,90
164,product-164,64,154,18,17,14,23,181
165,product-165,79,96,77,78,74,81,121
166,product-166,151,236,0,0,213,0,0
167,product-167,101,114,122,73,78,83,79
168,product-168,182,186,160,43,44,42,40
169,product-169,69,101,44,161,38,44,39
170,product-170,130,180,85,119,78,85,81
171,product-171,176,264,41,45,159,42,37
172,product-172,41,126,200,195,196,196,4
173,product-173,190,240,115,119,115,113,83
174,product-174,201,281,116,112,86,119,116
175,product-175,182,245,214,0,0,0,0
176,product-176,96,179,24,22,24,177,22
177,product-177,207,207,70,135,132,135,130
178,product-178,169,172,136,130,137,67,133
179,product-179,187,267,44,43,43,37,158
180,product-180,54,99,42,43,39,161,40
181,product-181,113,184,163,32,38,40,37
182,product-182,58,84,177,176,184,21,175
183,product-183,98,181,0,0,0,0,235
184,product-184,117,176,98,94,98,102,94
185,product-185,56,81,108,100,104,105,95
186,product-186,86,114,127,73,127,129,126
187,product-187,47,92,14,13,182,21,23
188,product-188,88,170,124,78,72,79,78
189,product-189,101,178,147,148,144,142,55
190,product-190,50,76,0,0,0,242,0
191,product-191,43,92,179,179,181,178,22
192,product-192,113,208,181,15,183,186,184
193,product-193,31,77,138,58,60,67,63
194,product-194,178,228,130,125,75,125,120
195,product-195,45,104,54,54,49,149,53
196,product-196,184,204,0,0,0,215,0
197,product-197,22,46,92,95,91,105,100
198,product-198,200,245,154,48,48,48,46
199,product-199,126,193,198,2,2,3,7
200,product-200,135,198,57,139,58,61,61
201,product-201,108,150,145,59,145,145,145
202,product-202,190,205,78,122,80,73,73
203,product-203,99,141,15,11,15,186,16
204,product-204,60,91,71,125,72,75,71
205,product-205,130,174,58,59,56,62,140
206,product-206,25,61,17,12,13,188,9
207,product-207,70,129,70,67,74,129,74
208,product-208,92,99,89,108,94,95,88
209,product-209,40,126,116,117,117,118,85
210,product-210,166,223,30,171,31,29,27
211,product-211,195,281,0,203,1,0,0
212,product-212,158,243,91,99,92,95,105
213,product-213,161,208,0,0,0,0,240
214,product-214,130,134,122,119,121,81,117
215,product-215,19,93,42,156,163,159,154
216,product-216,53,100,151,141,145,147,54
217,product-217,155,161,8,6,5,192,9
218,product-218,129,215,52,51,59,57,146
219,product-219,82,105,19,12,17,186,12
220,product-220,151,199,131,131,125,123,74
221,product-221,185,278,99,108,105,101,96
222,product-222,156,186,93,96,108,93,94
223,product-223,34,116,154,157,158,150,47
224,product-224,42,63,23,181,173,175,181
225,product-225,17,88,0,0,254,0,0
226,product-226,35,51,26,24,171,25,34
227,product-227,196,214,0,233,0,0,0
228,product-228,39,43,181,180,173,177,23
229,product-229,55,137,15,14,15,20,183
230,product-230,233,266,74,123,80,80,77
231,product-231,95,111,168,159,161,163,37
232,product-232,74,99,181,19,16,15,14
233,product-233,32,118,4,198,7,6,0
234,product-234,142,159,141,136,135,142,63
235,product-235,112,172,149,147,148,146,54
236,product-236,106,188,45,159,37,41,38
237,product-237,201,233,0,214,0,0,0
238,product-238,142,155,38,159,36,43,38
239,product-239,92,133,133,71,71,68,69
240,product-240,99,122,37,167,160,168,165
241,product-241,92,185,0,206,0,0,0
242,product-242,21,72,106,102,96,101,109
243,product-243,190,245,128,128,131,134,67
244,product-244,170,253,0,0,0,0,210
245,product-245,179,242,73,126,122,128,130
246,product-246,138,164,57,55,55,145,59
247,product-247,62,106,192,192,194,4,200
248,product-248,89,166,142,62,54,53,63
249,product-249,109,118,111,113,88,110,107
250,product-250,149,169,84,113,112,119,111
251,product-251,18,84,102,104,100,97,108
252,product-252,74,116,105,105,112,113,92
253,product-253,25,28,53,142,142,143,145
254,product-254,206,255,120,120,113,82,123
255,product-255,141,190,164,168,37,161,163
256,product-256,224,296,248,0,0,0,0
257,product-257,26,74,119,120,116,83,121
258,product-258,132,149,0,0,0,212,0
259,product-259,233,279,122,79,83,81,80
260,product-260,36,116,93,94,94,89,109
261,product-261,232,299,70,65,135,63,62
262,product-262,192,271,81,119,114,120,116
263,product-263,158,179,88,110,117,116,113
264,product-264,217,293,0,0,221,0,0
265,product-265,102,126,143,140,139,57,142
266,product-266,195,277,4,0,3,201,0
267,product-267,119,130,144,61,56,52,60
268,product-268,127,202,118,119,113,85,116
269,product-269,120,164,42,162,163,155,156
270,product-270,159,255,0,206,0,0,0
271,product-271,48,79,156,42,163,154,153
272,product-272,98,163,168,33,33,28,30
273,product-273,181,188,89,115,82,90,88
274,product-274,127,151,217,0,0,0,0
275,product-275,159,233,71,64,73,132,66
276,product-276,211,270,170,175,174,169,27
277,product-277,153,190,148,52,50,57,48
278,product-278,138,186,54,150,49,51,48
279,product-279,197,276,99,105,106,99,97
280,product-280,188,205,159,158,157,44,157
281,product-281,146,159,0,207,0,0,0
282,product-282,169,232,230,0,0,0,0
283,product-283,37,103,151,150,152,45,152
284,product-284,54,67,53,57,147,53,51
285,product-285,38,113,70,132,132,129,135
286,product-286,64,101,230,0,0,0,0
287,product-287,115,202,6,4,192,7,9
288,product-288,111,133,62,64,54,141,57
289,product-289,187,236,0,0,222,0,0
290,product-290,113,153,46,152,154,149,150
291,product-291,227,230,166,38,38,36,39
292,product-292,91,127,154,152,150,45,155
293,product-293,141,161,25,16,23,18,180
294,product-294,98,148,44,44,155,47,48
295,product-295,165,212,230,0,0,0,0
296,product-296,136,233,51,146,154,151,148
297,product-297,25,61,92,94,90,95,105
298,product-298,63,97,69,71,68,133,68
299,product-299,102,116,126,124,76,120,121
300,product-300,66,93,101,109,96,104,105
301,product-301,81,84,259,0,0,0,0
302,product-302,146,228,31,29,34,33,169
303,product-303,224,236,194,3,10,5,11
304,product-304,230,316,0,6,0,199,1
305,product-305,155,207,142,142,145,58,138
306,product-306,197,232,38,159,46,46,37
307,product-307,93,115,100,99,102,104,97
308,product-308,189,231,0,0,0,215,0
309,product-309,161,185,118,124,118,116,80
310,product-310,31,70,61,139,138,138,135
311,product-311,196,228,68,67,70,131,67
312,product-312,144,216,132,129,136,134,66
313,product-313,158,186,139,145,140,147,56
314,product-314,245,336,17,182,23,21,19
315,product-315,87,117,0,224,0,0,0
316,product-316,132,205,0,0,217,0,0
317,product-317,107,112,149,147,49,150,146
318,product-318,73,105,143,53,147,147,150
319,product-319,115,131,135,127,132,69,134
320,product-320,233,287,119,111,120,115,85
321,product-321,138,160,148,146,147,55,143
322,product-322,235,262,48,52,152,46,47
323,product-323,29,86,51,146,51,57,54
324,product-324,85,165,157,47,42,41,46
325,product-325,110,144,161,154,44,153,160
326,product-326,238,305,186,11,15,16,13
327,product-327,105,146,6,6,189,6,8
328,product-328,170,255,168,31,35,37,35
329,product-329,252,299,30,26,33,30,171
330,product-330,103,200,63,63,137,61,66
331,product-331,178,224,171,26,33,33,32
332,product-332,218,289,70,127,71,74,70
333,product-333,208,250,60,61,65,136,59
334,product-334,66,141,21,18,16,180,15
335,product-335,206,243,126,126,124,73,122
336,product-336,180,228,187,9,189,190,194
337,product-337,109,132,151,148,154,50,154
338,product-338,103,172,146,55,56,52,58
339,product-339,49,143,141,139,143,145,60
340,product-340,51,69,0,0,0,209,0
341,product-341,224,234,19,20,19,25,178
342,product-342,175,202,208,0,0,0,0
343,product-343,53,145,140,149,142,56,142
344,product-344,28,73,165,166,30,172,165
345,product-345,202,270,112,83,89,89,90
346,product-346,82,125,24,173,26,22,32
347,product-347,105,141,40,40,39,44,157
348,product-348,152,163,125,72,128,126,133
349,product-349,108,193,14,11,189,11,13
350,product-350,52,57,145,143,52,144,150
351,product-351,127,160,173,169,171,166,32
352,product-352,193,261,45,157,156,156,150
353,product-353,97,191,257,0,0,0,0
354,product-354,49,61,96,101,100,108,104
355,product-355,164,174,11,11,18,187,12
356,product-356,182,251,172,169,169,169,31
357,product-357,97,162,63,63,136,64,68
358,product-358,43,75,178,19,27,18,17
359,product-359,147,157,40,40,164,36,38
360,product-360,94,184,126,126,125,128,74
361,product-361,127,157,75,66,129,67,75
362,product-362,121,149,168,37,35,34,28
363,product-363,157,227,80,76,76,76,119
364,product-364,92,139,19,16,22,24,180
365,product-365,160,240,62,57,60,64,140
366,product-366,121,165,0,243,0,0,0
367,product-367,180,269,143,148,147,148,56
368,product-368,157,163,40,39,37,162,38
369,product-369,137,182,72,126,132,123,124
370,product-370,134,135,127,124,75,128,121
371,product-371,140,149,32,166,39,34,38
372,product-372,129,144,101,96,99,105,106
373,product-373,161,248,87,110,90,88,92
374,product-374,96,136,114,111,84,120,118
375,product-375,107,160,100,98,103,101,100
376,product-376,122,135,41,159,43,40,42
377,product-377,122,123,174,176,182,23,175
378,product-378,167,196,163,35,39,41,39
379,product-379,117,184,121,80,119,117,124
380,product-380,56,132,15,16,12,19,184
381,product-381,24,46,66,131,67,70,70
382,product-382,133,138,159,39,164,160,161
383,product-383,144,181,152,49,153,152,156
384,product-384,123,150,127,75,69,70,72
385,product-385,10,47,166,169,35,162,163
386,product-386,139,211,2,6,7,196,0
387,product-387,193,270,13,12,188,12,12
388,product-388,86,121,42,158,153,154,155
389,product-389,130,189,161,154,158,152,43
390,product-390,190,222,164,167,168,35,160
391,product-391,136,137,95,89,107,89,94
392,product-392,92,132,78,127,125,125,118
393,product-393,166,196,143,134,62,137,139
394,product-394,55,64,93,112,108,108,110
395,product-395,147,166,101,95,104,109,100
396,product-396,93,179,52,152,149,151,147
397,product-397,78,118,126,125,77,126,128
398,product-398,145,194,30,29,30,168,29
399,product-399,89,136,121,125,75,123,128
400,product-400,96,144,199,191,200,200,4
401,product-401,171,253,98,98,97,105,97
402,product-402,130,200,87,117,111,113,113
403,product-403,177,252,0,0,0,0,226
404,product-404,109,176,196,198,1,196,196
405,product-405,93,143,39,33,32,38,163
406,product-406,142,234,155,49,43,50,41
407,product-407,63,97,143,142,60,137,137
408,product-408,82,146,46,154,47,47,43
409,product-409,198,249,0,0,212,0,0
410,product-410,244,255,124,134,124,130,71
411,product-411,161,168,64,62,139,58,65
412,product-412,56,62,26,22,30,23,175
413,product-413,92,128,0,0,215,0,0
414,product-414,124,165,25,23,27,30,172
415,product-415,77,137,11,13,189,7,12
416,product-416,78,122,0,0,215,0,0
417,product-417,177,188,159,43,46,36,45
418,product-418,165,239,84,79,81,80,121
419,product-419,186,277,14,190,15,15,8
420,product-420,180,188,113,115,117,110,88
421,product-421,53,71,0,206,0,0,0
422,product-422,182,201,0,0,0,251,0
423,product-423,38,63,0,0,217,0,0
424,product-424,130,145,187,16,15,18,13
425,product-425,182,194,52,54,55,57,146
426,product-426,127,191,16,17,16,15,188
427,product-427,231,246,38,167,34,29,36
428,product-428,186,261,62,64,65,55,140
429,product-429,113,204,89,96,88,95,108
430,product-430,97,187,112,114,108,87,110
431,product-431,180,244,72,80,71,71,124
432,product-432,81,110,112,93,87,90,85
433,product-433,153,216,26,31,24,27,173
434,product-434,166,175,0,0,0,0,214
435,product-435,19,81,59,63,62,58,138
436,product-436,109,164,127,133,131,72,132
437,product-437,265,309,35,32,164,31,41
438,product-438,210,262,107,107,95,106,104
439,product-439,171,214,200,4,0,0,0
440,product-440,64,135,109,91,87,91,94
441,product-441,191,212,0,244,0,0,0
442,product-442,63,92,61,138,59,66,67
443,product-443,137,215,128,127,134,69,129
444,product-444,229,263,69,131,136,133,132
445,product-445,32,123,206,0,0,0,0
446,product-446,97,189,27,23,33,32,172
447,product-447,28,89,174,27,173,177,172
448,product-448,8,33,91,85,90,92,110
449,product-449,138,224,147,55,54,49,48
450,product-450,67,95,175,181,174,21,179
451,product-451,225,269,72,74,128,67,75
452,product-452,198,242,122,74,129,128,128
453,product-453,158,194,26,28,29,28,175
454,product-454,219,284,0,0,207,0,0
455,product-455,60,144,97,103,99,100,98
456,product-456,66,105,0,0,0,204,0
457,product-457,95,164,13,184,11,18,21
458,product-458,215,223,33,170,170,170,169
459,product-459,19,24,0,0,0,229,0
460,product-460,91,168,111,117,107,109,88
461,product-461,124,159,35,41,35,34,161
462,product-462,132,214,83,113,89,82,88
463,product-463,128,181,69,71,132,66,71
464,product-464,198,212,168,32,36,32,36
465,product-465,95,169,68,128,133,132,132
466,product-466,185,230,95,100,98,97,101
467,product-467,182,231,161,155,163,160,40
468,product-468,157,206,116,89,79,86,89
469,product-469,142,145,19,25,28,23,176
470,product-470,229,237,117,122,125,79,123
471,product-471,82,133,166,33,32,35,33
472,product-472,107,164,126,121,122,76,125
473,product-473,136,211,151,48,51,54,46
474,product-474,94,133,19,18,185,17,17
475,product-475,58,69,87,110,118,117,112
476,product-476,83,95,116,116,117,115,80
477,product-477,147,167,178,26,21,18,18
478,product-478,116,166,169,174,169,172,28
479,product-479,123,136,65,66,66,65,131
480,product-480,50,132,135,134,128,126,69
481,product-481,138,184,101,100,91,104,96
482,product-482,154,201,94,93,110,88,88
483,product-483,198,271,46,46,46,45,157
484,product-484,142,192,89,109,90,94,88
485,product-485,107,187,188,11,16,7,9
486,product-486,54,139,95,106,92,99,91
487,product-487,53,56,70,64,63,133,66
488,product-488,184,216,99,97,108,108,108
489,product-489,207,231,55,49,149,48,54
490,product-490,33,42,84,81,83,117,81
491,product-491,131,191,83,117,79,86,81
492,product-492,87,141,144,57,53,54,57
493,product-493,49,99,183,188,17,186,185
494,product-494,30,75,98,95,105,94,98
495,product-495,17,103,0,0,220,0,0
496,product-496,69,127,120,80,120,123,118
497,product-497,105,106,154,159,150,151,45
498,product-498,84,142,153,150,46,150,149
499,product-499,227,270,14,184,18,18,15
500,product-500,46,93,2,0,199,0,4
501,product-501,153,194,163,36,163,161,162
502,product-502,204,213,113,87,90,87,88
503,product-503,91,142,123,75,80,75,76
504,product-504,114,166,0,0,0,0,272
505,product-505,37,65,120,123,78,122,124
506,product-506,66,146,123,128,122,127,77
507,product-507,208,257,19,179,23,19,22
508,product-508,127,205,112,110,111,89,107
509,product-509,122,201,185,14,19,12,16
510,product-510,37,113,16,26,16,179,23
511,product-511,199,264,110,111,109,86,111
512,product-512,82,102,138,140,60,138,145
513,product-513,167,253,88,86,90,81,115
514,product-514,94,113,37,37,33,167,36
515,product-515,246,271,81,124,120,119,114
516,product-516,79,102,154,47,150,148,148
517,product-517,144,227,35,162,41,41,35
518,product-518,82,91,148,145,153,153,51
519,product-519,33,35,68,76,127,71,78
520,product-520,29,106,112,107,90,106,105
521,product-521,72,77,0,0,0,0,237
522,product-522,226,271,81,118,118,114,118
523,product-523,144,198,186,193,12,189,185
524,product-524,50,125,88,79,116,81,86
525,product-525,39,90,161,161,166,167,36
526,product-526,141,141,92,105,105,109,110
527,product-527,153,224,0,0,0,0,236
528,product-528,73,153,83,119,82,86,76
529,product-529,80,136,103,105,99,97,101
530,product-530,196,218,0,255,0,0,0
531,product-531,63,109,0,0,0,208,0
532,product-532,115,188,161,158,156,163,42
533,product-533,134,199,97,90,106,89,99
534,product-534,91,137,156,162,155,162,41
535,product-535,170,256,60,136,59,59,63
536,product-536,242,316,128,126,127,72,124
537,product-537,71,147,103,100,97,104,99
538,product-538,96,176,51,148,47,47,50
539,product-539,132,169,43,47,155,46,45
540,product-540,125,195,57,53,56,51,147
541,product-541,201,293,32,30,29,167,33
542,product-542,201,230,0,206,0,0,0
543,product-543,158,186,95,108,93,96,88
544,product-544,146,146,17,180,23,19,22
545,product-545,185,276,54,151,48,52,44
546,product-546,136,166,168,37,37,28,36
547,product-547,66,100,90,107,91,96,90
548,product-548,128,172,109,104,103,95,101
549,product-549,159,225,14,10,15,10,188
550,product-550,103,106,101,96,103,96,101
551,product-551,189,233,192,10,195,192,187
552,product-552,127,170,59,63,61,63,138
553,product-553,21,99,149,144,144,142,56
554,product-554,86,106,23,32,173,25,23
555,product-555,139,162,21,19,22,177,28
556,product-556,5,71,188,189,9,196,191
557,product-557,52,143,100,95,102,100,93
558,product-558,146,199,230,0,0,0,0
559,product-559,73,102,185,182,183,16,182
560,product-560,207,244,176,179,22,174,183
561,product-561,94,162,194,195,198,195,5
562,product-562,143,200,100,95,100,104,102
563,product-563,27,65,203,0,0,0,0
564,product-564,194,281,0,220,0,0,0
565,product-565,47,94,72,124,76,76,80
566,product-566,37,79,173,28,172,174,168
567,product-567,26,80,126,73,123,125,124
568,product-568,42,108,6,4,4,8,191
569,product-569,230,285,42,158,45,45,41
570,product-570,56,110,105,90,105,113,113
571,product-571,156,247,157,158,158,43,157
572,product-572,140,196,141,140,145,57,139
573,product-573,230,296,0,201,0,2,0
574,product-574,104,160,174,27,171,178,177
575,product-575,133,224,67,65,71,131,69
576,product-576,104,140,161,161,41,161,164
577,product-577,98,162,116,82,113,119,121
578,product-578,140,207,83,86,87,118,81
579,product-579,136,220,70,70,65,75,130
580,product-580,113,121,100,98,105,106,102
581,product-581,111,153,11,12,12,188,15
582,product-582,86,137,3,3,201,0,0
583,product-583,108,184,0,236,0,0,0
584,product-584,227,245,41,39,43,39,157
585,product-585,126,137,3,4,3,2,197
586,product-586,159,176,98,99,98,102,96
587,product-587,162,182,9,17,7,188,17
588,product-588,73,85,168,36,31,32,35
589,product-589,84,169,14,15,190,10,6
590,product-590,168,210,57,62,143,58,58
591,product-591,175,270,38,33,32,166,35
592,product-592,180,235,0,237,0,0,0
593,product-593,115,176,114,81,121,123,115
594,product-594,97,118,196,7,188,194,190
595,product-595,28,97,85,115,83,88,90
596,product-596,66,164,75,66,73,68,130
597,product-597,82,131,215,0,0,0,0
598,product-598,159,167,183,179,178,19,181
599,product-599,114,166,39,44,43,44,160
600,product-600,75,147,0,0,225,0,0
601,product-601,136,197,119,126,77,123,125
602,product-602,98,127,63,138,141,139,135
603,product-603,26,55,57,64,57,59,141
604,product-604,226,307,134,133,129,71,131
605,product-605,68,142,0,0,0,0,210
606,product-606,31,38,34,166,32,29,36
607,product-607,78,165,25,23,174,21,31
608,product-608,199,299,74,74,76,68,127
609,product-609,131,152,61,63,63,136,68
610,product-610,63,140,14,8,14,11,191
611,product-611,127,158,140,142,150,146,55
612,product-612,14,38,33,163,35,36,37
613,product-613,162,188,69,66,63,64,133
614,product-614,80,93,170,26,26,29,31
615,product-615,185,228,128,71,68,67,69
616,product-616,99,104,8,195,9,1,9
617,product-617,39,99,2,198,7,3,0
618,product-618,47,70,169,34,31,26,29
619,product-619,113,161,90,114,113,105,113
620,product-620,67,88,5,6,15,8,190
621,product-621,243,314,30,32,28,33,169
622,product-622,197,262,130,69,72,73,75
623,product-623,217,257,131,72,73,74,70
624,product-624,186,218,25,26,29,31,173
625,product-625,166,179,0,0,0,213,0
626,product-626,31,60,229,0,0,0,0
627,product-627,84,113,190,14,181,191,183
628,product-628,75,77,142,139,139,61,136
629,product-629,240,268,58,53,55,144,54
630,product-630,206,282,0,0,0,239,0
631,product-631,34,95,221,0,0,0,0
632,product-632,68,131,36,38,44,161,36
633,product-633,189,230,161,43,154,159,161
634,product-634,56,67,88,92,89,111,86
635,product-635,129,163,184,184,185,182,16
636,product-636,35,51,0,0,0,207,0
637,product-637,88,117,59,139,56,60,64
638,product-638,159,201,139,135,61,136,138
639,product-639,97,130,146,58,54,51,54
640,product-640,54,75,105,93,92,93,91
641,product-641,64,91,59,137,144,137,138
642,product-642,80,82,159,36,41,39,40
643,product-643,128,221,174,168,27,175,168
644,product-644,169,215,120,85,82,80,83
645,product-645,224,257,109,112,86,111,110
646,product-646,213,302,76,76,127,75,69
647,product-647,85,163,74,68,129,67,69
648,product-648,127,145,0,0,205,0,0
649,product-649,130,191,39,162,36,37,34
650,product-650,92,123,193,6,6,7,7
651,product-651,140,232,70,66,67,63,132
652,product-652,102,194,129,124,72,125,123
653,product-653,219,254,0,0,217,0,0
654,product-654,84,113,58,146,141,140,146
655,product-655,116,154,120,116,117,79,121
656,product-656,31,36,0,0,0,203,1
657,product-657,83,104,138,65,62,60,58
658,product-658,119,122,13,15,184,12,14
659,product-659,112,139,0,0,0,0,212
660,product-660,18,52,0,214,0,0,0
661,product-661,37,61,46,41,48,46,155
662,product-662,90,118,128,124,72,123,123
663,product-663,25,62,0,1,0,2,202
664,product-664,104,124,84,112,86,91,92
665,product-665,31,60,128,129,133,68,132
666,product-666,116,166,63,61,134,64,62
667,product-667,155,211,87,114,114,108,111
668,product-668,198,290,16,187,11,13,13
669,product-669,234,316,98,93,106,96,96
670,product-670,12,21,120,125,123,129,76
671,product-671,158,192,0,0,0,2,201
672,product-672,75,93,0,0,0,211,0
673,product-673,59,68,87,94,87,91,109
674,product-674,86,86,165,160,166,170,35
675,product-675,174,225,47,48,50,49,153
676,product-676,64,138,0,0,211,0,0
677,product-677,70,97,70,71,75,77,125
678,product-678,175,199,87,82,82,91,113
679,product-679,213,296,130,65,75,68,70
680,product-680,196,247,33,41,39,34,163
681,product-681,77,94,0,0,0,207,0
682,product-682,105,197,189,186,183,185,15
683,product-683,90,162,120,75,75,82,80
684,product-684,174,238,223,0,0,0,0
685,product-685,179,251,180,186,184,17,182
686,product-686,165,203,82,118,84,83,79
687,product-687,123,200,150,150,45,159,151
688,product-688,184,270,154,147,150,152,50
689,product-689,215,295,3,0,0,201,0
690,product-690,16,98,76,128,128,124,119
691,product-691,168,259,19,19,15,15,183
692,product-692,156,161,112,89,107,108,114
693,product-693,209,303,79,119,82,85,78
694,product-694,146,217,144,141,148,147,57
695,product-695,182,196,110,95,91,87,89
696,product-696,189,285,172,169,170,27,170
