id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
167,product-167,213,296,276,74,219,12,190,97
168,product-168,141,150,85,48,189,143,38,43
169,product-169,260,277,44,138,112,36,153,103
170,product-170,63,137,233,94,195,74,202,108
171,product-171,41,82,241,107,79,242,84,217
172,product-172,52,94,96,61,195,137,119,118
173,product-173,95,117,21,98,237,90,41,130
174,product-174,190,210,23,187,114,157,74,78
175,product-175,175,246,116,134,100,9,223,223
176,product-176,198,277,113,96,122,6,24,58
177,product-177,125,155,151,98,81,167,209,97
178,product-178,71,145,106,83,123,89,159,176
179,product-179,163,183,237,5,182,192,104,92
180,product-180,91,126,189,98,155,131,42,48
181,product-181,128,160,159,89,181,34,45,137
182,product-182,163,246,144,22,218,111,220,179
183,product-183,169,231,99,204,21,208,227,250
184,product-184,219,293,175,112,198,128,142,104
185,product-185,138,184,50,219,148,130,23,211
186,product-186,186,254,96,27,66,122,107,203
187,product-187,198,244,106,136,160,189,34,214
188,product-188,127,206,182,97,97,100,152,35
189,product-189,52,80,167,73,170,185,170,32
190,product-190,121,220,65,41,181,190,106,67
191,product-191,122,187,32,244,203,205,68,7
192,product-192,196,286,107,24,181,163,119,212
193,product-193,91,92,250,70,74,91,153,85
194,product-194,155,246,187,66,49,23,29,60
195,product-195,88,113,157,97,199,171,179,208
196,product-196,160,233,65,131,196,137,183,89
197,product-197,140,195,56,100,54,124,57,127
198,product-198,171,186,69,61,48,69,59,139
199,product-199,117,186,151,106,177,68,131,23
200,product-200,63,132,150,73,111,66,273,13
201,product-201,154,246,112,105,169,225,181,179
202,product-202,165,195,52,38,2,133,169,180
203,product-203,179,218,146,79,104,208,92,103
204,product-204,60,88,156,26,6,224,150,60
205,product-205,81,97,69,146,166,187,48,116
206,product-206,180,203,214,109,21,227,72,100
207,product-207,103,164,23,176,245,186,189,41
208,product-208,51,114,188,136,73,197,133,152
209,product-209,58,137,223,161,109,102,26,82
210,product-210,109,153,187,68,118,87,88,91
211,product-211,226,283,138,87,98,79,67,91
212,product-212,115,116,152,232,48,183,73,168
213,product-213,49,113,245,126,209,102,204,30
214,product-214,14,34,81,204,202,86,60,94
215,product-215,155,250,141,108,90,93,100,46
216,product-216,190,263,188,41,99,62,230,27
217,product-217,167,245,172,185,24,202,148,130
218,product-218,49,127,130,171,127,134,55,33
219,product-219,78,92,142,174,117,127,76,112
220,product-220,198,248,201,225,81,148,140,58
221,product-221,156,250,121,107,111,41,152,73
222,product-222,196,251,224,29,68,191,196,190
223,product-223,137,209,18,4,201,29,59,53
224,product-224,55,147,175,131,91,136,129,189
225,product-225,155,170,97,126,122,83,56,24
226,product-226,106,170,83,89,136,75,200,167
227,product-227,84,113,182,166,95,105,177,187
228,product-228,122,173,184,70,130,17,147,111
229,product-229,142,232,76,140,120,102,163,19
230,product-230,173,197,191,114,132,239,146,188
231,product-231,128,152,122,164,173,57,180,47
232,product-232,101,170,51,145,98,191,22,178
233,product-233,116,200,84,123,22,184,80,8
234,product-234,32,116,96,202,171,93,31,164
235,product-235,82,162,20,120,185,100,144,132
236,product-236,164,168,50,138,146,69,179,174
237,product-237,195,243,54,161,195,48,88,72
238,product-238,78,139,69,129,95,147,177,51
239,product-239,179,236,152,68,173,197,103,193
240,product-240,189,204,115,213,133,191,135,52
241,product-241,172,179,25,201,112,104,107,78
242,product-242,255,273,199,117,115,53,92,28
243,product-243,225,242,273,69,178,217,45,218
244,product-244,34,99,65,193,111,172,190,101
245,product-245,221,264,78,213,216,176,139,35
246,product-246,58,144,168,173,191,113,211,62
247,product-247,209,275,73,136,121,155,145,196
248,product-248,194,201,57,87,73,77,101,175
249,product-249,151,233,78,67,35,26,40,35
250,product-250,88,181,125,90,163,90,88,80
251,product-251,108,200,152,40,46,163,27,190
252,product-252,32,85,197,171,7,213,31,134
253,product-253,71,90,127,163,253,152,205,48
254,product-254,137,224,111,191,195,192,139,88
255,product-255,68,117,173,38,132,24,190,204
256,product-256,67,107,67,204,142,255,80,133
257,product-257,73,163,18,175,168,22,79,110
258,product-258,118,180,56,225,69,201,139,165
259,product-259,10,44,233,238,15,70,150,142
260,product-260,167,193,135,191,81,155,42,40
261,product-261,139,212,75,134,81,202,186,175
262,product-262,66,97,94,167,245,162,181,64
263,product-263,118,133,100,173,119,1,227,73
264,product-264,133,167,166,53,18,40,179,109
265,product-265,114,201,54,202,62,27,181,128
266,product-266,120,164,30,135,79,129,50,112
267,product-267,269,347,38,170,7,149,92,76
268,product-268,125,131,125,81,33,221,101,153
269,product-269,252,336,93,28,193,145,185,54
270,product-270,171,262,117,62,84,173,225,92
271,product-271,116,179,70,164,172,192,81,91
272,product-272,96,159,92,132,101,94,99,233
273,product-273,214,260,188,15,28,152,96,77
274,product-274,168,179,79,63,145,287,33,151
275,product-275,172,198,257,14,30,45,134,140
276,product-276,24,66,33,64,205,196,51,63
277,product-277,76,135,46,57,126,97,187,125
278,product-278,159,167,146,46,84,81,35,173
279,product-279,137,225,73,193,32,81,117,244
280,product-280,44,75,63,145,80,212,147,89
281,product-281,52,97,107,56,205,94,47,26
282,product-282,171,195,147,125,118,123,113,147
283,product-283,170,244,265,136,208,214,136,165
284,product-284,46,81,110,85,173,17,212,176
285,product-285,127,127,114,101,46,246,80,171
286,product-286,193,214,133,169,225,220,54,206
287,product-287,23,99,154,145,17,76,196,56
288,product-288,212,261,166,47,190,175,95,68
289,product-289,187,232,126,76,103,152,166,28
290,product-290,186,223,70,87,174,174,94,169
291,product-291,114,139,202,157,106,21,29,186
292,product-292,67,123,125,7,0,75,88,70
293,product-293,179,185,35,94,105,203,179,2
294,product-294,137,223,126,137,76,193,43,196
295,product-295,208,278,230,142,111,226,79,178
296,product-296,31,38,56,20,181,185,77,29
297,product-297,113,170,137,138,245,157,190,130
298,product-298,50,82,54,222,14,167,235,157
299,product-299,141,226,65,60,155,105,76,131
300,product-300,53,112,57,271,70,39,22,50
301,product-301,111,190,181,147,121,107,64,177
302,product-302,157,167,224,27,169,156,215,80
303,product-303,146,242,222,176,119,61,212,168
304,product-304,107,175,219,30,148,135,167,92
305,product-305,117,195,24,94,41,219,20,94
306,product-306,123,166,189,146,122,249,114,92
307,product-307,186,263,82,153,160,158,61,151
308,product-308,163,256,81,10,150,83,183,86
309,product-309,222,271,112,55,121,191,174,77
310,product-310,31,92,145,191,4,108,74,171
311,product-311,76,149,80,154,82,115,187,208
312,product-312,116,191,132,140,140,71,162,79
313,product-313,118,124,169,214,47,111,91,165
314,product-314,112,199,205,125,78,207,9,189
315,product-315,159,234,194,205,117,189,108,176
316,product-316,139,162,191,87,91,160,185,188
317,product-317,130,179,140,149,230,158,149,39
318,product-318,176,210,189,79,105,203,19,160
319,product-319,87,173,50,126,109,131,112,95
320,product-320,200,221,238,150,188,218,197,113
321,product-321,54,94,89,186,169,188,81,167
322,product-322,210,221,80,170,53,107,184,201
323,product-323,226,306,179,206,127,162,145,76
324,product-324,192,264,153,146,209,145,127,123
325,product-325,242,291,115,117,115,165,119,182
326,product-326,73,73,171,53,202,190,21,175
327,product-327,44,100,191,187,101,164,57,98
328,product-328,182,266,151,41,191,115,279,37
329,product-329,110,189,39,125,113,65,148,60
330,product-330,111,134,19,200,137,65,179,200
331,product-331,66,134,141,145,151,33,95,15
332,product-332,163,173,29,73,86,59,240,207
333,product-333,123,184,63,64,110,131,173,73
334,product-334,44,49,168,126,202,124,230,39
335,product-335,15,50,38,62,41,206,44,221
336,product-336,95,96,122,21,120,56,67,125
337,product-337,155,198,16,87,119,128,29,19
338,product-338,90,115,40,3,9,126,56,93
339,product-339,34,51,198,186,138,108,101,42
340,product-340,203,228,218,218,197,152,133,119
341,product-341,134,175,67,146,34,163,55,41
342,product-342,80,150,208,45,130,206,28,82
343,product-343,45,87,223,123,140,137,79,169
344,product-344,132,141,17,26,13,199,244,186
345,product-345,40,74,223,174,107,44,47,44
346,product-346,151,154,18,81,189,21,181,174
347,product-347,92,162,152,56,25,213,165,120
348,product-348,138,142,86,99,155,149,25,209
349,product-349,215,244,57,183,66,181,96,228
350,product-350,111,112,138,113,212,50,23,128
351,product-351,206,286,160,131,112,201,235,77
352,product-352,178,210,191,75,186,74,83,95
353,product-353,155,200,166,177,164,71,156,130
354,product-354,59,153,83,267,66,53,201,201
355,product-355,119,139,200,132,118,55,48,159
356,product-356,94,139,5,86,92,67,175,50
357,product-357,120,124,161,203,17,173,102,1
358,product-358,151,219,22,182,92,125,66,145
359,product-359,118,166,103,55,146,114,255,93
360,product-360,66,67,115,125,196,227,118,195
361,product-361,108,157,122,104,150,216,157,172
362,product-362,100,189,153,96,204,77,163,41
363,product-363,116,162,173,116,88,179,69,144
364,product-364,198,292,134,111,146,115,76,37
365,product-365,76,78,29,133,149,91,50,227
366,product-366,161,197,59,117,10,215,222,173
367,product-367,77,85,122,10,152,70,202,118
368,product-368,116,167,98,129,176,58,209,94
369,product-369,215,301,173,152,61,36,101,175
370,product-370,215,234,146,174,187,99,158,139
371,product-371,175,220,149,140,157,170,205,192
372,product-372,159,159,30,166,195,167,195,123
373,product-373,225,235,182,108,87,211,218,187
374,product-374,46,76,226,129,68,30,46,100
375,product-375,193,202,89,96,142,179,178,52
376,product-376,197,282,50,195,89,63,143,7
377,product-377,179,238,205,207,96,234,27,133
378,product-378,56,71,182,63,14,218,146,258
379,product-379,181,231,120,96,205,144,187,170
380,product-380,229,280,116,148,72,161,103,218
381,product-381,96,154,38,244,129,89,110,126
382,product-382,182,190,188,210,69,22,3,22
383,product-383,212,214,184,120,89,91,120,142
384,product-384,262,308,64,19,230,110,78,84
385,product-385,97,129,189,152,160,237,117,209
386,product-386,89,104,191,65,51,142,137,52
387,product-387,30,43,183,77,91,109,97,119
388,product-388,175,204,140,172,80,262,52,160
389,product-389,14,44,40,101,164,216,284,74
390,product-390,176,254,218,217,113,33,91,120
391,product-391,182,253,54,165,66,31,244,135
392,product-392,114,148,174,63,226,120,150,203
393,product-393,203,212,90,129,165,129,53,72
394,product-394,139,157,221,123,103,178,163,58
395,product-395,59,60,28,114,166,79,72,156
396,product-396,146,172,77,60,45,129,209,67
397,product-397,265,329,158,85,116,130,191,36
398,product-398,168,201,91,41,175,62,29,184
399,product-399,25,54,218,70,122,122,29,212
400,product-400,194,209,149,28,91,116,149,122
401,product-401,196,260,141,64,58,134,60,59
402,product-402,78,117,128,179,63,114,180,54
403,product-403,178,277,276,151,151,171,123,174
404,product-404,212,274,154,78,162,244,251,91
405,product-405,153,240,188,153,68,49,40,85
406,product-406,7,93,28,178,179,40,76,93
407,product-407,4,71,38,142,93,65,246,173
408,product-408,62,155,162,51,62,185,114,181
409,product-409,23,24,183,72,92,143,75,178
410,product-410,103,192,189,172,189,224,4,171
411,product-411,227,244,100,139,22,209,138,27
412,product-412,207,284,172,73,81,67,188,101
413,product-413,90,184,35,70,94,50,113,164
414,product-414,117,210,187,138,136,156,104,23
415,product-415,108,168,140,214,31,149,100,49
416,product-416,107,166,90,153,141,127,213,8
417,product-417,130,217,39,202,132,197,87,119
418,product-418,160,213,122,17,90,80,102,216
419,product-419,262,346,147,68,120,155,85,25
420,product-420,209,290,71,159,159,112,151,34
421,product-421,198,205,43,190,192,46,207,156
422,product-422,145,225,96,44,79,215,97,219
423,product-423,149,234,76,146,9,228,99,105
424,product-424,72,114,52,261,141,85,109,89
425,product-425,80,168,154,174,124,30,162,141
426,product-426,63,146,170,46,79,107,41,115
427,product-427,68,138,104,83,137,15,109,180
428,product-428,255,281,120,40,136,173,153,16
429,product-429,37,113,5,126,55,127,110,58
430,product-430,105,191,87,176,127,85,11,98
431,product-431,75,128,122,200,164,11,39,206
432,product-432,141,226,166,108,207,155,42,96
433,product-433,61,71,123,182,213,114,151,191
434,product-434,39,51,190,147,159,121,71,135
435,product-435,162,214,109,114,100,38,3,200
436,product-436,51,134,152,77,182,151,133,75
437,product-437,207,233,108,166,69,169,44,196
438,product-438,84,128,153,182,103,54,223,62
439,product-439,118,173,174,37,184,166,101,119
440,product-440,103,155,156,196,63,55,104,153
441,product-441,39,76,98,44,70,22,96,26
442,product-442,27,95,197,183,39,12,72,165
443,product-443,131,139,103,81,178,160,126,175
444,product-444,52,118,99,56,184,172,75,18
445,product-445,174,206,97,48,146,97,68,4
446,product-446,75,82,178,98,82,228,144,98
447,product-447,49,103,25,173,141,97,158,65
448,product-448,176,207,202,187,103,37,171,184
449,product-449,52,114,71,171,196,90,199,66
450,product-450,65,120,230,221,94,22,119,150
451,product-451,198,290,187,56,134,218,69,116
452,product-452,50,90,136,193,93,111,191,117
453,product-453,78,106,92,154,83,30,195,53
454,product-454,181,251,70,68,101,169,172,66
455,product-455,36,81,176,169,103,214,161,46
456,product-456,76,85,53,156,32,169,127,96
457,product-457,184,199,113,55,77,58,94,41
458,product-458,118,140,29,107,138,150,122,128
459,product-459,32,123,211,168,66,129,121,179
460,product-460,206,232,59,168,164,112,78,85
461,product-461,104,183,88,86,70,173,223,108
462,product-462,131,225,147,64,206,231,103,113
463,product-463,161,231,129,113,74,118,109,80
464,product-464,69,104,101,35,49,62,133,49
465,product-465,46,76,206,17,192,86,243,173
466,product-466,92,165,128,134,115,156,167,148
467,product-467,100,164,190,50,126,57,126,192
468,product-468,155,157,78,95,137,165,8,164
469,product-469,93,151,91,127,96,29,174,64
470,product-470,148,226,103,112,37,73,109,3
471,product-471,170,183,124,106,43,60,6,120
472,product-472,138,143,130,119,235,52,155,62
473,product-473,78,93,70,262,17,68,81,69
474,product-474,93,158,76,88,102,261,197,94
475,product-475,164,214,10,126,180,127,112,54
476,product-476,147,238,73,9,193,124,44,189
477,product-477,198,279,142,111,82,184,164,114
478,product-478,32,48,148,196,112,216,183,166
479,product-479,139,203,84,58,183,174,59,105
480,product-480,73,164,53,26,73,129,133,168
481,product-481,147,231,202,39,74,79,154,170
482,product-482,164,218,80,11,53,151,91,29
483,product-483,13,72,88,82,87,51,54,136
484,product-484,219,228,23,164,50,215,96,217
485,product-485,27,96,82,129,70,198,76,120
486,product-486,239,336,90,9,32,140,60,198
487,product-487,125,132,103,54,159,87,125,58
488,product-488,161,238,102,234,133,128,87,131
489,product-489,193,249,167,86,90,76,202,200
490,product-490,144,168,220,206,96,79,165,76
491,product-491,150,153,206,217,167,124,176,22
492,product-492,66,150,199,107,166,117,160,249
493,product-493,135,209,158,108,222,83,30,64
494,product-494,15,73,86,171,90,66,19,94
495,product-495,187,259,162,149,157,246,37,173
496,product-496,42,134,108,71,143,150,121,139
497,product-497,182,260,222,197,94,69,64,55
498,product-498,99,166,232,189,170,85,182,133
499,product-499,152,228,154,77,110,146,117,55
500,product-500,90,102,173,179,22,152,101,75
501,product-501,109,167,244,198,183,28,43,112
502,product-502,210,307,192,176,195,121,203,152
503,product-503,136,142,143,182,71,205,210,130
504,product-504,38,104,138,59,149,163,202,21
505,product-505,50,52,87,41,57,105,208,218
506,product-506,117,159,196,164,117,108,138,51
507,product-507,91,135,171,142,33,267,55,133
508,product-508,69,122,92,170,145,60,53,163
509,product-509,132,198,203,49,110,91,135,118
510,product-510,30,32,115,163,197,68,197,158
511,product-511,39,76,89,184,29,108,132,42
512,product-512,151,206,126,134,154,58,213,124
513,product-513,162,212,140,99,126,90,134,82
514,product-514,51,55,30,148,196,185,156,182
515,product-515,62,150,48,80,136,119,191,142
516,product-516,193,226,8,82,161,122,53,81
517,product-517,90,131,227,225,62,41,96,104
518,product-518,24,43,216,47,53,11,210,172
519,product-519,72,106,74,198,76,196,107,140
520,product-520,46,92,161,164,8,168,94,225
521,product-521,3,15,169,27,39,179,74,169
522,product-522,217,266,168,160,96,161,209,69
523,product-523,229,260,156,51,109,80,53,115
524,product-524,172,214,72,115,187,190,159,244
525,product-525,75,113,185,152,149,144,137,95
526,product-526,193,252,84,64,130,40,195,185
527,product-527,55,87,148,112,11,219,153,29
528,product-528,211,279,165,154,66,209,85,75
529,product-529,150,244,137,41,87,53,196,71
530,product-530,27,99,135,101,178,116,255,44
531,product-531,87,160,170,95,58,90,103,66
532,product-532,139,192,180,112,251,140,217,175
533,product-533,33,93,184,103,94,82,192,70
534,product-534,201,262,92,70,67,111,50,180
535,product-535,161,203,155,32,142,166,21,157
536,product-536,22,35,103,180,112,107,31,108
537,product-537,160,184,88,67,118,179,107,83
538,product-538,19,41,56,116,89,96,205,118
539,product-539,92,125,32,26,216,83,178,2
540,product-540,187,216,139,60,110,13,108,180
541,product-541,196,243,206,165,211,110,3,131
542,product-542,94,169,22,183,28,180,190,70
543,product-543,220,268,80,151,57,175,179,150
544,product-544,240,253,192,137,200,147,134,136
545,product-545,148,228,93,109,7,137,208,160
546,product-546,171,222,222,29,45,65,136,197
547,product-547,136,175,225,178,165,48,30,103
548,product-548,56,56,151,128,54,223,99,130
549,product-549,74,95,64,39,14,197,250,111
550,product-550,207,264,193,150,47,125,217,104
551,product-551,93,188,264,125,82,110,46,55
552,product-552,102,172,123,64,98,103,197,156
553,product-553,226,232,122,44,198,204,217,39
554,product-554,239,293,61,159,98,219,68,25
555,product-555,222,305,50,64,194,97,126,37
556,product-556,138,169,147,204,74,87,179,202
557,product-557,111,185,17,187,66,141,85,196
558,product-558,154,182,170,174,43,160,161,64
559,product-559,58,101,118,200,70,116,130,51
560,product-560,177,223,215,111,205,131,117,235
561,product-561,125,163,147,137,178,187,102,155
562,product-562,249,340,198,142,78,88,182,33
563,product-563,165,201,43,159,38,177,83,165
564,product-564,12,93,78,100,38,79,86,149
565,product-565,85,121,92,67,32,172,129,84
566,product-566,91,165,73,20,176,243,209,49
567,product-567,132,133,244,161,247,57,181,135
568,product-568,194,219,71,27,80,118,158,45
569,product-569,61,138,177,71,44,119,51,180
570,product-570,174,261,160,219,92,147,59,146
571,product-571,78,136,188,181,159,172,28,119
572,product-572,168,194,130,44,208,90,34,44
573,product-573,131,178,40,201,87,36,70,177
574,product-574,195,216,106,99,54,79,20,138
575,product-575,28,88,158,176,109,142,61,74
576,product-576,191,197,75,78,149,64,120,81
577,product-577,212,275,26,78,254,149,127,49
578,product-578,87,149,175,147,171,186,174,106
579,product-579,63,153,201,38,169,17,135,167
580,product-580,48,84,232,144,144,154,122,170
581,product-581,165,194,191,129,143,146,209,61
582,product-582,161,205,119,202,88,189,12,97
583,product-583,69,120,79,149,230,126,271,193
584,product-584,194,239,220,157,70,191,202,147
585,product-585,199,240,192,119,54,91,149,51
586,product-586,197,297,235,153,188,106,79,60
587,product-587,88,165,10,94,119,91,164,139
588,product-588,76,141,112,26,179,47,80,156
589,product-589,38,125,29,37,76,127,37,148
590,product-590,177,256,92,139,217,193,57,60
591,product-591,74,80,84,194,92,148,43,95
592,product-592,118,161,85,205,178,102,207,177
593,product-593,166,246,114,87,33,195,51,109
594,product-594,110,167,136,97,230,70,93,117
595,product-595,145,164,198,189,57,236,200,72
596,product-596,179,248,167,109,183,92,81,161
597,product-597,114,125,27,131,207,149,64,106
598,product-598,130,168,66,172,238,174,31,111
599,product-599,40,91,146,165,88,148,117,102
600,product-600,158,254,111,76,181,137,114,185
601,product-601,67,79,228,103,227,133,162,71
602,product-602,156,162,141,28,32,64,20,40
603,product-603,193,267,174,19,210,68,49,215
604,product-604,96,161,124,38,102,61,155,24
605,product-605,218,285,220,30,169,88,190,147
606,product-606,134,147,188,107,148,83,18,169
607,product-607,200,280,191,69,75,55,152,98
608,product-608,63,142,110,126,146,160,70,199
609,product-609,52,76,176,167,78,135,63,50
610,product-610,158,203,112,175,5,167,152,119
611,product-611,131,139,110,47,199,159,43,83
612,product-612,111,176,50,167,137,55,161,226
613,product-613,111,166,128,25,26,27,75,183
614,product-614,125,181,139,88,113,202,181,208
615,product-615,226,271,54,24,13,82,116,91
616,product-616,172,211,131,147,32,67,193,185
617,product-617,52,116,160,244,65,120,84,81
618,product-618,173,272,162,164,171,220,241,231
619,product-619,188,207,176,64,153,162,119,141
620,product-620,101,162,82,145,7,82,83,70
621,product-621,146,235,196,141,230,154,35,216
622,product-622,177,268,231,144,143,26,162,72
623,product-623,220,288,158,139,86,85,111,202
624,product-624,77,109,177,63,86,175,96,153
625,product-625,205,219,193,34,237,154,83,152
626,product-626,85,165,168,146,121,118,115,97
627,product-627,231,310,103,176,35,104,170,27
628,product-628,183,251,110,117,129,49,195,199
629,product-629,183,200,84,60,59,30,194,81
630,product-630,117,178,29,228,122,157,33,49
631,product-631,51,70,260,198,148,114,76,30
632,product-632,70,86,202,115,106,162,106,175
