id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
286,customer-286,201,229,163,60,100,120,141,156
287,customer-287,104,146,170,54,142,153,194,106
288,customer-288,30,33,58,69,193,85,97,48
289,customer-289,31,48,124,147,139,174,104,181
290,customer-290,60,129,73,225,161,70,133,110
291,customer-291,97,121,21,106,27,146,164,100
292,customer-292,104,104,88,64,4,76,133,130
293,customer-293,200,240,190,44,186,125,59,117
294,customer-294,111,199,174,162,76,211,183,203
295,customer-295,95,104,198,18,130,162,23,72
296,customer-296,92,149,54,129,138,69,195,109
297,customer-297,183,265,205,186,196,168,212,241
298,customer-298,63,106,8,29,54,174,78,28
299,customer-299,162,249,45,129,54,40,65,114
300,customer-300,125,148,34,168,94,13,277,16
301,customer-301,155,236,73,145,254,24,111,160
302,customer-302,201,215,195,48,61,58,93,194
303,customer-303,194,201,147,99,196,205,105,39
304,customer-304,98,186,156,187,61,174,105,233
305,customer-305,24,38,239,30,54,198,195,172
306,customer-306,115,138,55,21,48,19,222,66
307,customer-307,55,145,151,171,198,115,184,120
308,customer-308,73,87,80,43,74,131,220,71
309,customer-309,84,167,172,179,99,191,193,206
310,customer-310,39,65,193,146,17,173,20,64
311,customer-311,125,188,95,112,183,144,226,102
312,customer-312,176,246,257,80,66,55,164,125
313,customer-313,167,187,170,182,108,92,78,115
314,customer-314,74,168,61,168,175,12,98,243
315,customer-315,171,212,129,149,92,124,219,16
316,customer-316,19,104,206,155,121,36,142,76
317,customer-317,137,177,73,229,36,145,106,144
318,customer-318,138,191,89,64,189,168,197,224
319,customer-319,135,203,88,204,65,13,222,177
320,customer-320,129,129,31,34,192,109,153,100
321,customer-321,247,300,47,226,195,138,173,158
322,customer-322,145,154,183,42,120,162,180,250
323,customer-323,162,253,47,170,117,30,180,107
324,customer-324,87,115,220,99,213,151,165,86
325,customer-325,120,121,18,66,178,142,70,245
326,customer-326,126,137,195,95,200,182,101,94
327,customer-327,184,258,132,184,202,78,113,171
328,customer-328,101,139,155,107,118,182,191,115
329,customer-329,166,236,237,107,167,35,90,23
330,customer-330,172,187,2,184,188,55,63,12
331,customer-331,136,160,105,141,28,145,94,142
332,customer-332,114,121,95,126,0,86,181,186
333,customer-333,258,264,82,79,57,161,160,48
334,customer-334,176,189,173,204,57,113,109,246
335,customer-335,8,84,229,175,115,105,109,134
336,customer-336,200,297,114,103,77,36,78,84
337,customer-337,158,179,125,64,176,18,105,170
338,customer-338,131,141,31,54,116,57,219,233
339,customer-339,68,155,192,177,72,204,190,5
340,customer-340,232,268,89,165,119,170,157,77
341,customer-341,249,330,85,107,129,159,47,256
342,customer-342,120,191,146,71,182,76,59,217
343,customer-343,154,193,43,74,103,166,92,132
344,customer-344,147,225,78,216,102,158,21,57
345,customer-345,99,118,199,56,115,181,100,138
346,customer-346,126,140,78,221,53,20,183,86
347,customer-347,140,207,25,1,220,94,190,178
348,customer-348,171,261,113,178,168,61,129,166
349,customer-349,68,68,123,101,215,82,203,184
350,customer-350,58,126,212,273,191,153,123,80
351,customer-351,82,124,64,145,90,142,109,208
352,customer-352,58,145,171,181,92,128,102,67
353,customer-353,84,159,214,50,171,169,193,96
354,customer-354,52,118,75,13,47,138,228,139
355,customer-355,157,217,165,87,17,126,212,67
356,customer-356,144,214,176,149,25,81,168,39
357,customer-357,156,183,274,125,38,42,169,40
358,customer-358,119,212,61,16,191,162,74,82
359,customer-359,21,31,197,133,75,159,63,233
360,customer-360,45,103,143,77,209,78,57,63
361,customer-361,16,64,83,16,178,111,12,63
362,customer-362,58,90,200,136,157,248,157,83
363,customer-363,66,91,35,194,54,104,159,129
364,customer-364,22,61,34,136,119,52,198,95
365,customer-365,50,118,19,99,192,45,105,65
366,customer-366,28,43,207,199,77,98,65,118
367,customer-367,83,154,208,180,166,47,103,45
368,customer-368,237,321,138,157,102,195,85,35
369,customer-369,34,61,130,224,45,168,183,182
370,customer-370,46,138,185,115,152,205,166,186
371,customer-371,236,257,43,171,25,57,48,101
372,customer-372,191,204,83,102,176,76,97,199
373,customer-373,192,236,41,159,122,31,195,161
374,customer-374,179,192,150,165,58,118,62,209
375,customer-375,144,200,111,122,195,74,89,132
376,customer-376,163,163,103,114,191,260,91,145
377,customer-377,41,98,204,129,185,128,167,202
378,customer-378,202,296,124,242,102,176,235,125
379,customer-379,207,257,278,113,84,18,35,101
380,customer-380,150,177,157,36,176,145,46,69
381,customer-381,42,56,183,6,158,46,75,183
382,customer-382,119,124,180,12,91,21,32,104
383,customer-383,148,163,92,52,83,107,82,25
384,customer-384,197,286,186,16,43,161,78,182
385,customer-385,217,238,38,90,49,185,159,39
386,customer-386,190,223,239,95,63,33,122,22
387,customer-387,202,247,207,197,133,210,155,150
388,customer-388,41,81,146,164,206,48,230,17
389,customer-389,82,171,92,126,88,178,136,138
390,customer-390,109,146,238,234,90,95,70,168
391,customer-391,196,280,161,70,136,182,11,170
392,customer-392,129,191,26,60,95,30,107,41
393,customer-393,96,194,233,143,60,223,118,119
394,customer-394,254,326,140,200,178,199,143,133
395,customer-395,49,67,132,68,129,125,41,56
396,customer-396,172,265,140,44,146,105,203,70
397,customer-397,30,50,100,75,78,188,178,120
398,customer-398,181,232,178,206,92,188,256,175
399,customer-399,6,64,142,90,166,202,106,208
400,customer-400,99,144,56,68,43,69,190,71
401,customer-401,142,188,175,204,289,201,20,72
402,customer-402,163,195,44,83,147,157,82,5
403,customer-403,111,165,147,121,57,193,145,43
404,customer-404,164,249,70,103,165,34,188,209
405,customer-405,15,90,114,67,86,52,97,184
406,customer-406,96,193,112,181,248,76,225,108
407,customer-407,104,153,171,57,102,230,219,197
408,customer-408,22,88,52,43,196,45,60,32
409,customer-409,148,166,72,226,61,95,16,126
410,customer-410,49,125,97,248,72,129,66,102
411,customer-411,176,217,187,77,51,4,110,169
412,customer-412,24,49,226,149,140,99,55,162
413,customer-413,42,70,233,106,49,86,159,174
414,customer-414,169,182,55,45,137,27,106,201
415,customer-415,53,94,128,57,58,28,81,180
416,customer-416,199,271,217,147,145,89,121,203
417,customer-417,42,84,191,105,153,167,187,223
418,customer-418,124,189,2,179,122,142,156,191
419,customer-419,150,156,47,166,182,196,59,226
420,customer-420,134,180,131,155,128,164,80,161
421,customer-421,88,168,182,241,143,23,7,81
422,customer-422,155,216,113,102,164,65,86,183
423,customer-423,207,234,199,21,71,201,232,63
424,customer-424,83,173,129,52,209,136,46,99
425,customer-425,131,186,61,69,33,78,129,109
426,customer-426,52,66,196,134,105,91,195,186
427,customer-427,224,299,253,43,81,207,60,90
428,customer-428,93,110,67,157,212,97,203,78
429,customer-429,178,205,245,63,173,66,62,165
430,customer-430,72,156,132,110,160,65,217,78
431,customer-431,170,196,84,50,161,148,40,54
432,customer-432,83,105,124,21,167,68,224,147
433,customer-433,19,82,221,141,111,203,17,121
434,customer-434,179,246,48,211,91,166,162,23
435,customer-435,13,79,130,28,113,182,196,141
436,customer-436,139,174,93,225,96,87,64,148
437,customer-437,54,140,73,165,170,84,73,215
438,customer-438,146,237,83,64,208,236,118,218
439,customer-439,204,248,116,49,184,54,3,213
440,customer-440,80,107,106,47,82,77,100,205
441,customer-441,23,70,107,35,144,76,77,44
442,customer-442,190,195,83,5,135,169,30,199
443,customer-443,120,163,249,205,97,20,95,111
444,customer-444,54,95,208,247,105,232,46,82
445,customer-445,91,160,143,197,121,199,17,199
446,customer-446,110,194,80,191,52,56,77,120
447,customer-447,113,155,184,130,147,224,15,151
448,customer-448,166,196,224,118,146,44,184,114
449,customer-449,206,246,207,96,117,122,173,77
450,customer-450,122,209,81,113,145,152,75,208
451,customer-451,95,176,61,158,8,203,69,67
452,customer-452,66,69,22,129,21,38,228,29
453,customer-453,115,153,166,234,12,175,182,56
454,customer-454,201,285,130,32,138,111,219,152
455,customer-455,105,178,136,93,133,101,163,114
456,customer-456,77,143,198,122,141,157,87,144
457,customer-457,168,260,114,249,159,37,41,140
458,customer-458,207,296,176,50,203,202,38,187
459,customer-459,245,259,167,132,163,127,105,201
460,customer-460,117,138,55,161,150,206,72,66
461,customer-461,132,147,155,83,94,242,88,106
462,customer-462,179,231,200,238,208,189,91,136
463,customer-463,126,192,62,199,24,222,64,143
464,customer-464,171,245,79,81,190,203,146,95
465,customer-465,272,319,184,162,100,75,153,18
466,customer-466,65,158,252,182,179,83,212,60
467,customer-467,146,209,140,37,201,83,33,109
468,customer-468,124,203,42,74,90,118,87,211
469,customer-469,102,173,193,111,68,81,8,70
470,customer-470,28,28,62,215,230,97,58,107
471,customer-471,5,9,44,104,133,160,55,188
472,customer-472,214,311,82,281,133,110,114,135
473,customer-473,101,189,123,34,196,110,179,57
474,customer-474,112,164,182,62,202,68,135,31
475,customer-475,91,138,80,195,177,27,56,15
476,customer-476,182,187,9,184,198,113,93,243
477,customer-477,194,208,36,137,127,115,10,142
478,customer-478,97,178,146,52,49,103,202,166
479,customer-479,107,109,119,71,99,128,194,73
480,customer-480,111,156,90,136,38,219,135,195
481,customer-481,207,277,185,188,207,150,249,165
482,customer-482,135,155,46,229,68,76,26,54
483,customer-483,73,132,146,63,161,137,163,44
484,customer-484,214,245,24,222,140,100,146,14
485,customer-485,137,191,43,210,176,23,243,46
486,customer-486,223,228,94,53,130,104,81,50
487,customer-487,167,171,111,100,81,109,208,108
488,customer-488,55,85,152,229,188,209,202,19
489,customer-489,171,208,169,177,76,27,117,146
490,customer-490,165,223,190,52,116,154,22,176
491,customer-491,47,70,69,119,51,243,194,49
492,customer-492,36,38,174,127,195,179,26,216
493,customer-493,172,234,70,133,115,81,153,146
494,customer-494,107,194,152,34,8,96,133,196
495,customer-495,180,264,31,106,40,162,156,180
496,customer-496,37,115,204,232,62,209,233,184
497,customer-497,265,266,128,64,101,43,176,139
498,customer-498,156,250,98,209,180,106,107,135
499,customer-499,136,142,77,63,241,47,152,101
500,customer-500,226,250,224,52,162,117,120,79
501,customer-501,135,140,193,135,81,48,219,105
502,customer-502,181,259,93,59,26,15,163,123
503,customer-503,83,174,200,77,7,97,115,27
504,customer-504,273,338,19,26,19,71,138,106
505,customer-505,205,257,167,166,78,85,107,130
506,customer-506,138,145,152,52,201,153,27,129
507,customer-507,214,217,124,95,97,139,182,196
508,customer-508,47,105,40,181,46,192,99,66
509,customer-509,164,235,35,70,21,136,89,78
510,customer-510,157,201,226,44,133,177,150,106
511,customer-511,192,220,99,205,139,219,36,188
512,customer-512,9,95,26,169,80,149,126,78
513,customer-513,180,250,104,194,129,142,196,159
514,customer-514,17,23,142,161,189,80,54,107
515,customer-515,162,175,141,107,81,198,150,167
516,customer-516,155,188,150,82,118,115,41,98
517,customer-517,222,252,56,155,221,36,75,89
518,customer-518,61,83,59,157,27,214,200,147
519,customer-519,105,170,173,112,76,128,82,12
520,customer-520,98,161,101,171,93,142,180,76
521,customer-521,152,238,147,162,119,159,179,226
522,customer-522,79,142,40,115,46,190,55,122
523,customer-523,143,149,179,192,186,220,193,121
524,customer-524,90,180,132,133,225,183,228,276
525,customer-525,109,161,99,33,141,222,206,139
526,customer-526,127,196,16,212,57,107,153,201
527,customer-527,145,209,124,131,110,182,97,179
528,customer-528,233,324,20,102,98,150,130,161
529,customer-529,140,162,154,219,213,150,14,278
530,customer-530,186,200,219,93,55,110,169,96
531,customer-531,169,248,200,120,179,45,152,41
532,customer-532,199,207,144,59,55,133,10,37
533,customer-533,237,265,64,50,41,227,180,203
534,customer-534,64,91,4,49,196,107,203,199
535,customer-535,82,111,89,57,135,149,56,159
536,customer-536,56,77,69,150,145,163,41,85
537,customer-537,105,133,26,194,173,139,188,27
538,customer-538,148,219,159,203,54,44,192,140
539,customer-539,61,68,134,172,110,104,126,110
540,customer-540,238,273,132,95,155,67,24,163
541,customer-541,254,272,123,48,231,137,187,88
542,customer-542,50,50,47,126,81,69,133,194
543,customer-543,124,124,170,98,93,200,33,194
544,customer-544,280,343,163,228,195,211,7,94
545,customer-545,95,125,157,73,136,102,184,232
546,customer-546,116,200,90,79,132,220,143,132
547,customer-547,161,184,38,148,158,91,232,96
548,customer-548,81,112,90,194,117,174,215,173
549,customer-549,71,130,30,178,148,186,181,132
550,customer-550,185,261,117,186,186,90,136,151
551,customer-551,20,107,10,159,5,144,256,172
552,customer-552,71,83,72,143,37,93,90,130
553,customer-553,131,160,198,90,104,238,33,194
554,customer-554,210,286,194,129,192,195,257,83
555,customer-555,165,206,56,182,203,137,230,124
556,customer-556,161,209,182,151,37,199,180,128
557,customer-557,247,247,162,28,56,19,217,123
558,customer-558,52,56,184,138,46,53,116,134
559,customer-559,89,99,228,192,51,101,94,182
560,customer-560,41,64,168,188,120,231,218,14
561,customer-561,44,99,42,18,128,160,49,228
562,customer-562,156,169,103,209,206,184,49,64
563,customer-563,131,198,75,155,88,108,172,35
564,customer-564,156,190,220,26,237,195,20,153
565,customer-565,227,277,62,9,143,157,180,53
566,customer-566,224,314,112,144,204,180,169,72
567,customer-567,174,220,88,251,97,182,189,32
568,customer-568,100,170,190,41,51,191,220,85
569,customer-569,188,286,176,26,86,144,30,123
570,customer-570,188,257,198,180,111,108,199,180
571,customer-571,105,176,78,136,69,103,48,185
572,customer-572,220,307,9,29,119,172,96,55
573,customer-573,217,245,162,146,126,110,80,77
574,customer-574,181,262,253,34,192,161,168,177
575,customer-575,62,158,158,159,109,48,237,221
576,customer-576,176,252,148,164,149,94,47,239
577,customer-577,66,103,199,47,103,215,124,135
578,customer-578,134,136,221,166,137,104,102,117
579,customer-579,212,298,188,180,222,174,92,179
580,customer-580,56,84,177,57,97,209,70,133
581,customer-581,165,207,71,83,65,9,13,210
582,customer-582,51,71,139,237,113,105,47,29
583,customer-583,169,251,171,180,37,143,176,147
584,customer-584,206,233,64,115,211,64,112,140
585,customer-585,45,80,63,186,189,63,39,109
586,customer-586,167,183,44,8,23,73,100,84
587,customer-587,160,245,82,143,197,88,128,109
588,customer-588,167,256,129,99,84,118,204,146
589,customer-589,198,248,201,109,186,84,47,132
590,customer-590,176,267,63,242,122,232,57,103
591,customer-591,196,268,97,70,82,87,150,101
592,customer-592,40,115,162,51,85,88,25,38
593,customer-593,48,62,96,209,158,57,119,131
594,customer-594,130,137,74,17,107,4,66,92
595,customer-595,112,172,212,147,202,151,135,189
596,customer-596,29,114,69,134,61,88,104,199
597,customer-597,152,169,96,41,24,164,127,88
598,customer-598,123,188,258,25,28,213,44,147
599,customer-599,62,128,35,152,139,94,86,167
600,customer-600,162,174,97,74,25,147,168,166
601,customer-601,173,194,186,117,141,174,130,65
602,customer-602,118,208,251,96,120,123,98,101
603,customer-603,151,176,140,37,181,136,124,68
604,customer-604,187,244,58,177,241,62,124,102
