id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
101,product-101,179,262,148,206,64,128,109,154
102,product-102,54,148,26,94,26,33,204,200
103,product-103,126,153,200,61,183,53,155,133
104,product-104,64,68,80,153,195,238,1,111
105,product-105,209,284,201,152,103,145,101,73
106,product-106,187,257,92,156,87,131,202,27
107,product-107,7,84,50,116,118,59,132,63
108,product-108,214,233,7,160,71,157,158,121
109,product-109,216,282,124,122,161,182,168,269
110,product-110,222,261,21,121,105,23,55,16
111,product-111,86,139,215,121,97,248,60,154
112,product-112,183,184,164,44,153,152,137,97
113,product-113,91,162,118,142,145,49,187,153
114,product-114,96,169,115,86,280,190,91,190
115,product-115,175,218,119,145,169,51,3,117
116,product-116,175,247,4,137,127,104,145,239
117,product-117,142,153,208,1,93,147,185,80
118,product-118,200,268,50,49,41,188,197,148
119,product-119,178,184,82,193,50,82,124,38
120,product-120,212,282,19,87,25,126,125,93
121,product-121,21,70,74,238,97,100,229,96
122,product-122,147,197,32,132,120,206,30,173
123,product-123,209,213,201,205,53,111,158,172
124,product-124,119,171,44,132,193,211,207,142
125,product-125,211,219,39,150,116,212,100,211
126,product-126,183,264,96,197,194,101,170,66
127,product-127,47,145,40,208,112,110,230,34
128,product-128,192,276,223,141,122,48,81,163
129,product-129,131,189,208,52,56,98,129,28
130,product-130,74,102,111,47,155,117,193,74
131,product-131,59,148,21,177,119,59,213,69
132,product-132,192,210,236,109,148,198,61,184
133,product-133,9,77,164,54,158,172,114,6
134,product-134,93,129,51,113,164,45,90,156
135,product-135,106,130,218,131,104,235,241,197
136,product-136,202,286,22,137,47,50,47,117
137,product-137,187,240,176,146,145,135,185,198
138,product-138,150,237,142,89,174,87,146,12
139,product-139,191,275,169,119,50,224,87,180
140,product-140,40,55,94,154,198,229,35,120
141,product-141,114,164,191,66,4,133,35,207
142,product-142,169,253,174,6,115,258,36,81
143,product-143,97,142,206,99,201,117,182,289
144,product-144,35,79,85,182,89,148,211,186
145,product-145,165,238,44,91,20,247,208,196
146,product-146,77,91,82,53,98,48,125,134
147,product-147,104,145,159,60,179,202,104,150
148,product-148,162,214,54,147,129,79,28,109
149,product-149,43,80,168,192,96,139,181,81
150,product-150,118,207,28,84,140,94,151,103
151,product-151,194,258,105,184,139,157,37,51
152,product-152,38,108,197,90,53,25,223,94
153,product-153,88,134,103,108,196,88,70,100
154,product-154,138,147,105,43,191,75,81,111
155,product-155,85,144,179,61,151,169,225,188
156,product-156,97,154,163,113,48,221,16,122
157,product-157,135,181,227,112,119,123,177,87
158,product-158,247,323,80,81,113,111,99,118
159,product-159,133,159,131,216,254,109,78,132
160,product-160,114,125,59,139,80,119,115,83
161,product-161,119,206,100,93,95,92,240,115
162,product-162,132,139,39,193,144,201,166,182
163,product-163,222,259,160,163,162,75,86,64
164,product-164,82,172,32,104,29,184,126,103
165,product-165,229,285,170,155,181,97,115,100
166,product-166,228,297,69,124,161,218,68,81
167,product-167,204,226,72,54,79,122,109,26
168,product-168,85,120,207,209,153,58,81,87
169,product-169,174,243,95,38,209,204,26,25
170,product-170,95,184,82,168,196,55,160,135
171,product-171,102,113,215,33,187,73,58,128
172,product-172,148,222,26,78,92,192,111,125
173,product-173,64,101,130,85,209,68,105,101
174,product-174,182,268,252,194,206,71,56,196
175,product-175,108,142,12,201,200,95,53,11
176,product-176,168,264,31,242,111,64,247,57
177,product-177,157,247,152,90,105,72,125,28
178,product-178,210,279,73,11,53,143,194,138
179,product-179,82,102,150,134,37,92,31,86
180,product-180,125,195,118,121,156,164,99,197
181,product-181,112,198,157,172,187,163,95,85
182,product-182,119,187,46,69,190,224,148,208
183,product-183,99,103,119,113,219,171,63,124
184,product-184,134,166,27,84,90,34,159,135
185,product-185,38,65,192,184,83,48,137,121
186,product-186,187,281,159,40,92,212,177,213
187,product-187,48,81,235,164,165,184,31,200
188,product-188,224,313,170,187,129,129,132,180
189,product-189,142,152,105,160,49,44,50,185
190,product-190,88,130,153,225,97,145,203,31
191,product-191,180,228,65,177,99,33,183,137
192,product-192,45,99,174,12,36,71,153,47
193,product-193,103,144,68,77,114,103,100,71
194,product-194,168,180,179,32,156,88,40,217
195,product-195,129,202,197,27,93,174,200,129
196,product-196,86,150,50,72,126,58,162,181
197,product-197,134,210,181,24,12,19,156,143
198,product-198,165,195,106,189,25,50,60,170
199,product-199,179,222,45,89,225,41,145,156
200,product-200,152,230,231,135,231,100,108,32
201,product-201,124,147,257,223,201,233,139,173
202,product-202,51,107,233,98,146,126,184,66
203,product-203,125,167,44,125,76,54,149,97
204,product-204,136,201,22,230,51,181,126,143
205,product-205,165,207,99,144,91,211,210,57
206,product-206,72,129,21,60,84,149,167,39
207,product-207,161,228,206,190,126,169,160,222
208,product-208,177,192,100,166,165,61,43,170
209,product-209,54,83,184,105,137,8,44,40
210,product-210,112,200,116,45,155,131,115,15
211,product-211,174,254,177,211,9,132,171,161
212,product-212,56,59,115,53,72,210,160,109
213,product-213,106,156,158,59,111,67,20,89
214,product-214,82,121,128,243,180,176,135,154
215,product-215,95,117,196,153,80,48,167,53
216,product-216,213,247,62,96,44,140,161,89
217,product-217,146,173,139,42,170,25,217,138
218,product-218,258,347,90,168,194,66,180,200
219,product-219,17,90,189,156,22,211,189,224
220,product-220,110,189,123,88,11,29,85,59
221,product-221,126,152,194,153,126,148,208,156
222,product-222,64,100,151,176,95,197,135,148
223,product-223,51,88,129,156,102,207,229,117
224,product-224,128,204,26,39,65,40,83,66
225,product-225,46,121,107,184,183,74,40,212
226,product-226,47,109,186,76,146,208,52,147
227,product-227,121,206,104,113,87,32,147,45
228,product-228,89,109,213,9,141,22,121,191
229,product-229,105,108,110,23,137,226,23,106
230,product-230,112,132,101,190,114,149,256,23
231,product-231,120,137,78,221,200,92,208,118
232,product-232,43,53,137,216,36,122,202,42
233,product-233,206,255,136,237,113,202,112,220
234,product-234,207,245,172,172,67,217,176,132
235,product-235,48,142,212,157,72,59,182,183
236,product-236,121,182,48,84,52,90,97,103
237,product-237,26,41,141,236,73,117,36,10
238,product-238,111,158,242,64,149,157,56,35
239,product-239,165,211,37,76,70,117,99,129
240,product-240,39,94,140,178,186,67,115,42
241,product-241,170,192,12,183,91,209,160,197
242,product-242,138,187,149,240,224,190,55,114
243,product-243,116,158,5,138,196,162,160,136
244,product-244,193,257,124,212,193,159,71,48
245,product-245,167,179,11,171,115,187,81,102
246,product-246,228,263,208,135,6,185,136,157
247,product-247,199,289,211,197,108,144,150,124
248,product-248,161,245,85,41,171,124,139,49
249,product-249,126,156,156,25,175,214,128,19
250,product-250,170,245,28,119,53,33,52,152
251,product-251,198,284,158,123,192,207,156,92
252,product-252,195,233,152,82,97,140,127,67
253,product-253,167,196,194,75,146,30,184,95
254,product-254,266,293,231,108,9,41,51,31
255,product-255,137,228,187,104,148,125,15,134
256,product-256,169,169,42,85,211,31,119,105
257,product-257,180,260,159,169,120,36,81,105
258,product-258,163,262,61,164,74,164,130,183
259,product-259,119,204,5,127,177,119,211,76
260,product-260,44,69,94,190,248,7,203,184
261,product-261,120,172,176,99,29,101,149,216
262,product-262,45,144,33,158,150,98,86,34
263,product-263,139,192,114,115,183,178,171,34
264,product-264,87,101,30,178,160,44,162,19
265,product-265,175,267,40,209,178,71,200,176
266,product-266,115,122,201,220,118,117,89,133
267,product-267,152,238,129,153,98,99,207,101
268,product-268,128,209,146,213,59,165,79,87
269,product-269,227,258,151,92,158,141,170,157
270,product-270,96,111,187,86,162,286,31,122
271,product-271,229,274,133,136,138,205,134,202
272,product-272,60,142,163,214,30,112,193,103
273,product-273,146,155,53,86,94,43,150,32
274,product-274,66,107,96,41,116,234,90,123
275,product-275,38,69,106,213,59,162,175,172
276,product-276,104,108,79,48,61,112,39,177
277,product-277,202,248,123,125,168,120,52,12
278,product-278,38,99,192,211,127,178,130,261
279,product-279,186,227,83,167,15,56,83,21
280,product-280,222,256,155,11,255,131,71,14
281,product-281,119,212,141,80,72,136,57,55
282,product-282,133,197,45,22,144,275,211,21
283,product-283,138,219,30,142,119,122,207,227
284,product-284,84,144,115,166,30,149,113,54
285,product-285,151,240,58,109,187,25,120,52
286,product-286,65,91,192,24,269,4,112,181
287,product-287,45,85,205,106,50,37,186,38
288,product-288,75,123,116,193,117,128,191,79
289,product-289,44,84,41,74,60,158,116,137
290,product-290,197,201,169,113,187,121,193,145
291,product-291,106,142,58,62,119,166,53,114
292,product-292,46,125,90,103,20,130,153,128
293,product-293,134,139,43,101,255,87,175,72
294,product-294,35,47,27,180,165,246,180,81
295,product-295,148,242,77,129,99,125,69,202
296,product-296,180,244,215,16,155,164,194,15
297,product-297,185,260,187,23,158,111,48,80
298,product-298,67,144,205,207,118,153,90,115
299,product-299,26,29,138,94,59,76,168,109
300,product-300,178,255,13,74,37,225,74,15
301,product-301,166,235,215,61,174,57,163,266
302,product-302,102,174,200,192,38,259,159,189
303,product-303,107,182,202,140,121,61,165,18
304,product-304,135,146,141,181,115,94,98,63
305,product-305,210,274,175,182,116,168,192,216
306,product-306,199,241,151,102,208,202,174,219
307,product-307,97,148,23,47,164,29,34,117
308,product-308,156,161,54,113,75,139,221,174
309,product-309,191,217,180,63,4,166,27,243
310,product-310,209,233,117,185,187,62,64,148
311,product-311,126,135,204,129,46,136,252,186
312,product-312,114,183,222,221,44,197,68,163
313,product-313,174,204,48,182,133,68,163,209
314,product-314,82,111,85,198,128,201,174,98
315,product-315,150,222,218,161,117,116,127,61
316,product-316,181,206,181,136,121,81,76,125
317,product-317,195,278,103,93,173,171,137,165
318,product-318,210,293,210,104,46,114,194,146
319,product-319,46,54,96,83,49,82,184,160
320,product-320,198,238,161,126,14,143,171,95
321,product-321,238,263,17,115,110,174,167,109
322,product-322,144,216,149,73,16,151,154,54
323,product-323,94,128,27,16,142,46,260,170
324,product-324,152,177,155,114,24,11,167,142
325,product-325,189,267,43,156,63,174,25,63
326,product-326,188,218,137,24,187,20,90,107
327,product-327,199,284,117,61,218,59,66,44
328,product-328,122,200,62,143,58,115,85,92
329,product-329,123,170,82,119,107,148,144,12
330,product-330,201,209,122,173,182,127,176,67
331,product-331,73,146,177,128,83,132,215,143
332,product-332,74,82,78,142,193,98,149,213
333,product-333,116,184,97,95,162,118,15,15
334,product-334,143,221,28,37,146,94,230,82
335,product-335,108,109,207,39,55,198,19,36
336,product-336,182,242,52,61,159,73,86,161
337,product-337,189,226,89,141,68,178,182,178
338,product-338,208,301,53,194,24,160,183,147
339,product-339,63,91,237,85,138,130,89,194
340,product-340,226,277,68,76,146,230,43,118
341,product-341,57,78,184,56,97,176,148,179
342,product-342,238,315,69,103,168,53,234,29
343,product-343,110,141,174,175,20,148,125,77
344,product-344,205,241,141,157,113,86,154,202
345,product-345,167,181,124,192,132,105,36,99
346,product-346,226,282,161,203,153,38,214,126
347,product-347,151,197,57,109,185,188,256,151
348,product-348,92,176,74,213,230,224,191,89
349,product-349,84,114,69,134,72,131,9,20
350,product-350,124,198,134,212,62,36,228,160
351,product-351,221,265,177,80,78,132,73,153
352,product-352,191,251,74,64,27,207,103,158
353,product-353,101,175,124,181,62,161,189,27
354,product-354,54,126,157,61,144,132,205,117
355,product-355,214,226,214,160,41,61,97,201
356,product-356,70,107,139,154,285,184,95,179
357,product-357,213,256,172,148,60,71,87,203
358,product-358,181,239,27,192,110,168,193,200
359,product-359,250,294,132,32,56,125,19,62
360,product-360,55,143,103,53,238,56,129,172
361,product-361,163,246,143,106,65,66,168,48
362,product-362,79,163,82,218,18,87,187,240
363,product-363,22,29,20,169,189,135,54,101
364,product-364,50,141,169,177,229,134,227,123
365,product-365,125,192,34,110,70,135,99,172
366,product-366,133,215,108,225,213,95,227,72
367,product-367,87,137,201,202,231,164,252,23
368,product-368,239,270,4,130,153,74,60,205
369,product-369,116,181,181,48,184,51,52,204
370,product-370,57,90,78,129,175,146,146,173
371,product-371,146,186,200,158,16,59,178,51
372,product-372,22,29,202,186,77,176,163,219
373,product-373,158,222,93,50,87,206,159,136
374,product-374,125,206,147,32,92,107,75,84
375,product-375,155,231,51,85,168,68,80,207
376,product-376,24,75,234,172,204,164,111,88
377,product-377,188,188,140,117,174,58,121,179
378,product-378,191,278,96,79,181,69,237,263
379,product-379,132,175,207,138,151,46,79,135
380,product-380,24,48,10,152,182,95,192,191
381,product-381,104,120,184,94,148,73,111,89
382,product-382,101,153,159,152,260,80,139,64
383,product-383,190,195,30,124,156,158,52,134
384,product-384,187,188,151,165,61,64,158,121
385,product-385,124,185,73,210,53,32,87,113
386,product-386,168,222,53,178,95,105,110,155
387,product-387,107,151,185,103,206,93,87,214
388,product-388,129,152,79,163,99,87,75,190
389,product-389,46,66,83,156,51,91,178,187
390,product-390,146,164,48,79,150,108,151,150
391,product-391,58,141,90,207,166,149,32,142
392,product-392,133,192,228,159,130,189,139,151
393,product-393,57,143,151,188,65,155,210,250
394,product-394,163,214,31,67,220,27,184,161
395,product-395,100,136,243,92,163,71,111,67
396,product-396,166,231,177,121,105,80,185,66
397,product-397,190,191,141,82,35,228,95,139
398,product-398,186,204,150,133,110,138,159,147
399,product-399,69,115,197,87,15,86,21,173
400,product-400,12,20,230,50,79,50,83,26
401,product-401,54,124,93,40,58,134,46,138
402,product-402,145,184,86,14,85,107,217,23
403,product-403,109,189,200,165,64,47,124,165
404,product-404,28,109,100,91,68,176,103,93
405,product-405,204,266,94,180,63,195,60,149
406,product-406,64,97,150,201,152,249,71,44
407,product-407,50,137,129,63,255,33,80,56
408,product-408,168,213,175,186,196,135,97,86
409,product-409,239,314,193,91,65,189,95,160
410,product-410,204,247,50,110,68,165,188,50
411,product-411,195,246,23,180,84,173,45,59
412,product-412,81,107,223,141,30,59,190,137
413,product-413,58,137,131,204,235,145,91,55
414,product-414,166,219,47,121,163,200,89,145
415,product-415,131,158,122,56,126,66,64,173
416,product-416,103,143,49,89,43,78,240,27
417,product-417,145,170,250,97,225,50,160,187
418,product-418,185,204,156,82,239,120,213,137
419,product-419,193,269,71,135,142,35,138,41
420,product-420,71,158,73,111,144,177,43,182
421,product-421,8,33,170,165,59,199,175,217
422,product-422,210,241,104,74,194,3,139,184
423,product-423,210,215,181,165,161,122,55,36
424,product-424,24,117,164,194,171,20,60,208
425,product-425,51,73,182,116,205,134,42,121
426,product-426,146,157,227,103,192,174,56,167
427,product-427,160,241,20,137,126,132,157,98
428,product-428,75,96,16,4,68,66,185,159
429,product-429,235,294,157,90,158,78,123,66
430,product-430,180,235,167,196,150,48,83,101
431,product-431,151,191,74,190,121,41,175,209
432,product-432,128,204,240,14,61,165,89,170
433,product-433,175,272,68,40,102,22,42,69
434,product-434,226,265,168,263,176,233,168,130
435,product-435,125,190,82,72,84,127,150,111
436,product-436,85,164,243,243,164,79,66,90
437,product-437,38,80,100,67,197,184,208,134
438,product-438,231,265,191,164,138,37,152,98
439,product-439,65,137,20,51,185,37,75,205
440,product-440,179,262,203,5,151,256,77,63
441,product-441,147,232,35,185,142,157,160,217
442,product-442,155,188,207,120,147,125,123,89
443,product-443,178,240,166,64,6,99,155,142
444,product-444,20,84,145,37,34,172,68,89
445,product-445,214,281,179,30,132,80,98,81
446,product-446,159,166,211,224,73,85,242,122
447,product-447,210,213,180,128,46,87,170,102
448,product-448,156,246,249,62,106,123,8,218
449,product-449,188,262,32,166,181,169,65,191
450,product-450,224,283,230,120,200,105,36,112
451,product-451,201,266,129,82,35,197,108,60
452,product-452,27,56,87,160,72,111,148,117
453,product-453,48,75,174,21,58,49,90,223
454,product-454,95,173,149,102,52,86,199,75
455,product-455,145,174,36,62,128,186,96,109
456,product-456,107,189,99,175,176,73,195,191
457,product-457,231,283,182,87,96,175,200,142
458,product-458,9,96,179,54,222,152,57,195
459,product-459,175,237,71,26,109,43,165,18
460,product-460,215,304,46,119,195,73,94,227
461,product-461,84,108,27,153,225,198,195,57
462,product-462,229,250,30,91,86,99,67,104
463,product-463,68,96,139,166,260,51,91,94
464,product-464,208,277,176,127,126,163,131,124
465,product-465,128,172,53,205,36,59,60,81
466,product-466,260,308,221,38,145,130,149,225
467,product-467,150,175,206,70,89,75,175,65
468,product-468,211,211,198,152,67,113,205,67
469,product-469,72,100,51,71,116,85,202,179
470,product-470,192,225,89,178,176,113,190,120
471,product-471,7,20,113,200,65,24,94,82
472,product-472,192,248,169,85,73,100,46,102
473,product-473,145,231,211,87,141,187,275,79
474,product-474,70,80,136,249,63,51,138,93
475,product-475,153,184,81,95,158,210,252,119
476,product-476,142,170,161,193,96,212,201,185
477,product-477,90,99,82,86,162,60,136,197
478,product-478,137,224,31,92,123,90,130,193
479,product-479,17,104,24,160,209,110,206,159
480,product-480,237,246,88,57,162,113,82,40
481,product-481,141,201,216,48,276,22,73,162
482,product-482,213,232,142,159,188,143,75,179
483,product-483,161,179,89,118,170,117,85,165
484,product-484,136,199,24,37,202,205,146,192
485,product-485,48,107,162,22,288,61,224,41
486,product-486,174,241,71,16,161,182,38,11
487,product-487,103,160,211,232,142,183,54,112
488,product-488,199,290,53,161,104,132,163,104
489,product-489,141,230,155,76,28,51,106,22
490,product-490,52,135,11,125,96,99,213,106
491,product-491,144,154,56,164,133,215,18,95
492,product-492,215,291,92,80,9,64,82,144
493,product-493,141,215,158,199,166,91,154,142
494,product-494,66,139,31,263,66,57,180,196
495,product-495,39,135,182,94,49,112,9,188
496,product-496,59,102,103,156,58,192,149,128
497,product-497,46,74,189,215,19,178,184,50
498,product-498,41,78,46,139,250,46,77,53
499,product-499,202,258,233,232,130,78,169,144
500,product-500,110,192,160,206,179,170,159,204
501,product-501,118,135,162,124,83,147,91,167
502,product-502,19,64,217,162,127,9,173,164
503,product-503,121,202,196,60,93,195,104,173
504,product-504,47,115,161,18,111,111,118,108
505,product-505,203,301,203,249,110,60,112,39
506,product-506,100,185,172,191,97,145,196,84
507,product-507,159,194,181,157,148,74,231,191
508,product-508,169,253,208,75,174,204,259,176
509,product-509,95,129,179,129,241,20,227,95
510,product-510,170,216,84,178,182,140,89,40
511,product-511,170,240,108,39,99,48,124,63
512,product-512,109,163,17,139,101,118,88,89
513,product-513,119,153,109,198,133,69,170,126
514,product-514,235,324,224,158,227,162,109,214
515,product-515,25,66,61,184,70,57,270,84
516,product-516,194,281,98,69,133,191,142,111
517,product-517,98,99,70,168,61,141,157,60
518,product-518,151,188,172,33,42,127,196,220
519,product-519,117,167,101,213,205,189,142,73
520,product-520,81,115,158,174,127,251,136,76
521,product-521,64,92,20,178,106,123,129,178
522,product-522,121,140,19,69,207,140,264,80
523,product-523,21,108,76,54,82,155,48,206
524,product-524,208,260,154,237,48,141,192,163
525,product-525,25,96,76,67,162,210,104,24
526,product-526,59,135,216,136,24,58,209,90
527,product-527,151,176,38,6,132,111,144,186
528,product-528,224,225,256,103,149,96,51,12
529,product-529,89,112,200,42,238,138,206,17
530,product-530,40,134,115,34,89,42,84,83
531,product-531,181,266,135,66,93,107,16,26
532,product-532,54,143,121,148,146,102,173,99
533,product-533,108,132,14,52,42,110,151,190
534,product-534,217,263,7,168,106,117,133,98
535,product-535,63,111,66,182,148,192,92,99
536,product-536,16,112,19,147,81,129,277,10
537,product-537,182,242,108,184,73,218,115,235
538,product-538,198,207,217,105,55,70,50,106
539,product-539,97,129,190,27,107,102,65,130
540,product-540,42,119,229,116,55,234,58,127
541,product-541,201,286,123,127,137,195,149,213
542,product-542,41,96,162,82,186,199,122,170
543,product-543,128,192,190,61,56,245,144,128
544,product-544,87,122,222,16,234,177,191,110
545,product-545,84,145,53,167,73,63,36,228
546,product-546,22,37,60,191,98,177,199,205
547,product-547,231,305,135,108,124,198,250,111
548,product-548,91,125,177,141,115,132,62,24
549,product-549,195,205,225,162,176,136,127,136
550,product-550,93,149,71,180,139,224,128,30
551,product-551,67,84,71,255,183,89,93,129
552,product-552,180,221,91,198,40,185,19,51
553,product-553,95,140,15,39,26,212,119,187
554,product-554,199,240,158,57,41,85,29,226
555,product-555,183,200,189,203,41,101,80,186
556,product-556,241,275,78,117,153,195,264,115
557,product-557,148,232,151,136,222,94,13,91
558,product-558,139,198,88,76,142,72,237,55
559,product-559,210,296,89,122,116,180,149,192
560,product-560,188,234,210,230,115,72,143,91
561,product-561,131,203,126,0,195,94,121,104
562,product-562,132,135,40,71,21,228,163,34
563,product-563,125,174,192,181,155,214,203,204
564,product-564,77,103,14,186,124,203,70,83
565,product-565,104,143,152,17,152,162,129,128
566,product-566,122,200,110,192,229,128,161,235
567,product-567,111,195,208,55,70,237,257,24
568,product-568,135,204,128,210,80,161,97,161
569,product-569,181,244,90,171,137,57,220,140
570,product-570,16,54,104,150,128,74,38,50
571,product-571,117,120,98,84,242,219,290,57
572,product-572,224,240,34,92,160,56,47,159
573,product-573,136,157,26,223,165,71,46,53
574,product-574,107,198,45,149,109,162,102,47
575,product-575,118,136,161,49,105,144,89,184
576,product-576,19,99,129,180,87,5,92,234
577,product-577,32,76,86,174,28,72,88,106
578,product-578,161,213,47,78,147,175,126,103
579,product-579,98,143,19,120,121,104,264,48
580,product-580,133,210,148,127,233,96,208,194
581,product-581,211,243,172,74,42,99,105,88
582,product-582,133,173,146,135,170,56,128,127
583,product-583,111,141,230,140,161,92,60,74
584,product-584,52,134,184,66,183,128,204,216
585,product-585,92,100,39,58,47,84,112,54
586,product-586,108,177,98,44,78,48,58,88
587,product-587,188,252,206,116,198,22,210,127
588,product-588,53,77,117,97,89,89,145,104
589,product-589,106,129,22,52,118,51,189,194
590,product-590,134,191,208,109,45,70,225,227
591,product-591,100,165,15,108,90,143,163,103
592,product-592,187,219,54,123,164,56,192,88
593,product-593,42,52,109,39,131,44,197,176
594,product-594,55,64,45,90,75,43,206,58
595,product-595,22,68,131,85,153,106,125,157
596,product-596,67,133,153,85,194,205,74,281
597,product-597,89,95,180,97,118,213,217,190
598,product-598,53,97,128,25,57,194,105,138
599,product-599,127,153,75,1,102,143,190,102
600,product-600,77,99,18,62,55,61,141,195
601,product-601,102,111,149,25,145,188,149,256
602,product-602,231,265,181,167,75,135,63,143
603,product-603,83,121,10,10,97,198,218,194
604,product-604,193,272,115,94,37,100,164,45
605,product-605,170,198,237,147,107,137,110,11
606,product-606,175,207,187,162,240,89,188,106
607,product-607,177,245,123,58,202,224,199,174
608,product-608,61,63,197,103,69,13,244,158
609,product-609,124,205,225,117,125,105,188,70
610,product-610,202,250,11,80,11,193,97,153
611,product-611,89,125,247,132,148,168,219,183
612,product-612,67,70,119,10,138,53,54,155
613,product-613,223,227,180,62,50,75,167,264
614,product-614,204,230,187,200,33,88,141,113
615,product-615,163,185,53,233,129,135,133,35
616,product-616,118,205,200,242,56,208,221,182
617,product-617,127,213,147,55,51,136,152,185
618,product-618,118,166,208,194,206,122,55,49
619,product-619,140,180,190,25,173,194,221,65
620,product-620,82,121,45,62,208,144,128,64
621,product-621,157,194,78,78,146,180,186,133
622,product-622,174,265,99,203,240,100,47,193
623,product-623,103,131,151,28,130,158,83,180
624,product-624,65,127,100,174,155,118,63,174
625,product-625,115,184,157,124,56,29,59,199
626,product-626,109,128,233,207,141,27,190,189
627,product-627,167,233,122,57,99,205,159,213
628,product-628,174,259,53,39,209,155,169,106
629,product-629,26,64,207,177,175,108,66,167
630,product-630,91,146,182,11,143,164,189,172
631,product-631,144,150,106,183,124,175,133,211
632,product-632,101,139,44,235,23,105,230,188
