id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
107,product-107,44,46,99,226,105,171,58,122,198
108,product-108,27,74,91,24,31,137,111,50,73
109,product-109,151,167,63,126,41,184,68,36,27
110,product-110,102,182,145,38,37,59,113,262,157
111,product-111,237,248,68,11,57,162,78,146,50
112,product-112,173,215,52,185,127,165,73,149,176
113,product-113,123,140,59,78,199,170,265,27,194
114,product-114,176,217,23,209,115,164,137,182,154
115,product-115,71,141,126,93,57,62,35,81,144
116,product-116,90,117,217,95,35,224,122,124,49
117,product-117,114,116,235,246,55,45,206,210,15
118,product-118,176,265,150,89,133,94,171,112,109
119,product-119,20,100,73,47,138,143,118,134,224
120,product-120,56,59,151,130,39,252,207,174,39
121,product-121,220,251,99,63,199,190,66,13,41
122,product-122,107,157,59,100,174,62,62,60,177
123,product-123,106,172,166,43,17,113,184,220,166
124,product-124,160,212,160,130,87,16,50,146,40
125,product-125,151,161,78,59,261,49,198,38,143
126,product-126,186,221,24,253,201,84,119,102,179
127,product-127,252,323,136,199,156,96,180,141,183
128,product-128,231,260,125,39,182,88,159,56,56
129,product-129,72,109,29,212,25,176,59,201,132
130,product-130,81,116,192,196,175,81,120,180,79
131,product-131,197,238,122,194,116,58,34,113,164
132,product-132,64,128,186,179,111,139,32,183,75
133,product-133,168,218,82,93,16,30,66,45,64
134,product-134,46,119,111,175,167,87,218,237,121
135,product-135,132,186,34,75,68,103,203,99,174
136,product-136,58,61,158,202,161,43,226,78,131
137,product-137,181,272,209,183,185,215,42,86,97
138,product-138,49,65,155,213,171,159,186,97,196
139,product-139,99,177,259,106,53,146,57,63,202
140,product-140,31,45,172,208,194,48,21,211,92
141,product-141,99,152,172,177,71,145,17,68,19
142,product-142,169,191,27,184,146,207,54,12,20
143,product-143,80,175,193,106,161,99,80,135,154
144,product-144,94,171,54,82,47,173,165,221,122
145,product-145,23,63,17,192,177,35,184,53,161
146,product-146,106,130,221,133,254,68,112,127,162
147,product-147,34,83,179,79,36,221,101,70,38
148,product-148,105,137,161,139,197,46,40,106,190
149,product-149,148,185,58,142,66,192,178,186,9
150,product-150,199,252,153,17,10,137,132,172,114
151,product-151,181,238,143,221,95,16,80,143,177
152,product-152,138,193,91,77,183,211,213,69,92
153,product-153,160,236,88,245,134,147,170,177,25
154,product-154,240,254,192,221,117,110,187,104,106
155,product-155,178,205,96,95,180,191,198,171,173
156,product-156,143,208,179,154,44,155,216,249,201
157,product-157,94,165,270,125,110,94,65,23,42
158,product-158,98,187,85,19,38,91,110,94,43
159,product-159,167,249,212,94,154,70,174,63,164
160,product-160,127,146,216,189,128,26,180,201,116
161,product-161,236,245,214,174,113,101,73,158,30
162,product-162,7,44,192,110,159,105,158,172,178
163,product-163,45,140,193,67,154,218,114,23,8
164,product-164,182,229,224,119,28,143,79,135,224
165,product-165,162,232,177,179,103,255,72,108,191
166,product-166,59,114,102,183,210,37,198,244,107
167,product-167,44,102,31,231,143,15,202,159,123
168,product-168,155,228,110,213,131,200,50,34,206
169,product-169,230,244,150,219,200,190,185,155,168
170,product-170,170,226,134,193,85,119,130,76,155
171,product-171,196,263,198,248,71,148,130,69,162
172,product-172,186,194,70,236,165,58,105,160,94
173,product-173,113,147,122,122,77,246,40,215,193
174,product-174,127,181,119,189,166,134,67,217,90
175,product-175,143,209,144,17,167,56,157,204,80
176,product-176,47,79,182,29,185,79,59,155,88
177,product-177,96,186,275,88,166,266,240,29,140
178,product-178,91,163,150,88,190,134,103,163,191
179,product-179,155,200,165,108,163,67,160,152,95
180,product-180,221,273,76,156,96,206,180,138,45
181,product-181,124,211,117,134,175,55,187,112,6
182,product-182,192,209,141,76,193,222,31,160,169
183,product-183,172,210,176,105,177,203,268,121,75
184,product-184,256,331,89,46,216,191,253,121,94
185,product-185,135,172,151,62,120,19,51,85,194
186,product-186,168,255,46,136,143,58,86,204,127
187,product-187,111,154,197,17,193,174,147,4,118
188,product-188,185,269,18,80,205,61,36,168,197
189,product-189,98,137,186,105,144,204,42,53,91
190,product-190,107,113,120,68,73,241,105,12,190
191,product-191,21,31,82,83,227,206,14,104,253
192,product-192,40,116,162,66,138,213,45,82,78
193,product-193,74,91,213,100,51,150,66,199,200
194,product-194,158,161,67,109,28,183,97,110,182
195,product-195,207,262,96,186,59,184,196,85,226
196,product-196,210,223,26,199,89,191,98,215,82
197,product-197,116,178,134,178,99,24,54,133,125
198,product-198,55,122,141,63,58,12,129,120,18
199,product-199,58,89,111,215,10,87,93,46,86
200,product-200,146,237,63,245,71,61,162,163,27
201,product-201,126,131,202,188,80,236,46,213,180
202,product-202,239,239,200,170,157,120,53,250,82
203,product-203,114,152,136,72,21,174,66,142,164
204,product-204,19,77,131,78,143,192,108,86,38
205,product-205,267,321,80,182,104,41,60,130,153
206,product-206,133,221,204,76,20,45,197,201,201
207,product-207,103,161,155,260,86,210,186,167,88
208,product-208,170,229,32,71,216,212,186,64,158
209,product-209,36,79,47,65,118,153,171,45,69
210,product-210,69,101,140,81,85,46,73,155,205
211,product-211,29,110,135,51,95,259,194,119,178
212,product-212,80,84,145,118,105,110,89,61,100
213,product-213,150,233,124,55,186,81,94,183,193
214,product-214,184,265,128,195,182,93,104,113,178
215,product-215,14,88,141,162,142,92,98,130,153
216,product-216,54,91,229,70,158,158,272,146,203
217,product-217,165,242,140,32,177,82,45,108,77
218,product-218,82,102,218,85,157,107,46,71,53
219,product-219,165,210,229,113,188,92,173,165,43
220,product-220,124,150,155,126,188,37,120,68,103
221,product-221,36,70,138,188,203,191,106,40,196
222,product-222,155,243,89,189,117,76,142,222,167
223,product-223,68,114,57,94,90,79,229,85,88
224,product-224,182,194,143,171,221,176,59,109,16
225,product-225,95,181,141,121,9,174,47,173,120
226,product-226,198,234,82,167,134,140,70,30,192
227,product-227,149,174,88,129,98,189,44,151,65
228,product-228,180,242,213,75,181,229,0,89,68
229,product-229,153,193,10,170,219,149,174,64,11
230,product-230,62,142,165,36,144,191,13,150,149
231,product-231,88,139,150,140,113,139,198,101,113
232,product-232,133,189,217,25,114,78,53,121,74
233,product-233,122,134,237,233,173,185,47,203,62
234,product-234,204,260,112,84,154,63,233,174,94
235,product-235,257,312,89,81,92,156,100,57,32
236,product-236,173,213,166,225,190,151,87,73,174
237,product-237,166,177,61,149,47,123,4,132,18
238,product-238,208,291,100,100,263,9,20,163,166
239,product-239,77,170,69,15,112,110,14,151,190
240,product-240,55,147,124,99,167,148,27,172,132
241,product-241,107,111,169,173,165,17,87,87,115
242,product-242,68,141,92,37,4,197,150,206,89
243,product-243,182,222,49,47,164,20,64,46,207
244,product-244,72,122,82,184,87,151,251,100,92
245,product-245,207,270,37,50,178,165,130,210,19
246,product-246,59,119,196,78,80,72,12,29,17
247,product-247,195,274,189,215,110,174,101,151,200
248,product-248,76,76,72,88,75,73,109,51,136
249,product-249,77,166,10,90,43,168,84,70,97
250,product-250,162,242,189,232,161,209,144,82,27
251,product-251,100,135,43,83,115,74,167,85,86
252,product-252,21,74,47,76,220,171,158,17,188
253,product-253,142,165,121,262,49,193,144,89,112
254,product-254,54,74,53,176,197,40,161,168,54
255,product-255,134,229,150,150,17,64,91,32,132
256,product-256,73,79,50,130,213,63,73,68,175
257,product-257,58,142,186,243,162,214,132,167,199
258,product-258,107,195,94,206,51,135,44,41,80
259,product-259,40,110,138,185,161,224,92,161,66
260,product-260,30,48,25,131,122,138,62,89,17
261,product-261,185,255,160,202,206,203,19,162,117
262,product-262,75,129,75,98,187,55,140,50,118
263,product-263,102,126,203,161,121,184,218,218,142
264,product-264,177,273,222,57,69,98,187,210,182
265,product-265,116,204,12,72,124,188,98,64,210
266,product-266,128,142,180,173,78,204,188,185,76
267,product-267,45,107,34,60,195,82,81,183,172
268,product-268,163,240,97,179,149,186,9,206,139
269,product-269,172,266,207,54,184,169,35,20,128
270,product-270,135,158,118,124,120,90,171,52,110
271,product-271,88,170,169,212,150,14,228,202,104
272,product-272,40,135,192,243,152,161,42,161,162
273,product-273,189,258,233,75,108,28,161,77,91
274,product-274,140,142,46,122,204,235,64,102,53
275,product-275,183,252,103,187,33,84,100,171,39
276,product-276,74,101,174,185,42,59,242,241,181
277,product-277,224,259,92,50,103,90,69,122,124
278,product-278,138,213,68,278,111,193,3,184,102
279,product-279,236,269,119,135,76,198,19,129,85
280,product-280,133,215,128,35,153,163,199,144,79
281,product-281,56,78,113,215,128,82,172,196,99
282,product-282,37,79,122,114,220,161,54,191,167
283,product-283,144,163,180,213,157,97,216,91,112
284,product-284,207,225,97,152,173,92,119,208,179
285,product-285,218,227,188,203,59,236,126,136,80
286,product-286,23,67,74,81,136,80,82,75,199
287,product-287,143,170,132,117,166,16,193,73,111
288,product-288,85,109,146,127,150,39,43,77,120
289,product-289,64,154,23,144,223,56,96,152,135
290,product-290,72,124,190,20,52,22,83,155,138
291,product-291,47,82,114,90,11,177,28,112,121
292,product-292,184,260,136,212,147,174,180,171,105
293,product-293,62,131,28,109,22,64,136,91,140
294,product-294,185,225,56,101,175,62,172,143,79
295,product-295,108,168,72,19,58,148,74,54,21
296,product-296,194,257,37,98,117,247,135,89,94
297,product-297,68,130,162,51,40,65,37,180,190
298,product-298,230,286,116,170,85,181,104,166,196
299,product-299,118,130,122,148,173,88,77,165,134
300,product-300,201,289,202,208,159,171,203,97,56
301,product-301,213,285,189,176,93,191,125,153,58
302,product-302,71,152,101,179,125,23,146,212,100
303,product-303,199,234,154,36,201,221,60,64,157
304,product-304,97,104,104,113,102,79,3,85,185
305,product-305,171,249,139,99,228,144,109,200,222
306,product-306,49,104,127,169,111,261,64,60,29
307,product-307,99,116,8,140,8,174,98,224,27
308,product-308,119,153,168,138,185,111,92,120,66
309,product-309,67,126,105,142,47,148,117,170,178
310,product-310,221,303,20,22,180,99,86,202,33
311,product-311,159,254,225,223,193,21,165,238,216
312,product-312,193,254,168,130,213,197,110,63,19
313,product-313,120,156,112,184,22,134,112,181,130
314,product-314,105,148,148,25,63,47,200,70,25
315,product-315,49,53,135,89,70,46,157,201,81
316,product-316,209,245,254,193,236,34,70,48,173
317,product-317,46,62,185,197,144,55,173,125,113
318,product-318,42,127,148,78,82,75,160,45,138
319,product-319,37,94,153,103,26,151,218,97,36
320,product-320,181,239,134,169,223,82,182,26,82
321,product-321,110,124,2,216,67,182,63,202,17
322,product-322,97,177,160,115,199,229,180,126,14
323,product-323,57,118,162,130,48,199,131,138,206
324,product-324,71,77,58,207,114,128,200,154,146
325,product-325,178,265,59,171,139,116,14,70,48
326,product-326,225,285,74,100,187,139,93,203,57
327,product-327,79,83,149,49,156,199,34,169,39
328,product-328,128,218,10,131,178,182,190,76,107
329,product-329,200,256,219,18,34,157,193,95,74
330,product-330,56,84,185,100,193,4,88,175,115
331,product-331,83,163,41,13,106,21,57,35,100
332,product-332,148,205,217,102,59,117,55,106,238
333,product-333,173,207,109,179,42,157,55,207,115
334,product-334,145,240,110,98,178,117,211,42,72
335,product-335,108,190,107,17,184,11,68,147,55
336,product-336,77,92,203,184,73,122,73,202,119
337,product-337,146,233,123,37,70,23,71,96,12
338,product-338,198,277,213,172,189,238,132,79,82
339,product-339,54,105,66,109,226,25,160,58,176
340,product-340,44,107,192,20,158,146,83,184,188
341,product-341,8,80,110,227,44,13,98,87,158
342,product-342,157,183,153,154,48,69,192,96,140
343,product-343,163,220,81,87,213,128,144,23,139
344,product-344,182,222,245,177,174,260,185,180,47
345,product-345,103,159,159,207,38,54,161,173,76
346,product-346,73,140,64,187,136,62,111,111,132
347,product-347,101,190,100,88,64,12,189,97,128
348,product-348,149,183,49,83,158,172,98,195,5
349,product-349,46,101,167,102,119,34,174,30,68
350,product-350,23,75,172,132,55,49,87,222,28
351,product-351,73,157,65,229,199,162,117,221,218
352,product-352,167,251,128,149,243,129,175,74,99
353,product-353,16,104,116,55,64,192,41,108,67
354,product-354,33,58,123,20,232,104,181,105,120
355,product-355,124,202,207,124,136,151,2,98,157
356,product-356,176,244,158,63,82,8,72,31,75
357,product-357,4,77,68,60,207,25,111,33,31
358,product-358,169,213,205,56,48,88,21,162,85
359,product-359,102,134,146,127,102,193,37,92,199
360,product-360,68,113,150,188,138,171,96,122,161
361,product-361,161,217,116,152,196,169,155,78,263
362,product-362,96,96,235,133,123,175,124,61,216
363,product-363,77,125,22,175,20,72,91,161,206
364,product-364,79,102,79,21,153,95,74,186,223
365,product-365,93,129,53,100,31,184,204,194,87
366,product-366,159,169,168,199,7,121,192,145,140
367,product-367,104,150,110,146,186,148,119,181,125
368,product-368,107,185,142,199,42,124,162,175,39
369,product-369,115,134,54,145,134,183,102,47,157
370,product-370,101,158,197,170,29,132,29,61,204
371,product-371,85,169,196,20,216,82,138,157,78
372,product-372,251,280,92,41,52,170,66,160,87
373,product-373,57,119,235,155,185,180,176,173,89
374,product-374,76,96,61,196,25,207,24,82,149
375,product-375,31,118,116,55,103,23,167,130,51
376,product-376,110,138,114,120,211,48,10,234,83
377,product-377,90,169,98,198,73,170,104,147,24
378,product-378,243,297,4,34,99,19,37,200,67
379,product-379,84,101,42,160,141,55,41,168,88
380,product-380,112,191,29,160,134,251,228,161,146
381,product-381,95,123,84,186,154,192,48,35,71
382,product-382,143,175,87,156,39,80,261,96,3
383,product-383,190,258,234,127,161,87,44,114,119
384,product-384,191,223,104,168,71,163,178,188,94
385,product-385,186,250,72,117,235,40,223,70,130
386,product-386,68,150,162,144,140,258,181,152,165
387,product-387,173,195,125,140,166,119,169,163,51
388,product-388,103,107,42,145,108,51,109,147,101
389,product-389,90,92,90,207,201,194,177,116,165
390,product-390,135,206,187,74,48,128,57,187,146
391,product-391,183,233,101,147,97,116,85,169,176
392,product-392,273,285,228,134,155,88,128,106,83
393,product-393,159,216,149,215,15,145,66,84,90
394,product-394,107,184,107,92,179,151,119,77,71
395,product-395,127,199,192,111,119,199,140,189,202
396,product-396,236,251,209,39,210,230,178,87,174
397,product-397,151,222,102,55,76,184,73,168,92
398,product-398,105,140,204,248,62,160,173,35,178
399,product-399,163,182,164,88,6,113,51,124,214
400,product-400,26,80,50,139,196,208,190,108,129
401,product-401,69,111,143,86,175,81,10,226,113
402,product-402,96,176,134,209,175,54,76,123,231
403,product-403,112,133,154,97,68,67,176,96,115
404,product-404,122,123,176,136,207,168,76,53,176
405,product-405,67,126,163,52,181,198,50,52,70
406,product-406,200,274,171,39,74,116,189,16,111
407,product-407,54,87,162,61,29,122,81,73,69
408,product-408,195,196,63,211,120,56,51,54,12
409,product-409,234,306,24,86,79,39,173,112,233
410,product-410,41,134,241,116,88,115,203,156,18
411,product-411,122,132,12,193,130,212,145,207,170
412,product-412,82,123,65,180,102,153,21,203,91
413,product-413,51,113,69,163,105,108,153,29,202
414,product-414,140,195,252,69,152,88,122,36,262
415,product-415,154,217,48,181,22,159,166,93,145
416,product-416,247,280,96,120,180,104,120,13,142
417,product-417,43,60,116,132,138,170,173,84,121
418,product-418,32,104,121,87,191,256,141,133,233
419,product-419,131,172,154,103,77,86,67,97,117
420,product-420,7,32,167,94,34,80,142,143,52
421,product-421,139,230,275,193,232,78,112,79,121
422,product-422,173,177,153,61,125,131,73,220,156
423,product-423,147,165,169,46,113,128,126,47,132
424,product-424,190,259,68,54,133,30,212,114,61
425,product-425,197,246,70,172,53,62,181,59,44
426,product-426,101,150,178,25,79,12,170,73,81
427,product-427,170,184,81,92,126,50,110,188,195
428,product-428,122,166,180,129,62,1,150,46,226
429,product-429,71,111,196,191,36,70,192,47,172
430,product-430,142,223,116,70,138,138,122,39,139
431,product-431,123,166,205,194,159,193,124,92,174
432,product-432,54,108,119,147,82,136,47,20,103
433,product-433,95,141,105,149,74,2,172,66,105
434,product-434,92,148,67,126,140,128,212,137,28
435,product-435,112,209,38,248,159,141,162,115,58
436,product-436,63,108,195,48,78,82,5,123,147
437,product-437,138,186,153,201,46,3,204,222,159
438,product-438,131,146,99,55,208,27,100,160,72
439,product-439,27,37,57,94,158,168,172,70,63
440,product-440,121,195,123,113,98,83,204,28,104
441,product-441,41,53,87,61,99,26,72,161,74
442,product-442,165,178,174,203,55,102,87,169,112
443,product-443,178,272,112,172,129,163,154,73,85
444,product-444,230,290,239,139,12,147,15,104,178
445,product-445,183,245,43,136,128,71,96,149,89
446,product-446,163,205,74,110,154,132,33,61,214
447,product-447,114,116,112,176,179,235,73,239,35
448,product-448,155,176,118,199,81,112,152,200,176
449,product-449,82,133,38,52,142,31,42,67,66
450,product-450,10,25,206,119,4,192,55,90,97
451,product-451,172,187,144,262,142,147,64,26,167
452,product-452,98,171,181,185,79,205,126,253,59
453,product-453,134,219,30,160,124,135,180,213,171
454,product-454,194,204,150,14,191,202,133,196,180
455,product-455,196,198,98,211,27,175,39,32,210
456,product-456,108,122,32,186,181,90,204,100,196
457,product-457,131,218,85,223,179,106,183,58,84
458,product-458,175,272,156,162,81,106,46,181,150
459,product-459,206,250,78,18,108,165,7,23,199
460,product-460,28,73,98,194,118,125,106,66,89
461,product-461,153,249,216,64,73,105,38,33,156
462,product-462,97,139,217,208,161,130,193,147,12
463,product-463,181,214,113,216,187,206,121,190,199
464,product-464,196,256,203,191,114,169,16,148,8
465,product-465,45,93,110,128,82,169,45,124,68
466,product-466,88,98,104,128,229,79,59,70,218
467,product-467,126,163,48,13,87,127,53,197,66
468,product-468,99,171,168,112,187,173,220,109,65
469,product-469,74,136,90,31,193,192,181,25,29
470,product-470,59,128,84,28,79,183,28,72,101
471,product-471,75,107,128,63,127,189,180,85,56
472,product-472,224,295,189,106,35,137,131,56,103
473,product-473,170,240,51,169,226,128,32,99,120
474,product-474,153,206,196,203,42,43,144,122,190
475,product-475,250,287,192,87,159,73,115,138,110
476,product-476,155,188,108,163,89,202,146,98,111
477,product-477,208,218,238,87,201,126,214,18,41
478,product-478,55,136,113,116,165,23,169,155,118
479,product-479,30,36,153,112,251,203,27,227,168
480,product-480,64,86,55,31,66,17,83,225,151
481,product-481,93,124,131,92,72,193,158,199,86
482,product-482,24,46,46,145,78,108,116,118,119
483,product-483,15,53,164,93,19,37,104,135,114
484,product-484,29,62,97,194,137,139,78,186,166
485,product-485,46,123,231,63,241,188,142,217,128
486,product-486,221,315,142,119,90,98,132,196,79
487,product-487,126,207,191,91,200,83,72,13,196
488,product-488,133,136,215,25,74,14,105,12,131
489,product-489,41,58,49,73,175,166,124,149,151
490,product-490,63,159,197,186,121,95,88,238,178
491,product-491,96,171,93,115,231,215,98,76,170
492,product-492,259,283,60,78,154,127,115,134,75
493,product-493,44,48,137,95,115,43,84,102,61
494,product-494,180,223,96,106,38,168,154,232,160
495,product-495,96,187,164,57,124,78,225,143,205
496,product-496,33,49,172,180,134,110,182,51,181
497,product-497,192,284,63,133,65,124,54,66,198
498,product-498,181,273,234,126,49,177,150,69,92
499,product-499,135,168,6,154,126,56,158,211,198
500,product-500,146,210,149,177,188,221,83,99,157
501,product-501,69,70,112,27,128,135,108,108,147
502,product-502,13,93,77,48,49,213,86,48,155
503,product-503,198,209,160,140,160,251,74,89,170
504,product-504,99,105,112,83,78,51,63,89,128
505,product-505,115,151,33,205,156,62,159,12,79
506,product-506,139,196,191,169,153,160,16,32,86
507,product-507,207,214,240,65,76,184,103,210,166
508,product-508,96,183,242,139,190,91,178,184,80
509,product-509,75,112,188,65,212,174,29,160,180
510,product-510,158,188,216,221,125,153,44,82,193
511,product-511,169,235,110,100,176,58,103,141,169
512,product-512,244,330,175,157,11,192,186,108,47
513,product-513,108,119,120,65,56,214,63,112,163
514,product-514,68,130,188,214,157,178,111,79,90
515,product-515,99,136,134,117,103,66,29,181,70
516,product-516,181,253,126,61,91,205,157,134,183
517,product-517,228,318,107,142,141,100,186,26,98
518,product-518,158,245,128,48,122,157,140,187,193
519,product-519,31,51,54,194,147,128,227,142,156
520,product-520,128,184,157,189,41,13,143,138,72
521,product-521,134,207,73,138,158,92,49,195,87
522,product-522,227,292,230,122,160,125,115,98,100
523,product-523,191,196,220,201,60,220,55,118,234
524,product-524,125,171,68,111,173,118,168,54,240
525,product-525,145,216,52,195,66,103,164,36,87
526,product-526,202,222,52,101,140,191,175,146,116
527,product-527,78,161,32,186,102,93,160,57,186
528,product-528,199,235,80,33,236,123,71,209,68
529,product-529,13,104,72,198,73,228,196,81,157
530,product-530,90,128,250,222,114,197,43,44,227
531,product-531,220,305,79,52,94,165,76,38,78
532,product-532,74,74,36,92,142,89,60,167,232
533,product-533,116,192,94,25,69,60,75,52,106
534,product-534,183,273,131,160,38,210,155,180,104
535,product-535,180,247,199,218,244,193,91,217,95
536,product-536,35,54,164,127,89,31,70,67,182
537,product-537,72,82,36,232,103,151,54,138,131
538,product-538,181,266,48,158,77,114,172,132,217
539,product-539,84,172,104,155,83,219,157,122,129
540,product-540,86,108,14,204,276,38,161,26,32
541,product-541,85,98,148,20,41,31,92,242,234
542,product-542,198,233,215,198,162,105,45,180,218
543,product-543,108,161,114,27,183,109,23,71,75
544,product-544,208,290,47,111,150,188,148,110,99
545,product-545,189,222,57,223,11,192,137,247,149
546,product-546,113,190,196,106,227,76,239,91,174
547,product-547,171,227,209,199,162,159,63,130,178
548,product-548,124,133,196,165,109,137,213,147,163
549,product-549,149,183,193,105,91,44,92,27,60
550,product-550,241,274,174,139,168,30,119,239,112
551,product-551,96,160,72,251,101,95,109,200,198
552,product-552,148,203,78,130,151,170,38,126,70
553,product-553,176,184,217,65,95,166,50,143,83
554,product-554,75,98,99,28,65,48,86,118,135
555,product-555,102,119,50,93,134,197,219,73,138
556,product-556,185,231,42,57,97,185,41,152,229
557,product-557,92,131,28,213,96,64,42,106,121
558,product-558,91,144,23,254,50,215,61,92,70
559,product-559,101,113,209,55,197,166,140,173,94
560,product-560,201,276,188,173,119,130,171,83,16
561,product-561,159,188,61,177,64,64,229,131,127
562,product-562,234,320,117,93,193,172,65,199,41
563,product-563,176,224,113,168,94,25,72,118,272
564,product-564,184,199,205,215,47,102,152,65,123
565,product-565,94,151,204,120,188,56,133,182,232
566,product-566,212,263,68,96,168,81,88,115,148
567,product-567,147,228,197,125,222,204,163,128,86
568,product-568,21,25,71,202,67,114,73,140,210
569,product-569,155,246,155,170,138,171,108,177,139
570,product-570,114,133,97,154,77,186,199,90,23
571,product-571,55,109,83,67,100,124,53,75,66
572,product-572,92,145,148,33,154,187,16,149,153
573,product-573,66,73,130,114,177,209,161,11,70
574,product-574,71,143,67,193,198,194,190,179,84
575,product-575,146,156,151,75,58,214,64,165,160
576,product-576,136,164,158,159,64,175,97,121,149
577,product-577,127,169,213,138,192,157,176,175,123
578,product-578,66,79,126,63,122,173,122,197,193
579,product-579,152,225,176,99,82,96,30,184,168
