id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
76,customer-76,184,195,116,194,44,148,74,144,117
77,customer-77,79,120,55,212,180,108,187,185,69
78,customer-78,178,240,145,108,17,57,113,216,54
79,customer-79,191,203,114,79,188,161,71,28,120
80,customer-80,94,182,65,35,227,72,115,92,107
81,customer-81,141,193,168,67,56,191,45,78,137
82,customer-82,169,232,162,136,170,46,36,216,140
83,customer-83,193,243,3,100,164,140,79,70,63
84,customer-84,152,208,24,204,179,223,109,81,11
85,customer-85,201,283,49,118,58,87,139,144,79
86,customer-86,164,259,226,225,186,26,215,119,41
87,customer-87,155,195,109,108,193,46,114,140,243
88,customer-88,127,196,54,51,125,149,77,105,82
89,customer-89,124,194,36,131,58,31,241,155,63
90,customer-90,173,260,211,30,179,95,179,69,103
91,customer-91,180,204,172,239,150,123,173,224,109
92,customer-92,159,173,79,42,92,27,130,166,43
93,customer-93,190,196,95,114,54,118,150,80,140
94,customer-94,219,245,188,27,91,117,88,166,120
95,customer-95,247,265,56,33,44,190,25,180,135
96,customer-96,76,128,115,81,127,98,225,120,149
97,customer-97,12,31,20,167,136,57,193,162,137
98,customer-98,42,131,40,194,209,49,20,63,82
99,customer-99,239,335,191,165,53,143,119,116,179
100,customer-100,1,27,106,181,220,184,240,91,193
101,customer-101,77,137,199,182,32,100,233,144,53
102,customer-102,169,193,132,29,7,191,66,46,101
103,customer-103,126,168,155,136,134,27,194,51,138
104,customer-104,158,205,131,136,152,58,228,171,93
105,customer-105,179,204,82,65,65,171,117,96,31
106,customer-106,125,198,232,174,155,278,92,192,91
107,customer-107,155,201,35,202,109,115,44,234,125
108,customer-108,30,68,40,129,196,81,116,58,132
109,customer-109,99,120,261,212,174,245,191,41,125
110,customer-110,58,90,39,23,63,213,277,47,75
111,customer-111,141,171,91,114,151,147,96,167,207
112,customer-112,129,216,150,76,60,131,145,154,76
113,customer-113,45,67,122,176,118,130,186,72,103
114,customer-114,217,228,173,113,138,275,257,45,134
115,customer-115,198,219,109,156,122,179,178,121,16
116,customer-116,166,213,141,173,182,67,87,131,53
117,customer-117,78,108,43,93,72,104,176,50,98
118,customer-118,194,287,186,183,106,165,220,152,57
119,customer-119,90,132,44,104,5,141,69,184,153
120,customer-120,17,58,141,193,167,193,179,95,178
121,customer-121,90,157,72,157,109,225,181,152,30
122,customer-122,137,205,101,176,117,95,167,79,261
123,customer-123,48,106,186,90,45,54,180,129,40
124,customer-124,157,231,47,47,140,135,127,74,142
125,customer-125,21,45,141,45,87,98,110,235,128
126,customer-126,147,216,62,68,129,189,148,134,157
127,customer-127,192,201,155,143,166,52,48,87,89
128,customer-128,8,61,195,65,213,137,105,38,186
129,customer-129,55,78,59,149,44,13,143,181,14
130,customer-130,69,88,142,141,195,80,264,112,199
131,customer-131,228,248,120,103,208,32,216,31,11
132,customer-132,83,140,162,60,116,67,118,189,169
133,customer-133,173,246,233,146,115,88,54,116,219
134,customer-134,229,254,139,138,91,134,189,41,89
135,customer-135,103,147,55,95,110,206,150,46,123
136,customer-136,162,197,88,185,201,91,68,185,42
137,customer-137,91,157,122,212,0,197,203,71,213
138,customer-138,30,34,177,136,138,23,213,67,154
139,customer-139,129,179,14,210,37,120,168,133,43
140,customer-140,51,102,134,124,154,124,170,109,108
141,customer-141,244,279,7,194,140,50,148,190,16
142,customer-142,91,161,59,125,150,204,148,168,201
143,customer-143,171,238,199,194,34,63,75,129,115
144,customer-144,30,94,73,93,231,103,253,49,33
145,customer-145,25,110,243,100,81,132,25,228,78
146,customer-146,47,136,146,273,124,157,114,115,31
147,customer-147,201,202,122,85,47,49,105,14,63
148,customer-148,26,29,174,157,192,199,136,95,172
149,customer-149,126,186,174,104,22,76,195,243,170
150,customer-150,201,235,82,184,201,188,157,209,212
151,customer-151,123,157,189,79,14,105,198,111,68
152,customer-152,89,107,164,168,130,188,118,109,158
153,customer-153,80,81,152,129,193,231,95,166,127
154,customer-154,4,80,176,149,148,195,71,164,84
155,customer-155,207,267,80,139,179,65,143,194,17
156,customer-156,64,107,109,71,65,42,106,50,82
157,customer-157,192,211,156,100,211,236,106,91,126
158,customer-158,227,252,34,157,98,147,147,155,42
159,customer-159,125,164,146,152,70,52,106,175,118
160,customer-160,103,190,101,190,50,187,135,140,116
161,customer-161,82,85,150,113,243,19,116,160,143
162,customer-162,119,159,74,203,77,157,172,254,80
163,customer-163,158,166,174,225,192,99,93,264,118
164,customer-164,180,194,123,198,164,154,56,117,172
165,customer-165,71,136,236,133,197,141,159,254,148
166,customer-166,134,194,31,194,171,3,65,22,165
167,customer-167,103,108,232,180,129,106,165,140,191
168,customer-168,126,154,200,2,213,165,92,199,88
169,customer-169,205,287,67,147,151,199,149,139,175
170,customer-170,200,241,201,43,130,68,107,122,46
171,customer-171,16,30,200,190,163,126,188,209,120
172,customer-172,186,211,184,62,54,98,111,88,74
173,customer-173,70,164,103,75,210,180,23,36,45
174,customer-174,198,272,77,87,77,204,36,134,73
175,customer-175,34,75,84,134,55,139,137,84,213
176,customer-176,34,117,117,185,124,108,125,71,145
177,customer-177,120,128,69,29,166,37,242,167,97
178,customer-178,64,82,21,206,169,153,18,101,33
179,customer-179,16,34,164,99,104,85,129,188,44
180,customer-180,28,72,201,69,90,192,72,84,179
181,customer-181,87,169,50,52,146,161,278,228,255
182,customer-182,210,291,174,166,199,130,131,169,142
183,customer-183,73,98,119,94,67,205,99,104,203
184,customer-184,96,188,64,211,147,200,66,113,30
185,customer-185,8,93,65,70,256,194,113,26,207
186,customer-186,247,259,44,66,4,48,116,100,32
187,customer-187,134,185,37,166,86,36,130,231,229
188,customer-188,21,36,29,50,133,151,137,203,103
189,customer-189,78,118,137,173,45,106,169,116,222
190,customer-190,175,200,70,172,228,181,152,187,69
191,customer-191,108,163,161,138,65,112,141,105,148
192,customer-192,70,151,193,19,190,199,139,158,58
193,customer-193,159,181,157,141,57,9,131,174,34
194,customer-194,169,255,165,170,186,261,169,170,136
195,customer-195,69,151,155,134,171,214,108,239,206
196,customer-196,130,137,17,90,78,206,186,3,195
197,customer-197,132,153,159,201,171,19,88,83,127
198,customer-198,101,123,2,51,125,173,127,85,22
199,customer-199,168,175,206,36,30,157,44,192,155
200,customer-200,183,236,196,166,36,118,168,140,33
201,customer-201,115,155,153,83,93,129,136,90,109
202,customer-202,220,302,110,95,181,190,92,31,196
203,customer-203,160,193,85,142,132,218,243,149,112
204,customer-204,166,197,95,220,66,76,36,231,190
205,customer-205,168,206,113,92,123,35,175,206,232
206,customer-206,51,67,113,254,234,135,17,62,29
207,customer-207,224,266,69,207,28,68,211,74,93
208,customer-208,172,217,44,181,25,45,78,90,221
209,customer-209,191,261,226,82,109,186,104,174,75
210,customer-210,148,171,85,103,206,23,205,235,111
211,customer-211,99,108,193,182,54,31,64,201,28
212,customer-212,84,147,86,162,84,46,212,167,148
213,customer-213,78,166,66,132,49,124,228,188,201
214,customer-214,28,65,77,213,146,39,164,125,73
215,customer-215,197,236,108,93,21,214,78,104,157
216,customer-216,176,205,100,243,135,125,140,125,78
217,customer-217,20,114,158,235,86,211,29,90,214
218,customer-218,69,116,185,40,144,159,60,239,178
219,customer-219,223,288,133,217,124,91,190,203,183
220,customer-220,69,114,195,239,29,206,193,155,241
221,customer-221,210,231,45,108,233,48,148,174,145
222,customer-222,206,289,207,99,69,134,93,123,132
223,customer-223,202,235,251,45,57,213,129,202,172
224,customer-224,80,135,147,41,141,197,154,172,180
225,customer-225,153,181,6,190,168,141,148,203,137
226,customer-226,174,263,197,199,205,161,129,139,117
227,customer-227,141,200,203,239,161,207,188,179,214
228,customer-228,73,108,158,56,27,245,150,150,157
229,customer-229,83,143,185,172,28,45,86,99,71
230,customer-230,57,113,179,18,143,45,75,114,49
231,customer-231,90,131,102,195,131,60,78,215,121
232,customer-232,142,183,52,131,185,83,157,120,131
233,customer-233,118,163,17,67,176,85,186,270,243
234,customer-234,54,104,168,158,95,197,24,207,192
235,customer-235,200,255,91,151,142,215,145,146,143
236,customer-236,47,88,66,172,189,189,129,146,150
237,customer-237,191,253,177,43,164,201,60,97,185
238,customer-238,51,61,154,110,143,42,136,170,59
239,customer-239,87,100,113,91,179,99,47,154,122
240,customer-240,95,124,171,198,94,50,200,212,185
241,customer-241,97,156,213,66,104,128,28,38,100
242,customer-242,210,213,33,179,125,153,167,152,9
243,customer-243,88,125,44,115,35,160,80,99,148
244,customer-244,35,111,107,144,142,91,173,197,160
245,customer-245,86,107,158,176,195,197,150,187,203
246,customer-246,22,75,41,195,129,128,56,177,56
247,customer-247,83,96,80,193,46,94,195,18,66
248,customer-248,223,252,197,141,230,148,66,157,15
249,customer-249,132,159,38,81,187,92,65,118,43
250,customer-250,180,250,145,90,142,118,84,35,30
251,customer-251,104,119,116,66,210,82,228,208,20
252,customer-252,163,205,98,50,40,145,91,44,133
253,customer-253,54,142,190,142,191,62,86,113,172
254,customer-254,179,212,56,73,221,199,87,51,39
255,customer-255,92,167,197,20,33,79,164,146,80
256,customer-256,20,25,94,208,189,42,180,28,69
257,customer-257,101,158,66,64,45,71,18,49,182
258,customer-258,66,72,222,108,169,73,194,50,54
259,customer-259,187,252,150,57,162,124,112,206,78
260,customer-260,205,249,127,203,25,53,167,257,92
261,customer-261,123,153,197,109,68,19,194,82,194
262,customer-262,96,155,85,137,169,200,182,79,200
263,customer-263,183,183,207,81,197,216,147,159,231
264,customer-264,37,78,86,46,26,146,80,20,236
265,customer-265,150,226,173,191,140,230,57,161,21
266,customer-266,81,87,196,110,23,50,97,142,108
267,customer-267,98,164,85,219,69,137,121,100,203
268,customer-268,117,129,67,170,54,160,233,185,9
269,customer-269,174,220,241,115,165,182,66,109,16
270,customer-270,244,298,178,145,62,279,182,158,166
271,customer-271,76,122,174,229,153,126,181,214,72
272,customer-272,75,144,177,63,33,133,244,86,34
273,customer-273,29,101,114,165,178,54,172,156,53
274,customer-274,53,143,50,123,54,105,150,236,119
275,customer-275,248,336,20,166,192,36,63,224,69
276,customer-276,56,117,139,55,82,157,203,97,40
277,customer-277,125,178,52,41,180,154,126,78,100
278,customer-278,141,177,125,106,22,52,224,207,159
279,customer-279,50,138,172,90,163,107,181,38,135
280,customer-280,109,134,125,127,58,101,64,68,225
281,customer-281,54,145,124,123,159,84,79,78,141
282,customer-282,91,146,121,171,95,142,38,94,59
283,customer-283,71,74,40,212,26,215,105,148,129
284,customer-284,120,174,126,125,211,21,185,166,24
285,customer-285,208,252,224,159,183,108,182,152,76
286,customer-286,190,262,138,144,22,54,72,195,145
287,customer-287,31,69,217,199,108,156,102,131,35
288,customer-288,129,134,69,19,143,87,37,76,75
289,customer-289,39,90,231,113,119,139,169,45,150
290,customer-290,182,182,177,96,90,126,142,62,172
291,customer-291,65,145,247,80,199,23,162,197,200
292,customer-292,51,135,104,199,144,160,178,195,156
293,customer-293,8,67,99,41,96,130,184,164,133
294,customer-294,104,174,24,246,162,146,218,167,89
295,customer-295,170,220,222,81,116,201,133,200,221
296,customer-296,194,229,112,139,70,103,215,146,197
297,customer-297,198,242,118,43,5,179,79,135,186
298,customer-298,103,122,183,220,156,143,51,244,164
299,customer-299,100,139,113,158,95,12,115,66,53
300,customer-300,43,117,175,169,143,128,136,67,76
301,customer-301,163,229,221,86,158,102,3,153,88
302,customer-302,46,127,87,201,7,170,74,130,31
303,customer-303,206,256,182,116,16,148,56,202,130
304,customer-304,133,190,58,93,186,49,150,113,152
305,customer-305,53,85,201,76,95,160,58,72,163
306,customer-306,171,217,91,48,65,185,202,38,67
307,customer-307,124,187,95,201,246,84,74,88,66
308,customer-308,107,187,118,128,104,144,201,131,83
309,customer-309,171,174,159,65,47,115,125,139,88
310,customer-310,51,146,94,177,73,25,180,31,92
311,customer-311,12,78,87,134,177,237,60,59,180
312,customer-312,10,42,148,122,124,66,174,222,195
313,customer-313,67,76,241,59,154,197,229,50,179
314,customer-314,226,246,83,154,152,37,205,107,190
315,customer-315,189,243,220,205,105,170,182,14,112
316,customer-316,210,257,96,71,63,47,102,102,74
317,customer-317,211,306,69,87,197,130,203,222,48
318,customer-318,100,105,91,216,55,90,203,97,136
319,customer-319,185,215,14,254,79,110,71,9,100
320,customer-320,68,135,102,70,138,147,153,159,89
321,customer-321,95,135,194,209,54,56,69,137,176
322,customer-322,72,89,189,9,54,130,39,191,189
323,customer-323,124,142,9,78,232,129,152,51,192
324,customer-324,149,217,69,64,175,109,148,207,162
325,customer-325,129,142,21,149,18,189,141,201,85
326,customer-326,198,207,163,70,195,199,194,229,160
327,customer-327,164,228,146,91,47,185,26,131,232
328,customer-328,142,215,147,203,58,258,119,83,113
329,customer-329,98,115,163,45,226,75,164,112,237
330,customer-330,79,96,151,73,168,72,41,196,79
331,customer-331,213,280,108,168,157,230,51,63,263
332,customer-332,188,197,175,229,127,61,66,116,34
333,customer-333,124,160,28,26,157,61,199,93,81
334,customer-334,52,73,139,48,173,45,171,192,40
335,customer-335,192,248,141,83,113,241,82,58,86
336,customer-336,83,130,201,166,118,163,16,163,56
337,customer-337,59,76,83,141,149,192,30,100,209
338,customer-338,90,95,44,113,154,81,125,181,152
339,customer-339,42,123,154,135,37,213,118,138,133
340,customer-340,85,156,191,92,126,18,65,109,129
341,customer-341,72,99,72,65,32,26,82,195,212
342,customer-342,27,95,26,137,177,211,86,53,81
343,customer-343,175,177,192,36,124,78,219,115,122
344,customer-344,51,120,139,185,102,53,195,155,90
345,customer-345,145,193,79,118,26,169,124,217,36
346,customer-346,68,78,237,124,40,128,52,177,127
347,customer-347,146,237,68,173,187,183,149,139,186
348,customer-348,59,75,243,42,132,144,11,182,83
349,customer-349,12,56,54,33,155,162,220,192,183
350,customer-350,127,155,42,94,199,156,195,73,86
351,customer-351,173,219,73,7,176,115,160,161,69
352,customer-352,217,231,131,166,32,100,48,127,58
353,customer-353,149,237,204,39,179,155,143,13,62
354,customer-354,108,127,227,92,20,56,161,61,158
355,customer-355,109,189,159,170,143,257,69,47,34
356,customer-356,13,34,16,173,118,227,113,65,207
357,customer-357,186,216,168,129,165,143,92,250,31
358,customer-358,43,98,91,100,54,164,105,247,212
359,customer-359,54,59,117,198,69,71,155,232,114
360,customer-360,168,208,196,73,123,156,189,129,188
361,customer-361,130,152,157,130,157,166,133,91,109
362,customer-362,226,237,22,108,119,159,183,89,184
363,customer-363,24,42,57,63,153,118,173,177,135
364,customer-364,159,205,103,155,204,169,253,118,113
365,customer-365,41,62,9,126,153,126,191,205,50
366,customer-366,95,124,77,10,127,94,145,74,201
367,customer-367,214,286,164,96,77,71,125,59,129
368,customer-368,233,299,77,140,94,37,53,116,1
369,customer-369,49,69,89,96,180,110,78,172,45
370,customer-370,126,200,79,75,87,213,182,92,61
371,customer-371,129,219,60,211,209,82,64,59,99
372,customer-372,114,116,68,109,143,171,85,36,97
373,customer-373,180,276,68,176,155,217,204,169,198
374,customer-374,22,29,54,146,72,82,104,32,153
375,customer-375,44,106,156,162,208,129,203,259,211
376,customer-376,108,134,144,163,160,193,165,176,120
377,customer-377,110,141,75,89,113,140,50,111,187
378,customer-378,105,141,271,74,34,219,156,183,186
379,customer-379,36,87,7,172,235,87,200,172,75
380,customer-380,169,207,200,195,116,72,101,14,53
381,customer-381,207,230,77,215,70,175,92,194,147
382,customer-382,29,124,176,193,63,237,40,55,60
383,customer-383,78,167,99,75,194,18,0,142,91
384,customer-384,129,146,56,197,91,19,150,173,157
385,customer-385,50,62,73,37,18,105,14,111,170
386,customer-386,120,206,130,206,140,225,156,163,219
387,customer-387,206,275,208,63,110,86,52,159,130
388,customer-388,46,124,132,89,185,127,170,137,61
389,customer-389,198,254,201,128,162,219,154,103,60
390,customer-390,74,167,25,193,110,135,235,162,55
391,customer-391,112,204,149,107,151,172,211,133,20
392,customer-392,68,154,15,130,99,48,72,78,167
393,customer-393,77,124,181,129,217,43,33,12,40
394,customer-394,241,305,80,181,62,107,125,245,42
395,customer-395,100,172,53,38,47,109,73,181,180
396,customer-396,152,152,143,25,82,89,75,101,3
397,customer-397,30,77,184,172,79,210,146,156,49
398,customer-398,141,218,109,104,211,171,61,120,242
399,customer-399,129,154,144,90,160,74,226,142,232
400,customer-400,171,265,126,97,76,197,68,103,72
401,customer-401,188,257,103,106,70,97,102,213,157
402,customer-402,166,190,181,132,56,70,183,119,110
403,customer-403,91,128,11,89,189,179,106,48,93
404,customer-404,139,157,207,142,173,98,176,50,241
405,customer-405,243,315,60,25,176,208,169,194,103
406,customer-406,72,136,184,50,59,50,42,122,46
407,customer-407,155,159,191,183,199,125,61,48,59
408,customer-408,130,216,101,76,69,123,22,161,90
409,customer-409,34,59,159,94,170,37,195,174,19
410,customer-410,196,231,8,75,155,123,82,232,107
411,customer-411,180,264,163,162,177,65,251,93,76
412,customer-412,60,153,89,100,147,179,205,35,103
413,customer-413,94,189,201,197,217,266,159,84,179
414,customer-414,35,110,84,234,153,150,54,74,178
415,customer-415,136,169,59,194,96,197,77,147,56
416,customer-416,57,137,65,165,32,62,189,63,86
417,customer-417,88,118,64,64,35,101,4,109,121
418,customer-418,195,236,80,132,132,151,58,48,5
419,customer-419,138,191,33,105,78,69,136,209,82
420,customer-420,65,156,61,38,113,131,127,155,121
421,customer-421,138,173,101,181,67,94,149,183,161
422,customer-422,113,143,90,197,116,56,22,174,113
423,customer-423,21,100,213,31,73,180,79,56,246
424,customer-424,254,270,55,29,24,80,151,146,156
425,customer-425,132,213,218,237,190,201,175,119,104
426,customer-426,164,196,27,17,162,126,212,31,178
427,customer-427,162,238,111,82,75,115,85,56,251
428,customer-428,152,196,55,201,141,88,206,24,56
429,customer-429,76,105,211,183,267,173,205,227,233
430,customer-430,97,161,165,69,141,151,110,189,183
431,customer-431,119,130,77,18,129,132,179,222,38
432,customer-432,67,69,111,184,84,129,114,181,191
433,customer-433,180,203,25,60,25,160,205,203,146
434,customer-434,69,133,96,69,224,70,80,54,43
435,customer-435,173,185,178,187,88,49,51,215,105
436,customer-436,40,122,219,241,82,171,62,166,183
437,customer-437,112,122,106,123,92,202,93,225,148
438,customer-438,81,97,125,209,103,176,56,147,99
439,customer-439,167,174,111,72,77,36,82,157,161
440,customer-440,143,181,135,12,133,92,18,223,134
441,customer-441,87,112,208,163,115,158,256,20,46
442,customer-442,141,174,37,74,77,92,3,154,32
443,customer-443,133,181,33,157,214,84,11,57,126
444,customer-444,222,317,103,7,67,133,33,188,98
445,customer-445,91,143,211,92,84,74,124,148,129
446,customer-446,108,196,60,159,217,21,122,149,140
447,customer-447,170,216,133,54,151,233,118,20,63
448,customer-448,134,137,194,201,195,179,131,209,164
449,customer-449,181,253,156,233,116,72,32,95,140
450,customer-450,148,203,162,89,111,99,176,54,52
451,customer-451,15,40,167,112,149,154,72,258,85
452,customer-452,71,143,190,96,154,97,155,123,280
453,customer-453,218,233,95,44,170,115,79,29,209
454,customer-454,87,145,120,119,53,61,88,51,167
455,customer-455,117,129,226,213,65,120,80,145,132
456,customer-456,178,258,200,103,128,130,261,105,134
457,customer-457,167,236,86,203,10,161,28,180,60
458,customer-458,88,121,83,207,214,221,112,181,200
459,customer-459,130,134,153,91,115,142,162,140,53
460,customer-460,85,177,36,69,76,98,127,89,39
461,customer-461,158,163,116,214,106,123,67,90,108
462,customer-462,139,224,91,191,158,34,130,185,187
463,customer-463,188,256,204,58,81,164,83,106,41
464,customer-464,250,341,159,102,228,30,85,159,84
465,customer-465,203,263,93,107,101,29,138,142,181
466,customer-466,61,160,188,32,98,236,222,189,200
467,customer-467,45,90,174,57,48,120,143,165,153
468,customer-468,196,229,59,61,199,176,229,135,170
469,customer-469,186,223,172,166,174,112,162,68,148
470,customer-470,99,120,136,120,161,145,251,80,118
471,customer-471,100,184,106,100,166,83,123,75,212
472,customer-472,126,131,160,143,84,197,200,52,82
473,customer-473,186,270,7,166,194,159,208,128,28
474,customer-474,15,88,239,230,92,205,208,174,57
475,customer-475,146,183,104,250,70,204,89,55,165
476,customer-476,215,233,43,198,129,211,75,93,123
477,customer-477,57,112,199,118,163,10,207,84,182
478,customer-478,159,185,182,147,235,133,103,87,129
479,customer-479,86,125,22,38,146,87,206,191,237
480,customer-480,37,61,106,111,10,146,185,122,21
481,customer-481,18,25,76,87,88,35,62,181,202
482,customer-482,193,263,84,199,190,205,168,67,59
483,customer-483,230,267,22,150,99,72,207,37,199
484,customer-484,34,60,47,21,73,97,64,194,127
485,customer-485,176,212,173,96,55,115,59,72,191
486,customer-486,99,138,153,158,155,134,81,56,192
487,customer-487,186,226,76,6,82,170,27,143,82
488,customer-488,216,233,29,105,124,140,108,187,137
489,customer-489,186,248,153,189,207,124,103,96,105
490,customer-490,15,64,14,102,72,121,77,144,218
491,customer-491,184,233,211,156,149,25,192,68,116
492,customer-492,159,160,66,144,190,192,169,77,81
493,customer-493,150,203,175,216,151,218,90,153,14
494,customer-494,118,130,187,180,195,111,67,111,194
495,customer-495,196,244,38,101,22,111,148,191,139
496,customer-496,24,103,176,140,110,258,129,102,140
497,customer-497,52,78,46,88,229,182,78,151,25
498,customer-498,86,133,88,204,125,204,195,170,66
499,customer-499,74,103,36,135,226,127,146,142,236
500,customer-500,112,196,164,89,168,51,170,242,107
501,customer-501,87,147,187,109,81,198,107,213,72
502,customer-502,59,64,99,138,29,121,78,226,132
503,customer-503,186,281,210,213,210,169,98,102,58
504,customer-504,65,88,255,54,152,151,175,234,162
505,customer-505,121,173,116,248,49,146,100,180,78
506,customer-506,135,198,102,11,153,83,97,169,65
507,customer-507,90,114,152,23,76,82,2,174,140
508,customer-508,202,247,140,6,208,85,196,163,245
509,customer-509,183,184,125,132,20,213,176,196,22
510,customer-510,112,140,147,169,133,50,62,240,82
511,customer-511,186,281,197,111,163,125,64,147,56
512,customer-512,155,213,43,112,58,194,40,150,72
513,customer-513,70,101,97,76,174,180,139,136,102
514,customer-514,41,47,88,57,173,143,91,181,179
515,customer-515,206,207,199,104,239,99,49,148,32
516,customer-516,234,272,81,109,197,118,37,178,169
517,customer-517,61,129,66,60,32,190,153,140,250
518,customer-518,203,207,187,108,142,195,203,188,58
519,customer-519,135,173,81,100,34,188,63,67,190
520,customer-520,168,247,31,13,38,145,117,91,73
521,customer-521,181,225,99,88,117,215,122,28,121
522,customer-522,126,131,87,44,169,133,162,131,137
523,customer-523,166,254,92,121,170,198,147,97,30
524,customer-524,114,187,87,174,61,34,139,217,169
525,customer-525,72,101,134,125,150,102,130,52,99
526,customer-526,47,140,23,120,203,187,85,104,90
527,customer-527,166,233,174,138,102,175,194,161,119
528,customer-528,79,101,137,211,71,247,198,11,39
529,customer-529,48,125,132,150,180,51,103,244,106
530,customer-530,100,183,86,53,42,220,280,72,143
531,customer-531,93,136,100,81,180,80,11,10,112
532,customer-532,109,193,25,146,157,215,120,87,87
533,customer-533,177,245,141,125,151,175,54,110,50
534,customer-534,178,233,41,124,104,134,193,140,35
535,customer-535,45,50,212,10,49,204,178,177,39
536,customer-536,200,223,122,152,199,225,79,22,43
537,customer-537,228,232,66,187,225,195,190,57,60
538,customer-538,158,186,63,69,100,77,210,175,116
539,customer-539,71,116,136,89,155,160,9,170,56
540,customer-540,39,47,237,63,60,157,44,78,189
541,customer-541,74,165,84,80,143,202,114,138,192
542,customer-542,196,245,167,177,123,232,145,97,62
543,customer-543,242,253,31,131,174,74,196,63,79
544,customer-544,76,147,48,163,117,75,178,121,227
545,customer-545,148,201,147,162,75,116,172,211,80
546,customer-546,233,280,207,165,69,96,210,142,70
547,customer-547,210,217,178,207,175,232,94,181,78
548,customer-548,68,69,244,158,160,10,78,80,65
549,customer-549,97,169,190,214,129,208,188,147,174
550,customer-550,64,65,25,67,55,88,39,48,16
551,customer-551,137,189,140,69,157,231,92,199,150
552,customer-552,183,218,122,115,72,156,29,121,92
553,customer-553,30,74,262,119,78,99,42,129,98
554,customer-554,94,157,176,25,32,192,135,168,142
555,customer-555,141,171,211,151,146,184,193,185,15
556,customer-556,161,231,173,73,40,132,142,69,171
