id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5
116,product-116,41,42,131,126,31,70,16,149
117,product-117,68,134,70,140,180,27,97,29
118,product-118,170,176,67,123,166,35,16,29
119,product-119,129,171,206,169,62,115,150,166
120,product-120,54,107,248,104,164,207,146,46
121,product-121,55,67,231,166,117,130,67,123
122,product-122,8,60,64,56,132,131,177,182
123,product-123,86,96,107,207,163,171,139,105
124,product-124,223,276,71,21,192,107,17,204
125,product-125,25,29,1,5,80,125,44,180
126,product-126,101,193,79,100,115,148,116,93
127,product-127,82,137,183,98,110,52,75,92
128,product-128,184,231,100,152,89,105,135,29
129,product-129,177,248,5,221,201,83,106,124
130,product-130,231,236,159,201,112,113,96,121
131,product-131,60,115,56,199,88,124,117,184
132,product-132,230,259,112,16,58,136,106,171
133,product-133,238,276,235,129,209,39,200,81
134,product-134,213,297,100,5,20,149,62,18
135,product-135,42,132,252,206,63,121,92,241
136,product-136,219,251,103,158,40,109,148,195
137,product-137,148,158,46,78,168,155,280,45
138,product-138,132,182,151,240,79,82,139,122
139,product-139,115,211,131,56,31,87,157,180
140,product-140,183,252,200,112,176,51,53,56
141,product-141,84,99,237,114,151,179,132,85
142,product-142,167,249,124,122,45,43,129,91
143,product-143,216,258,194,80,24,160,152,52
144,product-144,61,67,184,83,187,191,198,71
145,product-145,165,216,189,220,99,178,1,193
146,product-146,120,139,172,140,23,172,257,165
147,product-147,9,35,123,186,36,174,55,121
148,product-148,18,49,109,27,146,182,153,181
149,product-149,26,114,78,168,83,139,159,210
150,product-150,68,136,68,155,43,158,96,147
151,product-151,162,241,117,183,121,86,57,52
152,product-152,43,85,102,18,149,67,108,189
153,product-153,183,199,194,44,132,55,202,126
154,product-154,260,267,119,150,86,67,195,217
155,product-155,63,67,181,107,70,208,221,116
156,product-156,62,129,244,130,84,187,98,196
157,product-157,115,168,43,37,163,83,68,183
158,product-158,34,42,175,115,168,122,190,60
159,product-159,98,106,74,131,32,72,205,222
160,product-160,153,157,128,20,181,143,68,163
161,product-161,178,190,28,30,143,181,86,142
162,product-162,192,244,84,72,154,63,195,100
163,product-163,189,270,70,219,98,74,141,140
164,product-164,97,143,167,210,191,52,147,166
165,product-165,149,152,86,173,108,185,181,81
166,product-166,180,244,131,123,157,62,181,158
167,product-167,206,247,157,123,71,114,141,118
168,product-168,92,132,53,67,121,109,94,129
169,product-169,181,213,114,70,22,181,213,217
170,product-170,90,183,198,211,149,197,139,103
171,product-171,205,218,80,175,129,219,13,57
172,product-172,68,103,73,84,187,138,122,254
173,product-173,217,251,120,76,198,34,85,91
174,product-174,189,233,73,60,147,225,82,228
175,product-175,201,230,196,141,35,121,75,23
176,product-176,123,132,84,144,246,204,121,176
177,product-177,78,84,13,166,259,121,38,121
178,product-178,146,231,151,191,107,122,118,64
179,product-179,24,114,114,76,155,265,158,179
180,product-180,58,85,224,90,163,25,239,120
181,product-181,110,151,196,45,177,151,99,144
182,product-182,186,246,76,153,124,167,103,157
183,product-183,118,201,42,72,196,210,90,199
184,product-184,59,129,103,128,145,235,180,53
185,product-185,0,10,197,206,146,96,93,44
186,product-186,58,140,46,232,55,247,234,150
187,product-187,55,80,180,207,106,43,156,23
188,product-188,137,227,203,96,276,131,90,111
189,product-189,117,156,200,147,121,78,172,170
190,product-190,159,190,178,105,25,122,210,174
191,product-191,170,251,49,35,177,257,63,155
192,product-192,44,112,176,112,165,161,18,115
193,product-193,70,136,178,221,167,193,169,68
194,product-194,177,221,127,82,133,142,243,155
195,product-195,223,266,147,11,210,15,65,138
196,product-196,162,193,215,49,183,27,193,154
197,product-197,60,66,194,137,175,167,164,127
198,product-198,172,259,206,155,228,144,116,150
199,product-199,115,205,201,47,133,93,130,99
200,product-200,168,195,78,208,80,155,226,34
201,product-201,42,110,195,133,142,182,74,53
202,product-202,183,263,89,41,105,194,12,202
203,product-203,76,129,50,191,203,34,18,60
204,product-204,58,102,24,126,208,56,170,150
205,product-205,126,208,174,43,128,84,163,31
206,product-206,190,267,235,62,52,222,72,191
207,product-207,27,76,94,57,211,53,138,213
208,product-208,140,191,47,173,157,81,133,202
209,product-209,178,252,105,32,171,64,70,136
210,product-210,141,144,151,154,169,92,18,182
211,product-211,118,157,171,79,44,181,107,142
212,product-212,140,205,76,85,92,68,134,43
213,product-213,71,74,157,16,137,105,147,45
214,product-214,41,79,166,169,29,143,129,183
215,product-215,29,90,61,195,46,180,164,151
216,product-216,41,53,45,84,209,151,148,140
217,product-217,174,248,252,47,147,222,195,196
218,product-218,150,207,54,196,51,77,31,214
219,product-219,93,99,90,189,147,23,8,120
220,product-220,70,144,79,84,150,144,52,61
221,product-221,65,94,158,202,76,72,35,95
222,product-222,202,237,111,146,76,137,209,184
223,product-223,52,106,199,35,147,42,184,21
224,product-224,197,290,214,198,66,203,74,179
225,product-225,86,95,68,124,107,48,76,79
226,product-226,53,108,43,195,206,147,172,166
227,product-227,79,147,147,73,40,139,155,27
228,product-228,88,99,202,55,194,35,113,151
229,product-229,147,206,19,121,187,83,72,49
230,product-230,159,164,89,160,99,204,87,26
231,product-231,116,204,46,78,19,215,39,141
232,product-232,132,180,134,138,202,184,242,188
233,product-233,176,189,178,52,41,189,198,136
234,product-234,91,160,251,88,210,208,82,187
235,product-235,195,237,80,183,63,144,93,42
236,product-236,150,177,48,120,183,129,38,140
237,product-237,114,198,52,197,156,89,133,200
238,product-238,129,218,31,110,123,105,36,36
239,product-239,89,156,108,195,37,121,122,61
240,product-240,147,203,149,76,184,140,185,132
241,product-241,102,151,180,124,88,112,200,173
242,product-242,58,82,193,123,189,74,78,146
243,product-243,45,113,88,137,89,113,93,214
244,product-244,13,71,40,131,42,166,41,8
245,product-245,210,273,177,159,158,143,157,63
246,product-246,39,118,14,159,28,70,45,272
247,product-247,91,104,105,42,80,114,203,162
248,product-248,93,177,36,162,195,167,60,196
249,product-249,183,260,56,123,8,243,166,149
250,product-250,154,209,22,97,111,175,138,38
251,product-251,111,118,138,195,137,198,108,177
252,product-252,71,118,97,191,59,60,197,111
253,product-253,153,188,64,147,86,95,92,49
254,product-254,206,291,214,159,122,66,185,103
255,product-255,171,227,161,15,185,49,180,177
256,product-256,163,250,121,47,68,186,121,64
257,product-257,38,39,73,204,85,210,228,230
258,product-258,94,100,12,161,68,193,52,159
259,product-259,144,190,120,139,46,109,134,191
260,product-260,74,103,239,201,181,126,201,175
261,product-261,73,133,134,193,152,110,62,100
262,product-262,220,316,164,23,174,72,213,29
263,product-263,126,212,147,220,3,96,265,82
264,product-264,126,164,163,202,186,149,195,152
265,product-265,110,122,96,29,221,39,52,171
266,product-266,152,193,85,91,44,128,119,193
267,product-267,203,266,97,121,163,148,141,128
268,product-268,103,117,215,170,71,98,186,68
269,product-269,83,145,39,195,113,208,156,199
270,product-270,127,176,182,108,167,174,145,135
271,product-271,107,152,61,114,58,26,67,173
272,product-272,174,230,116,28,66,220,33,89
273,product-273,65,140,118,70,146,140,41,58
274,product-274,212,305,4,30,74,165,67,121
275,product-275,98,136,221,206,60,54,60,149
276,product-276,172,242,130,105,19,158,201,89
277,product-277,121,176,150,160,205,67,111,2
278,product-278,96,118,182,170,29,173,98,211
279,product-279,154,235,240,120,173,192,227,53
280,product-280,120,205,40,58,126,192,82,189
281,product-281,109,155,93,71,217,32,193,34
282,product-282,179,239,85,87,51,66,250,130
283,product-283,18,53,184,75,70,51,198,108
284,product-284,121,128,199,98,124,178,65,6
285,product-285,254,319,9,117,216,173,149,96
286,product-286,196,221,136,54,141,159,108,173
287,product-287,159,180,37,216,187,187,164,62
288,product-288,232,250,235,91,84,189,77,149
289,product-289,159,183,153,106,61,23,140,176
290,product-290,188,233,238,122,171,197,217,33
291,product-291,103,150,71,205,166,231,125,134
292,product-292,51,52,115,159,84,91,103,206
293,product-293,202,262,11,33,210,163,180,201
294,product-294,165,201,33,196,41,42,61,197
295,product-295,10,49,68,97,11,145,177,53
296,product-296,107,200,60,57,273,86,187,81
297,product-297,200,257,193,92,99,132,184,7
298,product-298,59,86,123,144,54,146,167,235
299,product-299,174,251,141,128,22,138,64,32
300,product-300,93,128,193,124,117,109,31,24
301,product-301,104,197,17,273,165,169,91,178
302,product-302,159,217,112,65,118,153,118,26
303,product-303,25,63,150,167,100,68,184,148
304,product-304,235,325,86,13,175,56,231,190
305,product-305,117,193,188,169,50,197,97,26
306,product-306,195,233,157,134,165,207,141,136
307,product-307,193,258,95,143,181,150,160,52
308,product-308,197,289,90,155,4,71,58,230
309,product-309,197,247,143,105,148,69,217,124
310,product-310,177,272,89,14,122,160,164,185
311,product-311,143,145,195,200,69,99,207,30
312,product-312,41,71,106,29,99,106,85,134
313,product-313,120,136,139,71,147,104,174,118
314,product-314,165,228,57,181,211,61,159,255
315,product-315,154,241,196,9,60,42,58,75
316,product-316,89,118,152,137,45,48,115,138
317,product-317,99,100,159,179,57,127,222,138
318,product-318,215,290,102,192,166,175,75,157
319,product-319,150,233,221,161,240,194,144,116
320,product-320,114,205,181,80,143,161,162,100
321,product-321,224,269,110,140,160,158,196,179
322,product-322,137,173,224,176,101,42,178,66
323,product-323,93,94,201,154,104,66,143,77
324,product-324,123,179,22,202,201,134,39,50
325,product-325,192,268,40,86,56,76,227,88
326,product-326,44,95,98,37,81,177,34,202
327,product-327,68,146,103,169,149,173,136,127
328,product-328,214,259,170,73,161,190,27,41
329,product-329,193,239,51,77,220,89,208,182
330,product-330,200,260,85,135,101,141,187,63
331,product-331,101,193,205,182,114,47,34,160
332,product-332,101,140,61,208,172,168,197,135
333,product-333,134,174,63,159,123,194,171,89
334,product-334,224,237,140,107,190,62,63,74
335,product-335,49,113,132,163,41,126,130,123
336,product-336,165,239,37,117,12,64,160,41
337,product-337,61,88,107,157,123,188,91,14
338,product-338,185,271,82,161,46,93,66,72
339,product-339,111,177,199,233,48,97,41,35
340,product-340,101,117,199,75,11,108,126,192
341,product-341,130,190,159,176,20,167,47,122
342,product-342,57,119,98,68,49,198,203,191
343,product-343,116,190,140,102,134,93,217,84
344,product-344,104,107,145,147,188,115,111,173
345,product-345,124,128,175,66,135,31,155,97
346,product-346,199,280,187,196,176,220,185,125
347,product-347,207,288,175,145,22,191,202,185
348,product-348,137,178,106,39,151,63,114,110
349,product-349,144,184,204,147,43,136,18,57
350,product-350,128,181,38,125,124,39,49,176
351,product-351,52,54,186,161,204,118,91,150
352,product-352,218,286,215,200,81,152,199,31
353,product-353,36,130,97,143,181,116,5,78
354,product-354,50,119,103,155,144,227,65,247
355,product-355,143,184,154,148,172,115,91,75
356,product-356,80,125,34,173,32,124,118,51
357,product-357,163,238,116,24,159,197,107,185
358,product-358,179,225,197,216,88,123,109,156
359,product-359,130,173,74,113,74,76,237,201
360,product-360,123,212,254,196,98,86,183,30
361,product-361,47,130,61,226,91,36,220,180
362,product-362,153,177,48,168,190,150,108,201
363,product-363,87,132,68,86,101,207,49,79
364,product-364,70,85,129,88,155,118,100,151
365,product-365,103,145,43,51,159,171,75,164
366,product-366,81,131,18,168,87,132,138,118
367,product-367,118,170,56,99,193,134,259,288
368,product-368,17,61,61,196,199,47,185,106
369,product-369,148,226,202,121,137,171,219,64
370,product-370,104,133,100,132,111,78,147,37
371,product-371,68,142,109,58,169,220,87,204
372,product-372,171,190,110,201,164,103,159,55
373,product-373,47,132,101,137,91,90,206,202
374,product-374,119,173,26,15,167,74,227,147
375,product-375,139,220,181,106,160,159,104,55
376,product-376,95,95,53,60,104,65,118,35
377,product-377,44,79,110,76,63,116,102,81
378,product-378,158,168,189,75,148,34,92,92
379,product-379,84,119,68,93,41,195,173,138
380,product-380,191,204,71,19,212,27,172,9
381,product-381,90,124,207,77,144,89,69,201
382,product-382,208,243,198,113,86,229,128,152
383,product-383,199,203,183,144,106,58,53,158
384,product-384,226,257,129,147,44,89,105,27
385,product-385,112,140,169,116,183,156,197,185
386,product-386,208,262,93,136,75,83,22,150
387,product-387,172,176,230,125,145,184,161,167
388,product-388,125,159,207,176,94,136,58,71
389,product-389,215,253,51,152,92,243,167,37
390,product-390,39,46,35,109,136,92,159,170
391,product-391,43,74,195,136,70,170,241,66
392,product-392,212,298,133,196,152,180,181,177
393,product-393,113,177,68,206,168,38,169,58
394,product-394,29,49,11,11,195,117,46,46
395,product-395,83,84,214,137,67,232,174,178
396,product-396,56,115,85,97,125,201,64,88
397,product-397,135,140,159,142,65,204,144,79
398,product-398,103,152,28,205,85,107,165,184
399,product-399,132,189,154,168,188,198,184,66
400,product-400,42,58,271,20,187,148,50,200
401,product-401,192,214,156,200,97,97,85,117
402,product-402,194,229,101,64,98,190,13,77
403,product-403,58,90,114,226,12,191,133,202
404,product-404,122,192,86,152,178,75,213,2
405,product-405,162,204,149,225,46,124,109,189
406,product-406,107,115,213,53,11,79,149,160
407,product-407,87,175,159,73,22,150,113,106
408,product-408,112,191,179,195,127,240,91,94
409,product-409,176,203,92,179,223,81,102,195
410,product-410,163,171,89,134,130,208,97,81
411,product-411,40,46,121,196,194,201,189,125
412,product-412,32,76,7,105,179,124,203,161
413,product-413,102,174,118,150,84,219,102,89
414,product-414,59,154,98,168,52,51,195,43
415,product-415,206,249,170,112,149,38,50,94
416,product-416,185,185,182,106,104,225,46,264
417,product-417,201,290,45,68,44,118,21,115
418,product-418,177,247,120,206,190,200,117,146
419,product-419,134,193,147,65,113,170,163,143
420,product-420,175,258,237,193,40,97,118,128
421,product-421,138,215,77,52,123,152,107,52
422,product-422,108,174,179,94,38,145,222,121
423,product-423,65,75,90,163,128,127,149,236
424,product-424,13,40,131,217,91,142,43,138
425,product-425,188,247,58,57,251,73,5,186
426,product-426,115,196,46,32,29,135,92,222
427,product-427,16,69,60,110,91,142,210,34
428,product-428,225,301,277,89,119,80,87,202
429,product-429,162,205,90,199,54,205,184,49
430,product-430,150,225,118,130,78,236,153,107
431,product-431,188,232,104,82,164,146,98,69
432,product-432,229,271,157,13,108,80,91,198
433,product-433,10,80,125,65,58,198,174,202
434,product-434,159,180,44,190,108,50,54,198
435,product-435,130,167,45,84,32,235,152,27
436,product-436,194,224,127,52,107,40,211,133
437,product-437,164,185,59,148,125,200,210,22
438,product-438,107,110,208,53,209,54,240,65
439,product-439,129,180,161,102,174,35,147,19
440,product-440,213,217,103,199,84,125,191,16
441,product-441,133,172,151,142,65,147,144,161
442,product-442,227,324,145,175,198,163,163,133
443,product-443,110,194,110,170,78,131,91,220
444,product-444,191,211,26,127,140,51,202,221
445,product-445,162,187,214,46,154,89,126,20
446,product-446,144,157,9,79,48,56,72,49
447,product-447,94,152,86,100,158,36,67,154
448,product-448,117,190,191,191,191,138,84,174
449,product-449,97,103,20,44,185,142,47,65
450,product-450,129,182,213,44,149,188,225,228
451,product-451,109,136,147,184,174,155,54,154
452,product-452,141,168,3,189,279,92,137,62
453,product-453,75,113,118,74,73,126,90,173
454,product-454,126,215,142,167,10,173,175,197
455,product-455,92,130,107,22,206,8,68,218
456,product-456,107,126,163,167,27,88,198,211
457,product-457,53,104,95,87,126,36,112,198
458,product-458,184,225,41,49,45,48,61,198
459,product-459,34,119,233,184,142,41,15,42
460,product-460,227,305,238,189,42,172,79,178
461,product-461,102,124,107,111,140,88,196,118
462,product-462,14,101,153,55,104,224,154,36
463,product-463,24,43,176,147,146,200,159,47
464,product-464,172,229,144,120,187,166,158,124
465,product-465,93,156,214,111,120,85,81,141
466,product-466,166,174,87,70,162,210,167,189
467,product-467,72,108,98,122,139,207,67,153
468,product-468,210,255,178,106,237,181,241,74
469,product-469,54,148,27,247,156,118,146,71
470,product-470,11,18,84,233,183,84,112,178
471,product-471,203,266,34,10,51,119,182,81
472,product-472,80,96,85,147,196,89,117,177
473,product-473,179,242,50,129,44,83,43,24
474,product-474,199,222,187,176,110,144,195,85
475,product-475,76,86,182,120,122,105,110,168
476,product-476,127,192,148,42,148,100,114,64
477,product-477,84,102,62,41,139,183,157,51
478,product-478,182,195,106,149,180,72,139,212
479,product-479,211,233,191,175,183,36,58,45
480,product-480,46,117,100,93,73,110,124,61
481,product-481,190,217,253,82,121,58,120,55
482,product-482,30,102,160,111,196,111,48,87
483,product-483,55,98,226,180,37,124,127,200
484,product-484,195,272,177,250,162,138,99,66
485,product-485,139,170,202,122,190,85,59,124
486,product-486,75,98,130,147,82,166,66,179
487,product-487,200,205,237,244,169,170,136,252
488,product-488,61,149,187,36,40,168,30,54
489,product-489,50,87,252,31,86,63,97,153
490,product-490,225,309,20,32,221,191,85,139
491,product-491,68,135,194,189,110,169,50,112
492,product-492,99,144,136,72,160,202,72,209
493,product-493,124,171,166,179,88,153,203,47
494,product-494,81,175,207,118,238,7,176,77
495,product-495,204,284,179,88,72,204,22,106
496,product-496,162,250,214,96,109,62,21,193
497,product-497,95,177,89,161,165,155,63,130
498,product-498,222,287,89,96,121,167,249,129
499,product-499,34,118,99,121,202,168,79,212
500,product-500,36,109,131,177,88,126,199,171
501,product-501,10,102,186,96,29,78,56,161
502,product-502,246,326,165,126,224,96,39,135
503,product-503,41,105,172,136,210,119,179,125
504,product-504,173,264,191,186,204,177,86,135
505,product-505,166,238,249,117,258,67,50,132
506,product-506,47,110,39,7,158,147,194,172
507,product-507,28,116,172,209,75,52,11,64
508,product-508,29,36,213,159,154,107,71,40
509,product-509,121,122,223,181,186,205,180,157
510,product-510,200,243,154,136,125,180,216,119
511,product-511,27,81,67,162,154,145,95,211
512,product-512,159,239,272,142,89,125,223,210
513,product-513,147,230,147,62,51,112,218,120
514,product-514,201,209,160,19,36,136,54,186
515,product-515,13,95,140,166,120,231,71,150
516,product-516,167,167,94,154,132,71,67,220
517,product-517,126,206,23,151,41,41,219,124
518,product-518,167,181,80,82,64,19,202,80
519,product-519,178,235,211,207,270,37,102,69
520,product-520,135,173,195,191,231,131,161,135
521,product-521,43,71,80,67,223,87,127,216
522,product-522,177,205,91,64,86,211,96,157
523,product-523,214,245,201,217,56,54,69,210
524,product-524,8,69,220,96,81,183,182,223
525,product-525,84,94,110,20,95,98,98,235
526,product-526,86,171,63,108,242,228,244,177
527,product-527,128,128,205,161,164,225,40,102
528,product-528,60,73,55,167,88,239,112,104
529,product-529,118,186,183,144,72,95,176,99
530,product-530,31,122,220,172,131,41,60,64
531,product-531,250,287,81,81,59,93,89,148
532,product-532,183,198,127,36,161,68,273,90
533,product-533,118,165,158,108,78,38,78,44
534,product-534,203,231,35,133,50,199,106,62
535,product-535,69,144,192,173,172,122,119,78
536,product-536,234,303,81,68,101,82,156,160
537,product-537,90,158,162,112,81,157,111,195
538,product-538,31,43,67,153,174,90,152,101
539,product-539,131,158,196,0,194,43,161,136
540,product-540,181,234,24,144,170,155,172,60
541,product-541,272,312,179,105,43,167,95,96
542,product-542,76,97,116,208,160,55,208,187
543,product-543,64,89,172,197,82,65,127,173
544,product-544,123,148,25,212,33,58,108,249
545,product-545,121,132,15,59,56,147,269,20
546,product-546,54,139,42,170,115,76,181,30
547,product-547,149,202,99,167,76,126,60,125
548,product-548,87,96,201,87,60,20,66,101
549,product-549,77,138,122,164,116,152,53,136
550,product-550,66,151,58,90,188,161,43,32
551,product-551,206,282,151,110,117,118,261,202
552,product-552,40,46,57,76,14,202,106,130
553,product-553,105,170,65,200,68,90,33,149
554,product-554,118,129,177,126,226,121,123,88
555,product-555,224,303,156,191,28,100,86,5
556,product-556,75,102,27,151,214,222,128,220
557,product-557,104,166,88,76,229,257,14,228
558,product-558,125,189,143,186,139,166,67,243
559,product-559,108,164,169,47,85,34,142,162
560,product-560,119,164,101,138,208,214,64,193
561,product-561,14,48,70,160,108,181,199,170
562,product-562,47,86,92,193,63,164,29,199
563,product-563,111,155,5,197,158,102,172,51
564,product-564,151,226,53,61,242,149,100,52
565,product-565,145,173,175,126,54,80,215,64
566,product-566,138,197,194,55,133,119,224,109
567,product-567,88,160,141,105,134,167,124,199
568,product-568,188,255,202,109,48,167,149,184
569,product-569,49,109,142,20,30,215,172,135
570,product-570,186,273,164,79,204,181,187,193
571,product-571,234,274,16,98,74,69,194,191
572,product-572,127,165,109,156,165,123,89,175
573,product-573,154,202,143,169,93,138,128,135
574,product-574,122,192,94,81,92,93,191,193
575,product-575,25,103,173,196,236,74,156,245
576,product-576,6,39,116,51,65,135,14,92
577,product-577,73,74,22,82,83,71,209,141
578,product-578,115,127,89,235,198,216,116,99
579,product-579,35,43,2,61,217,136,89,260
580,product-580,112,204,205,56,73,211,100,53
581,product-581,22,69,180,59,205,124,11,28
582,product-582,116,177,120,153,94,238,46,161
583,product-583,103,178,57,9,111,208,57,8
584,product-584,96,107,226,98,122,202,169,124
585,product-585,62,115,210,232,185,48,63,66
586,product-586,200,255,161,87,124,43,30,196
587,product-587,153,165,218,129,86,43,147,166
588,product-588,117,174,264,98,68,40,31,196
589,product-589,168,248,144,159,193,9,247,178
590,product-590,195,287,137,99,88,190,173,162
591,product-591,48,56,155,229,172,51,64,234
592,product-592,138,141,207,16,164,26,212,217
593,product-593,113,165,48,111,137,46,153,71
594,product-594,149,247,158,62,192,187,187,23
595,product-595,203,239,277,122,177,160,143,3
596,product-596,43,128,43,49,79,172,130,113
597,product-597,31,62,244,183,181,187,65,174
598,product-598,48,62,117,134,162,28,43,197
599,product-599,194,253,159,176,172,212,155,220
600,product-600,214,301,78,140,86,134,119,105
601,product-601,22,35,61,159,178,71,68,134
602,product-602,194,274,148,222,201,197,44,63
603,product-603,229,322,213,169,135,131,177,57
604,product-604,94,106,74,25,125,120,179,59
605,product-605,122,179,175,208,173,87,236,209
606,product-606,100,132,44,101,99,59,90,151
607,product-607,39,45,44,192,164,25,131,135
608,product-608,8,58,128,109,49,123,58,60
609,product-609,166,191,148,131,66,60,83,152
610,product-610,127,130,199,227,123,53,79,147
611,product-611,75,78,137,155,126,83,142,166
612,product-612,57,118,132,82,232,82,54,72
613,product-613,141,143,37,126,109,30,53,181
614,product-614,175,227,108,206,208,154,123,130
615,product-615,178,259,163,125,269,72,102,37
616,product-616,95,174,95,186,120,202,35,195
617,product-617,188,222,178,19,110,79,113,254
618,product-618,37,55,111,162,115,185,57,93
619,product-619,148,170,83,214,217,214,219,24
620,product-620,162,234,237,194,85,156,218,132
621,product-621,124,184,111,103,100,170,38,159
622,product-622,198,214,84,189,28,169,77,79
623,product-623,201,256,47,184,138,193,133,166
624,product-624,125,152,101,77,184,243,189,143
625,product-625,138,160,136,27,77,113,242,129
626,product-626,168,191,114,227,159,136,115,233
627,product-627,148,160,90,146,142,220,137,198
628,product-628,200,245,193,57,252,235,235,202
629,product-629,51,94,109,108,90,179,78,160
630,product-630,165,211,154,137,140,102,24,83
631,product-631,209,308,119,234,176,114,151,103
632,product-632,9,15,68,184,38,91,136,41
