id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4
369,customer-369,175,237,103,133,129,48,114
370,customer-370,149,153,131,178,224,82,134
371,customer-371,146,168,42,229,139,235,80
372,customer-372,35,129,84,66,165,44,158
373,customer-373,120,212,156,207,141,112,91
374,customer-374,196,238,44,237,30,130,150
375,customer-375,31,107,176,183,129,42,191
376,customer-376,98,133,129,92,126,27,205
377,customer-377,224,314,70,57,213,111,43
378,customer-378,160,213,71,103,135,22,94
379,customer-379,183,242,81,7,129,151,27
380,customer-380,245,337,84,59,166,189,175
381,customer-381,119,140,146,173,7,106,149
382,customer-382,119,208,96,150,96,213,185
383,customer-383,177,227,239,23,275,186,194
384,customer-384,159,162,98,173,141,128,48
385,customer-385,13,62,141,259,81,132,101
386,customer-386,129,137,80,129,126,199,130
387,customer-387,250,276,221,48,75,170,69
388,customer-388,29,109,167,88,32,167,131
389,customer-389,157,192,167,112,40,157,120
390,customer-390,148,193,80,44,194,91,127
391,customer-391,200,273,171,116,139,37,104
392,customer-392,29,108,147,21,50,130,191
393,customer-393,133,227,188,139,194,42,167
394,customer-394,131,208,15,99,184,153,10
395,customer-395,124,200,150,61,95,20,208
396,customer-396,176,254,197,252,52,192,194
397,customer-397,106,126,120,215,232,166,209
398,customer-398,165,215,239,65,197,35,111
399,customer-399,184,198,18,114,241,243,64
400,customer-400,85,93,114,82,156,169,11
401,customer-401,210,210,192,85,34,90,162
402,customer-402,93,173,178,165,216,153,227
403,customer-403,180,248,110,9,59,160,193
404,customer-404,145,167,149,158,80,72,232
405,customer-405,197,204,155,123,220,26,192
406,customer-406,77,80,133,146,147,179,81
407,customer-407,75,98,137,64,137,91,214
408,customer-408,23,64,179,177,66,15,199
409,customer-409,187,243,50,98,67,150,183
410,customer-410,146,171,66,136,71,54,188
411,customer-411,32,57,79,73,206,45,135
412,customer-412,179,245,216,193,66,96,111
413,customer-413,156,164,54,65,60,93,60
414,customer-414,127,145,183,37,204,29,186
415,customer-415,113,133,133,105,200,79,136
416,customer-416,136,203,18,129,213,99,55
417,customer-417,68,81,157,83,65,106,41
418,customer-418,80,110,195,159,43,136,205
419,customer-419,77,163,53,215,29,125,177
420,customer-420,112,152,47,213,206,107,201
421,customer-421,191,286,186,144,102,208,185
422,customer-422,176,247,139,180,33,109,137
423,customer-423,121,125,21,29,68,132,80
424,customer-424,192,253,214,16,178,194,173
425,customer-425,99,136,2,90,203,163,164
426,customer-426,101,142,127,166,139,20,108
427,customer-427,105,119,156,171,43,29,120
428,customer-428,66,115,37,68,39,97,26
429,customer-429,45,58,91,153,32,73,213
430,customer-430,94,191,200,115,94,247,116
431,customer-431,90,161,44,116,131,97,220
432,customer-432,215,218,50,50,61,101,188
433,customer-433,97,123,47,172,62,176,162
434,customer-434,197,285,200,33,87,54,62
435,customer-435,97,114,112,135,148,237,131
436,customer-436,203,255,115,37,27,190,83
437,customer-437,71,113,176,203,154,15,71
438,customer-438,121,150,162,129,68,45,24
439,customer-439,243,327,83,33,48,62,97
440,customer-440,155,237,184,82,138,79,237
441,customer-441,128,148,92,129,112,209,196
442,customer-442,99,148,104,159,81,12,48
443,customer-443,149,152,144,146,55,63,209
444,customer-444,176,204,198,181,150,86,102
445,customer-445,8,102,101,40,161,173,68
446,customer-446,81,104,252,92,124,103,164
447,customer-447,124,132,220,84,89,187,173
448,customer-448,95,154,184,165,217,177,125
449,customer-449,78,148,202,21,54,231,110
450,customer-450,90,119,212,163,50,46,192
451,customer-451,142,147,174,57,31,74,162
452,customer-452,55,105,28,129,122,75,248
453,customer-453,154,243,45,140,14,189,96
454,customer-454,109,172,175,194,97,31,49
455,customer-455,207,226,38,66,52,167,154
456,customer-456,30,44,67,10,233,32,39
457,customer-457,122,210,28,215,110,193,101
458,customer-458,193,269,106,197,213,48,16
459,customer-459,19,34,111,208,166,166,66
460,customer-460,95,103,253,198,194,55,116
461,customer-461,171,203,194,48,97,179,175
462,customer-462,180,229,228,205,39,186,131
463,customer-463,40,57,236,134,74,242,8
464,customer-464,117,183,46,59,132,74,186
465,customer-465,7,96,8,175,90,197,60
466,customer-466,114,150,20,207,53,136,57
467,customer-467,181,186,125,139,198,33,141
468,customer-468,96,192,112,179,141,151,173
469,customer-469,233,328,71,50,20,93,135
470,customer-470,131,215,44,156,244,45,67
471,customer-471,228,258,113,201,206,240,181
472,customer-472,154,158,198,196,138,215,72
473,customer-473,222,288,170,89,170,146,128
474,customer-474,25,94,101,10,204,36,128
475,customer-475,45,122,106,136,99,55,212
476,customer-476,48,77,50,53,119,203,215
477,customer-477,129,148,197,201,175,118,67
478,customer-478,178,228,63,119,102,118,177
479,customer-479,177,251,165,218,200,207,132
480,customer-480,63,113,4,133,119,153,76
481,customer-481,157,248,146,31,205,115,27
482,customer-482,194,274,45,54,105,136,182
483,customer-483,98,181,46,11,103,88,42
484,customer-484,17,82,78,77,67,90,71
485,customer-485,16,31,107,42,130,162,97
486,customer-486,191,218,125,25,64,64,169
487,customer-487,150,205,15,186,101,197,45
488,customer-488,68,159,190,156,18,204,165
489,customer-489,113,126,52,99,110,213,154
490,customer-490,134,173,255,36,162,147,124
491,customer-491,173,230,210,183,217,186,122
492,customer-492,127,133,138,52,19,157,135
493,customer-493,157,169,25,198,150,211,111
494,customer-494,27,47,188,114,108,173,216
495,customer-495,143,163,123,40,78,211,174
496,customer-496,5,94,85,227,193,70,175
497,customer-497,36,64,153,153,165,199,73
498,customer-498,76,102,82,195,72,105,54
499,customer-499,77,99,160,240,96,30,190
500,customer-500,129,134,136,241,95,154,24
501,customer-501,58,85,196,175,191,5,77
502,customer-502,259,265,130,207,251,206,165
503,customer-503,105,109,81,219,128,196,59
504,customer-504,178,248,154,139,186,81,38
505,customer-505,136,204,12,146,97,68,125
506,customer-506,47,133,91,208,170,41,215
507,customer-507,43,118,219,55,103,133,142
508,customer-508,72,99,217,107,167,157,153
509,customer-509,154,223,62,219,128,197,166
510,customer-510,90,133,65,120,28,119,132
511,customer-511,133,216,179,176,150,58,178
512,customer-512,20,41,71,203,22,74,112
513,customer-513,91,147,174,150,82,218,102
514,customer-514,114,167,100,245,273,115,136
515,customer-515,43,75,113,210,121,205,86
516,customer-516,127,191,217,138,128,98,88
517,customer-517,205,228,18,98,61,225,107
518,customer-518,185,250,215,160,175,214,162
519,customer-519,121,169,24,20,100,47,142
520,customer-520,13,81,192,130,228,159,77
521,customer-521,48,124,74,48,128,27,109
522,customer-522,187,226,149,75,41,168,116
523,customer-523,65,159,66,198,169,123,125
524,customer-524,91,175,118,241,222,84,85
525,customer-525,242,295,197,98,147,128,45
526,customer-526,64,127,210,2,163,40,53
527,customer-527,141,220,174,77,194,23,15
528,customer-528,190,285,61,20,118,182,262
529,customer-529,211,299,184,102,61,140,157
530,customer-530,79,156,98,213,164,162,99
531,customer-531,36,76,169,59,140,166,233
532,customer-532,70,96,37,46,156,31,101
533,customer-533,119,121,42,90,76,141,158
534,customer-534,84,101,197,19,123,39,56
535,customer-535,105,172,180,178,145,133,79
536,customer-536,84,140,197,139,126,121,82
537,customer-537,161,183,204,26,31,45,155
538,customer-538,122,122,76,195,196,117,51
539,customer-539,195,269,165,233,88,133,76
540,customer-540,93,163,116,231,3,41,6
541,customer-541,187,187,110,71,162,60,179
542,customer-542,198,257,197,82,145,76,101
543,customer-543,166,221,133,80,156,141,190
544,customer-544,201,233,79,166,179,124,73
545,customer-545,126,155,167,76,214,196,34
546,customer-546,146,184,138,78,102,43,231
547,customer-547,203,293,237,258,85,73,103
548,customer-548,185,192,73,174,145,133,23
549,customer-549,67,96,107,162,199,24,67
550,customer-550,191,279,182,244,156,157,133
551,customer-551,209,241,131,206,8,232,186
552,customer-552,88,92,70,137,29,99,4
553,customer-553,129,189,193,105,138,139,11
554,customer-554,13,63,94,217,214,153,165
555,customer-555,235,296,44,155,124,125,142
556,customer-556,96,143,41,97,11,177,185
557,customer-557,93,122,88,44,182,152,203
558,customer-558,98,131,132,74,109,49,37
559,customer-559,172,214,64,151,32,104,169
560,customer-560,240,332,44,234,146,149,208
561,customer-561,122,161,196,184,80,137,144
562,customer-562,81,105,165,209,155,160,150
563,customer-563,146,233,81,25,163,122,194
564,customer-564,127,181,140,177,70,156,232
565,customer-565,181,197,49,203,52,136,189
566,customer-566,101,155,142,73,119,172,95
567,customer-567,59,102,106,74,65,126,196
568,customer-568,198,257,65,129,199,198,116
569,customer-569,139,144,146,157,68,180,118
570,customer-570,25,123,83,63,147,178,84
571,customer-571,154,224,180,48,175,189,198
572,customer-572,36,78,163,32,75,142,23
573,customer-573,203,246,232,46,2,163,36
574,customer-574,96,188,22,172,136,11,90
575,customer-575,52,91,147,102,136,100,70
576,customer-576,83,117,65,148,163,70,104
577,customer-577,74,165,193,120,119,115,222
578,customer-578,121,189,142,89,91,240,60
579,customer-579,166,221,129,137,202,91,108
580,customer-580,179,243,93,134,254,194,187
581,customer-581,56,84,94,87,32,103,41
582,customer-582,100,139,173,27,57,173,167
583,customer-583,182,196,104,113,90,190,56
584,customer-584,164,232,205,193,51,185,131
585,customer-585,153,227,199,73,108,39,118
586,customer-586,79,147,157,112,177,98,217
587,customer-587,40,85,243,43,131,230,97
588,customer-588,111,146,105,50,141,180,141
589,customer-589,238,285,62,87,228,186,182
590,customer-590,29,62,141,112,133,185,146
591,customer-591,5,75,100,173,171,151,194
592,customer-592,181,236,266,198,93,43,121
593,customer-593,76,136,201,218,191,171,90
594,customer-594,211,298,190,84,218,221,164
595,customer-595,31,61,127,133,25,198,98
596,customer-596,108,131,180,102,171,72,133
597,customer-597,114,114,34,179,83,127,54
598,customer-598,142,194,166,60,79,121,155
599,customer-599,76,173,194,21,102,172,48
600,customer-600,133,202,120,205,60,150,191
601,customer-601,96,115,219,39,145,14,161
602,customer-602,129,182,178,208,14,124,242
603,customer-603,121,161,38,157,185,13,54
604,customer-604,132,151,177,193,104,198,93
605,customer-605,105,199,109,234,85,183,204
606,customer-606,76,124,67,192,15,39,52
607,customer-607,39,107,131,112,48,206,125
608,customer-608,51,115,137,218,137,161,84
609,customer-609,46,99,133,12,124,250,127
610,customer-610,181,184,10,68,17,33,68
611,customer-611,155,216,211,44,247,82,179
612,customer-612,79,104,172,201,189,154,146
613,customer-613,21,103,184,149,80,160,87
614,customer-614,62,85,30,227,230,154,186
615,customer-615,142,204,164,131,102,118,182
616,customer-616,122,139,216,212,39,129,202
617,customer-617,40,86,96,120,111,79,211
618,customer-618,203,230,55,226,36,171,172
619,customer-619,217,261,46,70,152,114,228
620,customer-620,27,112,186,199,224,164,111
621,customer-621,60,98,101,245,96,248,167
622,customer-622,93,174,148,49,140,180,175
623,customer-623,46,100,136,157,5,163,245
624,customer-624,85,121,154,12,153,87,125
625,customer-625,36,64,115,43,84,139,68
626,customer-626,12,73,110,172,207,162,153
627,customer-627,109,178,76,25,128,74,178
628,customer-628,205,262,152,137,117,148,46
629,customer-629,69,132,80,127,50,250,27
630,customer-630,87,100,56,244,32,72,150
631,customer-631,160,215,96,67,71,215,183
632,customer-632,158,179,167,125,6,109,199
633,customer-633,170,263,159,109,99,205,49
634,customer-634,193,231,138,216,126,34,49
635,customer-635,199,227,194,179,34,140,112
636,customer-636,185,213,121,28,147,91,114
637,customer-637,33,65,29,109,189,6,55
638,customer-638,45,73,152,93,115,168,118
639,customer-639,49,123,243,20,61,108,192
640,customer-640,154,202,265,221,84,108,161
641,customer-641,193,260,170,149,60,141,154
642,customer-642,165,198,64,235,172,69,28
643,customer-643,178,269,176,89,72,66,108
644,customer-644,132,165,65,177,197,37,70
645,customer-645,102,182,188,158,98,152,177
646,customer-646,126,204,136,39,116,50,91
647,customer-647,130,142,40,14,177,255,68
648,customer-648,181,238,148,88,101,22,85
649,customer-649,45,95,102,118,27,149,65
650,customer-650,53,77,31,2,146,96,32
651,customer-651,188,222,157,74,136,107,118
652,customer-652,79,152,106,204,160,83,76
653,customer-653,47,61,171,185,170,144,185
654,customer-654,79,123,164,66,108,110,89
655,customer-655,119,198,117,132,26,94,149
656,customer-656,178,229,23,176,135,78,147
657,customer-657,189,241,176,96,32,141,246
658,customer-658,52,107,41,62,32,30,92
659,customer-659,130,211,175,33,201,207,90
660,customer-660,137,161,19,271,169,200,80
661,customer-661,159,201,146,206,171,95,88
662,customer-662,170,179,168,85,142,62,80
