id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3
179,product-179,133,160,199,36,124,206
180,product-180,192,237,4,163,198,189
181,product-181,215,294,176,178,124,197
182,product-182,131,147,182,135,139,23
183,product-183,138,192,220,150,108,105
184,product-184,68,157,203,52,117,84
185,product-185,183,239,78,164,124,120
186,product-186,131,218,150,172,45,204
187,product-187,178,250,173,136,58,268
188,product-188,28,124,122,140,151,61
189,product-189,18,62,172,134,115,166
190,product-190,139,142,198,133,135,205
191,product-191,177,188,167,203,113,105
192,product-192,200,267,178,206,79,176
193,product-193,196,241,48,123,102,45
194,product-194,79,79,125,200,175,170
195,product-195,96,129,60,178,84,239
196,product-196,209,265,38,171,41,116
197,product-197,226,275,124,20,160,189
198,product-198,73,159,54,19,72,69
199,product-199,94,140,25,194,164,35
200,product-200,164,201,49,71,148,94
201,product-201,125,194,24,100,106,237
202,product-202,134,173,75,114,121,77
203,product-203,108,186,194,150,15,181
204,product-204,68,71,131,18,63,59
205,product-205,130,158,160,37,59,105
206,product-206,31,76,86,213,190,168
207,product-207,141,214,63,63,177,79
208,product-208,30,78,20,197,255,63
209,product-209,49,51,223,156,10,156
210,product-210,144,158,91,210,124,151
211,product-211,215,245,175,92,194,36
212,product-212,87,143,63,118,190,146
213,product-213,80,96,38,103,72,107
214,product-214,100,138,145,105,63,91
215,product-215,198,250,138,210,157,164
216,product-216,25,30,139,133,65,175
217,product-217,185,275,44,158,196,166
218,product-218,106,108,185,185,184,190
219,product-219,48,104,38,7,155,75
220,product-220,133,186,47,172,175,166
221,product-221,114,200,225,116,59,295
222,product-222,188,240,126,53,168,185
223,product-223,84,167,93,44,71,164
224,product-224,13,63,79,73,126,252
225,product-225,116,165,157,11,120,206
226,product-226,74,81,87,150,160,229
227,product-227,59,66,203,207,101,263
228,product-228,178,189,24,55,151,57
229,product-229,152,159,172,144,174,103
230,product-230,25,112,195,132,198,34
231,product-231,144,191,100,43,98,107
232,product-232,97,181,220,154,46,136
233,product-233,91,170,151,170,224,122
234,product-234,175,200,14,72,102,164
235,product-235,168,233,170,49,204,193
236,product-236,148,176,39,73,112,73
237,product-237,207,255,181,161,26,144
238,product-238,226,229,154,188,207,74
239,product-239,9,39,42,205,76,123
240,product-240,180,250,271,175,173,120
241,product-241,56,66,202,113,34,187
242,product-242,72,78,143,65,197,224
243,product-243,50,87,101,42,136,24
244,product-244,147,215,183,223,159,146
245,product-245,143,160,142,31,48,69
246,product-246,15,71,8,136,134,33
247,product-247,93,135,67,103,23,170
248,product-248,147,198,197,131,60,164
249,product-249,207,216,109,137,155,41
250,product-250,117,182,52,130,99,40
251,product-251,207,236,89,195,132,91
252,product-252,186,198,148,42,129,47
253,product-253,146,149,122,209,187,88
254,product-254,59,100,191,171,131,67
255,product-255,144,194,80,74,103,70
256,product-256,163,188,73,187,119,106
257,product-257,25,76,174,177,218,228
258,product-258,105,123,207,69,235,111
259,product-259,57,125,162,19,134,139
260,product-260,215,304,97,169,182,175
261,product-261,148,235,180,175,25,2
262,product-262,231,313,197,49,217,147
263,product-263,92,124,142,165,122,194
264,product-264,10,19,107,238,55,123
265,product-265,70,162,58,137,79,11
266,product-266,94,130,228,110,207,194
267,product-267,145,212,86,85,165,268
268,product-268,245,340,171,222,10,188
269,product-269,32,115,48,197,84,161
270,product-270,199,247,113,143,31,251
271,product-271,102,135,101,51,220,129
272,product-272,70,121,151,48,52,109
273,product-273,81,152,178,132,179,100
274,product-274,108,179,77,84,157,139
275,product-275,218,247,69,223,83,120
276,product-276,118,201,162,110,178,73
277,product-277,229,314,59,114,21,38
278,product-278,105,197,158,66,218,205
279,product-279,22,110,96,190,214,87
280,product-280,94,160,222,194,99,181
281,product-281,230,268,163,86,130,38
282,product-282,116,169,113,124,212,222
283,product-283,170,230,62,178,249,131
284,product-284,180,205,65,73,124,192
285,product-285,126,186,144,176,71,47
286,product-286,218,295,66,201,47,122
287,product-287,127,186,152,59,168,144
288,product-288,28,52,140,58,159,60
289,product-289,127,205,106,130,198,158
290,product-290,161,217,216,29,168,194
291,product-291,220,304,155,138,166,161
292,product-292,128,146,91,136,125,170
293,product-293,75,136,165,169,111,16
294,product-294,213,310,138,165,121,122
295,product-295,14,90,23,120,59,141
296,product-296,35,76,159,187,72,78
297,product-297,157,208,71,52,192,203
298,product-298,177,213,66,165,147,265
299,product-299,116,171,210,91,88,144
300,product-300,273,317,67,107,158,92
301,product-301,212,221,109,205,60,113
302,product-302,25,40,102,96,94,85
303,product-303,173,217,129,14,73,171
304,product-304,123,140,134,168,165,98
305,product-305,139,152,186,47,223,20
306,product-306,223,298,180,154,66,62
307,product-307,157,220,160,138,45,161
308,product-308,108,169,30,52,57,139
309,product-309,112,203,112,153,165,153
310,product-310,98,109,118,196,149,128
311,product-311,121,135,1,209,195,175
312,product-312,26,33,80,48,145,102
313,product-313,107,139,51,129,80,115
314,product-314,28,111,122,182,159,86
315,product-315,205,284,104,210,197,68
316,product-316,105,129,46,82,99,35
317,product-317,174,263,84,146,128,168
318,product-318,171,209,101,121,1,142
319,product-319,47,71,201,91,48,268
320,product-320,134,186,157,28,77,114
321,product-321,62,62,100,74,109,174
322,product-322,128,163,14,82,35,92
323,product-323,208,245,222,120,83,198
324,product-324,216,273,237,21,165,75
325,product-325,48,93,144,135,87,145
326,product-326,56,100,54,124,146,152
327,product-327,94,99,168,50,252,75
328,product-328,127,215,209,66,80,84
329,product-329,197,202,168,98,213,81
330,product-330,255,295,28,138,50,102
331,product-331,98,100,74,130,98,37
332,product-332,120,127,102,117,88,176
333,product-333,13,19,166,235,101,109
334,product-334,68,105,41,80,99,221
335,product-335,128,135,190,149,88,141
336,product-336,200,226,135,191,157,20
337,product-337,203,284,88,150,51,200
338,product-338,199,242,119,28,173,215
339,product-339,208,231,190,45,193,63
340,product-340,75,156,179,154,196,144
341,product-341,86,128,145,260,229,184
342,product-342,90,136,204,180,23,157
343,product-343,16,33,117,116,177,48
344,product-344,93,155,113,72,131,189
345,product-345,164,168,84,205,58,161
346,product-346,43,87,213,251,160,61
347,product-347,95,120,148,19,68,122
348,product-348,201,272,71,130,145,110
349,product-349,117,117,96,103,146,72
350,product-350,192,276,114,47,113,43
351,product-351,179,188,66,141,146,165
352,product-352,71,110,187,62,50,90
353,product-353,13,86,109,65,154,86
354,product-354,217,295,38,74,146,87
355,product-355,158,247,114,43,221,69
356,product-356,204,207,198,143,145,108
357,product-357,33,72,53,46,133,16
358,product-358,180,279,181,182,190,48
359,product-359,126,195,129,161,121,72
360,product-360,75,155,98,215,36,106
361,product-361,73,131,169,223,8,67
362,product-362,182,208,202,148,43,115
363,product-363,52,143,176,193,176,63
364,product-364,108,140,61,52,125,17
365,product-365,50,78,154,114,148,92
366,product-366,73,117,161,75,169,107
367,product-367,156,190,24,257,174,135
368,product-368,114,137,194,68,104,17
369,product-369,27,36,129,71,56,189
370,product-370,185,223,170,148,45,84
371,product-371,171,226,114,110,162,146
372,product-372,130,132,113,136,159,126
373,product-373,37,43,168,55,8,133
374,product-374,198,291,68,153,115,208
375,product-375,106,172,95,181,117,115
376,product-376,75,148,56,92,87,21
377,product-377,74,120,91,143,65,137
378,product-378,94,138,137,11,150,254
379,product-379,87,128,84,62,229,94
380,product-380,16,93,100,116,185,92
381,product-381,66,67,58,108,45,195
382,product-382,125,192,226,154,124,192
383,product-383,135,200,224,154,52,57
384,product-384,185,256,156,57,124,245
385,product-385,142,142,169,225,202,188
386,product-386,117,189,157,152,24,112
387,product-387,165,235,33,190,59,160
388,product-388,159,245,164,183,24,151
389,product-389,45,79,233,153,117,194
390,product-390,128,218,234,92,188,51
391,product-391,164,255,76,241,59,143
392,product-392,132,209,230,216,162,179
393,product-393,88,88,111,115,131,193
394,product-394,55,126,101,84,29,131
395,product-395,50,131,78,220,102,133
396,product-396,174,202,200,166,142,171
397,product-397,179,233,230,177,167,75
398,product-398,146,197,214,225,154,239
399,product-399,137,197,100,70,93,149
400,product-400,63,102,130,166,70,31
401,product-401,60,81,74,93,185,171
402,product-402,131,193,122,210,87,39
403,product-403,162,215,92,225,126,187
404,product-404,81,110,226,78,61,40
405,product-405,99,179,208,158,81,42
406,product-406,174,267,50,163,133,135
407,product-407,152,154,205,121,174,23
408,product-408,188,218,55,181,21,34
409,product-409,204,281,151,191,172,20
410,product-410,157,218,110,44,183,125
411,product-411,118,158,203,77,43,68
412,product-412,140,187,69,175,15,109
413,product-413,40,136,25,155,9,124
414,product-414,114,209,213,120,97,52
415,product-415,164,233,195,106,160,37
416,product-416,194,253,82,158,137,249
417,product-417,139,160,5,102,48,17
418,product-418,41,121,38,17,69,12
419,product-419,208,282,169,57,182,209
420,product-420,173,235,85,173,177,145
421,product-421,73,103,63,91,76,7
422,product-422,121,152,49,110,218,129
423,product-423,151,192,121,226,111,146
424,product-424,9,11,94,122,105,101
425,product-425,17,58,57,81,153,91
426,product-426,111,157,46,51,72,179
427,product-427,43,84,158,105,119,27
428,product-428,152,217,174,52,153,35
429,product-429,103,149,139,228,18,100
430,product-430,153,198,50,118,96,198
431,product-431,9,36,57,223,258,126
432,product-432,163,178,156,62,81,111
433,product-433,130,191,96,216,161,12
434,product-434,201,262,218,13,215,74
435,product-435,110,167,220,161,42,177
436,product-436,115,150,143,100,221,184
437,product-437,154,238,29,91,77,134
438,product-438,107,163,203,153,174,92
439,product-439,48,135,102,52,173,82
440,product-440,217,223,214,134,130,66
441,product-441,105,189,22,192,31,173
442,product-442,117,123,152,49,111,162
443,product-443,157,163,35,16,52,36
444,product-444,71,137,201,179,92,124
445,product-445,56,140,97,269,256,138
446,product-446,212,248,157,34,84,109
447,product-447,76,117,130,39,204,181
448,product-448,63,115,80,95,165,204
449,product-449,102,168,179,42,108,89
450,product-450,219,262,85,63,24,59
451,product-451,190,247,80,137,219,90
452,product-452,204,279,198,78,38,102
453,product-453,131,189,29,183,171,147
454,product-454,150,155,10,92,181,163
455,product-455,222,297,99,103,179,23
456,product-456,15,103,54,70,20,78
457,product-457,77,100,136,173,65,182
458,product-458,270,321,20,153,212,237
459,product-459,221,247,167,137,151,224
460,product-460,98,113,33,267,74,92
461,product-461,203,290,173,148,226,208
462,product-462,184,266,47,143,58,143
463,product-463,188,256,60,185,140,47
464,product-464,67,76,25,152,182,70
465,product-465,83,161,221,216,84,33
466,product-466,159,203,80,136,77,207
467,product-467,155,189,4,50,164,189
468,product-468,151,201,116,73,220,165
469,product-469,34,89,175,157,213,180
470,product-470,102,116,212,212,85,214
471,product-471,139,223,264,153,37,112
472,product-472,60,100,111,190,154,32
473,product-473,44,124,137,35,53,129
474,product-474,197,288,196,255,247,125
475,product-475,129,136,145,197,200,29
476,product-476,88,154,93,85,92,1
477,product-477,14,93,111,39,27,184
478,product-478,206,284,93,159,166,135
479,product-479,65,82,170,184,98,96
480,product-480,59,132,100,224,97,161
481,product-481,140,166,156,79,83,90
482,product-482,194,261,157,107,151,26
483,product-483,192,257,236,114,38,175
484,product-484,57,149,141,175,70,239
485,product-485,145,164,178,17,107,264
486,product-486,127,205,114,61,65,178
487,product-487,135,190,90,94,237,176
488,product-488,153,155,67,78,76,128
489,product-489,183,186,169,152,232,10
490,product-490,74,149,132,107,177,247
491,product-491,92,104,141,28,42,1
492,product-492,129,176,58,75,139,15
493,product-493,86,111,77,54,137,215
494,product-494,156,185,31,172,124,66
495,product-495,60,88,62,121,121,65
496,product-496,174,212,194,100,30,93
497,product-497,209,265,85,97,182,216
498,product-498,108,154,31,177,169,66
499,product-499,197,259,161,159,90,161
500,product-500,123,168,194,109,119,137
501,product-501,225,316,92,65,99,115
502,product-502,163,180,196,214,128,116
503,product-503,140,182,256,4,159,20
504,product-504,94,189,191,109,208,129
505,product-505,141,226,49,219,86,209
506,product-506,93,173,151,182,131,204
507,product-507,39,47,21,164,24,42
508,product-508,181,193,128,240,219,186
509,product-509,142,186,54,138,155,256
510,product-510,71,91,194,92,112,118
511,product-511,138,205,57,146,172,10
512,product-512,83,95,89,64,211,61
513,product-513,126,131,128,248,8,180
514,product-514,95,144,32,93,24,68
515,product-515,94,164,121,29,101,140
516,product-516,49,55,176,105,98,35
517,product-517,77,85,45,72,140,24
518,product-518,59,111,177,172,182,248
519,product-519,166,215,132,78,56,138
520,product-520,212,299,58,161,64,35
521,product-521,167,224,165,73,194,177
522,product-522,90,120,196,208,148,207
523,product-523,112,147,103,235,224,238
524,product-524,64,153,163,194,137,199
525,product-525,23,33,175,144,95,115
526,product-526,48,59,130,56,12,89
527,product-527,87,113,165,182,140,141
528,product-528,131,180,157,79,192,72
529,product-529,24,43,35,189,12,176
530,product-530,15,37,199,213,52,106
531,product-531,208,238,138,174,120,58
532,product-532,58,64,181,32,90,135
533,product-533,151,214,198,45,160,90
534,product-534,138,231,63,192,212,90
535,product-535,154,155,54,150,34,134
536,product-536,188,261,235,137,49,202
537,product-537,56,140,63,188,144,88
538,product-538,139,226,4,33,108,104
539,product-539,201,246,104,69,167,17
540,product-540,58,113,148,193,103,186
541,product-541,240,285,169,7,57,79
542,product-542,178,228,72,116,169,191
543,product-543,53,66,127,190,69,73
544,product-544,76,158,229,184,218,133
545,product-545,126,200,144,117,111,80
546,product-546,216,295,193,200,135,162
547,product-547,150,173,90,151,205,100
548,product-548,45,97,92,37,89,89
549,product-549,88,161,192,101,164,202
550,product-550,159,178,85,142,111,156
551,product-551,76,127,171,95,189,123
552,product-552,70,135,146,32,124,111
553,product-553,47,65,34,90,216,155
554,product-554,84,100,172,162,233,157
555,product-555,35,70,238,144,202,158
556,product-556,202,247,161,130,111,62
557,product-557,104,144,178,44,139,204
558,product-558,197,236,25,173,86,83
559,product-559,82,138,31,177,203,131
560,product-560,31,57,134,58,106,138
561,product-561,141,190,11,122,6,208
562,product-562,80,80,186,150,136,111
563,product-563,178,246,19,135,252,143
564,product-564,59,99,37,146,135,54
565,product-565,77,160,161,72,72,157
566,product-566,87,88,160,50,91,69
567,product-567,150,183,59,193,59,45
568,product-568,158,252,62,73,140,227
569,product-569,75,151,224,169,198,108
570,product-570,145,146,54,201,107,92
571,product-571,224,300,188,189,110,227
572,product-572,36,81,221,102,72,89
573,product-573,89,97,166,93,166,122
574,product-574,63,136,166,172,139,122
575,product-575,35,111,128,262,34,50
576,product-576,154,240,103,112,111,157
577,product-577,249,341,169,69,51,126
578,product-578,170,192,41,54,181,86
579,product-579,78,167,209,185,232,146
580,product-580,161,218,141,68,151,147
581,product-581,11,35,201,91,144,116
582,product-582,43,64,128,95,16,201
583,product-583,98,114,129,100,124,109
584,product-584,212,216,220,44,100,90
585,product-585,150,174,208,106,78,182
586,product-586,243,320,49,104,76,44
587,product-587,229,240,94,62,55,174
588,product-588,130,153,105,175,176,225
589,product-589,144,223,85,10,105,56
590,product-590,51,102,125,225,189,150
591,product-591,92,107,9,93,152,192
592,product-592,70,87,196,83,96,241
593,product-593,41,59,143,37,241,33
594,product-594,40,48,96,177,61,100
595,product-595,108,181,33,278,161,144
596,product-596,66,86,151,230,201,23
597,product-597,140,196,171,207,135,64
598,product-598,15,77,81,202,95,248
599,product-599,159,186,168,122,81,274
600,product-600,97,140,37,76,39,28
601,product-601,191,276,38,140,177,86
602,product-602,64,114,99,84,105,191
603,product-603,114,143,200,75,95,137
604,product-604,45,96,190,117,244,129
605,product-605,116,184,184,98,64,36
606,product-606,113,115,209,193,90,146
607,product-607,57,77,46,169,69,164
608,product-608,158,213,81,74,41,208
609,product-609,39,85,127,64,126,156
610,product-610,61,84,167,148,147,170
611,product-611,146,198,69,49,178,79
612,product-612,3,60,139,42,238,113
613,product-613,51,145,170,129,139,62
614,product-614,100,100,95,129,124,176
615,product-615,126,154,216,163,172,139
616,product-616,109,170,220,114,129,147
617,product-617,26,86,122,175,4,79
618,product-618,93,122,20,41,202,74
619,product-619,117,186,155,195,142,218
620,product-620,88,136,117,153,168,164
621,product-621,78,88,67,78,164,136
622,product-622,96,186,108,195,98,31
623,product-623,198,284,18,178,100,51
624,product-624,135,228,60,190,113,162
625,product-625,54,124,129,162,86,196
626,product-626,204,246,166,226,39,188
627,product-627,207,279,19,157,217,116
628,product-628,75,81,82,80,92,66
629,product-629,180,205,131,24,104,74
630,product-630,102,130,163,246,84,192
631,product-631,99,170,161,86,125,219
632,product-632,246,321,171,182,228,107
633,product-633,183,234,13,173,190,101
634,product-634,126,206,134,74,173,91
635,product-635,197,244,201,192,86,35
636,product-636,119,175,135,48,233,189
637,product-637,43,136,42,79,71,148
638,product-638,74,141,70,252,68,79
639,product-639,173,239,150,178,112,59
640,product-640,106,152,116,43,6,115
641,product-641,103,155,65,193,131,73
642,product-642,50,135,86,58,111,40
643,product-643,162,212,96,122,137,182
644,product-644,190,284,86,47,90,82
645,product-645,45,85,173,24,73,264
646,product-646,18,62,90,143,59,109
647,product-647,146,177,202,133,158,153
648,product-648,159,203,39,135,135,79
649,product-649,128,175,30,184,235,32
650,product-650,129,162,27,190,222,148
651,product-651,65,141,184,80,78,108
652,product-652,216,289,131,149,36,24
653,product-653,60,159,55,91,154,186
654,product-654,199,207,202,94,244,99
655,product-655,189,192,115,75,29,18
656,product-656,168,258,118,43,117,137
657,product-657,132,144,140,141,130,252
658,product-658,32,109,170,4,272,218
659,product-659,39,83,235,188,31,64
660,product-660,131,217,77,124,173,109
661,product-661,208,253,195,183,82,110
662,product-662,153,183,16,153,268,137
663,product-663,44,121,151,119,202,87
664,product-664,111,194,112,103,11,9
665,product-665,162,242,157,79,93,44
666,product-666,98,195,135,115,82,49
667,product-667,154,159,122,153,8,137
668,product-668,29,76,182,199,124,197
669,product-669,172,200,201,57,80,52
670,product-670,122,179,266,131,173,52
671,product-671,104,121,102,109,83,112
672,product-672,7,34,168,228,156,177
673,product-673,231,267,136,83,202,179
674,product-674,151,182,192,101,107,160
675,product-675,196,281,160,47,49,92
676,product-676,81,88,132,54,56,177
677,product-677,38,93,46,40,156,221
678,product-678,149,195,4,154,114,80
679,product-679,61,131,51,68,53,171
680,product-680,139,236,172,200,154,48
681,product-681,198,291,107,70,173,197
682,product-682,199,268,113,133,35,0
683,product-683,164,215,207,82,79,24
684,product-684,156,233,86,180,57,175
685,product-685,114,200,151,237,179,167
686,product-686,70,91,79,152,251,155
687,product-687,130,183,25,163,55,41
688,product-688,120,140,184,165,149,139
689,product-689,167,178,40,145,58,21
690,product-690,110,140,94,123,23,94
691,product-691,101,123,103,254,26,84
692,product-692,190,280,104,107,254,134
693,product-693,81,135,78,73,155,126
694,product-694,83,178,183,156,153,123
695,product-695,148,170,235,35,91,137
696,product-696,84,113,134,147,169,62
697,product-697,29,82,77,55,145,83
698,product-698,212,233,31,191,7,73
699,product-699,165,227,76,187,12,164
700,product-700,186,234,167,91,196,103
701,product-701,199,226,213,80,186,237
702,product-702,57,121,160,81,192,79
703,product-703,172,242,158,112,29,158
704,product-704,118,120,91,62,196,217
705,product-705,148,236,66,187,28,196
706,product-706,188,286,8,242,26,113
707,product-707,37,67,138,99,213,80
708,product-708,190,205,48,109,227,192
709,product-709,264,332,188,103,30,73
710,product-710,216,251,205,146,66,149
711,product-711,133,192,158,140,201,198
712,product-712,155,181,148,123,63,122
713,product-713,50,124,209,166,89,146
714,product-714,28,38,31,69,162,74
715,product-715,184,207,182,180,140,50
716,product-716,237,248,101,155,196,129
717,product-717,97,167,88,81,14,139
718,product-718,138,166,88,25,207,75
719,product-719,110,143,129,110,96,130
720,product-720,142,233,68,93,218,172
721,product-721,156,194,134,184,24,206
722,product-722,92,178,89,176,200,168
723,product-723,68,90,192,37,140,159
724,product-724,22,57,53,197,96,114
725,product-725,42,74,191,61,168,103
726,product-726,132,222,123,180,111,123
727,product-727,178,231,188,139,113,86
728,product-728,116,154,99,148,45,84
729,product-729,239,329,119,135,203,164
730,product-730,174,204,170,66,88,69
731,product-731,159,207,151,12,205,217
732,product-732,86,96,184,45,206,130
733,product-733,121,182,204,111,123,247
734,product-734,19,28,134,148,72,136
735,product-735,160,164,202,117,227,1
736,product-736,172,176,147,173,35,67
737,product-737,40,72,209,186,64,75
738,product-738,13,24,29,228,183,184
739,product-739,152,230,220,35,49,97
740,product-740,105,160,19,69,208,65
741,product-741,183,244,173,44,85,85
742,product-742,135,208,148,44,191,193
743,product-743,88,125,97,139,194,49
744,product-744,162,177,63,31,52,192
745,product-745,129,204,69,175,29,73
746,product-746,242,268,149,146,216,182
747,product-747,201,213,216,113,210,100
748,product-748,146,239,81,110,188,102
749,product-749,39,67,198,192,187,234
750,product-750,135,151,205,127,37,204
751,product-751,85,104,214,82,103,147
752,product-752,116,164,152,187,205,103
753,product-753,63,105,87,246,125,152
754,product-754,198,240,111,177,202,27
755,product-755,98,157,19,102,41,174
756,product-756,48,133,144,77,193,111
757,product-757,173,185,29,83,173,119
758,product-758,211,270,106,13,47,102
759,product-759,177,258,33,103,127,178
760,product-760,147,165,20,39,241,70
761,product-761,244,276,195,131,66,163
762,product-762,142,189,185,194,264,21
763,product-763,185,208,98,202,115,124
764,product-764,23,48,47,115,19,30
765,product-765,133,221,175,197,51,72
766,product-766,47,83,78,144,173,197
767,product-767,66,104,82,37,48,199
768,product-768,68,76,57,16,127,124
769,product-769,267,316,171,40,55,70
770,product-770,195,287,230,137,191,130
771,product-771,202,240,241,58,184,191
772,product-772,134,215,90,210,122,188
773,product-773,188,188,68,14,92,94
774,product-774,201,241,146,236,160,171
