id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
53,customer-53,187,209,124,160,112,70,212,64,200
54,customer-54,251,332,107,82,31,146,208,35,64
55,customer-55,43,80,172,60,235,60,160,131,233
56,customer-56,147,148,57,197,174,231,197,134,70
57,customer-57,210,224,95,65,94,110,132,41,134
58,customer-58,124,156,166,142,209,154,100,78,195
59,customer-59,74,89,174,98,78,197,119,115,93
60,customer-60,8,77,199,160,60,103,131,77,116
61,customer-61,197,224,105,118,246,47,125,246,151
62,customer-62,16,49,143,157,174,147,36,110,25
63,customer-63,77,97,50,125,86,196,131,191,108
64,customer-64,122,201,42,215,169,116,109,79,84
65,customer-65,182,213,37,189,71,115,53,174,138
66,customer-66,11,71,95,141,51,81,149,199,106
67,customer-67,105,146,114,148,199,121,239,137,134
68,customer-68,95,115,106,39,123,103,148,180,104
69,customer-69,96,97,176,198,93,93,76,143,201
70,customer-70,212,259,117,134,28,108,175,133,149
71,customer-71,172,182,225,152,179,154,84,135,148
72,customer-72,97,112,161,67,198,148,230,175,66
73,customer-73,205,215,187,67,126,168,121,85,229
74,customer-74,197,217,79,47,64,207,152,139,110
75,customer-75,190,231,59,93,193,58,68,210,32
76,customer-76,65,113,148,175,72,145,216,256,165
77,customer-77,115,178,221,54,132,273,36,65,38
78,customer-78,14,87,116,38,56,65,167,70,33
79,customer-79,164,216,166,105,90,82,180,188,178
80,customer-80,32,63,24,150,110,110,138,283,183
81,customer-81,53,56,136,46,237,126,150,189,26
82,customer-82,181,220,150,73,154,189,62,144,163
83,customer-83,35,72,63,89,198,116,62,95,203
84,customer-84,26,33,234,3,3,109,44,100,239
85,customer-85,156,252,42,264,175,195,101,179,180
86,customer-86,42,125,106,104,14,106,229,221,189
87,customer-87,57,93,61,18,200,85,78,125,80
88,customer-88,154,239,105,127,163,166,106,107,133
89,customer-89,132,195,76,198,75,157,116,143,61
90,customer-90,91,187,36,251,69,69,89,41,56
91,customer-91,120,175,158,84,94,247,134,127,76
92,customer-92,216,222,70,76,96,243,196,176,239
93,customer-93,63,146,231,50,105,188,191,103,217
94,customer-94,109,184,85,59,243,101,148,159,200
95,customer-95,93,155,221,173,43,96,32,53,180
96,customer-96,107,115,108,56,34,115,205,82,108
97,customer-97,74,91,144,56,95,107,88,196,205
98,customer-98,246,325,171,112,102,264,152,169,111
99,customer-99,92,164,151,69,16,198,138,199,124
100,customer-100,208,267,165,128,60,175,108,72,130
101,customer-101,27,103,57,33,216,143,218,44,212
102,customer-102,130,185,180,61,101,108,37,90,80
103,customer-103,64,115,127,78,91,80,194,198,105
104,customer-104,154,234,116,164,54,140,218,107,187
105,customer-105,39,78,153,203,107,153,185,140,134
106,customer-106,162,238,51,98,18,115,91,211,195
107,customer-107,53,125,49,100,144,27,99,98,153
108,customer-108,92,157,210,65,112,161,97,143,1
109,customer-109,248,250,77,153,181,235,118,235,52
110,customer-110,239,335,121,230,160,167,132,22,179
111,customer-111,174,258,141,212,118,236,189,225,105
112,customer-112,45,62,190,129,14,69,238,206,164
113,customer-113,44,61,93,227,210,200,54,151,137
114,customer-114,64,97,91,85,178,77,190,222,59
115,customer-115,163,164,187,161,115,81,116,148,54
116,customer-116,128,194,73,139,55,122,83,156,183
117,customer-117,150,233,206,65,102,185,233,71,51
118,customer-118,142,164,104,31,177,175,38,183,127
119,customer-119,62,91,18,183,15,147,108,39,65
120,customer-120,140,225,138,34,207,50,170,60,49
121,customer-121,82,167,86,141,6,125,176,43,53
122,customer-122,83,104,115,217,166,158,206,201,122
123,customer-123,133,179,242,160,81,74,61,106,85
124,customer-124,250,253,47,176,39,147,79,216,187
125,customer-125,265,283,107,170,148,165,95,154,198
126,customer-126,91,112,18,217,113,45,107,56,101
127,customer-127,144,154,213,36,183,94,37,159,81
128,customer-128,220,231,114,111,84,161,200,60,18
129,customer-129,27,72,149,67,109,72,55,55,35
130,customer-130,97,181,109,115,260,43,71,64,78
131,customer-131,172,250,107,99,40,95,84,164,84
132,customer-132,145,235,195,258,193,202,98,173,153
133,customer-133,236,331,122,175,229,153,138,149,65
134,customer-134,132,183,194,150,191,30,217,141,109
135,customer-135,144,157,229,23,221,120,42,71,192
136,customer-136,69,115,195,24,109,61,58,72,84
137,customer-137,89,142,18,182,50,174,55,193,122
138,customer-138,30,79,85,131,153,201,83,108,18
139,customer-139,149,230,104,267,96,17,185,141,57
140,customer-140,95,107,190,109,116,151,245,35,154
141,customer-141,180,193,189,54,167,239,212,85,12
142,customer-142,126,226,70,17,49,7,21,11,197
143,customer-143,133,217,151,87,199,108,36,109,103
144,customer-144,174,267,54,93,86,162,164,209,189
145,customer-145,71,162,129,166,166,74,95,107,64
146,customer-146,2,30,123,65,52,206,57,205,172
147,customer-147,209,243,179,171,182,177,82,132,102
148,customer-148,28,93,121,278,35,125,114,218,190
149,customer-149,241,300,170,157,106,60,82,60,8
150,customer-150,69,83,59,59,55,43,20,158,161
151,customer-151,14,94,141,54,204,89,47,39,113
152,customer-152,199,284,111,158,134,108,203,66,153
153,customer-153,43,97,36,148,104,95,144,188,43
154,customer-154,146,236,26,247,79,31,214,205,192
155,customer-155,201,223,175,197,94,105,98,21,80
156,customer-156,21,24,84,109,163,129,194,66,184
157,customer-157,201,211,96,203,158,224,123,171,197
158,customer-158,216,298,220,77,187,172,57,179,127
159,customer-159,92,175,142,164,165,136,46,41,154
160,customer-160,114,150,143,192,212,156,54,176,226
161,customer-161,65,97,174,202,185,159,236,141,65
162,customer-162,161,232,58,62,121,73,20,76,201
163,customer-163,187,266,187,24,164,150,137,118,186
164,customer-164,126,190,138,233,206,91,244,74,198
165,customer-165,2,73,153,120,169,27,252,48,37
166,customer-166,83,137,100,158,155,260,177,86,56
167,customer-167,92,154,122,59,19,41,70,125,201
168,customer-168,74,139,133,144,56,144,130,147,250
169,customer-169,120,217,245,132,119,63,202,179,187
170,customer-170,44,81,101,30,197,209,254,162,191
171,customer-171,112,159,158,128,24,248,153,96,172
172,customer-172,99,108,192,154,140,229,83,157,166
173,customer-173,180,269,143,124,57,104,120,207,107
174,customer-174,135,168,93,131,18,235,25,155,56
175,customer-175,178,187,130,58,237,30,262,119,217
176,customer-176,137,189,188,77,38,211,181,209,196
177,customer-177,8,16,204,75,174,165,121,117,207
178,customer-178,149,197,109,119,232,193,59,136,26
179,customer-179,36,110,78,40,93,136,134,130,20
180,customer-180,209,224,59,122,148,146,106,121,107
181,customer-181,67,115,147,54,161,80,172,193,144
182,customer-182,151,214,120,179,19,117,50,69,102
183,customer-183,104,148,169,253,115,210,104,42,37
184,customer-184,180,206,146,114,167,56,121,196,103
185,customer-185,193,218,169,85,153,94,67,195,143
186,customer-186,178,229,19,143,156,103,37,115,39
187,customer-187,106,138,188,227,159,29,143,213,32
188,customer-188,190,279,184,176,158,70,96,161,157
189,customer-189,157,173,56,88,158,222,165,106,38
190,customer-190,121,139,126,137,27,91,96,271,114
191,customer-191,67,150,254,79,59,111,78,122,133
192,customer-192,42,114,144,41,163,62,88,69,71
193,customer-193,57,66,126,186,32,46,200,160,130
194,customer-194,170,238,116,143,94,171,81,51,49
195,customer-195,95,152,46,86,153,70,114,151,145
196,customer-196,213,307,79,174,69,108,92,211,127
197,customer-197,211,231,35,51,164,184,193,206,119
198,customer-198,6,65,64,276,146,104,114,209,37
199,customer-199,128,207,11,187,51,79,155,118,39
200,customer-200,211,305,113,68,63,181,91,129,229
201,customer-201,246,340,85,167,204,39,125,79,62
202,customer-202,108,167,164,245,114,157,78,94,55
203,customer-203,120,166,87,190,131,240,209,11,28
204,customer-204,195,267,260,152,242,69,190,189,130
205,customer-205,168,255,37,183,113,173,106,137,81
206,customer-206,99,181,122,144,89,253,106,193,129
207,customer-207,226,267,86,89,139,10,148,51,205
208,customer-208,116,174,60,57,153,14,165,48,73
209,customer-209,92,171,71,212,179,117,190,17,87
210,customer-210,194,222,234,137,40,34,49,34,183
211,customer-211,193,255,224,177,187,199,204,142,50
212,customer-212,144,188,78,203,42,116,64,194,212
213,customer-213,254,261,124,153,69,159,80,142,109
214,customer-214,190,237,104,245,124,106,155,87,211
215,customer-215,149,244,229,229,97,133,79,190,207
216,customer-216,38,56,127,94,194,133,206,22,150
217,customer-217,77,110,70,206,67,49,85,200,190
218,customer-218,185,244,101,107,137,174,184,61,51
219,customer-219,84,128,142,127,122,68,72,191,213
220,customer-220,117,126,201,32,87,156,143,188,28
221,customer-221,90,118,235,180,88,50,81,108,135
222,customer-222,184,215,117,161,74,24,87,76,106
223,customer-223,201,233,193,52,224,198,51,73,125
224,customer-224,150,184,220,101,174,204,151,235,76
225,customer-225,127,146,7,99,66,252,179,45,68
226,customer-226,95,134,132,132,126,236,188,39,54
227,customer-227,105,181,130,156,183,166,82,80,99
228,customer-228,160,181,217,113,118,185,25,70,198
229,customer-229,175,237,145,265,40,52,35,69,50
230,customer-230,161,254,77,121,34,132,168,115,51
231,customer-231,71,99,44,149,210,157,104,183,89
232,customer-232,140,154,188,163,21,84,22,189,100
233,customer-233,168,234,125,180,169,116,10,219,111
234,customer-234,148,170,128,63,108,7,194,200,144
235,customer-235,59,91,139,142,182,30,152,171,190
236,customer-236,24,24,186,193,186,18,149,268,11
237,customer-237,194,266,39,43,96,213,56,266,179
238,customer-238,87,90,111,59,102,234,94,176,102
239,customer-239,101,132,91,98,163,190,168,17,33
240,customer-240,59,138,31,168,185,158,46,20,167
241,customer-241,205,215,17,25,143,201,176,165,45
242,customer-242,161,209,264,135,12,136,32,170,33
243,customer-243,88,162,157,136,31,146,177,156,104
244,customer-244,23,23,202,129,68,55,123,65,54
245,customer-245,75,139,193,124,146,17,143,96,132
246,customer-246,150,247,185,188,199,82,170,212,26
247,customer-247,84,164,74,45,173,148,112,121,116
248,customer-248,133,133,155,115,189,78,37,43,207
249,customer-249,112,170,128,83,174,134,198,224,61
250,customer-250,169,220,243,36,125,119,84,62,43
251,customer-251,121,121,73,49,259,26,176,192,167
252,customer-252,36,65,195,137,133,206,124,179,57
253,customer-253,216,245,138,211,190,136,55,136,140
254,customer-254,67,139,116,40,77,25,32,132,88
255,customer-255,69,100,135,150,246,87,78,143,112
256,customer-256,88,152,141,195,28,188,179,164,175
257,customer-257,169,226,86,172,88,78,7,230,57
258,customer-258,171,176,44,166,82,245,187,149,68
259,customer-259,61,117,133,59,247,89,16,168,110
260,customer-260,154,246,251,166,171,60,123,97,165
261,customer-261,197,240,205,106,94,107,195,61,73
262,customer-262,58,110,142,167,204,197,179,142,35
263,customer-263,156,190,9,216,63,184,117,68,89
264,customer-264,93,104,37,157,126,18,94,156,10
265,customer-265,49,115,179,199,69,202,118,215,192
266,customer-266,58,70,71,29,55,70,124,190,187
267,customer-267,157,172,146,82,70,161,173,182,113
268,customer-268,189,221,178,148,51,156,177,245,173
269,customer-269,15,52,236,284,105,20,115,73,112
270,customer-270,29,93,198,159,146,104,155,81,162
271,customer-271,150,239,121,61,162,52,170,46,92
272,customer-272,169,185,103,59,52,96,192,58,124
273,customer-273,100,189,136,232,125,67,187,131,189
274,customer-274,56,70,98,51,155,101,28,228,153
275,customer-275,223,275,143,186,57,234,87,176,129
276,customer-276,182,237,227,51,130,46,163,208,184
277,customer-277,166,253,164,196,132,228,133,107,113
278,customer-278,116,209,177,170,207,217,59,47,176
279,customer-279,78,131,215,41,35,262,5,100,100
280,customer-280,144,208,203,196,171,49,95,41,165
281,customer-281,94,113,104,83,37,208,195,73,117
282,customer-282,177,241,223,58,217,73,62,165,114
283,customer-283,27,64,54,64,92,179,83,33,152
284,customer-284,178,228,76,55,63,93,128,56,49
285,customer-285,152,183,23,154,32,67,68,150,188
286,customer-286,163,252,152,174,64,142,108,40,204
287,customer-287,281,330,229,75,21,169,85,156,111
288,customer-288,54,85,42,138,156,149,122,206,184
289,customer-289,157,231,31,185,120,146,134,44,44
290,customer-290,91,186,179,235,116,119,140,140,198
291,customer-291,29,68,197,236,82,118,110,19,101
292,customer-292,101,129,123,237,155,90,49,222,77
293,customer-293,6,89,83,140,10,57,79,127,140
294,customer-294,129,214,107,154,224,184,190,42,58
295,customer-295,172,237,56,192,55,21,118,197,74
296,customer-296,112,154,104,21,125,59,118,185,80
297,customer-297,145,212,126,146,203,31,134,73,99
298,customer-298,200,268,180,205,50,198,176,5,141
299,customer-299,218,248,186,203,109,165,191,175,98
300,customer-300,148,227,1,155,90,20,88,87,243
301,customer-301,47,47,81,202,137,187,153,21,90
302,customer-302,55,78,202,152,79,155,142,144,169
303,customer-303,81,158,11,51,202,179,178,161,51
304,customer-304,150,190,110,46,12,218,179,134,154
305,customer-305,146,243,171,255,183,170,120,195,204
306,customer-306,196,263,117,95,35,137,115,65,175
307,customer-307,260,317,177,261,134,18,88,26,10
308,customer-308,94,146,35,156,190,128,154,95,176
309,customer-309,86,126,33,108,127,174,134,224,204
310,customer-310,33,114,198,29,209,60,36,170,113
311,customer-311,197,259,140,187,202,175,121,203,31
312,customer-312,32,64,236,270,54,95,88,211,86
313,customer-313,175,260,104,136,126,159,196,106,76
314,customer-314,173,258,119,144,33,137,86,18,180
315,customer-315,184,205,137,177,247,48,61,131,33
316,customer-316,99,116,161,42,49,32,90,151,208
317,customer-317,172,199,90,68,192,128,248,165,150
318,customer-318,214,283,24,179,51,46,65,96,105
319,customer-319,227,251,115,16,154,54,187,226,127
320,customer-320,164,200,136,196,193,87,24,64,142
321,customer-321,47,129,89,39,87,80,199,41,191
322,customer-322,114,141,110,20,144,103,234,71,108
323,customer-323,172,217,98,54,96,164,222,141,165
324,customer-324,56,60,56,17,69,100,179,78,117
325,customer-325,26,76,97,133,226,54,89,228,207
326,customer-326,172,243,102,51,141,101,133,122,13
327,customer-327,256,333,47,169,82,66,272,130,114
328,customer-328,123,147,200,163,32,216,201,167,140
329,customer-329,96,118,167,188,149,79,38,131,136
330,customer-330,68,119,229,195,99,31,103,60,219
331,customer-331,214,237,215,129,145,60,212,186,99
332,customer-332,19,109,222,128,49,102,61,16,200
333,customer-333,164,172,178,112,4,180,75,200,121
334,customer-334,162,212,165,32,37,83,270,55,21
335,customer-335,203,203,141,214,109,210,80,158,148
336,customer-336,34,78,204,33,78,158,182,194,260
337,customer-337,110,134,55,93,91,173,173,113,199
338,customer-338,168,184,218,123,198,112,180,27,219
339,customer-339,29,64,103,13,175,107,20,92,73
340,customer-340,249,334,193,117,180,177,110,102,111
341,customer-341,5,22,83,140,110,165,141,199,146
342,customer-342,70,170,108,123,225,110,91,184,125
343,customer-343,172,193,229,27,51,47,182,139,75
344,customer-344,199,202,35,5,111,173,199,252,215
345,customer-345,8,31,173,96,224,114,87,174,76
346,customer-346,42,93,45,208,110,86,45,215,117
347,customer-347,71,105,192,192,245,40,110,87,123
348,customer-348,125,213,60,72,135,153,10,129,0
349,customer-349,14,61,68,72,45,144,60,47,67
350,customer-350,104,191,105,169,45,47,94,63,162
351,customer-351,179,255,17,41,65,154,120,93,43
352,customer-352,84,113,182,136,220,160,191,108,133
353,customer-353,228,264,114,122,215,199,69,132,254
354,customer-354,195,211,153,191,145,162,78,84,57
355,customer-355,6,23,151,240,94,103,117,189,170
356,customer-356,170,181,108,186,192,19,91,89,156
357,customer-357,175,243,147,105,24,190,40,69,217
358,customer-358,163,191,60,65,208,263,153,36,172
359,customer-359,57,123,65,22,229,151,73,16,133
360,customer-360,50,86,98,78,93,83,152,177,69
361,customer-361,50,111,175,192,37,116,155,61,121
362,customer-362,39,107,211,197,230,167,101,23,75
363,customer-363,81,172,105,17,151,142,197,22,87
364,customer-364,83,166,204,200,133,162,95,159,16
365,customer-365,142,210,175,103,33,195,102,47,131
366,customer-366,37,82,103,152,182,99,135,68,144
367,customer-367,67,126,95,75,190,132,86,142,136
368,customer-368,11,64,84,138,127,219,47,152,128
369,customer-369,175,224,111,172,198,141,176,82,148
370,customer-370,164,201,161,74,117,105,263,183,223
371,customer-371,194,238,73,45,45,85,182,208,106
372,customer-372,95,161,47,170,47,211,122,107,89
373,customer-373,188,236,142,125,121,199,21,191,96
374,customer-374,140,228,286,53,49,71,81,87,84
375,customer-375,144,235,84,204,24,130,32,84,114
376,customer-376,124,178,178,37,176,144,157,29,180
377,customer-377,59,77,216,66,210,183,74,240,150
378,customer-378,198,222,85,180,185,101,147,171,198
379,customer-379,125,192,232,102,47,107,42,13,99
380,customer-380,38,54,164,39,77,219,102,96,122
381,customer-381,171,257,54,110,95,131,107,15,127
382,customer-382,116,118,233,118,204,109,156,235,53
383,customer-383,115,155,125,146,217,35,182,246,197
384,customer-384,115,181,39,149,119,117,113,88,240
385,customer-385,97,157,136,22,180,81,183,71,200
386,customer-386,60,137,165,228,195,29,117,187,164
387,customer-387,90,101,112,34,149,171,83,117,150
388,customer-388,74,121,61,147,6,76,34,200,155
389,customer-389,178,269,157,181,152,134,201,24,21
390,customer-390,152,225,188,178,200,240,37,198,101
391,customer-391,191,198,59,147,61,79,168,168,173
392,customer-392,105,169,139,35,119,224,166,34,188
393,customer-393,149,172,57,175,63,43,96,161,51
394,customer-394,253,314,207,38,76,48,83,30,20
395,customer-395,123,181,35,143,184,160,180,79,137
396,customer-396,59,61,71,87,51,112,137,168,171
397,customer-397,169,207,180,14,14,97,113,82,93
398,customer-398,107,163,103,185,113,90,188,183,13
399,customer-399,180,259,117,57,45,113,89,152,85
400,customer-400,175,267,135,91,126,117,235,182,97
401,customer-401,76,80,142,130,145,270,86,198,164
402,customer-402,67,85,132,80,166,98,180,210,60
403,customer-403,179,194,144,170,137,213,256,196,11
404,customer-404,163,200,209,173,186,117,22,158,49
405,customer-405,98,147,39,97,211,176,197,202,73
406,customer-406,85,88,223,125,100,207,101,26,174
407,customer-407,64,154,185,213,91,156,198,29,154
408,customer-408,64,104,148,203,66,95,168,188,111
409,customer-409,168,206,147,92,202,34,189,68,240
410,customer-410,149,188,191,35,0,91,94,133,88
411,customer-411,140,196,71,68,249,98,169,214,165
412,customer-412,127,214,83,29,9,49,29,170,186
413,customer-413,41,53,197,31,172,149,158,187,61
414,customer-414,145,239,98,177,33,115,225,119,34
415,customer-415,81,83,67,61,189,31,55,46,176
416,customer-416,168,242,13,155,78,186,157,78,124
417,customer-417,111,179,130,198,102,72,223,178,160
418,customer-418,69,80,50,10,231,161,98,157,146
419,customer-419,81,126,153,188,66,177,134,193,210
420,customer-420,82,121,201,15,105,69,99,91,65
421,customer-421,144,168,30,230,211,180,104,32,87
422,customer-422,168,221,114,81,221,100,63,128,203
423,customer-423,94,164,100,103,188,166,99,39,209
424,customer-424,156,159,122,205,144,94,86,116,71
425,customer-425,174,197,203,259,36,204,58,40,177
426,customer-426,93,109,46,44,78,67,3,79,34
427,customer-427,92,101,63,197,46,124,22,83,134
428,customer-428,49,111,140,83,197,257,156,234,52
429,customer-429,216,284,159,126,147,106,78,181,122
430,customer-430,141,214,193,24,198,173,26,94,37
431,customer-431,95,172,74,146,60,44,184,80,74
432,customer-432,150,228,107,74,136,108,149,168,16
433,customer-433,127,171,101,80,95,198,197,67,161
434,customer-434,147,214,41,102,48,170,36,124,200
435,customer-435,97,189,29,61,14,217,117,107,133
436,customer-436,212,258,87,154,143,61,221,121,231
437,customer-437,133,148,116,241,40,146,149,123,149
438,customer-438,190,259,182,83,57,47,113,92,9
439,customer-439,137,191,30,199,93,172,30,99,61
440,customer-440,164,212,199,128,54,233,72,160,213
441,customer-441,127,127,172,60,240,78,183,131,51
442,customer-442,37,43,153,121,35,162,74,186,112
443,customer-443,168,192,34,195,64,140,88,24,225
444,customer-444,129,186,113,166,122,82,52,107,170
445,customer-445,116,150,114,177,65,197,134,79,113
446,customer-446,166,231,56,179,37,127,41,211,38
447,customer-447,77,87,166,168,212,48,179,89,119
448,customer-448,207,297,76,34,150,42,36,193,72
449,customer-449,187,196,79,124,75,30,133,145,15
450,customer-450,177,216,45,222,97,136,62,10,140
451,customer-451,81,111,191,48,194,103,78,119,104
452,customer-452,92,136,199,104,176,116,47,73,68
453,customer-453,196,229,140,198,229,157,152,82,135
454,customer-454,132,135,194,11,47,46,83,35,204
455,customer-455,63,157,198,186,169,156,70,59,143
456,customer-456,46,74,45,90,43,3,31,40,173
457,customer-457,49,115,108,156,84,162,180,12,160
458,customer-458,141,159,186,38,158,78,109,51,197
459,customer-459,21,49,131,190,33,72,73,241,254
460,customer-460,143,144,110,57,77,138,128,135,159
461,customer-461,19,107,15,93,55,252,128,188,70
462,customer-462,77,100,203,124,166,112,159,143,86
463,customer-463,32,92,124,76,48,92,191,55,163
464,customer-464,177,247,132,96,101,246,216,182,202
465,customer-465,108,154,107,83,138,103,29,163,13
466,customer-466,176,216,40,112,149,234,115,110,198
467,customer-467,81,158,236,134,147,132,24,49,66
468,customer-468,26,33,60,101,120,126,57,216,170
469,customer-469,164,240,185,196,110,104,154,51,237
470,customer-470,19,44,190,195,122,161,50,126,22
471,customer-471,10,102,44,105,150,168,170,133,125
472,customer-472,159,210,67,181,167,131,196,118,213
473,customer-473,152,222,207,182,100,181,152,111,86
474,customer-474,22,34,121,30,71,82,30,76,167
475,customer-475,103,174,140,36,121,89,190,176,150
476,customer-476,139,211,195,27,167,208,200,47,171
477,customer-477,206,243,60,43,138,177,137,77,34
478,customer-478,173,215,229,89,224,155,131,123,100
479,customer-479,170,187,140,146,273,133,35,140,175
480,customer-480,145,177,65,132,66,46,98,123,72
481,customer-481,69,137,127,222,13,162,194,174,45
482,customer-482,245,307,13,189,224,85,116,25,29
483,customer-483,109,138,114,94,149,129,166,70,148
484,customer-484,177,198,133,137,49,259,164,139,61
485,customer-485,174,179,28,149,209,120,158,93,105
486,customer-486,150,191,169,28,68,134,208,130,144
487,customer-487,43,102,55,177,200,105,73,73,126
488,customer-488,207,270,80,134,1,205,107,76,130
489,customer-489,97,133,176,147,46,104,173,177,107
490,customer-490,172,213,138,127,67,91,87,141,133
491,customer-491,76,121,213,48,127,143,183,128,61
492,customer-492,169,233,24,152,184,154,116,117,89
493,customer-493,69,127,68,101,272,68,126,235,144
494,customer-494,92,136,127,37,180,197,142,47,237
495,customer-495,101,192,152,114,112,74,141,45,76
496,customer-496,70,104,246,127,191,170,264,56,71
497,customer-497,206,272,35,194,40,132,32,202,195
498,customer-498,65,122,68,98,38,61,142,27,165
499,customer-499,84,111,92,118,146,120,159,136,203
500,customer-500,100,150,20,139,11,86,67,39,61
501,customer-501,61,146,274,198,84,106,21,172,202
502,customer-502,169,169,155,119,204,124,109,172,76
503,customer-503,177,265,215,121,128,91,88,170,138
504,customer-504,206,229,203,33,140,87,141,32,204
505,customer-505,128,158,129,40,30,187,78,79,105
506,customer-506,182,250,190,124,124,174,37,115,205
507,customer-507,228,289,115,203,79,25,12,97,220
508,customer-508,17,63,233,87,126,141,196,203,116
509,customer-509,63,148,65,172,31,135,95,46,225
510,customer-510,196,224,157,122,106,117,119,72,15
511,customer-511,108,141,95,212,182,118,101,2,74
512,customer-512,163,197,37,164,142,176,140,182,62
513,customer-513,84,156,46,143,179,41,42,52,112
514,customer-514,181,223,40,69,19,181,91,129,25
515,customer-515,160,237,25,53,43,195,112,119,140
516,customer-516,211,259,192,97,68,170,72,80,116
517,customer-517,76,100,200,127,104,101,121,112,197
518,customer-518,124,204,46,126,31,37,156,271,105
519,customer-519,116,188,122,194,68,16,88,193,68
520,customer-520,88,183,62,127,189,38,102,208,66
521,customer-521,157,244,84,115,186,157,87,52,89
522,customer-522,96,135,227,172,158,251,237,113,87
523,customer-523,38,95,118,98,60,228,109,56,158
524,customer-524,182,228,88,112,96,222,129,161,190
525,customer-525,191,276,96,249,140,198,111,60,44
526,customer-526,125,160,78,116,271,81,174,72,31
527,customer-527,122,216,123,173,193,111,107,52,186
528,customer-528,188,214,197,192,38,124,95,69,179
529,customer-529,57,98,119,71,174,160,199,51,229
530,customer-530,188,243,55,74,38,204,23,65,148
531,customer-531,25,68,122,131,63,225,195,167,9
532,customer-532,161,201,111,66,82,168,109,152,5
533,customer-533,18,67,53,226,230,51,19,200,202
534,customer-534,37,120,178,153,151,25,214,75,151
535,customer-535,175,236,143,131,129,226,14,71,237
536,customer-536,182,270,46,147,170,163,63,93,117
537,customer-537,128,182,141,143,12,186,84,61,95
538,customer-538,116,169,167,208,156,121,153,198,43
539,customer-539,54,55,64,222,30,99,74,145,201
540,customer-540,60,72,244,32,93,178,113,44,178
541,customer-541,208,298,63,102,17,87,155,128,186
542,customer-542,118,170,199,193,76,115,127,168,138
543,customer-543,196,280,193,21,86,96,27,114,121
544,customer-544,39,76,153,81,19,173,66,94,60
545,customer-545,44,85,233,111,70,142,1,186,198
546,customer-546,183,258,198,180,85,65,103,85,222
547,customer-547,79,104,142,243,161,41,184,193,252
548,customer-548,13,75,129,182,198,10,122,183,164
549,customer-549,194,205,100,92,168,122,154,164,162
550,customer-550,91,173,230,225,83,51,181,131,61
551,customer-551,136,157,71,218,159,110,108,186,37
552,customer-552,200,271,193,126,127,218,182,64,126
553,customer-553,41,99,181,198,63,144,77,28,140
554,customer-554,204,220,193,163,116,45,77,203,115
555,customer-555,128,155,127,250,25,8,191,28,145
556,customer-556,65,145,62,112,86,104,157,204,129
