id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3
106,customer-106,193,250,136,97,215,53
107,customer-107,142,210,6,131,239,137
108,customer-108,102,130,58,139,55,96
109,customer-109,116,201,113,208,49,148
110,customer-110,82,112,189,27,54,106
111,customer-111,187,212,199,218,91,8
112,customer-112,230,309,96,69,112,177
113,customer-113,81,167,157,61,210,113
114,customer-114,186,192,115,139,232,81
115,customer-115,49,98,80,93,156,182
116,customer-116,83,125,125,149,36,56
117,customer-117,111,113,154,107,157,171
118,customer-118,151,191,207,145,205,123
119,customer-119,187,212,49,102,31,71
120,customer-120,195,256,191,220,115,23
121,customer-121,211,226,59,88,96,78
122,customer-122,112,158,135,180,185,164
123,customer-123,163,191,32,81,217,209
124,customer-124,73,115,61,17,202,194
125,customer-125,194,195,162,130,63,113
126,customer-126,190,219,172,243,158,185
127,customer-127,67,110,122,37,226,28
128,customer-128,86,106,251,103,174,116
129,customer-129,192,270,135,193,16,159
130,customer-130,203,251,98,196,239,61
131,customer-131,43,50,115,60,57,211
132,customer-132,64,114,34,161,20,170
133,customer-133,113,196,149,87,44,145
134,customer-134,55,80,176,150,98,11
135,customer-135,152,205,202,45,250,65
136,customer-136,116,117,41,132,166,190
137,customer-137,49,81,107,88,67,54
138,customer-138,201,231,177,62,108,199
139,customer-139,81,169,69,187,133,67
140,customer-140,190,255,131,59,174,19
141,customer-141,80,148,137,117,124,38
142,customer-142,62,119,57,30,161,80
143,customer-143,162,167,178,37,117,144
144,customer-144,194,197,63,105,118,133
145,customer-145,156,214,73,100,167,34
146,customer-146,89,182,49,37,99,84
147,customer-147,15,112,207,148,217,194
148,customer-148,68,85,54,111,136,137
149,customer-149,216,313,68,44,9,180
150,customer-150,98,156,98,168,100,148
151,customer-151,196,220,203,111,181,27
152,customer-152,165,186,187,222,131,148
153,customer-153,41,108,154,163,51,42
154,customer-154,94,96,253,72,72,30
155,customer-155,143,173,206,106,8,75
156,customer-156,158,213,102,175,93,170
157,customer-157,87,161,127,123,110,253
158,customer-158,180,182,88,5,141,33
159,customer-159,199,218,195,72,40,219
160,customer-160,229,306,160,173,142,147
161,customer-161,30,70,72,192,217,136
162,customer-162,59,95,183,57,93,198
163,customer-163,80,113,51,157,119,145
164,customer-164,71,137,203,75,188,88
165,customer-165,20,74,140,117,104,26
166,customer-166,117,217,53,109,68,106
167,customer-167,59,147,144,74,254,159
168,customer-168,204,218,53,138,49,39
169,customer-169,189,193,36,150,115,139
170,customer-170,79,120,182,179,147,92
171,customer-171,67,150,189,190,212,45
172,customer-172,212,274,112,9,81,70
173,customer-173,184,250,113,112,229,85
174,customer-174,6,11,124,41,215,202
175,customer-175,56,148,169,71,97,168
176,customer-176,72,122,91,187,61,256
177,customer-177,124,212,106,16,63,61
178,customer-178,126,158,74,106,186,96
179,customer-179,267,289,122,88,91,24
180,customer-180,220,303,49,92,230,99
181,customer-181,192,222,248,184,174,60
182,customer-182,159,190,185,144,93,148
183,customer-183,225,307,212,79,205,217
184,customer-184,125,151,68,105,86,133
185,customer-185,1,54,152,216,123,49
186,customer-186,129,211,74,105,39,79
187,customer-187,111,170,140,59,81,184
188,customer-188,130,158,167,240,124,28
189,customer-189,106,162,155,106,53,48
190,customer-190,181,202,106,201,151,87
191,customer-191,125,200,26,187,136,87
192,customer-192,141,193,52,63,166,109
193,customer-193,54,77,104,173,47,93
194,customer-194,158,206,88,230,256,81
195,customer-195,213,260,194,139,127,163
196,customer-196,19,84,132,209,120,172
197,customer-197,178,224,276,63,218,227
198,customer-198,154,165,16,102,164,164
199,customer-199,94,130,99,128,93,114
200,customer-200,172,227,27,198,9,102
201,customer-201,210,290,49,148,194,19
202,customer-202,26,65,132,177,57,109
203,customer-203,74,165,51,215,55,95
204,customer-204,72,108,12,129,136,248
205,customer-205,57,128,144,128,156,16
206,customer-206,101,165,220,0,198,146
207,customer-207,270,339,45,206,65,35
208,customer-208,92,107,220,93,13,198
209,customer-209,11,29,141,126,148,144
210,customer-210,59,111,17,202,113,86
211,customer-211,88,143,67,137,41,215
212,customer-212,170,252,116,219,141,150
213,customer-213,117,151,108,11,180,36
214,customer-214,193,241,195,46,203,60
215,customer-215,214,284,152,75,166,77
216,customer-216,77,137,61,161,179,37
217,customer-217,134,158,68,75,190,23
218,customer-218,201,246,85,48,64,118
219,customer-219,210,222,155,199,114,45
220,customer-220,73,112,203,17,163,85
221,customer-221,154,166,86,169,167,129
222,customer-222,160,204,66,143,96,54
223,customer-223,74,136,47,45,142,53
224,customer-224,208,252,26,65,67,132
225,customer-225,195,217,89,205,131,158
226,customer-226,155,197,135,114,75,105
227,customer-227,31,77,222,52,168,143
228,customer-228,121,165,59,35,15,244
229,customer-229,53,81,106,79,173,102
230,customer-230,111,193,90,181,194,121
231,customer-231,135,228,102,233,29,26
232,customer-232,92,136,178,158,47,94
233,customer-233,169,260,175,101,211,98
234,customer-234,111,141,95,198,69,80
235,customer-235,201,272,114,9,108,100
236,customer-236,127,158,175,99,61,65
237,customer-237,192,249,202,102,108,111
238,customer-238,84,121,201,263,187,61
239,customer-239,27,58,148,207,36,122
240,customer-240,169,185,227,201,169,91
241,customer-241,111,161,165,119,96,189
242,customer-242,27,85,76,45,132,127
243,customer-243,58,70,67,178,65,12
244,customer-244,142,181,126,44,200,77
245,customer-245,126,184,224,271,9,139
246,customer-246,179,255,217,82,70,154
247,customer-247,34,48,35,26,191,183
248,customer-248,115,211,165,166,17,178
249,customer-249,44,54,74,107,18,33
250,customer-250,61,80,174,158,13,108
251,customer-251,29,74,65,202,57,136
252,customer-252,118,164,64,30,33,123
253,customer-253,24,68,153,256,146,145
254,customer-254,104,177,86,121,78,227
255,customer-255,161,249,110,125,220,70
256,customer-256,66,78,147,11,256,140
257,customer-257,148,188,209,72,148,215
258,customer-258,61,127,184,56,34,65
259,customer-259,217,225,167,57,162,173
260,customer-260,33,40,90,126,168,40
261,customer-261,123,150,166,112,186,153
262,customer-262,130,130,103,248,69,24
263,customer-263,13,100,107,13,193,163
264,customer-264,159,208,96,55,70,134
265,customer-265,39,99,107,181,85,188
266,customer-266,35,127,170,105,253,64
267,customer-267,67,78,65,224,61,38
268,customer-268,60,133,103,126,205,73
269,customer-269,64,120,123,61,193,165
270,customer-270,11,74,180,137,39,34
271,customer-271,22,40,161,113,87,170
272,customer-272,141,189,80,100,85,239
273,customer-273,118,145,128,85,173,115
274,customer-274,71,108,70,88,44,86
275,customer-275,205,236,165,264,26,12
276,customer-276,69,121,82,67,137,186
277,customer-277,133,195,211,69,141,91
278,customer-278,7,17,124,51,124,212
279,customer-279,145,190,35,142,143,220
280,customer-280,239,298,206,86,150,147
281,customer-281,117,159,171,108,168,198
282,customer-282,160,163,131,178,210,101
283,customer-283,209,286,37,109,71,80
284,customer-284,183,278,71,166,93,139
285,customer-285,166,166,154,147,130,206
286,customer-286,61,105,200,93,136,3
287,customer-287,169,198,52,14,116,119
288,customer-288,153,200,108,160,162,51
289,customer-289,192,209,81,141,30,83
290,customer-290,94,110,68,135,200,110
291,customer-291,88,163,130,108,194,131
292,customer-292,145,207,176,62,167,137
293,customer-293,151,186,56,141,233,98
294,customer-294,186,217,201,56,48,106
295,customer-295,166,184,119,119,101,225
296,customer-296,57,153,98,99,123,141
297,customer-297,144,178,138,11,163,175
298,customer-298,42,91,113,239,11,202
299,customer-299,3,70,175,33,190,82
300,customer-300,171,191,211,51,104,30
301,customer-301,155,199,174,145,181,193
302,customer-302,104,179,100,29,69,289
303,customer-303,214,220,169,235,225,53
304,customer-304,188,251,89,95,86,48
305,customer-305,13,36,138,104,2,167
306,customer-306,206,266,247,123,207,60
307,customer-307,153,183,106,34,12,38
308,customer-308,137,173,74,240,224,84
309,customer-309,156,230,190,159,109,238
310,customer-310,229,229,100,137,229,71
311,customer-311,168,213,213,23,103,41
312,customer-312,149,180,85,159,154,169
313,customer-313,66,88,91,196,52,139
314,customer-314,150,164,207,156,115,124
315,customer-315,19,100,32,157,144,56
316,customer-316,210,256,22,82,108,105
317,customer-317,60,147,95,148,128,109
318,customer-318,55,86,29,198,194,110
319,customer-319,225,257,50,49,108,43
320,customer-320,140,224,16,129,94,163
321,customer-321,201,202,69,178,208,261
322,customer-322,42,62,104,144,187,140
323,customer-323,40,126,151,124,63,117
324,customer-324,151,175,230,89,195,113
325,customer-325,184,200,221,212,121,79
326,customer-326,114,124,48,166,211,44
327,customer-327,129,179,55,116,140,196
328,customer-328,216,293,66,98,140,180
329,customer-329,146,202,51,76,179,34
330,customer-330,62,71,22,105,202,51
331,customer-331,202,218,88,96,31,77
332,customer-332,114,204,123,100,117,167
333,customer-333,212,229,169,109,187,256
334,customer-334,159,171,154,89,166,93
335,customer-335,170,184,148,226,117,123
336,customer-336,158,213,73,14,19,160
337,customer-337,46,118,187,24,182,267
338,customer-338,224,249,150,106,73,125
339,customer-339,182,257,62,218,176,188
340,customer-340,45,111,190,160,28,45
341,customer-341,63,146,159,7,187,26
342,customer-342,160,162,134,82,64,162
343,customer-343,95,176,112,106,106,72
344,customer-344,87,157,132,70,204,24
345,customer-345,180,260,232,25,107,52
346,customer-346,40,121,40,137,45,108
347,customer-347,93,175,169,123,104,184
348,customer-348,89,112,151,82,101,78
349,customer-349,88,119,4,133,86,105
350,customer-350,172,215,76,142,134,204
351,customer-351,127,174,140,110,149,72
352,customer-352,72,94,101,107,80,166
353,customer-353,174,226,201,136,144,84
354,customer-354,70,86,61,64,192,97
355,customer-355,181,187,55,19,115,220
356,customer-356,88,128,185,168,72,19
357,customer-357,126,140,123,188,86,156
358,customer-358,88,146,79,22,116,46
359,customer-359,135,135,141,178,227,68
360,customer-360,119,122,64,194,185,122
361,customer-361,198,272,39,110,170,119
362,customer-362,52,79,164,104,158,8
363,customer-363,112,160,108,218,221,61
364,customer-364,50,92,31,229,138,181
365,customer-365,222,275,38,41,52,207
366,customer-366,189,236,69,106,70,86
367,customer-367,116,201,126,194,127,218
368,customer-368,72,157,45,44,10,59
369,customer-369,73,142,250,126,119,53
370,customer-370,96,135,146,35,158,197
371,customer-371,138,190,123,22,197,95
372,customer-372,66,93,200,183,135,65
373,customer-373,137,162,50,169,121,25
374,customer-374,133,180,179,170,185,222
375,customer-375,149,180,130,195,25,124
376,customer-376,212,277,245,93,31,37
377,customer-377,232,321,87,64,148,57
378,customer-378,176,180,132,192,161,136
379,customer-379,185,211,78,188,211,10
380,customer-380,38,43,33,155,34,64
381,customer-381,178,265,172,193,234,105
382,customer-382,71,99,39,87,27,167
383,customer-383,189,285,136,84,240,208
384,customer-384,193,222,187,164,176,219
385,customer-385,97,166,41,142,20,89
386,customer-386,80,154,79,47,119,161
387,customer-387,86,159,152,186,78,148
388,customer-388,209,217,136,113,107,73
389,customer-389,107,178,115,94,187,175
390,customer-390,245,339,202,14,56,134
391,customer-391,26,59,243,176,60,33
392,customer-392,95,139,110,95,142,88
393,customer-393,117,122,194,191,113,44
394,customer-394,125,138,127,32,167,167
395,customer-395,105,175,75,92,177,201
396,customer-396,200,260,85,65,85,188
397,customer-397,61,104,21,53,125,146
398,customer-398,184,219,24,111,83,131
399,customer-399,99,157,72,103,57,150
400,customer-400,140,148,144,79,128,154
401,customer-401,97,134,130,143,239,177
402,customer-402,125,156,98,69,166,175
403,customer-403,60,151,201,124,96,204
404,customer-404,165,188,25,135,71,163
405,customer-405,245,275,188,135,182,112
406,customer-406,187,242,191,108,167,187
407,customer-407,111,186,165,91,70,28
408,customer-408,107,194,243,16,105,273
409,customer-409,75,145,130,189,85,24
410,customer-410,263,304,39,29,151,167
411,customer-411,16,77,174,117,208,20
412,customer-412,198,296,189,138,39,205
413,customer-413,64,100,195,118,44,162
414,customer-414,72,101,40,50,33,98
415,customer-415,166,191,180,11,37,242
416,customer-416,58,144,38,83,68,61
417,customer-417,231,253,203,79,148,116
418,customer-418,39,67,11,21,83,133
419,customer-419,12,80,218,131,16,189
420,customer-420,86,90,162,112,203,191
421,customer-421,74,156,32,194,188,133
422,customer-422,157,208,221,32,136,132
423,customer-423,136,174,48,154,87,126
424,customer-424,57,122,53,153,168,176
425,customer-425,77,141,91,93,77,8
426,customer-426,32,103,190,129,195,172
427,customer-427,145,216,228,141,21,145
428,customer-428,120,134,77,102,161,9
429,customer-429,136,176,267,157,141,118
430,customer-430,150,162,140,243,75,35
431,customer-431,129,171,69,110,179,25
432,customer-432,7,24,181,178,50,173
433,customer-433,154,169,178,16,192,113
434,customer-434,148,226,130,202,69,118
435,customer-435,201,266,114,153,95,129
436,customer-436,38,119,167,100,200,37
437,customer-437,122,180,143,87,113,188
438,customer-438,237,237,123,37,36,50
439,customer-439,266,299,161,74,44,74
440,customer-440,126,189,98,166,93,126
441,customer-441,148,154,10,141,175,175
442,customer-442,72,137,150,223,2,104
443,customer-443,181,222,139,235,245,164
444,customer-444,61,128,156,18,134,231
445,customer-445,76,150,245,66,61,103
446,customer-446,199,213,186,185,142,26
447,customer-447,280,376,131,92,235,117
448,customer-448,171,215,107,128,145,129
449,customer-449,54,122,259,74,190,94
450,customer-450,146,146,188,79,128,203
451,customer-451,132,206,98,28,154,263
452,customer-452,84,159,50,107,186,68
453,customer-453,23,23,225,44,46,189
454,customer-454,114,115,49,129,123,42
455,customer-455,149,203,14,50,231,95
456,customer-456,21,68,27,86,164,22
457,customer-457,161,245,100,101,158,83
458,customer-458,82,86,115,172,170,93
459,customer-459,146,226,94,108,127,101
460,customer-460,188,195,68,38,128,186
461,customer-461,204,204,141,120,250,53
462,customer-462,79,121,4,70,88,78
463,customer-463,87,176,170,198,26,32
464,customer-464,174,182,184,198,89,166
465,customer-465,146,146,85,206,218,82
466,customer-466,57,96,78,218,183,82
467,customer-467,147,205,85,88,176,258
468,customer-468,99,108,12,196,147,212
469,customer-469,155,238,178,124,75,278
470,customer-470,95,158,144,56,52,181
471,customer-471,197,291,88,125,8,32
472,customer-472,224,276,145,82,157,91
473,customer-473,154,247,229,42,180,106
474,customer-474,199,285,92,130,100,198
475,customer-475,151,165,108,65,79,66
476,customer-476,159,209,140,62,165,111
477,customer-477,105,143,142,140,87,91
478,customer-478,23,54,164,125,164,167
479,customer-479,126,177,55,91,131,114
480,customer-480,36,71,75,32,128,30
481,customer-481,175,208,57,44,6,190
482,customer-482,149,195,216,180,93,85
483,customer-483,173,198,77,117,142,122
484,customer-484,116,127,73,223,140,184
485,customer-485,130,211,184,141,210,93
486,customer-486,42,131,115,135,100,146
487,customer-487,230,231,108,110,127,97
488,customer-488,136,205,96,81,115,130
489,customer-489,185,266,93,185,69,146
490,customer-490,207,259,101,98,112,196
491,customer-491,93,145,73,203,59,37
492,customer-492,103,199,12,189,128,99
493,customer-493,247,310,172,74,198,160
494,customer-494,121,191,78,115,78,83
495,customer-495,84,111,151,162,133,78
496,customer-496,218,304,132,93,135,62
497,customer-497,58,64,98,154,90,192
498,customer-498,184,275,50,60,123,152
499,customer-499,42,98,196,171,115,127
500,customer-500,167,191,183,120,32,91
501,customer-501,48,82,93,142,200,157
502,customer-502,94,187,253,184,164,147
503,customer-503,80,132,81,68,196,223
504,customer-504,96,146,77,211,79,53
505,customer-505,203,233,168,135,190,138
506,customer-506,75,128,211,119,186,85
507,customer-507,18,83,184,173,76,85
508,customer-508,196,262,180,195,51,140
509,customer-509,51,113,205,107,209,181
510,customer-510,223,254,73,132,211,52
511,customer-511,91,155,128,91,139,173
512,customer-512,175,210,62,46,71,106
513,customer-513,188,206,180,210,172,128
514,customer-514,204,228,203,109,38,61
515,customer-515,137,157,177,109,151,196
516,customer-516,130,165,100,164,228,54
517,customer-517,144,208,113,90,91,119
518,customer-518,159,166,65,178,152,158
519,customer-519,86,149,109,123,143,114
520,customer-520,116,127,87,206,275,188
521,customer-521,77,115,193,96,26,93
522,customer-522,112,177,82,161,108,41
523,customer-523,189,254,119,226,162,84
524,customer-524,62,125,135,90,124,132
525,customer-525,58,82,88,206,125,228
526,customer-526,97,130,76,109,191,180
527,customer-527,109,158,167,48,65,128
528,customer-528,131,160,188,72,77,197
529,customer-529,64,154,196,113,28,28
530,customer-530,95,165,201,222,94,103
531,customer-531,154,192,100,192,86,47
532,customer-532,187,205,86,18,132,195
533,customer-533,56,106,128,207,95,234
534,customer-534,174,235,49,137,146,108
535,customer-535,128,197,275,88,86,55
536,customer-536,233,249,138,48,223,196
537,customer-537,125,209,72,63,183,143
538,customer-538,182,277,69,132,98,227
539,customer-539,186,198,240,110,79,47
540,customer-540,164,168,78,115,59,60
541,customer-541,183,197,38,194,188,56
542,customer-542,60,130,61,113,24,73
543,customer-543,117,207,156,161,94,153
544,customer-544,159,218,252,61,133,135
545,customer-545,212,294,176,100,46,139
546,customer-546,171,229,191,120,126,199
547,customer-547,169,259,90,74,58,204
548,customer-548,250,273,128,168,177,86
549,customer-549,107,204,49,208,40,134
550,customer-550,122,125,232,124,139,89
551,customer-551,50,65,5,36,64,97
552,customer-552,103,185,156,117,81,163
553,customer-553,197,225,244,84,160,80
554,customer-554,69,69,191,17,42,24
555,customer-555,200,228,236,197,168,145
556,customer-556,89,184,134,221,90,182
557,customer-557,183,232,141,188,3,248
558,customer-558,163,199,67,214,63,133
559,customer-559,106,133,246,215,152,119
560,customer-560,153,167,257,239,173,116
561,customer-561,104,118,48,146,218,56
562,customer-562,15,34,48,193,87,147
563,customer-563,241,319,174,10,91,151
564,customer-564,136,161,153,91,237,49
565,customer-565,123,135,108,113,98,28
566,customer-566,189,250,165,103,8,58
567,customer-567,104,187,196,236,268,20
568,customer-568,131,186,36,115,38,129
569,customer-569,223,261,110,190,106,235
570,customer-570,116,189,112,135,159,49
571,customer-571,102,114,51,38,13,59
572,customer-572,53,100,234,20,190,39
573,customer-573,225,266,129,166,81,201
574,customer-574,150,201,117,76,180,155
575,customer-575,164,228,132,70,88,92
576,customer-576,61,106,188,202,146,148
577,customer-577,158,209,74,157,63,108
578,customer-578,81,136,144,110,183,166
579,customer-579,112,201,125,191,76,188
580,customer-580,187,205,115,107,106,131
581,customer-581,178,194,50,103,185,100
582,customer-582,86,161,64,160,39,137
583,customer-583,156,203,186,153,145,86
584,customer-584,194,216,178,66,185,37
585,customer-585,132,194,202,163,113,232
586,customer-586,166,252,29,32,39,191
587,customer-587,58,148,182,101,196,118
588,customer-588,57,138,14,108,78,244
589,customer-589,127,192,64,213,186,173
590,customer-590,181,258,152,176,195,213
591,customer-591,174,260,25,178,113,124
592,customer-592,121,125,30,151,94,155
593,customer-593,114,141,132,185,130,171
594,customer-594,43,87,169,221,168,62
595,customer-595,205,273,218,123,205,220
596,customer-596,191,218,101,95,156,58
597,customer-597,146,199,45,120,42,40
598,customer-598,86,146,145,12,163,65
599,customer-599,86,137,109,51,163,162
600,customer-600,173,188,61,216,91,177
601,customer-601,109,111,157,106,74,137
602,customer-602,69,134,225,72,185,266
603,customer-603,83,137,54,188,165,71
604,customer-604,181,266,51,114,74,86
605,customer-605,101,117,167,18,124,164
606,customer-606,223,227,20,93,45,116
607,customer-607,182,227,152,132,102,18
608,customer-608,122,153,120,202,68,61
609,customer-609,229,309,64,159,233,156
610,customer-610,245,274,41,166,31,120
611,customer-611,98,190,91,155,127,169
612,customer-612,219,238,85,119,156,34
613,customer-613,74,148,140,197,188,38
614,customer-614,95,103,96,158,238,67
615,customer-615,101,172,194,172,152,175
616,customer-616,52,145,126,155,185,64
617,customer-617,241,254,220,188,90,12
618,customer-618,94,187,79,62,39,178
619,customer-619,36,115,50,117,154,23
620,customer-620,190,201,163,140,158,39
621,customer-621,38,43,86,156,164,237
622,customer-622,148,201,69,79,84,216
623,customer-623,113,190,144,111,203,192
624,customer-624,70,88,40,130,14,37
625,customer-625,18,54,152,140,79,87
626,customer-626,94,150,126,83,73,52
627,customer-627,114,177,92,194,215,133
628,customer-628,193,264,47,47,94,241
629,customer-629,161,180,135,262,122,149
630,customer-630,109,160,37,76,150,64
631,customer-631,193,205,166,128,75,155
632,customer-632,123,198,222,263,166,185
633,customer-633,153,169,139,208,126,44
634,customer-634,37,94,223,159,160,158
635,customer-635,177,178,118,60,85,156
636,customer-636,71,77,113,2,173,241
637,customer-637,214,227,201,176,131,185
638,customer-638,219,294,145,162,130,145
639,customer-639,191,266,53,150,77,101
640,customer-640,62,85,91,169,79,185
641,customer-641,23,87,123,77,156,260
642,customer-642,4,22,71,144,186,108
643,customer-643,63,126,120,200,88,139
644,customer-644,194,263,89,105,121,157
645,customer-645,72,109,91,163,210,159
646,customer-646,22,112,238,47,18,84
647,customer-647,154,155,27,97,178,89
648,customer-648,78,88,70,160,18,30
649,customer-649,148,224,118,168,119,198
650,customer-650,110,143,203,142,216,65
651,customer-651,199,233,140,80,187,147
652,customer-652,152,158,212,212,64,167
653,customer-653,155,244,105,121,116,188
654,customer-654,115,171,186,85,43,158
655,customer-655,119,126,115,192,198,172
656,customer-656,62,87,151,156,68,3
657,customer-657,76,78,149,252,113,135
658,customer-658,221,274,92,140,28,136
659,customer-659,199,221,196,161,228,68
660,customer-660,75,146,191,95,144,178
661,customer-661,178,206,12,32,159,68
662,customer-662,146,178,30,180,134,214
663,customer-663,53,98,181,235,246,145
664,customer-664,179,268,151,98,147,107
665,customer-665,168,195,63,105,275,178
666,customer-666,51,52,174,115,62,198
667,customer-667,105,107,70,195,43,140
668,customer-668,115,179,147,144,195,188
669,customer-669,133,146,192,9,35,156
670,customer-670,94,95,132,49,6,244
671,customer-671,63,102,175,100,52,208
672,customer-672,77,92,84,246,68,163
673,customer-673,195,212,100,215,179,149
674,customer-674,153,229,239,30,227,72
675,customer-675,90,147,175,235,216,134
676,customer-676,114,176,120,130,67,52
677,customer-677,161,229,138,81,44,146
678,customer-678,51,147,183,185,59,183
679,customer-679,145,221,69,109,145,49
680,customer-680,242,309,80,20,51,102
681,customer-681,115,171,237,206,205,47
682,customer-682,86,95,191,76,14,257
683,customer-683,161,234,165,60,75,190
684,customer-684,166,255,44,185,126,5
685,customer-685,87,87,208,169,89,175
686,customer-686,168,229,144,184,175,68
687,customer-687,222,302,54,149,154,71
688,customer-688,171,202,203,204,179,174
689,customer-689,141,193,40,151,94,193
690,customer-690,134,162,159,90,91,111
691,customer-691,60,134,102,134,179,154
692,customer-692,160,167,259,121,215,51
693,customer-693,51,84,156,106,148,110
694,customer-694,119,189,75,171,50,190
695,customer-695,202,256,166,230,72,166
696,customer-696,197,215,198,175,138,155
697,customer-697,34,104,156,99,160,39
698,customer-698,81,119,12,55,112,202
699,customer-699,50,83,76,165,192,133
700,customer-700,59,100,190,221,214,123
701,customer-701,47,138,68,190,104,112
702,customer-702,134,142,164,55,130,177
703,customer-703,174,187,179,50,125,157
704,customer-704,64,118,173,161,216,267
705,customer-705,236,297,218,79,45,162
706,customer-706,53,66,89,164,196,161
707,customer-707,204,268,168,221,70,112
708,customer-708,146,225,118,189,185,161
709,customer-709,96,157,130,151,59,53
710,customer-710,12,56,181,191,152,82
711,customer-711,108,120,87,49,186,61
712,customer-712,149,173,46,100,141,60
713,customer-713,21,98,68,113,203,131
714,customer-714,87,144,31,82,126,137
715,customer-715,95,194,90,144,136,105
716,customer-716,72,146,21,56,188,86
717,customer-717,97,196,104,198,184,42
718,customer-718,228,241,186,156,55,256
719,customer-719,19,107,64,130,10,118
720,customer-720,185,273,172,187,153,198
721,customer-721,92,166,207,176,41,112
722,customer-722,167,225,158,201,171,108
723,customer-723,63,78,89,245,143,107
724,customer-724,242,335,98,43,45,153
725,customer-725,152,182,180,86,136,66
726,customer-726,85,136,106,103,70,135
727,customer-727,168,170,133,154,96,124
728,customer-728,119,212,116,163,50,157
729,customer-729,63,64,185,120,16,98
730,customer-730,182,254,26,26,195,50
731,customer-731,176,224,182,211,43,217
732,customer-732,32,102,52,165,24,86
733,customer-733,109,159,47,233,129,121
