id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3
254,customer-254,193,279,173,57,19,159
255,customer-255,134,143,178,13,160,230
256,customer-256,54,127,110,21,153,141
257,customer-257,140,189,30,66,29,8
258,customer-258,92,103,5,82,118,49
259,customer-259,63,103,143,43,114,159
260,customer-260,109,181,115,255,25,150
261,customer-261,153,176,199,169,150,170
262,customer-262,131,191,195,128,62,176
263,customer-263,151,154,213,22,50,115
264,customer-264,64,148,76,207,24,134
265,customer-265,142,210,46,181,42,164
266,customer-266,194,287,217,222,109,210
267,customer-267,47,140,72,183,74,50
268,customer-268,149,161,204,54,45,154
269,customer-269,111,154,116,208,182,46
270,customer-270,23,45,140,29,137,108
271,customer-271,107,192,197,28,192,13
272,customer-272,46,79,47,135,244,139
273,customer-273,160,248,173,69,131,24
274,customer-274,181,233,91,77,142,221
275,customer-275,106,137,63,32,138,114
276,customer-276,64,119,16,89,195,132
277,customer-277,64,91,200,101,21,173
278,customer-278,81,104,103,155,128,176
279,customer-279,56,78,287,255,135,168
280,customer-280,14,71,104,39,168,192
281,customer-281,211,212,110,98,18,206
282,customer-282,38,119,122,25,55,162
283,customer-283,173,251,189,11,74,57
284,customer-284,81,132,137,66,219,198
285,customer-285,197,199,136,78,89,70
286,customer-286,42,111,152,234,76,195
287,customer-287,88,136,74,94,166,210
288,customer-288,70,103,182,108,214,121
289,customer-289,162,173,146,157,91,212
290,customer-290,128,191,8,47,203,172
291,customer-291,178,203,185,188,116,10
292,customer-292,116,194,17,163,262,227
293,customer-293,42,97,117,97,253,151
294,customer-294,145,164,206,120,106,164
295,customer-295,193,224,173,41,81,191
296,customer-296,168,252,92,153,202,173
297,customer-297,25,68,149,191,67,42
298,customer-298,115,119,176,169,87,79
299,customer-299,77,112,74,20,203,119
300,customer-300,121,167,160,110,83,45
301,customer-301,159,211,163,20,132,179
302,customer-302,88,124,111,152,193,156
303,customer-303,178,273,114,59,131,222
304,customer-304,91,184,163,53,204,130
305,customer-305,67,158,98,153,57,69
306,customer-306,57,137,47,48,85,202
307,customer-307,39,47,88,72,45,139
308,customer-308,40,73,40,215,37,133
309,customer-309,119,175,107,84,47,138
310,customer-310,35,127,144,210,52,83
311,customer-311,123,202,173,96,96,110
312,customer-312,103,197,115,190,119,55
313,customer-313,149,179,210,79,80,206
314,customer-314,241,276,208,87,200,129
315,customer-315,164,242,168,134,97,110
316,customer-316,193,256,43,234,173,27
317,customer-317,167,204,77,213,48,178
318,customer-318,101,160,190,70,150,187
319,customer-319,198,198,129,96,170,139
320,customer-320,10,13,175,78,176,195
321,customer-321,65,67,181,142,65,59
322,customer-322,210,233,55,75,145,147
323,customer-323,64,103,160,113,172,153
324,customer-324,57,152,47,157,16,171
325,customer-325,163,210,70,147,235,24
326,customer-326,61,70,235,92,35,58
327,customer-327,186,241,207,44,151,219
328,customer-328,87,114,107,93,220,183
329,customer-329,173,256,153,177,10,225
330,customer-330,65,138,130,214,166,122
331,customer-331,153,204,27,80,192,26
332,customer-332,82,126,202,107,196,97
333,customer-333,170,252,110,107,140,66
334,customer-334,27,48,99,61,141,127
335,customer-335,81,133,198,169,150,128
336,customer-336,67,164,151,156,174,204
337,customer-337,147,168,76,66,139,96
338,customer-338,200,216,154,33,87,102
339,customer-339,94,123,102,79,163,145
340,customer-340,103,173,195,72,229,139
341,customer-341,152,153,183,185,119,200
342,customer-342,67,164,18,215,45,90
343,customer-343,153,153,67,120,121,180
344,customer-344,44,95,178,130,161,122
345,customer-345,64,139,110,208,157,115
346,customer-346,131,172,221,148,105,71
347,customer-347,106,143,152,175,159,115
348,customer-348,199,238,172,148,146,184
349,customer-349,188,240,40,248,167,170
350,customer-350,101,181,28,175,28,181
351,customer-351,17,95,125,167,38,194
352,customer-352,286,319,37,182,128,225
353,customer-353,30,108,200,218,95,24
354,customer-354,22,85,68,116,174,246
355,customer-355,58,112,173,31,198,188
356,customer-356,159,167,187,186,157,229
357,customer-357,62,137,127,81,53,127
358,customer-358,194,230,84,49,176,75
359,customer-359,4,26,68,213,102,136
360,customer-360,169,194,241,85,8,121
361,customer-361,201,218,61,165,93,200
362,customer-362,93,144,34,131,141,128
363,customer-363,156,158,46,143,211,138
364,customer-364,24,67,190,68,199,201
365,customer-365,123,209,95,88,47,190
366,customer-366,102,164,198,160,69,79
367,customer-367,73,166,232,140,105,61
368,customer-368,112,197,113,138,254,105
369,customer-369,121,206,115,39,135,100
370,customer-370,88,112,71,94,147,41
371,customer-371,216,267,144,216,52,65
372,customer-372,88,179,153,15,148,176
373,customer-373,244,283,147,95,75,214
374,customer-374,54,61,61,91,21,71
375,customer-375,85,177,215,56,36,196
376,customer-376,81,83,89,63,191,106
377,customer-377,118,204,184,72,188,101
378,customer-378,127,159,190,88,150,191
379,customer-379,174,232,212,71,82,137
380,customer-380,157,233,160,25,92,23
381,customer-381,152,160,58,57,248,202
382,customer-382,221,274,197,47,88,165
383,customer-383,158,241,191,60,204,38
384,customer-384,51,133,174,172,197,125
385,customer-385,59,112,136,82,70,9
386,customer-386,186,238,125,103,149,216
387,customer-387,130,197,134,56,199,170
388,customer-388,74,168,189,118,101,150
389,customer-389,169,240,13,43,9,201
390,customer-390,170,219,46,148,132,26
391,customer-391,188,216,158,28,140,149
392,customer-392,77,133,101,175,201,141
393,customer-393,84,170,100,203,189,152
394,customer-394,115,188,42,258,60,132
395,customer-395,191,225,20,140,90,110
396,customer-396,24,62,155,76,216,9
397,customer-397,65,101,43,216,30,31
398,customer-398,145,177,141,189,119,187
399,customer-399,86,100,11,123,77,138
400,customer-400,172,180,143,13,100,208
401,customer-401,205,268,44,201,204,122
402,customer-402,217,231,65,200,192,157
403,customer-403,113,180,73,97,76,14
404,customer-404,153,179,31,67,136,39
405,customer-405,109,196,254,83,184,81
406,customer-406,86,130,190,140,120,51
407,customer-407,72,79,175,105,26,168
408,customer-408,118,153,158,198,90,133
409,customer-409,143,216,95,107,46,99
410,customer-410,156,228,126,172,209,115
411,customer-411,82,139,57,78,122,94
412,customer-412,9,81,170,48,11,164
413,customer-413,201,232,53,176,110,43
414,customer-414,176,214,75,140,173,137
415,customer-415,75,111,153,164,46,187
416,customer-416,170,252,153,84,129,66
417,customer-417,23,44,197,106,192,198
418,customer-418,61,132,151,121,181,126
419,customer-419,128,168,94,152,130,32
420,customer-420,181,191,35,215,12,129
421,customer-421,159,180,30,163,165,95
422,customer-422,123,181,225,114,112,187
423,customer-423,128,132,131,99,67,78
424,customer-424,203,261,143,163,98,59
425,customer-425,40,112,168,229,197,219
426,customer-426,71,103,45,22,77,116
427,customer-427,237,319,38,147,163,215
428,customer-428,142,181,118,111,202,9
429,customer-429,33,100,91,112,104,109
430,customer-430,35,96,20,181,170,78
431,customer-431,130,227,213,104,34,135
432,customer-432,85,113,151,26,12,77
433,customer-433,175,237,143,50,200,110
434,customer-434,150,163,118,102,32,196
435,customer-435,52,117,70,206,231,90
436,customer-436,183,283,162,65,136,122
437,customer-437,137,179,81,121,202,114
438,customer-438,40,93,248,144,43,205
439,customer-439,21,99,83,165,189,94
440,customer-440,190,240,201,164,142,172
441,customer-441,178,231,17,11,65,99
442,customer-442,107,187,180,74,75,205
443,customer-443,48,126,28,93,157,51
444,customer-444,145,219,128,95,21,197
445,customer-445,207,280,96,178,193,80
446,customer-446,205,276,115,14,153,168
447,customer-447,36,80,32,189,32,197
448,customer-448,215,259,21,151,120,79
449,customer-449,116,138,83,78,30,130
450,customer-450,194,208,51,61,26,98
451,customer-451,64,101,143,136,150,104
452,customer-452,175,205,84,154,227,205
453,customer-453,114,115,53,88,104,101
454,customer-454,171,204,187,113,58,186
455,customer-455,111,133,70,42,155,166
456,customer-456,93,154,126,83,112,130
457,customer-457,127,168,15,128,63,86
458,customer-458,88,94,137,95,176,51
459,customer-459,130,177,95,214,133,167
460,customer-460,37,50,50,135,139,42
461,customer-461,132,202,179,110,210,146
462,customer-462,3,12,121,175,77,11
463,customer-463,161,235,134,144,49,54
464,customer-464,159,164,90,124,218,126
465,customer-465,176,262,182,64,82,7
466,customer-466,186,254,157,194,231,177
467,customer-467,237,307,143,174,48,162
468,customer-468,43,124,165,236,126,240
469,customer-469,131,150,145,7,106,67
470,customer-470,147,149,189,109,77,200
471,customer-471,132,188,109,118,95,124
472,customer-472,176,209,202,170,72,225
473,customer-473,69,159,233,162,76,152
474,customer-474,141,155,96,166,176,120
475,customer-475,190,271,191,138,100,90
476,customer-476,39,107,132,220,78,239
477,customer-477,88,159,157,74,62,157
478,customer-478,30,47,142,23,45,91
479,customer-479,147,220,112,124,169,51
480,customer-480,165,255,181,191,181,84
481,customer-481,153,221,219,150,158,77
482,customer-482,76,82,50,37,126,22
483,customer-483,216,305,87,189,168,110
484,customer-484,204,216,37,91,120,151
485,customer-485,151,166,146,58,129,106
486,customer-486,187,241,98,141,51,48
487,customer-487,223,292,167,144,148,71
488,customer-488,231,278,82,112,166,88
489,customer-489,171,192,183,48,7,212
490,customer-490,119,154,124,188,78,65
491,customer-491,207,265,113,106,157,96
492,customer-492,240,253,81,219,174,88
493,customer-493,94,144,166,101,77,79
494,customer-494,58,105,126,84,170,16
495,customer-495,147,226,168,199,208,196
496,customer-496,208,212,59,173,158,119
497,customer-497,161,250,104,174,160,36
498,customer-498,42,57,206,60,112,15
499,customer-499,212,281,102,84,143,28
500,customer-500,97,129,106,173,114,122
501,customer-501,135,192,47,201,45,94
502,customer-502,146,198,20,196,75,65
503,customer-503,177,193,211,150,262,80
504,customer-504,51,124,81,97,51,30
505,customer-505,222,258,161,251,86,45
506,customer-506,198,236,155,135,147,131
507,customer-507,195,275,18,78,253,177
508,customer-508,29,66,58,44,205,232
509,customer-509,118,160,28,154,221,203
510,customer-510,39,61,74,75,170,20
511,customer-511,39,41,132,67,177,190
512,customer-512,145,221,169,171,143,159
513,customer-513,105,163,138,225,138,155
514,customer-514,170,174,127,118,162,52
515,customer-515,107,176,151,197,29,211
516,customer-516,152,244,143,141,47,153
517,customer-517,37,42,125,224,224,115
518,customer-518,176,201,139,160,156,52
519,customer-519,85,94,152,244,132,86
520,customer-520,109,193,159,93,57,53
521,customer-521,118,150,226,159,144,140
522,customer-522,98,185,59,31,40,158
523,customer-523,98,105,193,105,194,139
524,customer-524,82,102,151,189,143,103
525,customer-525,157,237,96,197,71,95
526,customer-526,121,142,106,174,34,122
527,customer-527,126,217,176,63,151,131
528,customer-528,180,215,46,85,168,202
529,customer-529,206,258,114,277,112,211
530,customer-530,190,272,192,54,185,207
531,customer-531,203,222,62,81,195,136
532,customer-532,106,134,91,185,32,204
533,customer-533,207,289,200,166,179,84
534,customer-534,220,221,98,42,149,253
535,customer-535,181,214,36,95,161,60
536,customer-536,29,63,36,146,217,39
537,customer-537,143,147,160,180,200,53
538,customer-538,174,203,134,128,157,184
539,customer-539,11,100,168,190,129,150
540,customer-540,126,146,216,37,203,107
541,customer-541,116,174,62,16,100,122
542,customer-542,65,140,245,185,41,36
543,customer-543,58,120,52,93,236,14
544,customer-544,83,160,200,33,153,95
545,customer-545,188,199,221,135,38,148
546,customer-546,171,217,138,61,103,123
547,customer-547,50,139,40,89,168,205
548,customer-548,106,134,187,27,150,143
549,customer-549,100,173,207,143,71,71
550,customer-550,112,188,120,111,200,143
551,customer-551,29,62,13,188,86,34
552,customer-552,124,137,195,174,201,128
553,customer-553,171,226,136,244,241,158
554,customer-554,172,215,125,139,139,183
555,customer-555,127,211,152,67,60,189
556,customer-556,151,204,68,126,42,171
557,customer-557,65,75,115,171,173,175
558,customer-558,68,125,61,103,264,117
559,customer-559,173,214,160,147,127,164
560,customer-560,87,142,73,219,110,195
561,customer-561,110,168,64,178,237,112
562,customer-562,45,55,73,196,121,171
563,customer-563,51,108,45,147,81,131
564,customer-564,158,179,74,199,80,74
565,customer-565,168,201,120,159,138,14
566,customer-566,57,66,66,89,160,236
567,customer-567,169,201,216,254,124,41
568,customer-568,41,128,260,165,124,154
569,customer-569,75,79,158,92,197,13
570,customer-570,60,132,177,179,49,117
571,customer-571,39,47,26,120,110,246
572,customer-572,176,248,164,118,115,139
573,customer-573,187,207,154,124,109,71
574,customer-574,190,218,63,172,146,262
575,customer-575,227,249,59,110,178,130
576,customer-576,102,134,102,138,99,219
577,customer-577,24,39,46,84,23,186
578,customer-578,125,173,54,27,27,88
579,customer-579,219,275,49,160,86,81
580,customer-580,99,197,114,162,49,88
581,customer-581,2,28,195,94,163,20
582,customer-582,66,132,185,235,101,151
583,customer-583,255,321,92,197,27,121
584,customer-584,78,164,123,46,98,176
585,customer-585,54,147,147,155,178,85
586,customer-586,37,71,118,38,62,194
587,customer-587,79,140,139,71,135,164
588,customer-588,62,109,63,48,206,45
589,customer-589,180,230,112,19,125,179
590,customer-590,25,48,86,37,283,234
591,customer-591,58,96,38,167,188,82
592,customer-592,122,211,81,101,181,52
593,customer-593,59,86,69,134,14,106
594,customer-594,224,314,61,146,190,241
595,customer-595,149,162,191,154,186,189
596,customer-596,260,267,125,216,109,159
597,customer-597,233,302,73,191,155,42
598,customer-598,208,295,76,56,29,119
599,customer-599,197,276,209,135,41,152
600,customer-600,112,185,217,151,120,74
601,customer-601,202,289,47,139,65,222
602,customer-602,153,193,156,189,126,16
603,customer-603,36,129,180,96,54,160
604,customer-604,51,69,123,105,157,107
605,customer-605,119,177,138,94,124,61
606,customer-606,185,273,73,161,225,80
607,customer-607,27,101,215,138,56,215
608,customer-608,128,200,146,232,129,121
609,customer-609,125,165,216,50,53,128
610,customer-610,83,156,121,182,124,80
611,customer-611,97,111,141,88,27,111
612,customer-612,127,132,64,169,178,190
613,customer-613,134,211,166,105,103,217
614,customer-614,57,77,240,252,187,64
615,customer-615,76,110,198,37,131,42
616,customer-616,150,231,65,32,49,41
617,customer-617,197,231,180,131,91,167
618,customer-618,79,123,127,53,226,143
619,customer-619,105,126,236,117,70,91
620,customer-620,125,213,158,168,81,118
621,customer-621,152,159,87,126,195,42
622,customer-622,242,274,131,197,69,183
623,customer-623,192,246,101,122,48,19
624,customer-624,103,113,93,133,204,119
625,customer-625,31,69,92,106,53,207
626,customer-626,108,120,216,84,224,136
627,customer-627,86,134,104,66,181,85
628,customer-628,110,201,112,211,137,125
629,customer-629,128,195,18,131,156,159
630,customer-630,145,204,175,169,176,202
631,customer-631,174,186,118,22,181,11
632,customer-632,20,24,81,64,147,116
633,customer-633,201,271,169,109,99,83
634,customer-634,223,297,155,194,90,144
635,customer-635,53,65,44,141,223,105
636,customer-636,124,176,212,273,173,80
637,customer-637,186,208,67,187,215,193
638,customer-638,26,64,171,199,134,186
639,customer-639,132,206,198,107,80,207
640,customer-640,134,185,223,143,132,51
641,customer-641,24,35,117,81,148,176
642,customer-642,136,228,58,35,202,205
643,customer-643,214,230,153,216,200,80
644,customer-644,163,224,191,46,88,160
645,customer-645,69,76,85,82,14,126
646,customer-646,77,152,113,54,111,160
647,customer-647,48,82,178,219,186,100
648,customer-648,238,247,15,172,165,55
649,customer-649,34,59,23,89,56,80
650,customer-650,63,96,157,133,186,143
651,customer-651,162,206,188,84,221,144
652,customer-652,34,89,195,85,46,95
653,customer-653,68,141,57,202,225,62
654,customer-654,132,187,168,58,208,143
655,customer-655,178,251,126,77,29,200
656,customer-656,140,145,222,211,193,190
657,customer-657,47,131,100,63,148,152
658,customer-658,172,187,114,82,99,214
659,customer-659,199,250,64,25,112,123
660,customer-660,152,220,144,149,208,189
661,customer-661,143,145,170,7,64,146
662,customer-662,128,139,78,202,126,234
663,customer-663,15,97,54,82,165,49
664,customer-664,168,208,67,194,47,66
665,customer-665,232,272,86,178,220,75
666,customer-666,175,275,219,147,193,160
667,customer-667,118,125,137,104,135,189
668,customer-668,90,152,158,173,129,2
669,customer-669,107,150,108,12,30,165
670,customer-670,196,219,29,62,80,50
671,customer-671,87,146,95,272,123,120
672,customer-672,130,160,142,185,76,239
673,customer-673,127,127,187,14,153,243
674,customer-674,114,130,126,93,167,114
675,customer-675,215,269,211,80,172,170
676,customer-676,211,240,85,101,18,141
677,customer-677,157,216,108,174,72,113
678,customer-678,40,103,243,200,82,126
679,customer-679,150,207,50,182,158,140
680,customer-680,87,163,43,26,107,119
681,customer-681,155,244,138,38,197,8
682,customer-682,6,81,44,95,198,163
683,customer-683,58,67,35,80,149,84
684,customer-684,141,202,194,97,143,139
685,customer-685,113,122,17,81,154,119
686,customer-686,215,265,27,146,167,233
687,customer-687,280,345,29,174,88,54
688,customer-688,93,166,178,45,163,33
689,customer-689,51,51,17,183,106,83
690,customer-690,26,99,109,74,95,113
691,customer-691,52,80,30,123,122,59
692,customer-692,208,243,203,145,94,206
693,customer-693,204,246,146,132,174,172
694,customer-694,34,112,207,166,115,141
695,customer-695,111,113,128,186,197,71
696,customer-696,72,141,154,238,199,28
697,customer-697,170,185,57,160,124,185
698,customer-698,128,206,210,79,127,120
699,customer-699,85,133,24,112,47,218
700,customer-700,182,218,209,79,63,145
701,customer-701,30,122,50,219,190,107
702,customer-702,102,178,131,30,154,66
703,customer-703,105,137,76,167,164,234
704,customer-704,170,210,210,153,121,164
705,customer-705,166,230,79,94,207,61
706,customer-706,259,262,34,130,119,152
707,customer-707,131,224,85,136,163,64
708,customer-708,89,147,121,152,170,116
709,customer-709,183,222,150,211,48,45
710,customer-710,183,259,29,84,80,76
711,customer-711,43,48,129,173,154,177
712,customer-712,114,121,142,179,30,183
713,customer-713,236,314,250,205,110,232
714,customer-714,190,191,181,42,166,196
715,customer-715,114,125,105,68,94,195
716,customer-716,156,191,48,159,225,57
717,customer-717,171,181,30,36,153,107
718,customer-718,199,260,28,178,129,57
719,customer-719,121,177,157,138,71,196
720,customer-720,85,143,211,96,112,99
721,customer-721,201,274,201,102,108,182
722,customer-722,188,235,129,56,127,217
723,customer-723,28,84,94,70,78,153
724,customer-724,247,333,166,133,127,121
725,customer-725,193,199,182,154,184,199
726,customer-726,186,224,86,48,98,46
727,customer-727,120,187,45,58,188,244
728,customer-728,92,124,206,123,260,86
729,customer-729,62,105,148,29,119,57
730,customer-730,257,321,61,190,102,106
731,customer-731,113,206,125,110,267,70
732,customer-732,45,104,90,56,168,175
733,customer-733,122,215,254,83,77,152
