id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
87,product-87,46,54,248,74,208,96,80,60,188
88,product-88,124,133,56,138,41,168,12,121,187
89,product-89,178,182,35,58,141,90,143,145,129
90,product-90,120,148,259,117,134,190,224,202,114
91,product-91,106,181,106,138,183,196,100,209,203
92,product-92,29,98,155,206,247,182,93,103,142
93,product-93,77,138,86,213,143,106,98,159,93
94,product-94,211,245,45,220,95,104,31,23,26
95,product-95,105,164,12,121,164,44,141,104,91
96,product-96,151,223,74,165,151,171,211,119,19
97,product-97,39,83,6,175,91,174,138,244,86
98,product-98,9,67,38,183,190,52,200,196,217
99,product-99,51,60,52,157,221,63,216,214,77
100,product-100,174,175,34,71,70,224,192,125,22
101,product-101,96,114,111,154,117,163,26,49,87
102,product-102,55,127,138,194,99,155,135,161,24
103,product-103,75,83,70,169,113,133,112,189,189
104,product-104,263,352,122,21,79,145,229,141,187
105,product-105,217,290,103,206,211,212,34,101,167
106,product-106,214,299,128,208,139,220,220,191,160
107,product-107,111,172,97,183,56,160,167,31,141
108,product-108,140,167,223,107,169,161,84,131,131
109,product-109,97,101,26,175,73,175,251,164,154
110,product-110,99,127,247,182,83,194,202,242,152
111,product-111,96,123,14,40,49,122,176,88,122
112,product-112,199,246,101,23,208,79,241,187,119
113,product-113,117,157,44,183,9,173,166,98,1
114,product-114,14,23,212,36,128,55,68,40,194
115,product-115,112,201,99,118,138,17,177,52,174
116,product-116,33,42,131,233,18,72,154,186,145
117,product-117,105,162,28,158,51,52,157,207,112
118,product-118,210,248,203,141,75,100,250,102,241
119,product-119,42,114,34,100,166,158,17,39,96
120,product-120,98,154,146,118,63,163,14,212,216
121,product-121,74,137,42,74,189,119,66,6,66
122,product-122,181,251,58,195,78,141,57,191,162
123,product-123,221,287,75,18,248,194,174,18,212
124,product-124,119,190,73,100,167,93,50,163,99
125,product-125,44,104,88,65,150,65,56,49,104
126,product-126,179,229,165,17,40,80,150,46,198
127,product-127,55,118,100,178,168,67,41,124,110
128,product-128,197,297,38,103,3,86,49,122,44
129,product-129,172,214,189,95,149,151,42,206,174
130,product-130,102,114,122,179,139,65,88,238,181
131,product-131,196,218,180,46,202,108,208,121,73
132,product-132,45,67,40,58,232,88,162,157,30
133,product-133,155,190,50,142,116,214,108,203,122
134,product-134,227,259,50,25,104,138,102,191,203
135,product-135,117,205,58,133,210,206,199,91,120
136,product-136,125,138,104,84,83,120,185,227,65
137,product-137,130,168,31,154,179,111,104,29,76
138,product-138,64,123,149,77,145,211,200,123,101
139,product-139,74,119,169,58,132,164,138,87,94
140,product-140,102,109,70,116,122,189,71,16,135
141,product-141,67,114,267,161,171,199,65,184,139
142,product-142,128,196,143,219,164,197,56,86,24
143,product-143,226,325,160,147,12,128,142,24,87
144,product-144,194,239,173,184,220,127,52,156,13
145,product-145,160,234,153,225,124,258,223,97,54
146,product-146,156,171,171,119,219,81,250,167,44
147,product-147,151,242,197,184,69,179,197,25,6
148,product-148,213,238,215,204,162,96,118,148,94
149,product-149,56,101,204,229,75,193,23,121,112
150,product-150,197,227,161,208,98,89,144,95,224
151,product-151,75,134,180,203,154,89,249,178,179
152,product-152,32,46,86,195,132,124,197,32,31
153,product-153,161,193,96,40,9,227,64,220,147
154,product-154,191,278,172,56,51,45,133,143,84
155,product-155,36,102,217,262,61,166,154,34,199
156,product-156,104,180,168,239,48,53,112,76,118
157,product-157,100,123,99,110,218,26,209,277,193
158,product-158,79,84,100,148,131,194,220,57,23
159,product-159,188,249,92,43,205,130,198,65,182
160,product-160,89,127,186,204,127,103,125,106,223
161,product-161,248,345,93,46,73,130,101,178,242
162,product-162,174,225,47,151,177,9,175,103,238
163,product-163,200,233,69,133,74,222,193,218,179
164,product-164,52,143,71,193,135,106,22,131,40
165,product-165,128,210,132,210,93,190,163,197,43
166,product-166,238,305,53,97,113,17,113,164,188
167,product-167,35,119,172,177,62,111,125,212,14
168,product-168,50,147,51,84,21,138,95,149,153
169,product-169,35,96,222,220,116,121,92,135,61
170,product-170,150,214,36,127,169,220,189,153,90
171,product-171,96,114,82,105,235,54,125,145,88
172,product-172,104,175,219,171,78,55,62,108,23
173,product-173,224,285,116,132,217,143,147,97,58
174,product-174,126,163,132,67,10,42,217,137,71
175,product-175,120,127,95,105,191,83,19,35,84
176,product-176,142,148,122,64,231,216,169,81,76
177,product-177,91,124,115,207,75,214,161,74,138
178,product-178,50,55,204,72,124,164,198,64,191
179,product-179,32,115,136,243,200,118,146,212,183
180,product-180,171,177,125,38,97,50,137,67,129
181,product-181,29,118,178,144,100,240,30,207,194
182,product-182,157,217,224,99,27,106,87,101,167
183,product-183,161,235,16,185,58,121,156,177,193
184,product-184,160,216,151,172,193,164,109,200,169
185,product-185,130,189,121,167,37,12,102,114,203
186,product-186,159,242,161,169,94,113,5,71,64
187,product-187,34,47,37,66,82,110,118,191,98
188,product-188,143,146,48,127,68,15,130,180,27
189,product-189,59,61,66,201,162,173,243,212,175
190,product-190,92,128,41,94,146,152,149,192,16
191,product-191,128,153,107,147,132,159,137,124,90
192,product-192,202,220,91,171,89,140,155,218,194
193,product-193,126,146,223,123,232,207,107,89,127
194,product-194,191,214,131,32,85,127,131,196,177
195,product-195,32,56,218,76,131,114,252,72,241
196,product-196,74,109,84,191,43,120,194,35,150
197,product-197,73,132,206,154,162,280,67,152,155
198,product-198,218,232,153,125,91,24,29,153,131
199,product-199,194,268,89,15,158,236,56,140,53
200,product-200,111,143,29,73,96,68,19,231,175
201,product-201,240,291,175,140,211,251,192,227,62
202,product-202,100,119,136,209,28,89,183,99,210
203,product-203,130,189,130,203,86,101,111,67,172
204,product-204,263,294,125,125,77,95,59,38,167
205,product-205,89,178,81,214,49,71,139,205,197
206,product-206,113,164,193,104,167,71,204,219,150
207,product-207,131,158,171,160,204,90,132,235,173
208,product-208,172,254,127,173,77,35,203,212,161
209,product-209,202,212,157,129,105,94,239,153,146
210,product-210,148,207,154,126,75,112,99,100,150
211,product-211,30,46,134,89,154,39,226,38,79
212,product-212,49,56,240,97,107,86,118,46,69
213,product-213,181,250,85,90,172,196,60,160,45
214,product-214,40,81,102,164,39,135,14,26,124
215,product-215,167,220,211,97,179,174,194,64,197
216,product-216,144,183,137,120,91,114,17,2,135
217,product-217,122,204,97,47,165,90,6,100,86
218,product-218,113,130,197,140,9,173,104,99,198
219,product-219,171,258,111,52,131,185,109,160,51
220,product-220,211,244,29,34,67,101,135,132,171
221,product-221,121,190,61,183,100,51,243,171,214
222,product-222,81,116,146,41,87,141,26,195,82
223,product-223,77,113,216,79,202,139,118,165,102
224,product-224,50,131,117,215,132,131,202,229,169
225,product-225,206,237,191,117,182,11,31,92,35
226,product-226,81,175,95,242,53,99,182,101,89
227,product-227,179,277,84,140,114,162,97,111,21
228,product-228,73,125,83,197,96,231,203,38,120
229,product-229,84,94,155,21,20,140,112,207,168
230,product-230,121,165,213,146,179,161,76,50,178
231,product-231,229,257,98,167,37,140,94,8,115
232,product-232,118,170,174,86,171,119,48,30,103
233,product-233,227,253,92,193,91,74,212,185,186
234,product-234,139,220,207,100,49,73,101,210,124
235,product-235,25,111,148,86,106,187,191,234,95
236,product-236,38,90,57,156,159,101,106,174,141
237,product-237,3,9,181,84,70,71,180,21,88
238,product-238,40,87,242,154,56,210,249,142,186
239,product-239,102,114,64,155,69,93,200,121,156
240,product-240,156,230,159,55,174,21,136,192,122
241,product-241,85,107,176,88,136,94,130,227,192
242,product-242,93,165,39,105,98,38,110,186,96
243,product-243,161,251,158,172,196,35,75,209,137
244,product-244,241,324,227,167,206,284,151,157,98
245,product-245,202,245,36,123,66,190,73,85,145
246,product-246,47,97,189,92,54,210,165,139,70
247,product-247,146,200,119,138,151,197,22,161,163
248,product-248,78,78,55,171,194,210,124,196,159
249,product-249,6,75,144,204,229,113,58,257,147
250,product-250,150,175,88,55,165,160,89,79,138
251,product-251,27,90,181,138,46,181,126,99,84
252,product-252,93,180,154,158,155,212,149,97,174
253,product-253,122,140,219,133,116,20,106,34,77
254,product-254,150,220,214,50,57,25,75,57,132
255,product-255,150,235,125,133,187,231,74,117,105
256,product-256,43,64,228,203,170,8,196,219,210
257,product-257,31,49,277,110,143,214,225,117,130
258,product-258,193,222,214,154,114,194,170,182,65
259,product-259,129,157,62,46,124,127,89,160,200
260,product-260,88,140,159,145,80,132,56,187,220
261,product-261,158,167,93,153,18,97,202,21,94
262,product-262,9,62,82,162,203,157,84,11,67
263,product-263,157,174,87,24,7,29,29,71,83
264,product-264,64,118,37,177,131,54,103,104,134
265,product-265,179,194,80,145,196,82,61,187,99
266,product-266,194,238,43,163,75,195,24,160,147
267,product-267,139,167,168,137,270,203,98,163,38
268,product-268,109,143,23,65,156,73,201,278,229
269,product-269,161,162,144,69,41,19,132,67,147
270,product-270,164,251,116,156,252,209,154,70,182
271,product-271,40,78,154,84,201,168,142,153,207
272,product-272,212,270,77,210,192,129,218,92,94
273,product-273,179,220,68,53,152,74,156,172,104
274,product-274,107,207,49,69,194,220,54,131,86
275,product-275,59,84,80,116,166,155,162,123,202
276,product-276,112,120,248,149,182,74,111,177,36
277,product-277,78,146,201,94,162,123,209,172,42
278,product-278,59,114,93,131,26,78,126,49,209
279,product-279,150,240,180,47,221,36,127,35,183
280,product-280,155,188,162,127,219,185,211,49,240
281,product-281,148,204,123,147,173,25,143,216,107
282,product-282,78,122,132,137,77,135,130,43,76
283,product-283,204,270,231,271,220,184,33,155,36
284,product-284,95,140,147,162,122,190,64,175,48
285,product-285,63,161,192,125,62,57,169,165,123
286,product-286,92,150,228,196,106,229,108,219,178
287,product-287,176,231,229,59,93,95,131,75,6
288,product-288,76,160,41,6,129,38,204,212,144
289,product-289,46,82,40,104,96,191,84,154,19
290,product-290,153,247,19,143,195,70,46,155,105
291,product-291,219,313,238,126,252,68,205,243,133
292,product-292,67,101,69,215,97,41,106,64,31
293,product-293,195,195,144,125,112,73,121,136,181
294,product-294,235,304,27,17,164,113,93,197,85
295,product-295,51,56,159,17,117,139,125,106,87
296,product-296,163,181,136,180,90,172,52,52,27
297,product-297,68,122,105,91,159,171,186,203,209
298,product-298,145,158,79,148,113,106,90,187,181
299,product-299,106,148,84,70,188,47,155,72,204
300,product-300,61,105,127,231,106,167,149,207,72
301,product-301,194,225,49,148,167,81,37,140,147
302,product-302,190,202,183,172,97,94,49,210,59
303,product-303,165,202,219,121,71,234,39,226,136
304,product-304,204,235,184,67,76,185,175,150,124
305,product-305,80,156,144,186,70,46,85,163,62
306,product-306,45,92,55,231,127,138,72,77,61
307,product-307,193,262,182,81,81,129,139,54,15
308,product-308,121,124,177,207,79,142,112,202,116
309,product-309,33,55,187,134,7,145,82,94,208
310,product-310,203,212,76,149,240,103,87,185,207
311,product-311,198,290,74,38,69,133,168,15,171
312,product-312,44,138,97,238,1,248,149,92,101
313,product-313,15,45,144,57,39,129,71,7,177
314,product-314,109,172,147,125,250,113,98,116,180
315,product-315,208,299,118,236,182,83,143,227,237
316,product-316,80,159,162,195,177,197,89,184,33
317,product-317,186,275,185,51,113,67,36,143,148
318,product-318,28,109,74,79,171,113,126,129,251
319,product-319,96,172,172,219,124,221,76,141,99
320,product-320,155,180,100,176,208,154,92,37,15
321,product-321,106,124,155,195,106,45,197,184,141
322,product-322,162,183,124,113,43,28,116,99,187
323,product-323,102,164,237,209,70,66,188,41,78
324,product-324,166,253,45,168,135,181,197,195,92
325,product-325,36,81,20,180,100,199,72,122,167
326,product-326,89,129,217,61,207,142,60,139,262
327,product-327,60,75,216,150,59,192,112,166,109
328,product-328,167,227,155,157,88,203,10,131,70
329,product-329,268,362,86,189,240,164,86,126,113
330,product-330,42,75,66,155,104,113,104,34,147
331,product-331,85,136,243,132,95,101,210,188,189
332,product-332,109,137,104,179,206,166,250,184,157
333,product-333,155,156,135,58,117,144,181,164,105
334,product-334,173,244,201,200,106,160,181,17,177
335,product-335,192,247,86,221,155,57,54,86,89
336,product-336,83,133,89,168,213,106,133,178,80
337,product-337,136,153,106,46,202,13,58,46,208
338,product-338,200,287,46,61,48,153,156,48,180
339,product-339,53,56,96,127,151,153,132,85,124
340,product-340,50,111,135,234,120,73,250,186,83
341,product-341,151,196,111,113,96,15,191,208,116
342,product-342,85,167,132,178,100,191,57,122,81
343,product-343,130,134,119,145,36,90,46,118,17
344,product-344,120,139,64,26,193,154,185,64,104
345,product-345,137,215,98,67,180,175,216,170,90
346,product-346,78,170,231,177,119,123,194,143,63
347,product-347,189,257,58,123,63,120,77,29,7
348,product-348,103,126,64,116,93,207,142,110,36
349,product-349,213,213,184,199,47,231,186,141,109
350,product-350,65,147,97,44,65,85,50,199,95
351,product-351,180,234,101,154,111,90,80,190,168
352,product-352,69,74,55,118,66,140,128,73,127
353,product-353,93,182,78,54,146,115,99,26,130
354,product-354,172,196,34,203,107,68,189,104,175
355,product-355,239,279,129,38,99,200,37,130,77
356,product-356,224,293,49,55,171,262,151,151,94
357,product-357,251,300,184,33,47,70,35,162,254
358,product-358,166,216,202,19,73,136,105,32,215
359,product-359,78,106,12,60,181,107,84,123,37
360,product-360,88,147,36,135,230,176,189,45,233
361,product-361,41,103,65,75,57,192,116,172,221
362,product-362,144,213,60,243,49,110,28,26,122
363,product-363,154,197,168,36,228,222,58,64,81
364,product-364,114,190,149,168,149,196,98,73,138
365,product-365,204,258,130,75,26,89,160,152,138
366,product-366,73,154,96,203,94,110,56,187,35
367,product-367,131,164,222,64,175,129,42,107,127
368,product-368,133,170,17,103,92,190,131,62,161
369,product-369,219,248,205,238,142,135,95,186,204
370,product-370,167,201,210,165,120,124,50,46,55
371,product-371,62,139,52,19,223,162,179,155,110
372,product-372,38,58,189,23,27,77,92,88,162
373,product-373,72,160,194,178,175,198,104,223,206
374,product-374,54,130,43,80,79,24,157,60,79
375,product-375,50,67,42,174,95,272,140,186,185
376,product-376,94,109,59,33,156,35,210,65,87
377,product-377,47,59,123,66,199,74,38,89,183
378,product-378,22,77,183,205,165,102,107,83,154
379,product-379,169,238,90,116,181,159,190,52,3
380,product-380,84,154,41,116,174,233,92,40,83
381,product-381,69,84,39,205,166,213,195,115,9
382,product-382,185,185,170,211,198,113,103,71,129
383,product-383,81,128,104,80,177,40,42,103,126
384,product-384,13,42,25,31,117,86,155,139,165
385,product-385,101,146,195,187,76,63,112,175,194
386,product-386,95,161,70,89,61,141,191,104,77
387,product-387,48,136,78,40,186,111,25,102,41
388,product-388,152,190,81,62,42,80,161,190,52
389,product-389,174,203,73,123,58,160,162,127,54
390,product-390,134,179,73,201,142,126,195,136,210
391,product-391,237,309,14,59,164,151,196,136,118
392,product-392,90,126,175,144,230,203,157,203,212
393,product-393,145,210,169,34,62,170,126,103,231
394,product-394,47,77,155,202,175,70,125,187,146
395,product-395,86,172,15,173,121,233,169,111,148
396,product-396,185,215,159,167,213,207,214,86,91
397,product-397,192,245,69,202,129,191,93,28,131
398,product-398,14,36,63,118,140,79,64,155,224
399,product-399,214,269,103,27,108,6,10,76,167
400,product-400,58,131,247,197,161,184,183,86,92
401,product-401,65,111,81,162,183,156,151,191,72
402,product-402,55,105,203,190,148,149,45,119,127
403,product-403,63,84,45,116,177,81,120,291,188
404,product-404,267,305,232,172,89,224,139,46,202
405,product-405,198,286,206,156,149,199,55,200,142
406,product-406,170,215,57,132,72,159,212,126,79
407,product-407,201,266,231,63,180,35,103,99,94
408,product-408,107,162,226,158,149,79,68,14,181
409,product-409,156,238,69,237,75,153,186,239,57
410,product-410,152,174,43,19,218,176,78,161,139
411,product-411,36,128,205,86,212,122,199,153,134
412,product-412,27,99,41,10,94,218,123,64,108
413,product-413,189,269,163,124,224,137,72,105,74
414,product-414,47,57,178,96,115,142,68,44,46
415,product-415,6,33,162,150,84,57,23,18,120
416,product-416,38,84,144,106,130,104,157,87,39
417,product-417,194,233,267,216,182,188,130,150,158
418,product-418,119,154,53,240,186,65,197,99,291
419,product-419,164,239,194,110,134,202,141,101,54
420,product-420,214,268,93,36,110,203,84,62,42
421,product-421,174,232,81,210,113,75,209,117,105
422,product-422,115,181,66,251,44,251,184,72,194
423,product-423,163,185,115,118,102,148,119,206,198
424,product-424,159,242,49,147,41,208,180,29,130
425,product-425,117,120,243,125,190,206,176,190,113
426,product-426,140,153,128,132,90,99,37,20,100
427,product-427,91,128,187,105,181,233,95,170,116
428,product-428,106,162,77,100,102,39,100,208,54
429,product-429,5,6,109,147,170,130,215,62,251
430,product-430,210,275,156,86,193,134,141,192,204
431,product-431,266,329,58,52,64,115,85,20,125
432,product-432,91,162,254,210,225,139,132,171,181
433,product-433,26,35,20,193,144,137,155,225,41
434,product-434,213,233,168,109,119,94,76,173,156
435,product-435,195,273,110,196,107,182,170,192,130
436,product-436,107,191,216,98,95,64,253,139,28
437,product-437,196,247,196,77,14,225,114,40,110
438,product-438,147,212,40,127,199,68,112,134,195
439,product-439,169,217,258,128,185,50,128,73,33
440,product-440,158,245,121,26,233,32,235,248,156
441,product-441,256,313,160,206,49,122,146,46,154
442,product-442,48,59,129,78,217,184,101,180,161
443,product-443,87,152,77,152,71,199,187,69,52
444,product-444,22,99,101,87,10,48,67,165,54
445,product-445,38,132,101,112,108,112,204,156,110
446,product-446,115,184,171,23,32,168,120,70,27
447,product-447,113,196,107,147,24,90,28,171,174
448,product-448,79,141,172,162,173,192,132,224,99
449,product-449,203,230,279,6,167,213,99,148,59
450,product-450,112,112,191,210,164,199,76,232,140
451,product-451,104,165,185,165,132,97,173,29,191
452,product-452,149,181,37,52,119,24,134,22,162
453,product-453,26,68,207,149,104,68,96,70,99
454,product-454,52,132,104,210,200,105,44,170,76
455,product-455,70,70,34,54,168,193,45,99,111
456,product-456,83,85,106,24,121,40,45,130,135
457,product-457,140,162,75,177,101,195,143,75,99
458,product-458,116,176,197,32,33,140,14,247,198
459,product-459,62,117,174,17,116,106,116,170,13
460,product-460,218,266,80,198,153,186,133,73,211
461,product-461,209,294,140,207,120,32,51,147,196
462,product-462,111,138,260,159,205,180,277,45,103
463,product-463,210,227,111,88,161,25,76,155,139
464,product-464,67,125,76,102,199,60,183,186,154
465,product-465,105,199,135,237,118,173,64,143,172
466,product-466,85,120,126,136,129,118,115,172,169
467,product-467,28,100,181,147,109,196,203,59,121
468,product-468,165,184,51,96,45,40,100,57,16
469,product-469,173,244,123,137,209,123,179,217,96
470,product-470,102,124,197,35,96,91,203,156,74
471,product-471,204,253,149,133,48,173,167,38,121
472,product-472,292,333,175,67,34,14,170,53,74
473,product-473,140,224,163,188,16,126,152,5,186
474,product-474,177,228,201,49,77,36,158,55,44
475,product-475,231,255,51,134,216,76,84,132,9
476,product-476,224,292,105,137,118,88,164,48,103
477,product-477,149,149,184,55,213,193,120,136,79
478,product-478,110,138,132,169,125,128,58,251,10
479,product-479,114,168,132,119,159,128,99,30,59
480,product-480,74,155,28,215,65,184,194,13,265
481,product-481,35,110,232,100,161,92,186,203,49
482,product-482,63,141,85,176,208,284,29,148,85
483,product-483,73,122,63,220,148,44,165,17,114
484,product-484,187,265,31,241,24,192,69,211,210
485,product-485,219,264,184,87,23,172,182,67,89
486,product-486,112,176,121,231,164,118,82,228,85
487,product-487,61,106,237,8,204,81,165,147,63
488,product-488,8,62,123,143,165,73,32,24,188
489,product-489,140,213,124,136,157,196,77,169,150
490,product-490,168,218,73,97,104,21,226,130,161
491,product-491,64,66,182,208,73,106,133,166,122
492,product-492,9,94,64,146,141,103,190,137,150
493,product-493,168,208,148,190,106,113,114,34,164
494,product-494,192,272,52,133,142,42,33,113,59
495,product-495,19,78,187,77,145,10,165,162,180
496,product-496,99,116,145,191,85,102,20,46,200
497,product-497,197,263,60,120,54,81,44,168,24
498,product-498,136,160,226,58,204,67,80,104,40
499,product-499,109,185,71,117,92,48,174,179,170
500,product-500,58,100,164,14,257,148,192,129,180
501,product-501,234,278,84,144,10,129,214,192,92
502,product-502,181,233,109,191,30,198,56,183,151
503,product-503,92,153,167,219,143,125,203,66,125
504,product-504,184,273,62,11,175,90,182,62,220
505,product-505,85,151,148,45,114,153,127,44,2
506,product-506,73,86,146,126,62,41,149,107,31
507,product-507,49,125,224,225,263,73,134,165,251
508,product-508,82,136,134,248,160,45,130,126,234
509,product-509,243,335,79,50,199,256,156,189,212
510,product-510,115,142,104,174,19,67,29,32,94
511,product-511,90,103,92,208,210,218,82,176,68
512,product-512,140,213,37,173,208,132,5,171,60
513,product-513,188,192,88,52,202,152,136,33,21
514,product-514,74,79,61,167,222,54,83,19,121
515,product-515,155,181,184,125,37,185,135,189,68
516,product-516,205,220,158,159,244,181,108,33,53
517,product-517,172,228,118,128,117,165,117,181,167
518,product-518,141,209,179,164,117,64,124,119,145
519,product-519,27,115,236,215,118,127,93,131,73
520,product-520,40,119,89,150,55,144,74,8,84
521,product-521,141,149,61,194,140,110,195,54,211
522,product-522,131,157,185,41,209,280,179,112,168
523,product-523,194,269,185,195,197,108,226,71,89
524,product-524,200,278,47,57,120,31,97,67,204
525,product-525,45,97,95,189,151,50,181,84,57
526,product-526,100,146,61,65,128,106,49,203,180
527,product-527,78,164,131,127,197,73,154,108,64
528,product-528,184,206,74,192,176,103,91,174,126
529,product-529,143,198,46,101,84,59,140,238,138
530,product-530,45,131,171,74,125,39,88,140,85
531,product-531,140,213,162,77,58,156,71,57,77
532,product-532,209,265,134,151,140,95,155,190,144
533,product-533,61,103,152,110,203,171,75,37,160
534,product-534,170,210,123,64,55,210,136,126,36
535,product-535,120,120,68,63,40,117,211,208,113
536,product-536,239,325,41,216,209,101,111,169,62
537,product-537,144,150,37,167,122,73,108,153,185
538,product-538,18,24,187,140,141,33,185,116,193
539,product-539,37,101,84,189,61,122,185,48,102
540,product-540,149,245,160,189,37,216,113,25,159
541,product-541,169,258,101,191,185,100,68,155,242
542,product-542,244,249,111,199,139,192,83,134,136
543,product-543,171,228,161,165,146,105,187,31,158
544,product-544,137,192,41,101,191,42,180,21,91
545,product-545,59,152,215,122,20,127,30,179,53
546,product-546,69,127,92,22,132,78,152,210,39
547,product-547,165,190,89,128,115,171,99,20,202
548,product-548,78,84,231,210,125,190,220,103,47
549,product-549,217,221,200,172,56,140,118,221,161
550,product-550,64,149,185,111,197,50,163,180,175
551,product-551,192,287,66,170,139,151,202,40,27
552,product-552,200,275,193,213,37,187,40,120,89
553,product-553,121,134,111,83,50,224,29,146,214
554,product-554,181,274,219,136,12,222,187,46,103
555,product-555,141,209,83,10,116,168,102,67,145
556,product-556,88,135,67,31,126,201,123,153,162
557,product-557,130,183,42,175,177,49,93,83,16
558,product-558,290,360,68,35,62,171,182,126,13
559,product-559,36,51,169,146,33,97,72,148,151
560,product-560,9,37,172,227,213,120,57,62,224
561,product-561,142,176,199,211,198,228,42,88,66
562,product-562,108,189,30,209,90,135,61,132,106
563,product-563,105,187,41,112,237,78,126,61,185
564,product-564,29,53,68,79,166,200,191,161,161
565,product-565,204,261,100,113,190,181,14,172,73
566,product-566,187,205,13,91,117,188,143,57,155
567,product-567,128,128,104,107,143,37,35,25,183
568,product-568,73,160,56,135,152,200,82,24,9
569,product-569,91,106,171,197,134,43,135,170,134
570,product-570,13,82,53,133,182,60,157,53,164
571,product-571,54,131,58,70,163,196,141,201,198
572,product-572,111,124,77,14,120,206,80,115,6
573,product-573,206,216,217,183,183,155,43,182,97
574,product-574,183,192,218,149,102,151,198,127,176
575,product-575,116,204,99,158,160,116,82,95,138
576,product-576,105,193,29,145,30,34,27,145,105
577,product-577,60,60,140,178,30,206,59,180,146
578,product-578,92,162,133,162,55,129,50,139,106
579,product-579,36,98,41,208,130,125,19,98,51
