id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
220,customer-220,196,263,118,67,156,53,141,69,113
221,customer-221,29,34,203,26,231,63,209,55,173
222,customer-222,174,219,196,186,130,188,104,75,32
223,customer-223,194,270,122,126,81,83,67,168,34
224,customer-224,117,188,104,64,17,178,70,85,163
225,customer-225,82,114,157,135,51,110,52,99,242
226,customer-226,38,80,196,153,130,1,101,155,27
227,customer-227,80,158,240,105,266,76,182,79,168
228,customer-228,73,96,131,80,197,5,206,95,127
229,customer-229,169,205,46,210,163,205,25,199,139
230,customer-230,154,206,176,110,81,34,153,84,190
231,customer-231,90,128,46,80,77,211,180,62,79
232,customer-232,192,197,114,162,113,224,75,189,152
233,customer-233,35,55,13,33,171,234,119,127,98
234,customer-234,99,152,161,131,23,49,119,115,42
235,customer-235,22,77,174,47,160,94,64,189,128
236,customer-236,26,59,25,184,196,48,139,90,124
237,customer-237,102,159,37,137,73,94,212,47,32
238,customer-238,72,127,105,34,20,201,35,9,182
239,customer-239,202,258,233,107,96,181,182,100,260
240,customer-240,39,78,35,71,81,234,71,144,142
241,customer-241,172,182,90,83,137,85,173,204,183
242,customer-242,203,269,45,194,158,115,137,34,134
243,customer-243,122,197,111,188,102,152,197,106,124
244,customer-244,58,60,65,152,188,77,18,105,126
245,customer-245,19,19,79,192,128,168,171,118,197
246,customer-246,100,149,201,82,49,128,207,159,167
247,customer-247,31,81,181,127,86,202,182,142,67
248,customer-248,81,81,197,125,165,180,171,163,225
249,customer-249,171,262,60,210,249,12,179,114,77
250,customer-250,176,268,107,198,140,81,173,235,133
251,customer-251,78,177,171,104,180,231,158,21,57
252,customer-252,132,181,32,215,191,145,112,202,34
253,customer-253,221,266,132,198,228,126,173,180,155
254,customer-254,209,269,142,166,19,198,32,178,15
255,customer-255,147,238,179,42,66,97,198,113,207
256,customer-256,140,158,157,74,133,130,105,97,205
257,customer-257,129,151,89,63,33,149,52,107,62
258,customer-258,179,202,87,151,28,168,176,136,37
259,customer-259,159,192,147,120,51,129,158,183,201
260,customer-260,212,268,167,26,69,97,89,79,112
261,customer-261,138,143,24,96,89,77,132,177,163
262,customer-262,142,172,146,182,201,193,142,29,191
263,customer-263,225,246,140,169,103,163,184,144,193
264,customer-264,148,158,110,39,227,186,186,196,189
265,customer-265,45,45,90,143,44,65,180,129,92
266,customer-266,52,120,116,59,42,59,164,108,88
267,customer-267,144,180,82,128,175,170,6,43,192
268,customer-268,210,260,190,92,117,40,112,171,94
269,customer-269,106,145,230,48,217,28,72,123,82
270,customer-270,66,120,166,260,146,143,85,83,119
271,customer-271,121,171,129,261,60,84,127,98,132
272,customer-272,194,231,121,37,31,148,166,105,79
273,customer-273,97,188,105,94,48,211,91,102,64
274,customer-274,100,162,184,57,155,157,45,14,198
275,customer-275,126,180,152,28,235,38,119,147,62
276,customer-276,140,155,58,68,118,193,131,69,182
277,customer-277,128,187,103,107,65,75,150,88,48
278,customer-278,127,183,91,184,43,62,47,185,89
279,customer-279,173,256,110,84,100,193,222,205,129
280,customer-280,118,126,173,159,14,119,171,48,188
281,customer-281,109,113,71,54,110,125,49,181,199
282,customer-282,95,142,53,84,119,165,189,210,190
283,customer-283,59,90,181,63,117,147,200,91,38
284,customer-284,82,95,134,159,184,41,165,164,102
285,customer-285,131,182,150,170,199,99,188,79,120
286,customer-286,130,207,58,106,191,152,155,225,164
287,customer-287,96,131,130,175,54,190,38,127,70
288,customer-288,143,161,177,180,258,49,138,135,93
289,customer-289,183,227,167,20,98,162,51,40,68
290,customer-290,208,274,193,60,171,60,58,249,129
291,customer-291,124,184,228,42,64,182,153,100,161
292,customer-292,118,137,125,72,45,199,133,92,69
293,customer-293,12,49,44,139,121,132,113,114,173
294,customer-294,105,137,100,61,56,184,54,29,155
295,customer-295,127,185,41,52,194,218,186,176,28
296,customer-296,129,193,123,162,157,220,101,139,182
297,customer-297,119,193,145,194,116,255,68,147,115
298,customer-298,18,70,36,98,24,148,204,10,146
299,customer-299,58,65,27,200,91,130,197,159,194
300,customer-300,199,202,65,90,84,117,153,32,136
301,customer-301,170,188,52,75,67,190,213,54,176
302,customer-302,187,245,9,118,139,145,93,148,100
303,customer-303,156,236,110,157,116,157,203,94,44
304,customer-304,34,92,153,69,79,132,142,193,219
305,customer-305,86,153,152,150,248,47,111,170,174
306,customer-306,83,112,68,29,77,84,119,132,121
307,customer-307,58,80,153,67,116,144,104,142,79
308,customer-308,35,35,92,56,194,189,11,41,171
309,customer-309,64,76,15,151,158,133,180,3,143
310,customer-310,79,107,47,139,167,169,194,127,48
311,customer-311,36,67,192,200,187,179,54,150,91
312,customer-312,156,196,124,165,88,126,39,140,62
313,customer-313,185,249,66,199,64,60,198,144,48
314,customer-314,97,123,153,91,186,180,10,18,130
315,customer-315,254,299,139,225,229,82,103,61,190
316,customer-316,189,207,140,76,205,100,111,109,51
317,customer-317,115,132,8,152,53,169,96,135,90
318,customer-318,53,91,77,68,19,151,158,151,176
319,customer-319,179,265,172,1,110,172,71,29,85
320,customer-320,203,208,118,101,178,101,143,172,95
321,customer-321,199,284,213,116,173,73,249,211,34
322,customer-322,13,86,101,130,166,36,51,24,127
323,customer-323,156,214,219,152,112,32,201,180,69
324,customer-324,48,84,177,72,83,65,139,116,74
325,customer-325,88,115,44,3,163,173,195,108,182
326,customer-326,50,85,137,160,56,96,104,7,25
327,customer-327,60,103,47,190,50,127,41,20,91
328,customer-328,203,230,53,151,183,275,70,140,250
329,customer-329,20,22,41,125,113,128,73,131,57
330,customer-330,67,161,219,91,95,66,215,12,139
331,customer-331,182,195,197,120,144,15,99,61,140
332,customer-332,71,96,144,108,102,146,40,99,69
333,customer-333,172,223,127,144,30,114,177,117,203
334,customer-334,224,227,75,81,176,118,216,236,168
335,customer-335,202,208,173,183,198,70,80,108,126
336,customer-336,173,238,146,72,103,208,130,92,164
337,customer-337,130,147,83,216,169,195,91,188,155
338,customer-338,83,167,221,186,109,42,197,233,79
339,customer-339,98,145,115,45,172,85,93,159,70
340,customer-340,184,246,44,175,35,87,41,19,123
341,customer-341,195,254,271,146,25,208,163,124,81
342,customer-342,167,175,139,91,16,94,87,94,78
343,customer-343,170,260,63,136,74,155,131,122,71
344,customer-344,198,254,89,102,44,98,44,142,192
345,customer-345,96,184,153,95,261,86,62,132,156
346,customer-346,146,151,221,203,122,6,14,50,98
347,customer-347,54,84,184,182,140,121,192,99,174
348,customer-348,167,258,121,200,141,57,157,141,60
349,customer-349,193,218,207,20,185,74,65,50,118
350,customer-350,164,168,120,145,29,50,203,80,56
351,customer-351,225,313,129,160,173,157,170,184,146
352,customer-352,62,152,227,129,185,160,52,149,41
353,customer-353,94,149,171,128,32,183,151,117,94
354,customer-354,122,146,164,143,202,174,19,86,162
355,customer-355,90,129,214,168,131,89,82,111,157
356,customer-356,245,315,196,227,131,158,240,50,45
357,customer-357,160,204,169,96,21,99,143,48,73
358,customer-358,50,114,226,144,160,189,225,67,146
359,customer-359,86,148,71,131,133,120,86,49,103
360,customer-360,188,242,39,165,115,161,176,82,20
361,customer-361,207,244,179,103,174,213,149,198,75
362,customer-362,74,146,163,90,219,255,233,190,111
363,customer-363,47,120,55,45,18,68,114,196,71
364,customer-364,63,157,95,190,48,136,41,42,87
365,customer-365,266,331,191,109,18,141,169,94,79
366,customer-366,152,181,8,132,89,21,38,156,157
367,customer-367,158,195,173,214,24,81,81,108,177
368,customer-368,29,108,159,126,213,56,132,96,79
369,customer-369,262,269,228,107,96,204,173,133,24
370,customer-370,119,158,100,56,66,89,191,188,47
371,customer-371,153,174,99,7,171,19,208,189,105
372,customer-372,239,324,185,47,206,214,57,207,129
373,customer-373,168,222,133,196,198,79,104,149,215
374,customer-374,152,176,70,167,142,52,148,38,152
375,customer-375,191,209,238,84,61,113,179,140,223
376,customer-376,92,117,41,107,192,195,63,164,171
377,customer-377,16,97,26,71,204,197,188,154,139
378,customer-378,16,19,50,117,156,92,112,210,223
379,customer-379,193,213,55,116,97,35,192,121,106
380,customer-380,245,315,216,166,149,202,172,76,36
381,customer-381,58,129,160,106,81,113,129,158,101
382,customer-382,229,310,60,197,127,189,134,189,161
383,customer-383,178,251,62,188,87,251,25,218,228
384,customer-384,25,100,156,117,116,231,57,120,25
385,customer-385,188,265,113,76,254,53,88,75,87
386,customer-386,151,244,53,133,283,63,217,132,100
387,customer-387,114,200,172,268,130,55,140,153,177
388,customer-388,215,253,207,31,165,18,171,35,156
389,customer-389,252,272,50,100,44,122,180,51,73
390,customer-390,26,105,153,70,92,181,129,137,40
391,customer-391,124,208,186,28,95,94,201,123,224
392,customer-392,119,212,71,18,36,145,148,1,214
393,customer-393,89,133,25,130,194,160,132,160,132
394,customer-394,73,135,5,121,121,87,120,72,177
395,customer-395,110,143,144,207,22,194,96,30,84
396,customer-396,181,224,90,155,133,124,139,130,170
397,customer-397,144,183,14,30,10,111,137,111,40
398,customer-398,233,327,67,116,57,25,187,146,59
399,customer-399,146,166,113,151,131,107,159,201,193
400,customer-400,201,238,75,61,254,162,32,20,26
401,customer-401,198,282,102,100,220,129,56,79,101
402,customer-402,208,264,211,125,153,132,79,115,52
403,customer-403,191,265,71,163,91,178,206,96,89
404,customer-404,181,191,211,135,93,143,5,116,255
405,customer-405,90,114,272,100,86,91,83,251,128
406,customer-406,187,264,60,212,237,68,108,199,68
407,customer-407,110,149,165,102,181,74,160,81,112
408,customer-408,83,107,83,84,192,142,161,164,186
409,customer-409,158,221,215,163,57,160,137,67,52
410,customer-410,213,239,78,135,62,208,165,133,179
411,customer-411,127,145,177,109,131,16,81,57,25
412,customer-412,207,223,54,252,63,208,240,168,210
413,customer-413,195,274,35,137,73,55,138,225,71
414,customer-414,199,226,191,148,143,63,49,86,110
415,customer-415,148,154,95,202,131,47,178,130,71
416,customer-416,138,191,51,27,154,11,211,80,148
417,customer-417,111,117,70,79,171,53,158,68,10
418,customer-418,70,125,179,53,39,258,167,196,130
419,customer-419,145,180,56,114,30,98,214,31,108
420,customer-420,30,61,83,186,122,203,143,43,147
421,customer-421,129,166,126,73,72,53,223,64,111
422,customer-422,116,164,34,102,168,50,229,201,123
423,customer-423,34,69,30,55,38,213,85,128,132
424,customer-424,77,157,93,113,189,58,80,73,56
425,customer-425,196,288,114,151,115,68,123,144,159
426,customer-426,43,45,19,43,217,69,88,208,148
427,customer-427,196,236,88,173,139,105,46,137,52
428,customer-428,98,102,131,241,134,90,32,205,142
429,customer-429,261,315,162,169,150,98,186,147,92
430,customer-430,130,157,50,186,114,113,192,85,81
431,customer-431,58,143,48,24,157,130,165,126,70
432,customer-432,232,313,57,25,189,152,34,171,45
433,customer-433,228,296,133,39,155,132,104,154,154
434,customer-434,212,303,188,22,152,82,146,154,173
435,customer-435,169,245,133,199,192,10,13,179,83
436,customer-436,87,99,67,232,29,200,8,132,244
437,customer-437,62,91,158,216,105,175,145,152,163
438,customer-438,162,249,204,215,51,134,233,237,108
439,customer-439,104,149,128,24,48,117,65,152,140
440,customer-440,200,294,200,30,211,188,18,153,135
441,customer-441,49,124,143,94,143,220,66,44,189
442,customer-442,54,121,266,170,193,82,163,101,139
443,customer-443,203,251,33,22,100,192,170,168,154
444,customer-444,162,226,51,179,206,76,210,185,107
445,customer-445,48,100,175,128,165,185,106,41,122
446,customer-446,9,49,193,161,114,47,170,52,177
447,customer-447,152,157,207,179,101,56,219,166,217
448,customer-448,107,164,96,32,55,179,195,88,60
449,customer-449,200,240,150,91,248,198,164,100,192
450,customer-450,78,85,179,20,66,253,103,168,124
451,customer-451,173,256,128,10,82,43,175,165,104
452,customer-452,214,238,17,223,195,38,151,261,163
453,customer-453,35,86,18,131,202,18,178,64,87
454,customer-454,185,190,108,151,231,189,171,218,106
455,customer-455,57,151,77,182,237,93,182,0,67
456,customer-456,202,280,209,51,87,99,28,82,169
457,customer-457,137,145,228,71,161,105,60,145,119
458,customer-458,31,34,139,198,84,233,177,61,33
459,customer-459,112,169,157,238,279,136,124,192,148
460,customer-460,85,169,133,181,185,135,152,158,39
461,customer-461,43,80,166,105,242,200,172,88,196
462,customer-462,51,113,184,88,125,38,151,287,30
463,customer-463,150,221,97,60,70,136,105,234,189
464,customer-464,82,153,30,157,93,119,108,31,139
465,customer-465,156,205,69,178,101,72,76,127,79
466,customer-466,136,225,216,179,62,144,115,74,214
467,customer-467,30,38,62,65,86,205,120,5,181
468,customer-468,153,231,197,14,108,161,94,212,48
469,customer-469,221,226,221,154,197,116,180,216,43
470,customer-470,71,105,93,208,72,103,106,56,72
471,customer-471,82,168,89,105,86,175,103,33,183
472,customer-472,196,231,157,57,201,143,29,174,76
473,customer-473,239,313,194,89,174,136,194,57,138
474,customer-474,197,205,45,13,58,159,178,104,100
475,customer-475,82,169,145,52,150,85,229,85,220
476,customer-476,189,256,48,135,206,265,210,117,108
477,customer-477,81,139,128,184,212,40,187,43,17
478,customer-478,121,189,129,36,27,199,112,30,24
479,customer-479,180,180,122,79,109,209,127,176,143
480,customer-480,193,223,110,160,77,34,242,7,189
481,customer-481,98,144,180,63,71,196,129,145,123
482,customer-482,170,194,121,87,121,219,96,144,89
483,customer-483,76,92,198,164,163,109,60,193,212
484,customer-484,219,308,41,191,148,164,90,80,148
485,customer-485,193,198,212,101,234,240,173,53,17
486,customer-486,77,99,173,201,201,35,100,153,110
487,customer-487,20,99,229,223,71,147,147,237,112
488,customer-488,13,28,77,91,195,141,41,109,233
489,customer-489,157,174,138,164,76,103,150,173,79
490,customer-490,217,244,201,176,128,191,216,148,116
491,customer-491,127,148,230,99,119,127,96,143,140
492,customer-492,119,129,133,93,240,134,172,107,93
493,customer-493,224,301,175,127,174,159,115,231,83
494,customer-494,139,211,70,91,73,49,198,176,201
495,customer-495,148,189,76,122,9,68,192,50,127
496,customer-496,153,179,219,192,235,212,235,82,33
497,customer-497,157,206,166,132,187,187,194,144,55
498,customer-498,80,95,203,180,173,250,69,115,96
499,customer-499,221,238,41,163,12,81,94,146,82
500,customer-500,126,127,178,126,114,112,184,131,52
501,customer-501,189,229,151,188,177,79,124,90,132
502,customer-502,47,105,120,196,234,196,46,186,200
503,customer-503,244,269,116,153,46,34,12,134,125
504,customer-504,114,133,70,178,27,109,112,29,184
505,customer-505,76,165,85,211,86,118,57,40,136
506,customer-506,127,200,82,49,2,216,185,200,180
507,customer-507,221,287,110,69,98,115,103,89,148
508,customer-508,82,116,112,141,8,170,204,72,147
509,customer-509,113,174,186,63,204,133,22,109,185
510,customer-510,66,148,248,72,222,97,175,70,27
511,customer-511,38,122,4,133,26,85,202,119,84
512,customer-512,22,111,114,61,202,153,261,16,248
513,customer-513,118,190,58,179,136,149,10,35,17
514,customer-514,123,147,59,204,97,120,269,205,154
515,customer-515,176,245,126,120,172,94,255,59,127
516,customer-516,59,130,36,227,135,118,95,163,18
517,customer-517,70,108,116,143,108,147,224,147,99
518,customer-518,150,237,172,75,171,194,97,82,64
519,customer-519,177,210,177,35,216,33,177,184,176
520,customer-520,54,105,20,96,36,185,238,98,138
521,customer-521,202,283,174,125,196,67,135,95,139
522,customer-522,211,233,150,53,166,118,132,88,42
523,customer-523,226,239,163,140,193,123,135,202,109
524,customer-524,152,164,79,275,123,182,40,44,172
525,customer-525,141,221,205,155,127,58,95,215,143
526,customer-526,120,148,67,100,150,132,95,210,154
527,customer-527,162,189,62,174,141,220,169,140,160
528,customer-528,191,191,106,70,151,152,28,66,13
529,customer-529,80,144,140,157,114,194,89,25,73
530,customer-530,165,213,87,182,73,98,85,101,59
531,customer-531,75,80,165,8,131,4,63,124,127
532,customer-532,148,178,144,143,160,77,191,157,198
533,customer-533,176,185,125,89,105,158,245,171,86
534,customer-534,184,215,149,88,58,178,57,37,193
535,customer-535,255,332,57,158,29,202,58,53,230
536,customer-536,53,105,215,172,179,169,68,113,110
537,customer-537,218,313,113,205,133,81,170,87,156
538,customer-538,168,201,109,46,53,129,189,205,274
539,customer-539,123,177,143,152,186,182,57,129,195
540,customer-540,118,151,29,120,188,197,192,96,73
541,customer-541,93,183,203,146,172,97,83,74,103
542,customer-542,116,189,178,69,77,172,200,88,139
543,customer-543,10,24,208,86,135,152,185,215,55
544,customer-544,167,251,146,97,43,172,211,17,200
545,customer-545,150,158,37,61,122,26,97,140,200
546,customer-546,61,127,85,215,34,273,184,168,67
547,customer-547,135,205,110,112,275,133,196,93,178
548,customer-548,90,108,10,72,115,187,205,120,86
549,customer-549,97,144,173,141,127,171,126,1,37
550,customer-550,239,242,203,139,141,46,191,220,186
551,customer-551,109,169,170,118,136,65,144,94,163
552,customer-552,89,114,19,227,62,32,236,112,79
553,customer-553,57,116,247,167,116,201,42,157,129
554,customer-554,152,158,135,118,135,174,164,181,133
555,customer-555,107,193,92,143,203,132,197,108,68
556,customer-556,102,155,78,213,45,117,166,78,16
