id,label,ts_in,ts_out,dim_0,dim_1
420,product-420,81,130,116,209
421,product-421,124,162,76,109
422,product-422,113,209,116,92
423,product-423,89,124,46,14
424,product-424,72,118,184,64
425,product-425,185,219,62,182
426,product-426,185,217,165,142
427,product-427,117,121,194,92
428,product-428,195,270,51,168
429,product-429,129,191,208,142
430,product-430,34,88,193,98
431,product-431,48,56,142,114
432,product-432,167,233,103,121
433,product-433,184,223,88,127
434,product-434,144,180,123,194
435,product-435,207,289,81,119
436,product-436,236,296,155,199
437,product-437,79,105,107,53
438,product-438,101,158,195,203
439,product-439,114,136,145,61
440,product-440,70,101,102,49
441,product-441,33,97,160,59
442,product-442,203,280,94,119
443,product-443,149,153,137,163
444,product-444,216,246,158,94
445,product-445,43,81,173,266
446,product-446,223,289,211,203
447,product-447,100,113,122,52
448,product-448,27,85,185,64
449,product-449,49,58,80,87
450,product-450,130,141,110,177
451,product-451,42,64,118,131
452,product-452,216,296,214,24
453,product-453,121,135,167,168
454,product-454,150,239,157,114
455,product-455,183,187,221,54
456,product-456,130,208,197,90
457,product-457,117,200,120,171
458,product-458,200,217,158,76
459,product-459,224,312,146,207
460,product-460,154,236,152,116
461,product-461,204,208,149,12
462,product-462,227,293,151,69
463,product-463,142,229,104,73
464,product-464,21,44,56,122
465,product-465,177,231,62,29
466,product-466,152,229,98,70
467,product-467,192,206,68,80
468,product-468,154,201,198,201
469,product-469,111,116,25,90
470,product-470,176,211,203,88
471,product-471,114,157,145,161
472,product-472,21,22,51,248
473,product-473,137,210,110,153
474,product-474,59,100,185,186
475,product-475,139,197,29,137
476,product-476,15,90,86,208
477,product-477,200,280,194,154
478,product-478,109,190,134,154
479,product-479,156,239,157,105
480,product-480,144,188,118,128
481,product-481,188,248,221,99
482,product-482,76,147,43,118
483,product-483,73,146,158,70
484,product-484,221,239,152,66
485,product-485,238,310,107,188
486,product-486,180,276,85,75
487,product-487,180,239,140,42
488,product-488,153,207,36,181
489,product-489,147,182,121,152
490,product-490,104,124,170,150
491,product-491,187,256,101,224
492,product-492,160,168,225,184
493,product-493,135,202,179,55
494,product-494,100,155,28,173
495,product-495,171,186,28,152
496,product-496,124,160,125,153
497,product-497,139,228,88,174
498,product-498,84,122,210,97
499,product-499,117,172,61,227
500,product-500,125,138,203,138
501,product-501,63,122,166,197
502,product-502,42,135,217,97
503,product-503,139,168,7,191
504,product-504,63,137,204,179
505,product-505,183,233,83,91
506,product-506,206,267,133,239
507,product-507,180,219,102,38
508,product-508,199,260,50,111
509,product-509,207,290,47,122
510,product-510,78,159,70,105
511,product-511,117,162,117,83
512,product-512,66,101,37,165
513,product-513,163,249,190,181
514,product-514,54,153,95,149
515,product-515,226,254,70,193
516,product-516,204,267,3,116
517,product-517,128,194,168,127
518,product-518,90,172,159,61
519,product-519,200,270,186,155
520,product-520,170,258,111,148
521,product-521,134,149,76,220
522,product-522,130,174,161,24
523,product-523,137,149,60,154
524,product-524,99,192,120,219
525,product-525,161,180,151,127
526,product-526,15,72,238,149
527,product-527,109,154,190,145
528,product-528,89,149,20,154
529,product-529,153,179,175,148
530,product-530,47,107,127,201
531,product-531,134,163,42,247
532,product-532,158,210,18,124
533,product-533,165,172,180,153
534,product-534,132,206,57,97
535,product-535,172,221,180,141
536,product-536,82,170,82,62
537,product-537,219,245,182,169
538,product-538,200,280,61,202
539,product-539,196,225,150,80
540,product-540,18,88,213,86
541,product-541,203,255,124,174
542,product-542,216,300,105,29
543,product-543,48,51,88,122
544,product-544,96,145,155,29
545,product-545,47,71,17,62
546,product-546,94,122,90,86
547,product-547,34,71,16,152
548,product-548,152,232,107,200
549,product-549,99,179,75,53
550,product-550,17,25,149,187
551,product-551,107,135,34,105
552,product-552,134,184,51,177
553,product-553,188,216,51,68
554,product-554,45,117,7,62
555,product-555,212,260,81,207
556,product-556,116,187,138,227
557,product-557,42,130,183,49
558,product-558,219,293,160,58
559,product-559,71,74,25,54
560,product-560,52,133,214,182
561,product-561,242,309,142,95
562,product-562,151,231,224,134
563,product-563,55,93,165,97
564,product-564,220,275,39,244
565,product-565,174,186,139,151
566,product-566,135,185,193,152
567,product-567,133,218,19,217
568,product-568,80,80,176,25
569,product-569,39,98,202,75
570,product-570,139,161,208,182
571,product-571,99,147,222,145
572,product-572,195,234,171,165
573,product-573,26,67,69,197
574,product-574,142,215,138,77
575,product-575,88,179,161,14
576,product-576,114,169,45,214
577,product-577,250,279,120,176
578,product-578,118,175,60,211
579,product-579,148,161,43,121
580,product-580,19,76,67,76
581,product-581,126,194,190,165
582,product-582,134,145,38,165
583,product-583,63,122,80,104
584,product-584,208,266,182,36
585,product-585,216,288,170,177
586,product-586,126,199,105,134
587,product-587,35,117,141,77
588,product-588,39,40,18,68
589,product-589,78,139,142,75
590,product-590,137,152,10,258
591,product-591,127,223,182,104
592,product-592,175,196,126,166
593,product-593,207,268,77,197
594,product-594,33,113,96,134
595,product-595,19,28,167,91
596,product-596,75,157,203,181
597,product-597,170,248,81,172
598,product-598,10,104,182,216
599,product-599,4,8,39,190
600,product-600,152,230,146,85
601,product-601,59,106,178,74
602,product-602,84,140,163,143
603,product-603,80,83,51,132
604,product-604,132,157,137,163
605,product-605,139,148,77,183
606,product-606,168,219,73,92
607,product-607,26,114,189,75
608,product-608,157,193,113,145
609,product-609,200,285,138,63
610,product-610,198,198,157,167
611,product-611,201,289,80,165
612,product-612,201,234,105,15
613,product-613,167,224,240,184
614,product-614,150,174,149,165
615,product-615,22,65,175,187
616,product-616,76,103,41,185
617,product-617,169,254,251,152
618,product-618,112,126,103,132
619,product-619,184,226,189,223
620,product-620,112,140,185,49
621,product-621,170,230,206,114
622,product-622,29,108,47,26
623,product-623,9,32,199,113
624,product-624,26,85,157,221
625,product-625,66,119,230,148
626,product-626,202,232,32,196
627,product-627,131,208,168,57
628,product-628,163,173,148,198
629,product-629,240,242,182,40
630,product-630,150,174,116,239
631,product-631,158,204,161,60
632,product-632,150,187,64,80
633,product-633,49,76,72,186
634,product-634,115,171,86,116
635,product-635,168,229,183,139
636,product-636,47,87,48,122
637,product-637,85,134,228,195
638,product-638,112,163,108,90
639,product-639,68,101,78,127
640,product-640,262,264,34,205
641,product-641,10,73,154,155
642,product-642,216,313,129,146
643,product-643,138,182,109,154
644,product-644,146,218,192,63
645,product-645,28,108,35,81
646,product-646,156,253,144,125
647,product-647,81,158,84,192
648,product-648,158,222,160,206
649,product-649,60,113,104,9
650,product-650,19,52,155,177
651,product-651,173,176,58,143
652,product-652,41,47,72,92
653,product-653,159,236,124,231
654,product-654,154,213,41,92
655,product-655,231,247,115,26
656,product-656,106,156,123,54
657,product-657,186,188,189,75
658,product-658,201,264,222,171
659,product-659,52,139,89,127
660,product-660,65,139,37,71
661,product-661,251,321,225,143
662,product-662,70,160,22,189
663,product-663,111,114,210,236
664,product-664,183,211,221,194
665,product-665,45,53,167,217
666,product-666,186,198,220,103
667,product-667,57,76,208,9
668,product-668,225,279,152,136
669,product-669,128,159,161,141
670,product-670,134,163,135,102
671,product-671,130,146,64,149
672,product-672,123,155,128,42
673,product-673,50,139,85,143
674,product-674,65,121,147,23
675,product-675,87,126,164,187
676,product-676,4,46,97,103
677,product-677,184,191,31,76
678,product-678,219,255,59,68
679,product-679,249,314,60,85
680,product-680,149,169,67,59
681,product-681,205,223,146,149
682,product-682,48,136,13,121
683,product-683,117,190,152,112
684,product-684,209,260,164,26
685,product-685,31,113,57,50
686,product-686,206,257,138,211
687,product-687,49,108,63,153
688,product-688,11,18,66,212
689,product-689,235,252,180,166
690,product-690,57,115,83,219
691,product-691,92,171,198,106
692,product-692,127,137,91,38
693,product-693,44,54,159,193
694,product-694,71,167,60,125
695,product-695,22,97,103,132
696,product-696,192,278,82,240
697,product-697,86,124,182,180
698,product-698,35,45,138,38
699,product-699,200,207,33,92
700,product-700,93,148,200,29
701,product-701,170,247,198,84
702,product-702,123,197,189,187
703,product-703,44,62,167,70
704,product-704,109,114,185,157
705,product-705,68,127,52,77
706,product-706,128,148,82,102
707,product-707,32,90,158,122
708,product-708,34,70,76,63
709,product-709,117,181,29,156
710,product-710,220,229,8,146
711,product-711,40,67,214,144
712,product-712,214,266,143,71
713,product-713,147,197,112,135
714,product-714,226,301,50,162
715,product-715,106,153,136,64
716,product-716,102,163,156,111
717,product-717,85,95,247,112
718,product-718,137,143,147,26
719,product-719,215,233,101,91
720,product-720,189,273,207,206
721,product-721,230,234,169,43
722,product-722,82,99,36,30
723,product-723,151,204,209,148
724,product-724,96,168,198,126
725,product-725,104,147,172,83
726,product-726,185,238,221,173
727,product-727,74,100,139,172
728,product-728,22,31,69,210
729,product-729,132,149,219,52
730,product-730,85,111,47,9
731,product-731,61,84,56,72
732,product-732,184,209,93,67
733,product-733,204,204,87,190
734,product-734,179,193,120,183
735,product-735,192,252,97,80
736,product-736,181,223,103,209
737,product-737,171,251,82,184
738,product-738,108,193,250,151
739,product-739,19,51,52,177
740,product-740,142,191,175,101
741,product-741,122,188,99,60
742,product-742,237,246,123,40
743,product-743,96,110,150,60
744,product-744,81,152,38,38
745,product-745,100,188,148,86
746,product-746,220,265,101,259
747,product-747,209,263,65,133
748,product-748,166,205,108,130
749,product-749,53,144,41,177
750,product-750,88,100,73,194
751,product-751,120,120,34,202
752,product-752,110,153,167,122
753,product-753,180,193,216,206
754,product-754,189,242,230,72
755,product-755,88,159,53,21
756,product-756,147,163,57,37
757,product-757,264,270,253,57
758,product-758,193,219,200,114
759,product-759,201,213,27,110
760,product-760,95,109,86,142
761,product-761,155,159,151,133
762,product-762,136,206,60,5
763,product-763,217,249,162,158
764,product-764,56,148,71,256
765,product-765,80,121,81,208
766,product-766,216,237,63,226
767,product-767,223,280,156,73
768,product-768,146,169,46,169
769,product-769,63,150,100,195
770,product-770,197,203,191,130
771,product-771,225,225,146,190
772,product-772,202,215,81,190
773,product-773,7,96,79,189
774,product-774,95,165,72,116
775,product-775,191,245,122,82
776,product-776,219,260,94,98
777,product-777,130,145,61,237
778,product-778,60,98,170,141
779,product-779,58,70,89,50
780,product-780,181,248,183,209
781,product-781,132,206,53,90
782,product-782,239,261,100,170
783,product-783,193,264,16,199
784,product-784,65,95,219,135
785,product-785,127,200,56,103
786,product-786,218,264,150,192
787,product-787,120,161,21,69
788,product-788,148,160,147,150
789,product-789,114,192,96,36
790,product-790,135,143,58,173
791,product-791,100,120,95,62
792,product-792,55,100,122,28
793,product-793,115,170,118,91
794,product-794,24,109,103,193
795,product-795,42,99,148,68
796,product-796,65,91,161,91
797,product-797,54,66,65,177
798,product-798,231,250,121,7
799,product-799,190,198,158,49
800,product-800,29,113,251,140
801,product-801,118,179,75,153
802,product-802,73,84,131,97
803,product-803,31,32,51,88
804,product-804,8,68,206,21
805,product-805,111,143,113,210
806,product-806,21,112,75,72
807,product-807,29,88,205,92
808,product-808,108,127,31,44
809,product-809,30,91,154,32
810,product-810,73,126,63,100
811,product-811,148,167,74,134
812,product-812,157,211,71,207
813,product-813,60,146,13,163
814,product-814,238,321,77,120
815,product-815,63,107,152,186
816,product-816,148,211,22,9
817,product-817,169,200,94,63
818,product-818,119,179,91,39
819,product-819,120,178,211,173
820,product-820,178,179,219,51
821,product-821,178,250,152,85
822,product-822,161,183,135,225
823,product-823,110,205,39,108
824,product-824,163,218,9,117
825,product-825,181,188,151,176
826,product-826,208,213,130,134
827,product-827,202,249,82,39
828,product-828,145,160,57,146
829,product-829,108,127,188,209
830,product-830,91,166,145,96
831,product-831,164,227,213,191
832,product-832,39,102,191,190
833,product-833,56,76,192,76
834,product-834,80,146,166,123
835,product-835,54,141,47,260
836,product-836,137,179,79,140
837,product-837,81,93,154,98
838,product-838,140,182,184,64
839,product-839,49,112,51,150
840,product-840,209,277,123,32
841,product-841,135,169,26,120
842,product-842,70,74,57,118
843,product-843,68,85,131,252
844,product-844,170,218,164,87
845,product-845,58,124,63,122
846,product-846,71,143,209,22
847,product-847,92,102,177,163
848,product-848,101,159,42,183
849,product-849,198,240,195,170
850,product-850,124,185,259,63
851,product-851,160,186,121,63
852,product-852,48,125,120,128
853,product-853,48,121,82,172
854,product-854,183,247,53,216
855,product-855,181,265,164,159
856,product-856,121,125,43,77
857,product-857,155,243,98,90
858,product-858,24,102,103,210
859,product-859,145,172,201,167
860,product-860,187,244,87,16
861,product-861,49,146,196,250
862,product-862,226,273,150,121
863,product-863,181,197,102,279
864,product-864,62,154,43,25
865,product-865,96,161,66,115
866,product-866,40,73,163,58
867,product-867,192,225,147,200
868,product-868,75,139,87,208
869,product-869,154,211,232,84
870,product-870,89,90,6,111
871,product-871,130,159,138,181
872,product-872,142,155,157,142
873,product-873,85,98,138,62
874,product-874,74,152,214,111
875,product-875,117,185,161,87
876,product-876,129,156,44,73
877,product-877,89,130,180,97
878,product-878,243,319,35,187
879,product-879,45,116,187,33
880,product-880,205,248,194,69
881,product-881,169,264,92,160
882,product-882,177,200,87,86
883,product-883,152,220,176,208
884,product-884,195,197,153,205
885,product-885,217,253,75,191
886,product-886,145,200,171,45
887,product-887,170,224,146,225
888,product-888,40,73,48,149
889,product-889,190,199,271,118
890,product-890,98,157,140,197
891,product-891,200,265,219,75
892,product-892,97,169,205,80
893,product-893,105,170,177,238
894,product-894,143,224,119,150
895,product-895,121,121,184,215
896,product-896,93,103,157,181
897,product-897,129,165,57,31
898,product-898,80,123,79,33
899,product-899,162,256,69,118
900,product-900,55,145,144,32
901,product-901,242,254,80,19
902,product-902,44,112,237,186
903,product-903,197,250,243,82
904,product-904,55,117,173,113
905,product-905,223,293,73,78
906,product-906,159,181,181,97
907,product-907,51,114,72,139
908,product-908,49,111,164,248
909,product-909,50,134,204,48
910,product-910,111,181,122,118
911,product-911,193,275,174,125
912,product-912,196,259,78,137
913,product-913,49,110,173,66
914,product-914,213,307,114,90
915,product-915,59,122,107,207
916,product-916,99,142,107,188
917,product-917,185,269,226,144
918,product-918,11,72,149,187
919,product-919,178,201,189,104
920,product-920,75,87,177,96
921,product-921,86,125,149,139
922,product-922,157,183,150,202
923,product-923,162,246,173,184
924,product-924,183,185,133,108
925,product-925,129,140,51,157
926,product-926,132,181,212,89
927,product-927,195,204,97,230
928,product-928,266,348,92,52
929,product-929,228,281,201,182
930,product-930,142,199,20,176
931,product-931,242,243,194,226
932,product-932,89,134,187,198
933,product-933,133,162,233,142
934,product-934,74,123,53,99
935,product-935,246,261,71,79
936,product-936,213,213,118,127
937,product-937,179,220,120,198
938,product-938,76,150,112,24
939,product-939,23,75,70,65
940,product-940,147,205,100,87
941,product-941,127,202,142,78
942,product-942,102,188,62,113
943,product-943,83,131,39,127
944,product-944,163,199,58,60
945,product-945,56,103,108,156
946,product-946,46,111,73,182
947,product-947,53,90,213,180
948,product-948,92,153,156,25
949,product-949,17,49,29,212
950,product-950,169,177,205,221
951,product-951,272,274,118,43
952,product-952,186,226,54,92
953,product-953,132,163,223,90
954,product-954,99,156,94,121
955,product-955,53,99,172,60
956,product-956,74,109,238,19
957,product-957,106,172,61,241
958,product-958,21,71,169,175
959,product-959,238,325,244,46
960,product-960,138,231,155,221
961,product-961,60,65,99,73
962,product-962,87,150,13,127
963,product-963,101,112,159,81
964,product-964,79,140,144,209
965,product-965,58,132,191,202
966,product-966,33,82,85,122
967,product-967,221,295,13,76
968,product-968,73,89,166,101
969,product-969,95,115,182,117
970,product-970,153,233,219,121
971,product-971,127,214,74,128
972,product-972,150,157,137,92
973,product-973,105,154,15,167
974,product-974,168,188,60,136
975,product-975,210,301,144,217
976,product-976,142,170,61,198
977,product-977,136,222,49,84
978,product-978,127,158,55,21
979,product-979,103,144,200,188
980,product-980,128,131,66,39
981,product-981,78,134,66,107
982,product-982,240,266,169,131
983,product-983,194,238,112,88
984,product-984,179,274,80,62
985,product-985,35,102,146,231
986,product-986,147,211,58,62
987,product-987,71,143,92,17
988,product-988,109,193,192,74
989,product-989,203,270,89,201
990,product-990,88,182,147,113
991,product-991,105,154,140,75
992,product-992,184,192,142,99
993,product-993,202,263,116,88
994,product-994,39,128,78,198
995,product-995,172,262,104,22
996,product-996,76,111,229,83
