id,label,ts_in,ts_out,dim_0,dim_1,dim_2,dim_3,dim_4
191,product-191,206,220,19,162,174,188,140
192,product-192,40,93,50,213,174,80,35
193,product-193,116,211,214,47,83,52,44
194,product-194,69,124,23,128,54,48,129
195,product-195,58,103,221,142,7,137,161
196,product-196,5,79,138,167,132,172,155
197,product-197,77,139,130,125,126,71,90
198,product-198,123,166,78,157,131,131,177
199,product-199,48,78,58,32,70,153,116
200,product-200,63,110,209,200,209,186,89
201,product-201,76,121,152,116,77,117,121
202,product-202,21,51,139,25,91,48,221
203,product-203,215,282,43,199,153,53,190
204,product-204,161,219,175,116,23,67,86
205,product-205,87,107,187,228,206,120,214
206,product-206,81,109,74,122,168,97,179
207,product-207,62,146,90,180,185,62,144
208,product-208,214,265,193,115,125,221,58
209,product-209,62,128,103,41,217,82,218
210,product-210,209,226,33,35,96,154,212
211,product-211,105,158,157,35,105,118,89
212,product-212,103,125,125,146,185,149,237
213,product-213,143,156,132,274,100,83,108
214,product-214,121,121,186,30,137,62,175
215,product-215,110,130,137,51,52,42,231
216,product-216,56,150,83,94,39,166,238
217,product-217,200,213,150,99,106,161,72
218,product-218,178,192,91,183,213,67,245
219,product-219,105,128,86,224,132,213,153
220,product-220,205,298,126,164,33,44,103
221,product-221,193,274,42,47,131,228,62
222,product-222,150,228,105,92,134,59,44
223,product-223,204,204,124,259,152,227,81
224,product-224,206,233,29,204,51,80,203
225,product-225,195,212,156,53,49,107,72
226,product-226,73,140,191,255,121,155,130
227,product-227,147,169,241,140,122,110,52
228,product-228,129,222,147,18,79,150,183
229,product-229,173,226,114,240,129,197,236
230,product-230,154,250,246,95,126,119,173
231,product-231,202,212,69,80,152,13,83
232,product-232,160,180,266,145,179,155,184
233,product-233,13,63,170,77,193,240,194
234,product-234,113,113,156,173,65,212,25
235,product-235,161,254,210,242,74,223,208
236,product-236,54,80,39,80,173,109,56
237,product-237,121,166,217,102,197,45,156
238,product-238,204,238,190,221,233,144,87
239,product-239,50,74,14,79,145,110,240
240,product-240,199,210,81,66,191,151,148
241,product-241,106,133,251,90,195,205,176
242,product-242,209,278,61,212,178,148,124
243,product-243,81,125,56,0,194,195,17
244,product-244,148,243,237,132,76,216,244
245,product-245,17,32,143,99,160,62,106
246,product-246,169,219,187,99,179,174,142
247,product-247,47,85,100,86,217,148,7
248,product-248,143,221,66,156,215,157,183
249,product-249,115,173,25,139,17,70,208
250,product-250,152,223,154,209,190,215,121
251,product-251,210,257,216,211,38,164,206
252,product-252,154,221,42,190,153,58,193
253,product-253,131,142,93,24,54,21,15
254,product-254,121,125,210,200,104,56,62
255,product-255,35,129,78,83,138,79,162
256,product-256,236,280,205,85,40,190,154
257,product-257,43,123,181,89,52,50,180
258,product-258,70,105,177,53,171,67,241
259,product-259,106,148,183,133,144,30,66
260,product-260,169,261,114,251,104,161,214
261,product-261,220,277,37,122,119,130,88
262,product-262,9,29,20,67,168,78,154
263,product-263,71,135,207,162,181,70,98
264,product-264,235,244,28,60,47,25,182
265,product-265,64,157,76,228,201,187,205
266,product-266,38,76,57,157,161,140,244
267,product-267,120,209,146,175,73,57,40
268,product-268,256,279,41,62,254,91,189
269,product-269,100,176,106,49,166,197,169
270,product-270,154,186,196,44,241,90,120
271,product-271,72,118,222,76,115,160,76
272,product-272,66,140,67,195,71,60,196
273,product-273,67,120,150,90,43,154,127
274,product-274,46,140,108,121,149,92,104
275,product-275,101,110,129,204,13,225,81
276,product-276,190,224,29,120,193,118,155
277,product-277,93,145,21,23,122,114,199
278,product-278,233,319,93,108,153,194,116
279,product-279,70,166,185,86,237,43,69
280,product-280,149,227,75,69,144,107,160
281,product-281,93,110,165,127,88,147,35
282,product-282,62,147,129,134,59,92,115
283,product-283,92,166,88,149,38,142,230
284,product-284,190,259,125,186,92,111,249
285,product-285,32,63,187,36,208,225,16
286,product-286,105,198,205,79,102,170,161
287,product-287,112,147,95,162,190,59,95
288,product-288,153,227,203,77,43,231,167
289,product-289,178,271,174,175,158,51,107
290,product-290,93,130,100,161,82,173,64
291,product-291,182,203,247,174,23,39,60
292,product-292,52,74,87,215,58,84,167
293,product-293,39,120,58,116,166,217,122
294,product-294,172,265,63,189,159,144,116
295,product-295,78,100,66,212,153,187,154
296,product-296,154,156,187,159,123,228,45
297,product-297,7,54,31,35,204,135,158
298,product-298,33,115,56,179,204,86,36
299,product-299,43,106,212,77,43,176,172
300,product-300,11,39,260,245,47,80,159
301,product-301,164,182,27,195,125,193,117
302,product-302,218,303,152,165,166,182,175
303,product-303,211,282,135,78,80,41,179
304,product-304,137,203,123,93,79,124,34
305,product-305,156,213,210,75,151,72,90
306,product-306,115,172,183,143,128,215,97
307,product-307,71,97,84,169,160,132,91
308,product-308,142,181,132,146,165,63,205
309,product-309,82,139,193,153,161,231,158
310,product-310,84,173,33,125,133,77,179
311,product-311,62,118,183,156,145,154,143
312,product-312,93,178,45,80,122,63,23
313,product-313,69,126,113,218,90,71,59
314,product-314,137,180,192,186,156,155,37
315,product-315,172,227,27,177,144,36,175
316,product-316,100,160,197,159,44,182,110
317,product-317,102,112,60,44,40,116,45
318,product-318,214,278,194,156,134,67,89
319,product-319,140,193,79,13,58,58,16
320,product-320,55,85,241,108,147,181,147
321,product-321,183,218,196,116,50,122,232
322,product-322,190,236,108,153,172,132,62
323,product-323,34,60,76,34,119,175,210
324,product-324,38,53,11,186,159,263,107
325,product-325,102,180,88,73,169,151,172
326,product-326,188,251,151,178,26,171,103
327,product-327,47,64,216,186,252,201,155
328,product-328,133,175,42,28,18,209,203
329,product-329,194,275,74,145,55,56,23
330,product-330,140,225,187,198,20,181,110
331,product-331,35,82,79,140,114,171,138
332,product-332,155,159,180,179,120,86,134
333,product-333,209,219,194,189,112,129,184
334,product-334,11,109,239,31,162,170,175
335,product-335,87,119,61,146,197,112,206
336,product-336,225,248,136,129,119,27,115
337,product-337,157,216,140,109,65,155,89
338,product-338,233,255,155,142,168,82,71
339,product-339,232,250,135,137,50,249,16
340,product-340,145,226,172,72,149,105,148
341,product-341,98,176,201,22,121,68,161
342,product-342,32,115,203,59,179,70,167
343,product-343,222,300,165,44,16,252,110
344,product-344,96,144,67,95,183,40,208
345,product-345,68,79,21,191,11,138,10
346,product-346,57,104,61,104,139,205,48
347,product-347,165,217,38,100,167,154,70
348,product-348,202,205,181,87,74,82,154
349,product-349,18,51,202,229,169,69,60
350,product-350,217,315,62,29,75,75,94
351,product-351,136,213,201,199,113,146,72
352,product-352,1,14,145,41,62,71,66
353,product-353,85,169,109,85,100,124,153
354,product-354,172,197,185,168,58,73,93
355,product-355,177,260,251,173,216,192,216
356,product-356,147,247,40,82,73,86,123
357,product-357,134,227,88,195,119,60,196
358,product-358,44,86,130,272,170,56,137
359,product-359,215,292,149,174,195,100,121
360,product-360,81,158,167,140,178,120,164
361,product-361,196,294,133,103,138,153,179
362,product-362,135,172,133,103,30,116,21
363,product-363,188,233,180,133,131,45,174
364,product-364,110,176,109,146,152,24,58
365,product-365,103,186,186,131,180,135,151
366,product-366,192,216,68,198,164,144,108
367,product-367,221,227,230,39,185,120,144
368,product-368,19,83,163,102,83,233,161
369,product-369,80,120,157,42,175,111,52
370,product-370,55,119,187,156,80,60,207
371,product-371,38,119,265,238,204,127,128
372,product-372,72,114,28,123,222,131,58
373,product-373,130,183,228,164,93,50,151
374,product-374,27,54,163,168,204,163,74
375,product-375,90,95,34,18,219,58,158
376,product-376,170,220,142,106,202,34,185
377,product-377,21,53,177,170,169,14,170
378,product-378,94,119,57,88,180,175,139
379,product-379,97,186,115,111,113,135,168
380,product-380,23,113,202,222,39,156,188
381,product-381,57,115,139,151,213,92,111
382,product-382,58,59,117,168,40,17,44
383,product-383,166,177,16,228,212,185,129
384,product-384,175,177,155,100,243,186,101
385,product-385,100,166,133,93,84,146,27
386,product-386,179,196,217,97,195,22,139
387,product-387,179,229,188,198,64,34,77
388,product-388,125,135,99,77,182,67,20
389,product-389,216,260,199,94,150,114,122
390,product-390,182,261,128,118,250,136,123
391,product-391,124,166,81,157,200,216,60
392,product-392,205,267,142,28,164,91,195
393,product-393,268,360,183,131,194,167,139
394,product-394,12,57,178,177,213,28,159
395,product-395,218,267,20,6,120,146,80
396,product-396,189,255,115,74,131,36,45
397,product-397,175,222,45,123,79,161,143
398,product-398,77,128,87,98,75,89,29
399,product-399,153,207,84,76,138,193,180
400,product-400,87,149,153,98,27,65,221
401,product-401,96,148,191,120,76,207,166
402,product-402,49,63,128,93,155,108,181
403,product-403,61,68,144,85,97,75,137
404,product-404,41,100,226,159,75,104,160
405,product-405,243,306,182,56,117,42,182
406,product-406,166,231,173,58,24,105,126
407,product-407,172,197,63,101,140,187,84
408,product-408,13,66,105,44,76,107,187
409,product-409,172,213,155,181,39,147,143
410,product-410,134,221,196,213,235,119,167
411,product-411,155,241,227,95,158,215,161
412,product-412,83,104,123,74,123,100,94
413,product-413,226,262,225,142,241,203,160
414,product-414,188,230,44,50,226,140,134
415,product-415,71,106,108,40,151,71,82
416,product-416,68,140,226,43,144,133,210
417,product-417,254,270,41,70,38,180,156
418,product-418,163,252,74,40,155,126,63
419,product-419,140,141,109,185,33,131,184
420,product-420,56,70,214,57,191,231,33
421,product-421,99,126,49,57,60,62,100
422,product-422,37,78,156,49,115,97,214
423,product-423,189,262,149,69,94,89,113
424,product-424,231,309,170,179,160,130,62
425,product-425,112,168,137,182,171,206,175
426,product-426,53,78,149,86,112,30,119
427,product-427,38,123,56,135,183,188,121
428,product-428,227,300,62,141,28,117,56
429,product-429,147,209,94,203,164,193,218
430,product-430,105,164,106,167,24,235,215
431,product-431,261,350,105,170,61,69,55
432,product-432,157,209,90,232,139,169,82
433,product-433,98,101,119,41,146,216,92
434,product-434,30,93,235,128,53,191,52
435,product-435,153,232,23,41,121,100,204
436,product-436,104,159,123,163,229,50,83
437,product-437,196,207,28,112,75,220,9
438,product-438,199,225,225,8,100,216,72
439,product-439,146,195,174,210,31,138,63
440,product-440,167,212,166,233,163,221,187
441,product-441,133,189,30,120,65,93,56
442,product-442,154,205,65,77,63,99,69
443,product-443,58,138,166,92,198,171,7
444,product-444,176,263,173,186,122,119,45
445,product-445,24,48,116,42,226,187,98
446,product-446,109,152,41,133,75,177,17
447,product-447,147,246,102,176,86,156,41
448,product-448,51,66,169,87,185,69,114
449,product-449,137,199,75,163,200,75,45
450,product-450,198,201,59,45,127,168,171
451,product-451,49,134,186,161,148,104,138
452,product-452,75,92,264,48,19,91,235
453,product-453,149,187,93,76,217,80,64
454,product-454,188,195,77,117,28,218,200
455,product-455,10,23,207,131,52,191,78
456,product-456,21,30,98,168,178,92,205
457,product-457,135,195,142,99,104,121,193
458,product-458,44,86,116,221,88,44,93
459,product-459,206,292,183,95,264,40,51
460,product-460,142,225,58,167,74,226,51
461,product-461,187,241,186,202,160,92,144
462,product-462,144,188,98,45,17,141,15
463,product-463,108,118,187,2,256,198,155
464,product-464,11,91,88,122,48,174,204
465,product-465,65,107,134,131,152,156,23
466,product-466,159,180,117,157,95,31,171
467,product-467,54,112,133,55,76,235,146
468,product-468,110,167,133,194,177,198,223
469,product-469,186,219,147,215,183,110,213
470,product-470,183,235,153,136,125,204,201
471,product-471,180,183,39,105,198,120,174
472,product-472,154,230,142,85,59,191,132
473,product-473,280,323,140,122,124,185,10
474,product-474,202,232,40,68,144,94,111
475,product-475,61,100,193,79,112,254,269
476,product-476,28,45,60,94,52,75,157
477,product-477,61,85,128,83,59,112,184
478,product-478,17,22,4,91,112,66,117
479,product-479,41,131,97,72,84,140,18
480,product-480,81,87,101,202,11,59,194
481,product-481,150,191,169,116,79,210,168
482,product-482,65,118,107,238,34,34,182
483,product-483,240,309,170,38,179,5,148
484,product-484,203,246,137,97,221,149,125
485,product-485,116,205,217,136,209,202,84
486,product-486,55,124,55,106,183,225,224
487,product-487,248,276,105,142,139,95,192
488,product-488,88,94,121,207,61,104,73
489,product-489,181,188,131,181,29,117,97
490,product-490,139,153,83,163,143,67,201
491,product-491,188,206,65,167,84,32,77
492,product-492,103,115,14,115,180,94,78
493,product-493,263,278,119,193,47,113,86
494,product-494,99,109,82,146,119,142,149
495,product-495,257,329,150,194,131,262,155
496,product-496,6,13,60,205,134,133,117
497,product-497,75,93,77,58,104,169,107
498,product-498,142,166,132,123,22,137,110
499,product-499,232,286,75,114,48,214,192
500,product-500,169,238,145,219,182,124,62
501,product-501,111,177,73,191,152,54,257
502,product-502,202,231,156,117,132,81,160
503,product-503,49,132,186,85,177,124,19
504,product-504,213,304,152,23,101,7,172
505,product-505,21,89,129,48,89,33,102
506,product-506,59,141,160,196,139,45,107
507,product-507,14,93,220,216,99,98,184
508,product-508,243,315,96,164,145,180,113
509,product-509,239,324,55,216,147,146,101
510,product-510,81,141,236,35,218,265,184
511,product-511,115,186,189,210,162,136,75
512,product-512,158,231,41,39,97,135,179
513,product-513,83,116,49,124,38,169,87
514,product-514,148,160,109,174,208,222,133
515,product-515,62,67,217,43,68,163,63
516,product-516,66,75,148,63,116,30,68
517,product-517,198,223,80,106,179,71,66
518,product-518,76,107,186,128,173,167,83
519,product-519,170,256,84,135,72,151,209
520,product-520,171,209,98,16,52,51,173
521,product-521,232,251,135,20,107,274,248
522,product-522,172,217,187,132,83,25,65
523,product-523,55,146,172,108,157,102,192
524,product-524,113,165,190,154,43,61,174
525,product-525,146,185,53,116,40,130,36
526,product-526,31,121,186,219,155,32,25
527,product-527,103,127,66,50,115,194,101
528,product-528,27,83,152,160,123,38,142
529,product-529,21,107,197,81,19,69,115
530,product-530,46,82,93,188,159,173,189
531,product-531,211,299,184,196,189,202,42
532,product-532,108,202,163,168,140,46,93
533,product-533,74,86,98,192,67,172,121
534,product-534,31,67,86,112,100,165,99
535,product-535,50,142,91,142,79,100,4
536,product-536,176,192,104,214,112,198,73
537,product-537,73,99,45,155,150,72,44
538,product-538,60,62,186,183,93,184,135
539,product-539,83,97,172,79,191,150,50
540,product-540,50,140,39,125,120,67,146
541,product-541,45,104,103,210,187,37,50
542,product-542,34,78,55,116,115,226,11
543,product-543,147,215,153,80,190,79,167
544,product-544,130,206,19,162,175,202,126
545,product-545,144,210,33,124,67,117,140
546,product-546,28,121,63,193,230,129,82
547,product-547,200,260,139,74,146,125,61
548,product-548,200,220,163,135,67,76,100
549,product-549,56,87,103,243,166,124,154
550,product-550,39,95,159,87,23,166,32
551,product-551,102,150,199,63,131,41,209
552,product-552,51,109,166,43,75,115,215
553,product-553,79,91,189,121,122,61,183
554,product-554,165,200,33,187,128,27,184
555,product-555,153,176,153,40,31,116,195
556,product-556,165,174,201,148,254,153,138
557,product-557,83,157,191,152,77,183,167
558,product-558,94,148,148,129,71,131,165
559,product-559,97,168,48,133,193,112,168
560,product-560,147,197,168,135,224,130,17
561,product-561,122,124,38,142,167,126,162
562,product-562,142,182,69,264,190,134,187
563,product-563,23,120,19,182,116,88,162
564,product-564,17,80,242,119,62,182,108
565,product-565,53,91,18,27,197,178,189
566,product-566,90,164,145,242,51,128,63
567,product-567,139,216,89,46,73,102,273
568,product-568,203,258,47,225,162,91,194
569,product-569,57,143,35,50,152,63,273
570,product-570,156,241,183,89,212,123,111
571,product-571,138,172,187,61,109,141,66
572,product-572,58,92,55,211,130,156,43
573,product-573,97,123,168,35,103,200,30
574,product-574,53,114,81,105,200,28,159
575,product-575,153,248,131,72,24,81,74
576,product-576,55,61,129,111,91,221,93
577,product-577,188,262,273,73,56,171,178
578,product-578,209,267,60,63,204,45,92
579,product-579,183,196,171,62,188,146,269
580,product-580,180,184,22,209,26,33,70
581,product-581,48,101,36,197,235,138,44
582,product-582,73,158,111,81,46,87,158
583,product-583,117,209,144,156,174,120,212
584,product-584,139,208,200,123,230,155,142
585,product-585,115,175,95,186,156,49,19
586,product-586,82,154,258,125,192,177,18
587,product-587,63,77,169,177,213,78,43
588,product-588,187,232,22,126,60,202,6
589,product-589,177,195,113,37,246,176,82
590,product-590,117,159,68,199,169,61,126
591,product-591,190,203,184,155,99,83,207
592,product-592,208,293,227,54,49,120,209
593,product-593,185,220,158,36,128,51,54
594,product-594,118,130,236,36,153,185,31
595,product-595,75,161,108,219,40,201,220
596,product-596,174,174,170,104,75,155,184
597,product-597,84,96,63,216,53,136,167
598,product-598,123,192,159,193,184,88,97
599,product-599,65,108,203,192,73,81,131
600,product-600,147,226,41,45,163,161,9
601,product-601,246,301,91,48,131,77,74
602,product-602,198,291,151,163,206,179,80
603,product-603,81,149,140,185,40,234,137
604,product-604,192,251,38,120,162,212,110
605,product-605,169,245,131,188,163,157,125
606,product-606,166,198,65,48,162,115,48
607,product-607,157,162,91,38,79,158,167
608,product-608,66,154,189,150,17,192,195
609,product-609,67,133,129,188,89,217,161
610,product-610,45,92,225,123,241,68,132
611,product-611,144,236,224,73,53,204,210
612,product-612,102,156,61,172,86,107,75
613,product-613,212,282,116,40,104,94,139
614,product-614,190,260,235,123,92,100,92
615,product-615,105,143,69,158,104,62,169
616,product-616,87,156,132,135,215,178,97
617,product-617,189,212,210,33,89,274,51
618,product-618,148,153,199,201,155,165,153
619,product-619,107,206,98,157,171,9,56
620,product-620,162,240,179,27,215,85,190
621,product-621,89,125,168,133,53,188,172
622,product-622,139,202,99,19,20,180,158
623,product-623,176,215,133,46,98,15,40
624,product-624,85,145,198,86,183,47,222
625,product-625,99,142,92,141,69,165,170
626,product-626,121,186,161,150,222,124,30
627,product-627,38,61,95,251,140,131,111
628,product-628,24,109,55,192,118,103,114
629,product-629,166,179,216,73,147,54,18
630,product-630,167,218,204,51,70,99,76
631,product-631,258,284,157,160,179,217,94
632,product-632,189,281,119,163,57,220,201
633,product-633,198,278,138,197,77,74,86
634,product-634,125,214,189,128,44,61,10
635,product-635,222,300,118,82,80,33,133
636,product-636,109,199,66,23,36,91,264
637,product-637,22,115,198,68,130,213,194
638,product-638,222,240,184,248,134,171,61
639,product-639,170,190,55,154,196,46,145
640,product-640,151,184,179,159,74,138,134
641,product-641,87,158,153,157,188,201,165
642,product-642,131,176,65,172,164,224,88
643,product-643,34,131,21,93,156,214,73
644,product-644,122,131,114,58,8,152,66
645,product-645,46,140,178,64,258,124,77
646,product-646,166,216,223,57,175,137,115
647,product-647,42,91,210,58,223,55,15
648,product-648,124,178,213,138,162,61,143
649,product-649,112,193,87,202,159,232,65
650,product-650,187,204,96,187,27,140,153
651,product-651,88,131,124,5,229,193,71
652,product-652,175,213,30,101,11,168,206
653,product-653,178,261,156,141,133,158,202
654,product-654,37,45,169,116,3,160,139
655,product-655,199,294,136,59,131,139,240
656,product-656,178,265,94,128,247,224,38
657,product-657,225,303,107,122,80,171,200
658,product-658,158,222,71,193,44,12,147
659,product-659,25,80,165,181,155,114,190
660,product-660,201,272,218,151,63,222,183
661,product-661,66,137,101,144,153,102,47
662,product-662,186,275,123,77,282,256,192
663,product-663,117,177,196,46,45,16,165
664,product-664,30,91,104,82,120,121,192
665,product-665,145,173,94,48,191,197,171
666,product-666,26,70,119,116,159,39,109
667,product-667,192,211,95,197,90,219,129
668,product-668,223,320,124,200,157,152,260
669,product-669,49,120,69,98,158,115,233
670,product-670,123,215,43,96,150,155,178
671,product-671,88,143,220,224,112,219,108
672,product-672,135,166,96,172,186,145,150
673,product-673,179,243,57,106,45,118,111
674,product-674,109,122,76,88,225,167,155
675,product-675,188,238,131,27,218,80,55
676,product-676,23,25,123,103,25,222,204
677,product-677,146,184,187,174,241,125,180
678,product-678,44,66,197,201,197,155,126
679,product-679,109,207,99,60,74,96,76
680,product-680,109,172,206,211,160,140,136
681,product-681,87,166,93,51,62,249,132
682,product-682,122,201,97,34,88,194,221
683,product-683,187,238,82,121,195,154,155
684,product-684,43,92,209,113,31,192,82
685,product-685,24,61,208,218,128,139,252
686,product-686,190,253,166,125,25,60,162
687,product-687,95,151,228,102,43,190,267
688,product-688,76,128,160,78,68,175,194
689,product-689,24,70,208,148,162,49,49
690,product-690,109,159,218,87,38,107,190
691,product-691,133,207,194,208,74,94,103
692,product-692,188,218,51,167,149,112,117
693,product-693,145,204,54,26,89,202,223
694,product-694,37,47,185,82,119,51,97
695,product-695,108,146,52,41,146,178,96
696,product-696,110,186,47,198,185,80,146
