id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
236,covtype236,10,152,3027,792,5316,233,240,138,5912
237,covtype237,16,70,2756,120,2501,235,208,100,4210
238,covtype238,6,325,2939,510,4078,206,234,167,5584
239,covtype239,9,126,3198,418,4200,235,234,130,2858
240,covtype240,7,90,3195,362,4243,231,229,132,2880
241,covtype241,6,222,2975,360,5719,213,245,169,4519
242,covtype242,13,84,2890,30,5918,238,218,108,4761
243,covtype243,10,109,3018,815,5833,238,229,121,5486
244,covtype244,5,85,3011,842,5389,228,231,137,5975
245,covtype245,16,79,3221,618,3968,239,210,96,2868
246,covtype246,7,135,3004,811,5383,231,237,138,6017
247,covtype247,20,49,2572,384,391,224,192,94,2509
248,covtype248,11,128,3260,743,3824,238,233,124,2854
249,covtype249,4,25,3168,30,4426,218,231,150,3180
250,covtype250,12,349,2878,67,3489,198,220,161,4924
251,covtype251,8,9,3198,301,4099,211,224,150,3076
252,covtype252,8,260,2975,391,6071,200,245,183,5262
253,covtype253,10,38,3178,0,4286,220,217,131,3248
254,covtype254,10,176,2995,690,6068,226,246,152,5533
255,covtype255,8,144,2913,210,5478,232,239,139,4733
256,covtype256,9,175,2982,424,5267,225,245,153,6500
257,covtype257,12,209,2945,362,5877,211,251,173,5354
258,covtype258,2,143,2995,631,5459,223,238,151,6349
259,covtype259,5,288,2945,0,4801,205,239,173,6034
260,covtype260,8,288,2959,120,4683,199,240,180,5920
261,covtype261,13,114,2796,60,2599,242,226,111,3934
262,covtype262,2,315,2785,60,2486,214,237,161,3829
263,covtype263,17,325,2784,153,1798,177,220,182,3198
264,covtype264,15,320,2789,182,1771,181,225,183,3174
265,covtype265,19,162,2922,240,5076,235,241,129,4536
266,covtype266,3,135,3008,931,5727,224,238,150,6096
267,covtype267,10,73,2978,323,5160,232,221,121,6368
268,covtype268,11,54,2892,134,3178,226,217,123,4457
269,covtype269,10,45,2521,42,408,223,218,129,2066
270,covtype270,7,72,2985,497,5372,228,227,133,6482
271,covtype271,19,39,3057,626,4435,217,196,107,3955
272,covtype272,9,78,2829,60,2941,232,223,123,4187
273,covtype273,5,331,3201,0,4002,208,234,164,3460
274,covtype274,13,329,3136,789,4228,187,223,175,3798
275,covtype275,14,355,2548,60,551,197,215,155,2058
276,covtype276,9,89,2962,42,4891,234,225,122,6046
277,covtype277,13,15,2808,201,2431,208,213,141,3651
278,covtype278,12,87,2749,516,1499,238,220,111,2797
279,covtype279,14,328,3155,849,4184,185,222,177,3871
280,covtype280,11,285,2991,849,5939,189,240,191,6068
281,covtype281,5,108,2968,306,4113,229,234,138,5265
282,covtype282,13,77,2932,108,3911,236,216,108,5067
283,covtype283,7,356,2808,153,2592,209,227,157,3757
284,covtype284,4,106,2794,210,1888,227,234,142,3079
285,covtype285,17,24,3080,659,4377,208,201,125,4176
286,covtype286,16,52,2936,180,4656,227,203,105,4456
287,covtype287,10,261,2913,313,5706,197,245,187,5517
288,covtype288,8,232,2919,323,5728,207,248,178,5539
289,covtype289,6,257,2978,85,4795,205,244,177,5905
290,covtype290,14,312,2574,134,636,183,229,187,1924
291,covtype291,21,59,3142,730,4155,231,192,85,4070
292,covtype292,10,15,2804,212,1917,211,219,144,3031
293,covtype293,8,232,2929,366,5835,208,247,177,5776
294,covtype294,9,246,3001,764,5961,201,247,184,6227
295,covtype295,7,94,2813,371,1800,231,230,132,2872
296,covtype296,6,342,2988,192,4805,208,231,162,5836
297,covtype297,18,59,3175,612,4042,231,200,96,4184
298,covtype298,7,61,2804,362,1838,226,225,133,2825
299,covtype299,10,78,3001,335,5320,234,221,118,6310
300,covtype300,9,141,2914,277,3471,234,238,135,4430
301,covtype301,17,41,2668,283,1276,219,200,110,2240
302,covtype302,12,129,3185,481,3899,240,233,121,4273
303,covtype303,9,216,2913,268,5715,211,249,173,5983
304,covtype304,5,72,3168,418,3855,226,230,138,4394
305,covtype305,9,30,2955,30,4478,218,220,137,5370
306,covtype306,7,100,2932,30,4280,232,231,131,5166
307,covtype307,7,53,3201,488,3667,224,225,135,4255
308,covtype308,5,236,2903,212,5656,211,244,171,6046
309,covtype309,2,352,2874,400,2869,216,236,157,3653
310,covtype310,6,254,2903,212,5689,206,244,176,6195
311,covtype311,12,45,2800,0,2244,223,214,124,2958
312,covtype312,9,336,3257,693,3443,199,227,167,4246
313,covtype313,5,278,3188,210,3634,206,241,173,4526
314,covtype314,8,62,2952,192,4487,227,223,130,5251
315,covtype315,16,237,2932,342,5797,189,252,198,6409
316,covtype316,4,281,3050,630,5540,209,240,169,6162
317,covtype317,11,285,2955,212,4302,188,240,192,5057
318,covtype318,17,41,2791,458,1740,220,201,111,2294
319,covtype319,3,162,3172,180,3632,222,240,153,4624
320,covtype320,14,69,3116,297,3870,234,212,107,4802
321,covtype321,10,51,2895,162,3326,225,219,127,4002
322,covtype322,6,122,3182,134,3510,230,235,138,4585
323,covtype323,9,81,3024,218,4152,233,224,123,5114
324,covtype324,9,251,2962,480,5863,201,246,183,6356
325,covtype325,4,27,2978,192,4780,218,230,149,5502
326,covtype326,12,40,2952,323,4558,221,213,124,5268
327,covtype327,13,348,2945,255,3768,194,217,161,4425
328,covtype328,7,188,3149,134,3718,221,245,159,4831
329,covtype329,15,150,2833,242,1953,238,238,126,2407
330,covtype330,10,185,3136,42,3623,222,248,158,4858
331,covtype331,13,49,2851,268,2538,225,211,118,3037
332,covtype332,8,111,2933,300,3644,234,231,129,4221
333,covtype333,6,110,2810,421,1871,230,234,138,2178
334,covtype334,10,85,3267,484,3194,235,223,119,4518
335,covtype335,16,30,3188,85,3340,213,203,121,4753
336,covtype336,5,37,2955,426,3905,220,229,145,4475
337,covtype337,9,276,3001,752,5893,197,242,184,6012
338,covtype338,10,281,3008,780,5864,194,241,187,5998
339,covtype339,5,28,2942,391,3707,218,230,148,4228
340,covtype340,9,331,2921,395,3516,200,230,169,4024
341,covtype341,5,315,2985,361,5023,206,235,169,5570
342,covtype342,14,289,2978,570,4480,179,238,198,5007
343,covtype343,20,51,2889,362,2689,225,193,94,3049
344,covtype344,3,103,2814,210,2145,225,235,145,2316
345,covtype345,9,127,2938,408,2896,236,234,128,3239
346,covtype346,11,95,2828,127,2467,238,224,116,2714
347,covtype347,12,95,3146,240,3287,239,222,112,5052
348,covtype348,8,94,2977,466,4283,232,229,129,4676
349,covtype349,2,45,3034,680,5544,220,234,151,5490
350,covtype350,19,61,3083,192,3320,232,197,90,5380
351,covtype351,5,23,3044,210,3481,217,228,148,5476
352,covtype352,8,90,2982,242,3695,232,228,129,5609
353,covtype353,15,176,2901,256,3181,226,247,149,3360
354,covtype354,6,66,2995,247,4770,227,227,135,5126
355,covtype355,6,151,2528,108,598,228,240,145,390
356,covtype356,8,112,3188,60,2880,235,231,128,5166
357,covtype357,24,243,2939,400,5619,164,250,217,5753
358,covtype358,11,215,3008,696,5880,209,251,176,5600
359,covtype359,9,238,3021,815,5855,204,248,181,5543
360,covtype360,11,80,2937,330,4094,234,221,118,4354
361,covtype361,10,317,2844,67,2758,194,231,178,2724
362,covtype362,3,13,2781,351,2148,216,233,154,1707
363,covtype363,18,252,2945,421,5615,176,249,209,5686
364,covtype364,12,143,2857,85,3111,238,237,127,3161
365,covtype365,7,53,3021,258,3544,224,224,134,5720
366,covtype366,3,141,2919,192,3992,225,238,149,6047
367,covtype367,9,185,2800,170,2382,222,246,158,2001
368,covtype368,18,151,2773,350,1680,240,237,119,983
369,covtype369,17,144,2759,300,1590,242,234,115,895
370,covtype370,20,117,2714,242,1470,250,217,85,779
371,covtype371,26,109,2671,175,1350,253,200,58,664
372,covtype372,9,126,2975,120,4763,235,234,130,4928
373,covtype373,19,148,2775,335,1770,242,234,113,1061
374,covtype374,18,149,2746,268,1620,240,236,119,912
375,covtype375,19,148,2743,255,1590,242,235,114,883
376,covtype376,16,108,2717,201,1500,246,220,98,794
377,covtype377,14,136,2751,277,1680,241,234,119,967
378,covtype378,14,131,2739,242,1620,242,232,116,908
379,covtype379,16,133,2733,228,1590,244,231,111,878
380,covtype380,15,117,2716,175,1500,245,225,105,789
381,covtype381,14,99,2611,30,1200,243,220,103,495
382,covtype382,11,123,3073,0,3060,239,231,121,5654
383,covtype383,18,167,3060,95,3251,232,244,136,5755
384,covtype384,8,120,2899,162,3944,234,234,132,4034
385,covtype385,8,107,2861,30,3434,234,231,129,3406
386,covtype386,3,351,2853,0,3342,214,234,158,3287
387,covtype387,8,202,2785,134,2429,217,247,165,1860
388,covtype388,16,127,2723,190,1560,245,228,108,845
389,covtype389,23,110,2656,85,1350,252,208,72,636
390,covtype390,10,194,3064,30,3111,218,249,164,5721
391,covtype391,16,167,3050,67,3229,231,244,140,5783
392,covtype392,13,141,3004,124,3500,239,236,124,5934
393,covtype393,10,58,2952,201,3736,228,218,123,6078
394,covtype394,12,68,3034,362,5550,232,216,114,5100
395,covtype395,20,130,2703,127,1500,248,225,97,780
396,covtype396,23,128,2685,95,1440,251,218,81,722
397,covtype397,25,119,2661,67,1380,253,210,70,663
398,covtype398,4,101,3057,0,3069,226,234,144,5740
399,covtype399,13,139,3050,30,3127,240,235,123,5770
400,covtype400,5,342,3060,495,5700,209,232,161,5139
401,covtype401,14,49,2945,0,4671,225,208,114,4737
402,covtype402,18,123,2704,124,1530,247,224,99,797
403,covtype403,24,129,2676,67,1440,251,217,79,713
404,covtype404,14,81,2621,0,1290,238,214,103,571
405,covtype405,13,45,3060,30,3046,223,211,120,5768
406,covtype406,15,136,2975,124,3543,243,232,114,6039
407,covtype407,4,21,3067,518,5739,217,231,151,5125
408,covtype408,16,128,2719,150,1621,244,229,109,874
409,covtype409,15,86,2638,0,1351,241,213,98,618
410,covtype410,19,115,2700,67,1533,249,218,90,779
411,covtype411,22,108,2673,42,1473,251,208,72,721
412,covtype412,11,71,2654,0,1413,233,218,115,664
413,covtype413,12,50,2664,0,1445,225,214,122,684
414,covtype414,8,80,3050,360,5638,231,225,127,4978
415,covtype415,8,125,2858,268,3288,233,235,134,3034
416,covtype416,9,163,2854,285,3246,229,243,146,2974
417,covtype417,11,56,3047,95,3182,227,218,123,5994
418,covtype418,6,351,2873,201,3459,210,230,159,3242
419,covtype419,12,23,2680,0,1511,213,214,136,730
420,covtype420,9,120,2839,190,3055,236,233,128,2612
421,covtype421,7,86,2792,228,2862,230,229,132,2282
422,covtype422,11,74,3103,201,2870,233,219,116,5920
423,covtype423,1,90,2702,0,1727,221,236,151,932
424,covtype424,8,282,2991,268,5024,198,241,182,4582
425,covtype425,6,31,3004,180,5222,219,228,145,4624
426,covtype426,6,117,2919,150,3903,231,234,136,6349
427,covtype427,14,258,2945,376,5535,186,247,199,5134
428,covtype428,1,270,3054,390,5742,215,239,161,4830
429,covtype429,5,75,2978,295,4847,227,230,137,4455
430,covtype430,8,81,2915,0,4345,231,226,128,4260
431,covtype431,4,30,2756,150,2571,218,231,149,1770
432,covtype432,4,155,2717,0,2037,224,240,150,1230
433,covtype433,1,315,2928,150,4194,215,237,160,4050
434,covtype434,3,95,2770,258,2813,224,235,147,2011
435,covtype435,23,77,2656,283,1320,242,190,66,518
436,covtype436,5,124,2750,150,2370,229,236,140,1565
437,covtype437,7,45,2907,350,4041,222,225,138,3783
438,covtype438,13,65,2781,42,3162,232,214,112,2465
439,covtype439,5,203,2715,124,1920,217,245,164,1120
440,covtype440,11,338,2968,216,3426,196,225,167,6508
441,covtype441,8,130,2739,134,2160,234,236,133,1366
442,covtype442,3,129,2922,218,4283,225,237,147,4027
443,covtype443,6,101,2792,108,3180,230,232,135,2442
444,covtype444,8,90,3064,371,2822,232,228,129,6357
445,covtype445,14,243,3041,513,5911,192,250,195,4636
446,covtype446,8,32,2888,470,3700,219,224,141,3164
447,covtype447,1,180,3080,247,2715,219,239,157,6347
448,covtype448,27,132,2613,170,1260,251,215,73,558
449,covtype449,4,135,2978,108,3247,226,238,146,6576
450,covtype450,12,353,2952,0,4928,200,219,157,4105
451,covtype451,14,81,2773,108,3019,238,215,106,2338
452,covtype452,8,90,3057,390,2783,232,228,129,6452
453,covtype453,16,45,3064,228,5623,223,203,110,4361
454,covtype454,9,174,2742,268,2455,226,245,152,1725
455,covtype455,16,167,2677,85,1680,231,244,140,953
456,covtype456,18,140,2567,60,1110,244,232,110,492
457,covtype457,6,142,2739,228,2465,229,239,143,1761
458,covtype458,14,267,3001,641,5749,182,245,201,4570
459,covtype459,13,343,2584,150,812,192,219,165,480
460,covtype460,6,104,2902,558,3643,230,233,136,3107
461,covtype461,9,155,3047,424,2760,231,241,142,6661
462,covtype462,6,212,2909,212,4092,215,246,168,3586
463,covtype463,5,198,2910,234,4063,218,244,161,3556
464,covtype464,10,108,3011,212,2912,237,229,122,6632
465,covtype465,8,68,2998,124,2987,228,225,130,6557
466,covtype466,12,263,3011,674,5753,189,246,196,4386
467,covtype467,12,24,3008,309,5353,213,214,135,3950
468,covtype468,10,18,3004,192,5232,212,219,143,3899
469,covtype469,6,81,3031,513,5542,228,230,136,4002
470,covtype470,5,288,2939,379,5448,207,239,171,4506
471,covtype471,12,277,2949,437,5506,186,242,195,4471
472,covtype472,9,323,3028,242,5079,196,230,174,3771
473,covtype473,1,315,2900,90,5152,216,237,159,4667
474,covtype474,7,96,2932,247,3861,232,229,129,5585
475,covtype475,5,72,2909,324,4554,226,230,138,5006
476,covtype476,3,180,2900,300,4725,220,241,156,4880
477,covtype477,12,143,2867,437,3363,237,237,129,2963
478,covtype478,10,356,3047,618,5664,204,222,156,3811
479,covtype479,14,15,2617,30,1652,207,211,139,1383
480,covtype480,7,340,2998,108,2978,205,230,163,6224
481,covtype481,7,276,2962,497,3610,201,242,179,5658
482,covtype482,12,160,2759,120,2782,233,242,139,2462
483,covtype483,17,217,3027,700,5844,201,254,185,4011
484,covtype484,13,121,2963,175,4557,241,229,116,3360
485,covtype485,15,117,2919,175,4375,244,225,106,3311
486,covtype486,24,343,2690,120,1816,163,195,165,1645
487,covtype487,21,235,2955,451,5590,180,253,205,4074
488,covtype488,13,120,2953,134,4518,241,229,115,3297
489,covtype489,17,124,2887,95,4252,246,226,102,3273
490,covtype490,8,338,3014,150,2888,202,228,165,6169
491,covtype491,11,62,2995,484,3209,230,216,118,5849
492,covtype492,6,142,2965,0,4778,229,239,143,3283
493,covtype493,9,47,2982,437,3387,223,220,131,5641
494,covtype494,10,311,2739,270,1765,193,233,180,1742
495,covtype495,3,243,2916,335,5442,213,242,166,4030
496,covtype496,3,135,3047,932,5900,224,238,149,3591
